eventdef,spec,outcome,event,rel,coef,se,t,p,sig,preF,prep,N,N_city,N_treated_city,mean_y
scope_ge_5,provyr_baseyr_fe,top10_share,es_m3,-3,.007415113,.026090456,.28420788,.77645963,,1.528789642817799,.20721698,4519,283,32,.4586391209463579
scope_ge_5,provyr_baseyr_fe,top10_share,es_m2,-2,-.028840575,.020151244,-1.4312057,.15347852,,1.528789642817799,.20721698,4519,283,32,.4586391209463579
scope_ge_5,provyr_baseyr_fe,top10_share,es_0,0,.011124359,.016187552,.68721688,.49251083,,1.528789642817799,.20721698,4519,283,32,.4586391209463579
scope_ge_5,provyr_baseyr_fe,top10_share,es_p1,1,.026669906,.019683478,1.3549386,.17652152,,1.528789642817799,.20721698,4519,283,32,.4586391209463579
scope_ge_5,provyr_baseyr_fe,top10_share,es_p2,2,.0085229343,.023393964,.36432192,.71589065,,1.528789642817799,.20721698,4519,283,32,.4586391209463579
scope_ge_5,provyr_baseyr_fe,top10_share,es_p3,3,.011783255,.028153196,.41854063,.67587048,,1.528789642817799,.20721698,4519,283,32,.4586391209463579
scope_ge_5,provyr_baseyr_fe,top10_share,es_p4,4,.029619364,.041031733,.72186482,.4709757,,1.528789642817799,.20721698,4519,283,32,.4586391209463579
scope_ge_5,province_year_fe,base_top_share,es_m4,-4,-.054143127,.023215065,-2.3322411,.020391937,**,3.495397453126847,.016076455,4519,283,32,.1971186924101573
scope_ge_5,province_year_fe,base_top_share,es_m3,-3,.000018276596,.017032638,.0010730338,.99914461,,3.495397453126847,.016076455,4519,283,32,.1971186924101573
scope_ge_5,province_year_fe,base_top_share,es_m2,-2,-.019048689,.015528661,-1.2266794,.22096631,,3.495397453126847,.016076455,4519,283,32,.1971186924101573
scope_ge_5,province_year_fe,base_top_share,es_0,0,.0052232426,.010655035,.49021357,.62436396,,3.495397453126847,.016076455,4519,283,32,.1971186924101573
scope_ge_5,province_year_fe,base_top_share,es_p1,1,.008419551,.014125791,.59604102,.55162597,,3.495397453126847,.016076455,4519,283,32,.1971186924101573
scope_ge_5,province_year_fe,base_top_share,es_p2,2,.0032252658,.017832682,.18086264,.85660529,,3.495397453126847,.016076455,4519,283,32,.1971186924101573
scope_ge_5,province_year_fe,base_top_share,es_p3,3,-.018894922,.017131047,-1.1029637,.27098331,,3.495397453126847,.016076455,4519,283,32,.1971186924101573
scope_ge_5,province_year_fe,base_top_share,es_p4,4,-.008534289,.01986824,-.4295443,.66785514,,3.495397453126847,.016076455,4519,283,32,.1971186924101573
scope_ge_5,provyr_baseyr_fe,base_top_share,es_m4,-4,.0026698811,.018499758,.14431977,.88535106,,.9924615063416926,.39673874,4519,283,32,.1971186924101573
scope_ge_5,provyr_baseyr_fe,base_top_share,es_m3,-3,.0013290773,.016667314,.079741545,.93649936,,.9924615063416926,.39673874,4519,283,32,.1971186924101573
scope_ge_5,provyr_baseyr_fe,base_top_share,es_m2,-2,-.015969731,.015742589,-1.0144285,.31124789,,.9924615063416926,.39673874,4519,283,32,.1971186924101573
scope_ge_5,provyr_baseyr_fe,base_top_share,es_0,0,.0040205754,.012274687,.32755014,.74349487,,.9924615063416926,.39673874,4519,283,32,.1971186924101573
scope_ge_5,provyr_baseyr_fe,base_top_share,es_p1,1,.0060158884,.015692238,.38336715,.70173639,,.9924615063416926,.39673874,4519,283,32,.1971186924101573
scope_ge_5,provyr_baseyr_fe,base_top_share,es_p2,2,-.0035036122,.019403245,-.18056837,.85683608,,.9924615063416926,.39673874,4519,283,32,.1971186924101573
scope_ge_5,provyr_baseyr_fe,base_top_share,es_p3,3,-.02040047,.017926045,-1.1380353,.25607169,,.9924615063416926,.39673874,4519,283,32,.1971186924101573
scope_ge_5,provyr_baseyr_fe,base_top_share,es_p4,4,-.010756237,.020785972,-.51747578,.60522974,,.9924615063416926,.39673874,4519,283,32,.1971186924101573
scope_ge_5,province_year_fe,base_mid_inc_share,es_m4,-4,.048310798,.02331686,2.0719256,.039181273,**,1.473897858549494,.2218361,4519,283,32,.3921320600925446
scope_ge_5,province_year_fe,base_mid_inc_share,es_m3,-3,.021669989,.020997996,1.0320028,.30295503,,1.473897858549494,.2218361,4519,283,32,.3921320600925446
scope_ge_5,province_year_fe,base_mid_inc_share,es_m2,-2,.01754985,.021618847,.81178474,.41759983,,1.473897858549494,.2218361,4519,283,32,.3921320600925446
scope_ge_5,province_year_fe,base_mid_inc_share,es_0,0,-.0079420228,.020025274,-.39659995,.69196242,,1.473897858549494,.2218361,4519,283,32,.3921320600925446
scope_ge_5,province_year_fe,base_mid_inc_share,es_p1,1,.0061170249,.02258921,.27079409,.78674752,,1.473897858549494,.2218361,4519,283,32,.3921320600925446
scope_ge_5,province_year_fe,base_mid_inc_share,es_p2,2,-.0062809978,.02302134,-.2728337,.78518075,,1.473897858549494,.2218361,4519,283,32,.3921320600925446
scope_ge_5,province_year_fe,base_mid_inc_share,es_p3,3,.01821601,.024743862,.73618293,.46223128,,1.473897858549494,.2218361,4519,283,32,.3921320600925446
scope_ge_5,province_year_fe,base_mid_inc_share,es_p4,4,.0081145577,.025267104,.32115108,.74833375,,1.473897858549494,.2218361,4519,283,32,.3921320600925446
scope_ge_5,provyr_baseyr_fe,base_mid_inc_share,es_m4,-4,.015100757,.028867012,.52311468,.60130525,,.1021913171008152,.95871615,4519,283,32,.3921320600925446
scope_ge_5,provyr_baseyr_fe,base_mid_inc_share,es_m3,-3,.012753349,.026612192,.47922954,.63214672,,.1021913171008152,.95871615,4519,283,32,.3921320600925446
scope_ge_5,provyr_baseyr_fe,base_mid_inc_share,es_m2,-2,.012013895,.023632396,.50836557,.61159444,,.1021913171008152,.95871615,4519,283,32,.3921320600925446
scope_ge_5,provyr_baseyr_fe,base_mid_inc_share,es_0,0,-.0075550606,.020583512,-.3670443,.71386123,,.1021913171008152,.95871615,4519,283,32,.3921320600925446
scope_ge_5,provyr_baseyr_fe,base_mid_inc_share,es_p1,1,.016013429,.024290876,.65923637,.51028198,,.1021913171008152,.95871615,4519,283,32,.3921320600925446
scope_ge_5,provyr_baseyr_fe,base_mid_inc_share,es_p2,2,.0079302499,.024875034,.31880358,.75011146,,.1021913171008152,.95871615,4519,283,32,.3921320600925446
scope_ge_5,provyr_baseyr_fe,base_mid_inc_share,es_p3,3,.028567204,.025239876,1.1318282,.25866818,,.1021913171008152,.95871615,4519,283,32,.3921320600925446
scope_ge_5,provyr_baseyr_fe,base_mid_inc_share,es_p4,4,.031493813,.025608968,1.2297963,.2197984,,.1021913171008152,.95871615,4519,283,32,.3921320600925446
