spec,outcome,event,coef,se,t,p,sig,preF,prep,N,N_city,mean_y
city_year_fe,base_mid_inc_share,es_p1,-.0084995448359189,.011776374,-.72174555,.47139797,,1.210296602308875,.30747086,2855,179,.3726418262394285
city_year_fe,base_mid_inc_share,es_p2,-.0138243104526363,.012296521,-1.1242456,.26242265,,1.210296602308875,.30747086,2855,179,.3726418262394285
city_year_fe,base_mid_inc_share,es_p3,-.0066614349527245,.012412678,-.53666377,.59217,,1.210296602308875,.30747086,2855,179,.3726418262394285
city_year_fe,base_mid_inc_share,es_p4,-.0057682386962272,.010914868,-.52847534,.59782773,,1.210296602308875,.30747086,2855,179,.3726418262394285
province_year_fe,base_mid_inc_share,es_m4,.0096311110291966,.012006683,.80214584,.42353824,,1.229473321157757,.30048093,2855,179,.3726418262394285
province_year_fe,base_mid_inc_share,es_m3,.0048928630382615,.014211405,.3442913,.73103362,,1.229473321157757,.30048093,2855,179,.3726418262394285
province_year_fe,base_mid_inc_share,es_m2,.0229354081457846,.012987589,1.7659481,.079118878,*,1.229473321157757,.30048093,2855,179,.3726418262394285
province_year_fe,base_mid_inc_share,es_0,.0082894008529265,.014632784,.56649512,.57177079,,1.229473321157757,.30048093,2855,179,.3726418262394285
province_year_fe,base_mid_inc_share,es_p1,.0083110386610663,.016530683,.50276434,.61575145,,1.229473321157757,.30048093,2855,179,.3726418262394285
province_year_fe,base_mid_inc_share,es_p2,.0083959387279618,.01703226,.49294332,.62266022,,1.229473321157757,.30048093,2855,179,.3726418262394285
province_year_fe,base_mid_inc_share,es_p3,.005746968416349,.01364802,.4210844,.67420143,,1.229473321157757,.30048093,2855,179,.3726418262394285
province_year_fe,base_mid_inc_share,es_p4,.0062812130141868,.01183389,.53078175,.59623164,,1.229473321157757,.30048093,2855,179,.3726418262394285
provyr_baseyr_fe,base_mid_inc_share,es_m4,.0043378069979897,.013263904,.32703847,.74402303,,1.306722529576902,.2737619,2855,179,.3726418262394285
provyr_baseyr_fe,base_mid_inc_share,es_m3,.0006943228084408,.015025837,.046208594,.9631958,,1.306722529576902,.2737619,2855,179,.3726418262394285
provyr_baseyr_fe,base_mid_inc_share,es_m2,.0239870060140906,.014162347,1.693717,.092068218,*,1.306722529576902,.2737619,2855,179,.3726418262394285
provyr_baseyr_fe,base_mid_inc_share,es_0,.0105862949491813,.014714227,.71945983,.47280118,,1.306722529576902,.2737619,2855,179,.3726418262394285
provyr_baseyr_fe,base_mid_inc_share,es_p1,.0179250043586748,.016746361,1.0703821,.2858966,,1.306722529576902,.2737619,2855,179,.3726418262394285
provyr_baseyr_fe,base_mid_inc_share,es_p2,.0187396675137149,.016678067,1.1236115,.26269102,,1.306722529576902,.2737619,2855,179,.3726418262394285
provyr_baseyr_fe,base_mid_inc_share,es_p3,.0130572780475499,.012992399,1.0049937,.31626415,,1.306722529576902,.2737619,2855,179,.3726418262394285
provyr_baseyr_fe,base_mid_inc_share,es_p4,.0097717883088595,.011948926,.81779635,.41456681,,1.306722529576902,.2737619,2855,179,.3726418262394285
