family,outcome_type,sample,spec,outcome,coef,se,stat,p,sig,N,N_city,mean_y,converged
quality_entry,share_rate_ols,min20,city_year,qfcited_share_total,.0339339693251691,.0052433461,6.4718156,4.1370435e-10,***,4433,290,.11640926,1
quality_entry,share_rate_ols,min20,provyr_base,qfcited_share_total,.0103253010607072,.0062073241,1.6634061,.097330354,*,4352,286,.11640926,1
quality_entry,share_rate_ols,min20,provyr_base_policy,qfcited_share_total,.0069562320442195,.0064438637,1.0795126,.28127202,,4352,286,.11640926,1
quality_entry,share_rate_ols,min20,city_year,qfcited_share_new,.0193424901573666,.0087706596,2.2053633,.028215857,**,4433,290,.26955417,1
quality_entry,share_rate_ols,min20,provyr_base,qfcited_share_new,.0018267870495909,.01353155,.13500206,.89270556,,4352,286,.26955417,1
quality_entry,share_rate_ols,min20,provyr_base_policy,qfcited_share_new,.0013270524275374,.014714601,.090186104,.92820269,,4352,286,.26955417,1
sustained_entry,count_ppml,min50,city_year,surv2_applicants,.0447292094691276,.048617799,.92001718,.35756376,,3583,286,91.075829,1
sustained_entry,count_ppml,min50,provyr_base,surv2_applicants,.0824731408573533,.048902258,1.6864893,.091701575,*,3497,281,91.075829,1
sustained_entry,count_ppml,min50,provyr_base_policy,surv2_applicants,.054445300637064,.048620626,1.1197984,.26279965,,3497,281,91.075829,1
sustained_entry,count_ppml,min50,city_year,surv3_applicants,.0272148124995605,.046128143,.58998287,.55520213,,3298,285,100.40006,1
sustained_entry,count_ppml,min50,provyr_base,surv3_applicants,.0591618492762613,.046384733,1.2754595,.20214665,,3217,280,100.40006,1
sustained_entry,count_ppml,min50,provyr_base_policy,surv3_applicants,.0299815411031794,.04514955,.66404963,.50665855,,3217,280,100.40006,1
sustained_entry,count_ppml,min50,city_year,surv2_entry_patents,-.0020175230455882,.085693084,-.023543593,.98121667,,3583,286,353.3797,1
sustained_entry,count_ppml,min50,provyr_base,surv2_entry_patents,.0395817087344697,.086351782,.45837745,.64668131,,3497,281,353.3797,1
sustained_entry,count_ppml,min50,provyr_base_policy,surv2_entry_patents,.0253127554889074,.090520717,.27963492,.77975762,,3497,281,353.3797,1
sustained_entry,count_ppml,min50,city_year,surv3_entry_patents,-.036643335701039,.08102224,-.4522627,.65107971,,3298,285,381.21533,1
sustained_entry,count_ppml,min50,provyr_base,surv3_entry_patents,.0221595934314134,.08067102,.27469087,.78355372,,3217,280,381.21533,1
sustained_entry,count_ppml,min50,provyr_base_policy,surv3_entry_patents,.0000445667061566,.082902148,.00053758203,.99957108,,3217,280,381.21533,1
sustained_entry,count_ppml,min50,city_year,surv2_future_patents,.0955304678815824,.092734344,1.030152,.30293867,,3583,286,648.63867,1
sustained_entry,count_ppml,min50,provyr_base,surv2_future_patents,.0495238201388062,.086515769,.57242531,.56703383,,3497,281,648.63867,1
sustained_entry,count_ppml,min50,provyr_base_policy,surv2_future_patents,.0397888777294938,.093238391,.42674351,.66956615,,3497,281,648.63867,1
sustained_entry,count_ppml,min50,city_year,surv3_future_patents,.1162410985344432,.085252278,1.3634955,.17272641,,3298,285,913.77588,1
sustained_entry,count_ppml,min50,provyr_base,surv3_future_patents,.0753485621101314,.078044884,.96545166,.33431864,,3217,280,913.77588,1
sustained_entry,count_ppml,min50,provyr_base_policy,surv3_future_patents,.0592868490004337,.084268995,.70354283,.4817175,,3217,280,913.77588,1
quality_entry,count_ppml,min50,city_year,qgrant_new_n,.008554266887348,.047704704,.17931706,.85768878,,4155,288,158.46992,1
quality_entry,count_ppml,min50,provyr_base,qgrant_new_n,.0299642620912872,.045274321,.66183794,.50807512,,4064,284,158.46992,1
quality_entry,count_ppml,min50,provyr_base_policy,qgrant_new_n,.0283919291379202,.043181241,.65750605,.51085556,,4064,284,158.46992,1
quality_entry,count_ppml,min50,city_year,qgrant_new_pat,.0413213772173854,.047735028,.86564058,.38668731,,4155,288,254.95212,1
quality_entry,count_ppml,min50,provyr_base,qgrant_new_pat,.0467025975349661,.05934976,.78690457,.43133774,,4064,284,254.95212,1
quality_entry,count_ppml,min50,provyr_base_policy,qgrant_new_pat,.0473155526307663,.058837865,.8041684,.4212997,,4064,284,254.95212,1
quality_entry,count_ppml,min50,city_year,qgrantyr_new_n,-.0011145886183856,.056617033,-.019686455,.98429352,,4156,288,142.153,1
quality_entry,count_ppml,min50,provyr_base,qgrantyr_new_n,.0440183637607796,.053754006,.81888527,.41285187,,4065,284,142.153,1
quality_entry,count_ppml,min50,provyr_base_policy,qgrantyr_new_n,.0386415780801664,.053638924,.72040182,.47127762,,4065,284,142.153,1
quality_entry,count_ppml,min50,city_year,qgrantyr_new_pat,.0060210035573956,.055520896,.10844572,.91364211,,4156,288,219.22589,1
quality_entry,count_ppml,min50,provyr_base,qgrantyr_new_pat,.0670182054528297,.070010014,.95726603,.338433,,4065,284,219.22589,1
quality_entry,count_ppml,min50,provyr_base_policy,qgrantyr_new_pat,.0657557387115624,.071468905,.92006081,.35754099,,4065,284,219.22589,1
quality_entry,count_ppml,min50,city_year,qcited_new_n,-.0931319964108441,.042226411,-2.205539,.027416291,**,3970,284,35.497105,1
quality_entry,count_ppml,min50,provyr_base,qcited_new_n,-.0288550504366369,.058694765,-.49161199,.62299365,,3873,280,35.497105,1
quality_entry,count_ppml,min50,provyr_base_policy,qcited_new_n,-.0206593766835115,.058484852,-.3532432,.7239061,,3873,280,35.497105,1
quality_entry,count_ppml,min50,city_year,qcited_new_pat,-.0986664814762764,.043607812,-2.2625873,.023661138,**,3970,284,42.497105,1
quality_entry,count_ppml,min50,provyr_base,qcited_new_pat,-.0347152836836173,.06081916,-.57079518,.56813848,,3873,280,42.497105,1
quality_entry,count_ppml,min50,provyr_base_policy,qcited_new_pat,-.0294872182751844,.062575094,-.47122929,.63747698,,3873,280,42.497105,1
quality_entry,count_ppml,min50,city_year,qfcited_new_n,.0083721989165054,.044802982,.186867,.85176492,,4144,288,121.28178,1
quality_entry,count_ppml,min50,provyr_base,qfcited_new_n,.0221503035039056,.046934277,.47194299,.63696748,,4053,284,121.28178,1
quality_entry,count_ppml,min50,provyr_base_policy,qfcited_new_n,.0203456138269791,.044844877,.45368871,.65005291,,4053,284,121.28178,1
quality_entry,count_ppml,min50,city_year,qfcited_new_pat,.0348485479201059,.045773607,.76132405,.44646353,,4144,288,183.20145,1
quality_entry,count_ppml,min50,provyr_base,qfcited_new_pat,.0304529722739315,.058021877,.52485329,.59968519,,4053,284,183.20145,1
quality_entry,count_ppml,min50,provyr_base_policy,qfcited_new_pat,.0281141935552566,.057686944,.487358,.62600464,,4053,284,183.20145,1
sustained_entry,share_rate_ols,min50,city_year,surv2_applicant_rate,.0070422842584612,.0040275939,1.748509,.081448823,*,3585,287,.24754548,1
sustained_entry,share_rate_ols,min50,provyr_base,surv2_applicant_rate,-.0054912526192835,.0065130652,-.84311342,.39987957,,3501,283,.24754548,1
