sample,scope,spec,outcome,coef,se,t,p,sig,N,N_city,mean_y
y2021,inv_grant_familycited_appyear,province_year_fe,ln1p_incumbent_patents,-.0661363379718288,.051627722,-1.2810237,.20120877,,4054,291,4.179934937613451
y2021,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_incumbent_patents,.0684829576592811,.06115216,1.1198781,.26369238,,4054,291,4.179934937613451
y2021,inv_grant_familycited_appyear,province_year_fe,hhi,.0184511739381067,.0091153635,2.0241842,.04386773,**,4054,291,.11139694348955
y2021,inv_grant_familycited_appyear,provyr_baseyr_fe,hhi,.001863094140422,.010263835,.18152028,.85608602,,4054,291,.11139694348955
y2021,inv_grant_familycited_appyear,province_year_fe,top10_share,.0366771932437425,.013094898,2.8008766,.0054389853,***,4054,291,.6009156183233576
y2021,inv_grant_familycited_appyear,provyr_baseyr_fe,top10_share,-.0088251258198705,.013443137,-.65647823,.51203704,,4054,291,.6009156183233576
y2022,inv_grant_familycited_appyear,province_year_fe,new_applicant_share,.0463977321940063,.010756764,4.313354,.000022071088,***,4342,291,.4365873107571255
y2022,inv_grant_familycited_appyear,provyr_baseyr_fe,new_applicant_share,.0132707415175985,.011200132,1.1848737,.23703748,,4342,291,.4365873107571255
y2022,inv_grant_familycited_appyear,province_year_fe,ln1p_new_applicants,.0443987365629591,.03086764,1.4383585,.15141062,,4342,291,3.571088390030461
y2022,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_new_applicants,.1022214902972421,.041010559,2.4925652,.013240462,**,4342,291,3.571088390030461
y2022,inv_grant_familycited_appyear,province_year_fe,ln1p_new_patents,.045729302193231,.035912588,1.2733502,.20391349,,4342,291,3.845987525596974
y2022,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_new_patents,.1256057234018818,.047545969,2.6417744,.0086948173,***,4342,291,3.845987525596974
y2022,inv_grant_familycited_appyear,province_year_fe,ln1p_total_patents,.0627198207233305,.042736858,1.4675814,.14330164,,4342,291,4.806420214295433
y2022,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_total_patents,.1167285262695045,.053338204,2.1884601,.029433675,**,4342,291,4.806420214295433
y2022,inv_grant_familycited_appyear,province_year_fe,ln1p_incumbent_patents,-.0558815105673111,.052115485,-1.0722631,.28449336,,4342,291,4.186121801201984
y2022,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_incumbent_patents,.0885576246819559,.061058566,1.4503719,.14803556,,4342,291,4.186121801201984
y2022,inv_grant_familycited_appyear,province_year_fe,hhi,.0156421911384609,.0087206764,1.7936901,.073904373,*,4342,291,.1123456385147522
y2022,inv_grant_familycited_appyear,provyr_baseyr_fe,hhi,-.0005431112441205,.0096910158,-.056042761,.95534635,,4342,291,.1123456385147522
y2022,inv_grant_familycited_appyear,province_year_fe,top10_share,.0321342484233247,.012813531,2.5078371,.01269359,**,4342,291,.6014447607871555
y2022,inv_grant_familycited_appyear,provyr_baseyr_fe,top10_share,-.0120600678500893,.013393912,-.90041411,.36864704,,4342,291,.6014447607871555
y2023,inv_grant_familycited_appyear,province_year_fe,new_applicant_share,.0482283996832674,.010711762,4.502378,9.7452394e-06,***,4618,291,.4314701790356348
y2023,inv_grant_familycited_appyear,provyr_baseyr_fe,new_applicant_share,.0144534730927252,.010972851,1.317203,.18881038,,4618,291,.4314701790356348
y2023,inv_grant_familycited_appyear,province_year_fe,ln1p_new_applicants,.0548991018658833,.031666059,1.7336892,.084036052,*,4618,291,3.529741652276172
y2023,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_new_applicants,.116204697640342,.041203924,2.8202338,.0051297639,***,4618,291,3.529741652276172
y2023,inv_grant_familycited_appyear,province_year_fe,ln1p_new_patents,.0547714533017787,.036891952,1.484645,.138724,,4618,291,3.797852908490056
y2023,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_new_patents,.1406984371396849,.047797218,2.9436533,.0035059152,***,4618,291,3.797852908490056
y2023,inv_grant_familycited_appyear,province_year_fe,ln1p_total_patents,.0638586311277585,.044016853,1.4507768,.1479228,,4618,291,4.768713744942912
y2023,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_total_patents,.127408929416076,.05392307,2.3627906,.018797981,**,4618,291,4.768713744942912
y2023,inv_grant_familycited_appyear,province_year_fe,ln1p_incumbent_patents,-.0593063233662511,.053316906,-1.1123362,.26691487,,4618,291,4.159738440309289
y2023,inv_grant_familycited_appyear,provyr_baseyr_fe,ln1p_incumbent_patents,.0968416910069654,.061476815,1.5752555,.11628772,,4618,291,4.159738440309289
y2023,inv_grant_familycited_appyear,province_year_fe,hhi,.0105547561415347,.0084739793,1.245549,.21393543,,4618,291,.1138784139716889
y2023,inv_grant_familycited_appyear,provyr_baseyr_fe,hhi,-.002959059592782,.0088682622,-.33366847,.73887086,,4618,291,.1138784139716889
y2023,inv_grant_familycited_appyear,province_year_fe,top10_share,.0225921608241988,.012156858,1.8583882,.064127035,*,4618,291,.6034806074985894
y2023,inv_grant_familycited_appyear,provyr_baseyr_fe,top10_share,-.0154653358792118,.013119814,-1.1787771,.23945321,,4618,291,.6034806074985894
