block,variant,applicant_sample,spec,outcome,coef,se,stat,p,sig,N,N_city,mean_y,converged
ddd_rescue,no_h04,all,ppml_offset_active,field_new_applicants_field,-.0382384319130072,.010502896,-3.6407511,.00027184386,***,8028,291,162.23015,1
ddd_rescue,no_h04,all,ppml_offset_active_policy_x_high,field_new_applicants_field,-.0388594117030951,.012652355,-3.0713184,.0021311571,***,8028,291,162.23015,1
ddd_rescue,no_h04,all,ppml_offset_total,field_new_patents_field,-.0193391867690661,.039785583,-.4860853,.62690669,,8028,291,411.42004,1
ddd_rescue,no_h04,all,ppml_offset_total_policy_x_high,field_new_patents_field,.0163387195902962,.05355005,.3051112,.76028144,,8028,291,411.42004,1
ddd_rescue,no_h04,all,ppml_offset_active,field_new_patents_field,-.0684963294609758,.042806219,-1.600149,.10956553,,8028,291,411.42004,1
ddd_rescue,no_h04,all,ppml_offset_active_policy_x_high,field_new_patents_field,-.1062963107456023,.048529148,-2.1903601,.028498124,**,8028,291,411.42004,1
ddd_rescue,no_h04,all,ols_rate_share,city_new_applicant_rate_active,.0109243606850093,.014343191,.76164091,.4468933,,8028,291,.56632996,1
ddd_rescue,no_h04,all,ols_rate_share_policy_x_high,city_new_applicant_rate_active,.0032317703433854,.017975992,.1797826,.85744882,,8028,291,.56632996,1
ddd_rescue,no_h04,all,ols_rate_share,field_new_applicant_rate_active,.00779460196502,.01293519,.60258889,.54725313,,8028,291,.66662014,1
ddd_rescue,no_h04,all,ols_rate_share_policy_x_high,field_new_applicant_rate_active,.0048796461071096,.015919976,.3065109,.75943565,,8028,291,.66662014,1
ddd_rescue,no_h04,all,ols_rate_share,city_new_share_total_field,.0127912900548637,.014083209,.90826529,.36449224,,8028,291,.41251659,1
ddd_rescue,no_h04,all,ols_rate_share_policy_x_high,city_new_share_total_field,.0098966738095794,.016786512,.58956105,.55594403,,8028,291,.41251659,1
ddd_rescue,no_h04,all,ols_rate_share,field_new_share_total_field,.016504258620483,.014987765,1.1011821,.27173054,,8028,291,.49109879,1
ddd_rescue,no_h04,all,ols_rate_share_policy_x_high,field_new_share_total_field,.0188948580861542,.017381132,1.0870901,.27789965,,8028,291,.49109879,1
ddd_rescue,no_h04,all,ols_any_entry,any_city_new_applicants,-.1585357565739247,.02121781,-7.4718246,9.3738331e-13,***,9294,291,.89218849,1
ddd_rescue,no_h04,all,ols_any_entry,any_city_new_patents,-.1585357565739247,.02121781,-7.4718246,9.3738331e-13,***,9294,291,.89218849,1
ddd_rescue,no_h04,all,ols_any_entry,any_field_new_applicants,-.1488495713287176,.020351674,-7.3138733,2.5475258e-12,***,9294,291,.91682804,1
ddd_rescue,no_h04,all,ols_any_entry,any_field_new_patents,-.1488495713287176,.020351674,-7.3138733,2.5475258e-12,***,9294,291,.91682804,1
ddd_rescue,no_h04,no_individual,ppml_offset_total,city_new_applicants_field,.0314857255264015,.048415393,.6503247,.51548249,,7252,289,99.507744,1
ddd_rescue,no_h04,no_individual,ppml_offset_total_policy_x_high,city_new_applicants_field,.1025779177080141,.053089771,1.9321597,.053339794,*,7252,289,99.507744,1
ddd_rescue,no_h04,no_individual,ppml_offset_active,city_new_applicants_field,-.0220592745090976,.013652693,-1.6157454,.10614938,,7252,289,99.507744,1
ddd_rescue,no_h04,no_individual,ppml_offset_active_policy_x_high,city_new_applicants_field,-.0181787253261123,.015548599,-1.1691551,.24234112,,7252,289,99.507744,1
ddd_rescue,no_h04,no_individual,ppml_offset_total,city_new_patents_field,-.0058164769871461,.052522033,-.11074356,.9118197,,7252,289,283.31268,1
ddd_rescue,no_h04,no_individual,ppml_offset_total_policy_x_high,city_new_patents_field,.0146210543282942,.065933779,.22175363,.82450569,,7252,289,283.31268,1
ddd_rescue,no_h04,no_individual,ppml_offset_active,city_new_patents_field,-.0914575351611807,.055315688,-1.6533743,.09825471,*,7252,289,283.31268,1
ddd_rescue,no_h04,no_individual,ppml_offset_active_policy_x_high,city_new_patents_field,-.1305795995304243,.06076799,-2.1488221,.031648505,**,7252,289,283.31268,1
ddd_rescue,no_h04,no_individual,ppml_offset_total,field_new_applicants_field,.0097845343524549,.048071519,.20354119,.83871204,,7264,291,106.36959,1
ddd_rescue,no_h04,no_individual,ppml_offset_total_policy_x_high,field_new_applicants_field,.0711625805947991,.050145168,1.4191314,.15586072,,7264,291,106.36959,1
ddd_rescue,no_h04,no_individual,ppml_offset_active,field_new_applicants_field,-.0392191173122343,.014330861,-2.7366893,.006206085,***,7264,291,106.36959,1
ddd_rescue,no_h04,no_individual,ppml_offset_active_policy_x_high,field_new_applicants_field,-.0436014835293211,.015780987,-2.762912,.0057288185,***,7264,291,106.36959,1
ddd_rescue,no_h04,no_individual,ppml_offset_total,field_new_patents_field,-.0195192306554495,.05093728,-.38320127,.70157051,,7264,291,298.05347,1
ddd_rescue,no_h04,no_individual,ppml_offset_total_policy_x_high,field_new_patents_field,.0130486063262084,.062392469,.20913753,.83434087,,7264,291,298.05347,1
ddd_rescue,no_h04,no_individual,ppml_offset_active,field_new_patents_field,-.1003621535987211,.051979713,-1.9307947,.053508442,*,7264,291,298.05347,1
ddd_rescue,no_h04,no_individual,ppml_offset_active_policy_x_high,field_new_patents_field,-.1259960284893858,.057777237,-2.1807208,.029204069,**,7264,291,298.05347,1
ddd_rescue,no_h04,no_individual,ols_rate_share,city_new_applicant_rate_active,.0029692755522295,.015672138,.18946207,.84986323,,7266,291,.47560364,1
ddd_rescue,no_h04,no_individual,ols_rate_share_policy_x_high,city_new_applicant_rate_active,-.0069357360325959,.019028958,-.36448324,.71576279,,7266,291,.47560364,1
ddd_rescue,no_h04,no_individual,ols_rate_share,field_new_applicant_rate_active,.0248835408220994,.015308065,1.6255183,.10513837,,7266,291,.59143341,1
ddd_rescue,no_h04,no_individual,ols_rate_share_policy_x_high,field_new_applicant_rate_active,.0008574200124886,.019087911,.044919532,.96420234,,7266,291,.59143341,1
ddd_rescue,no_h04,no_individual,ols_rate_share,city_new_share_total_field,.0027283419539723,.014916026,.18291345,.85499376,,7266,291,.33048999,1
ddd_rescue,no_h04,no_individual,ols_rate_share_policy_x_high,city_new_share_total_field,-.0023493328896782,.018477537,-.12714535,.89891344,,7266,291,.33048999,1
ddd_rescue,no_h04,no_individual,ols_rate_share,field_new_share_total_field,.0472796237659344,.017797196,2.6565771,.0083309701,***,7266,291,.41690278,1
ddd_rescue,no_h04,no_individual,ols_rate_share_policy_x_high,field_new_share_total_field,.021527434720495,.022754388,.94607842,.3448962,,7266,291,.41690278,1
ddd_rescue,no_h04,no_individual,ols_any_entry,any_city_new_applicants,-.1563816144194601,.025167761,-6.2135687,1.7952582e-09,***,9294,291,.82042176,1
ddd_rescue,no_h04,no_individual,ols_any_entry,any_city_new_patents,-.1563816144194601,.025167761,-6.2135687,1.7952582e-09,***,9294,291,.82042176,1
ddd_rescue,no_h04,no_individual,ols_any_entry,any_field_new_applicants,-.1647893838885448,.023287237,-7.0763822,1.1154750e-11,***,9294,291,.86561221,1
ddd_rescue,no_h04,no_individual,ols_any_entry,any_field_new_patents,-.1647893838885448,.023287237,-7.0763822,1.1154750e-11,***,9294,291,.86561221,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_total,city_new_applicants_field,.0063455446664303,.04406387,.14400789,.88549423,,7690,289,92.893913,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_total_policy_x_high,city_new_applicants_field,.0850355309453252,.049903486,1.7039999,.088381112,*,7690,289,92.893913,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_active,city_new_applicants_field,-.0207085560763022,.014041731,-1.4747865,.14026995,,7690,289,92.893913,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_active_policy_x_high,city_new_applicants_field,-.023755000545596,.017264158,-1.3759722,.16883026,,7690,289,92.893913,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_total,city_new_patents_field,.0082211443021967,.048822347,.16838896,.86627728,,7690,289,333.70657,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_total_policy_x_high,city_new_patents_field,.0242950875395747,.066216275,.36690506,.7136898,,7690,289,333.70657,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_active,city_new_patents_field,-.063841319116997,.05408657,-1.1803544,.23785929,,7690,289,333.70657,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_active_policy_x_high,city_new_patents_field,-.1191602433528431,.05817277,-2.0483851,.040522266,**,7690,289,333.70657,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_total,field_new_applicants_field,-.0400531466333121,.043613352,-.91836894,.35842574,,7694,290,100.68797,1
ddd_rescue,no_h04,no_oneshot,ppml_offset_total_policy_x_high,field_new_applicants_field,.0349915644247739,.046045434,.75993562,.44729307,,7694,290,100.68797,1
