eventdef,spec,outcome,event,coef,se,t,p,sig,preF,prep,N,N_city,N_treated_city,mean_y
scope_ge_2,province_year_fe,new_applicant_share,es_m2,-.0089074134968906,.012341513,-.72174406,.47106731,,1.332856520859212,.26396951,4391,275,66,.4446461787303855
scope_ge_2,province_year_fe,new_applicant_share,es_0,.0024192579254047,.014198141,.17039259,.86482716,,1.332856520859212,.26396951,4391,275,66,.4446461787303855
scope_ge_2,province_year_fe,new_applicant_share,es_p1,.0342011549984597,.014456273,2.365835,.018685753,**,1.332856520859212,.26396951,4391,275,66,.4446461787303855
scope_ge_2,province_year_fe,new_applicant_share,es_p2,.0309626468821162,.013051396,2.3723629,.018365521,**,1.332856520859212,.26396951,4391,275,66,.4446461787303855
scope_ge_2,province_year_fe,new_applicant_share,es_p3,.0209959941658439,.014061591,1.4931451,.1365498,,1.332856520859212,.26396951,4391,275,66,.4446461787303855
scope_ge_2,province_year_fe,new_applicant_share,es_p4,.0189025125717621,.010948234,1.7265353,.085378282,*,1.332856520859212,.26396951,4391,275,66,.4446461787303855
scope_ge_2,provyr_baseyr_fe,new_applicant_share,es_m4,-.0149108403724447,.014914624,-.99974632,.31831539,,.5845345910612961,.62561166,4391,275,66,.4446461787303855
scope_ge_2,provyr_baseyr_fe,new_applicant_share,es_m3,-.0198090059144927,.017082732,-1.1595924,.24722429,,.5845345910612961,.62561166,4391,275,66,.4446461787303855
scope_ge_2,provyr_baseyr_fe,new_applicant_share,es_m2,-.0068966573861386,.012948485,-.53262275,.59472644,,.5845345910612961,.62561166,4391,275,66,.4446461787303855
scope_ge_2,provyr_baseyr_fe,new_applicant_share,es_0,.0009588391432808,.014520257,.066034585,.94739842,,.5845345910612961,.62561166,4391,275,66,.4446461787303855
scope_ge_2,provyr_baseyr_fe,new_applicant_share,es_p1,.0373149188292767,.015914194,2.3447571,.019753527,**,.5845345910612961,.62561166,4391,275,66,.4446461787303855
scope_ge_2,provyr_baseyr_fe,new_applicant_share,es_p2,.0296839681857596,.014505362,2.0464134,.04166995,**,.5845345910612961,.62561166,4391,275,66,.4446461787303855
scope_ge_2,provyr_baseyr_fe,new_applicant_share,es_p3,.0193311251517666,.015151301,1.2758722,.20308121,,.5845345910612961,.62561166,4391,275,66,.4446461787303855
scope_ge_2,provyr_baseyr_fe,new_applicant_share,es_p4,.014511573251334,.012329115,1.1770166,.24021029,,.5845345910612961,.62561166,4391,275,66,.4446461787303855
scope_ge_2,province_year_fe,hhi,es_m4,-.0094091819567478,.0083188266,-1.1310709,.25901428,,.6041916993084496,.61278385,4391,275,66,.0624419009083959
scope_ge_2,province_year_fe,hhi,es_m3,-.0072208844641508,.0078589935,-.91880524,.35900554,,.6041916993084496,.61278385,4391,275,66,.0624419009083959
scope_ge_2,province_year_fe,hhi,es_m2,-.0088172817501064,.0070869429,-1.2441587,.21450441,,.6041916993084496,.61278385,4391,275,66,.0624419009083959
scope_ge_2,province_year_fe,hhi,es_0,.0011411281045288,.0055005485,.20745714,.83580697,,.6041916993084496,.61278385,4391,275,66,.0624419009083959
scope_ge_2,province_year_fe,hhi,es_p1,.0040879689881676,.0050316453,.81245172,.41723779,,.6041916993084496,.61278385,4391,275,66,.0624419009083959
scope_ge_2,province_year_fe,hhi,es_p2,.0047242445208275,.0049454803,.95526505,.34028572,,.6041916993084496,.61278385,4391,275,66,.0624419009083959
scope_ge_2,province_year_fe,hhi,es_p3,.0059246361819723,.0048757666,1.2151189,.22536679,,.6041916993084496,.61278385,4391,275,66,.0624419009083959
