family,outcome_type,sample,spec,outcome,coef,se,stat,p,sig,N,N_city,mean_y,converged
sustained_entry,count_ppml,min50,provyr_base_policy,surv3_applicants,0.0299815411031794,0.04514955,0.66404963,0.50665855,,3217,280,100.40006,1
sustained_entry,share_rate_ols,all,city_year,surv2_entry_pat_share_new,-0.002934751095259,0.0067645488,-0.43384284,0.66472512,,4059,291,0.31781909,1
sustained_entry,share_rate_ols,all,provyr_base,surv2_entry_pat_share_new,-0.0141630818598967,0.0084448652,-1.6771234,0.094614729,*,3992,286,0.31781909,1
sustained_entry,share_rate_ols,all,provyr_base_policy,surv2_entry_pat_share_new,-0.0165289333359934,0.0092074815,-1.7951633,0.073687091,*,3992,286,0.31781909,1
sustained_entry,share_rate_ols,min20,city_year,surv2_entry_pat_share_new,-0.0002287332515872,0.0066568786,-0.034360435,0.97261345,,3874,290,0.32299295,1
sustained_entry,share_rate_ols,min20,provyr_base,surv2_entry_pat_share_new,-0.0135699789461015,0.0083851963,-1.6183257,0.10669854,,3801,286,0.32299295,1
sustained_entry,share_rate_ols,min20,provyr_base_policy,surv2_entry_pat_share_new,-0.0158989761281612,0.009092343,-1.7486115,0.081434838,*,3801,286,0.32299295,1
sustained_entry,share_rate_ols,min50,city_year,surv2_entry_pat_share_new,0.0014043209892368,0.0069500487,0.20205916,0.8400141,,3585,287,0.3267934,1
sustained_entry,share_rate_ols,min50,provyr_base,surv2_entry_pat_share_new,-0.0149170534992718,0.0083547262,-1.785463,0.07526084,*,3501,283,0.3267934,1
sustained_entry,share_rate_ols,min50,provyr_base_policy,surv2_entry_pat_share_new,-0.0180015992645246,0.009225362,-1.9513164,0.0520094,*,3501,283,0.3267934,1
sustained_entry,share_rate_ols,all,city_year,surv3_entry_pat_share_new,-0.0034504849835146,0.0073413067,-0.47000965,0.63870138,,3768,291,0.36469838,1
sustained_entry,share_rate_ols,all,provyr_base,surv3_entry_pat_share_new,-0.0196374428378943,0.0098738121,-1.9888411,0.047674775,**,3706,286,0.36469838,1
sustained_entry,share_rate_ols,all,provyr_base_policy,surv3_entry_pat_share_new,-0.0210177393850029,0.010172709,-2.0660906,0.039723396,**,3706,286,0.36469838,1
sustained_entry,share_rate_ols,min20,city_year,surv3_entry_pat_share_new,5.25122230152e-06,0.0072287475,0.00072643603,0.99942088,,3584,289,0.37002397,1
sustained_entry,share_rate_ols,min20,provyr_base,surv3_entry_pat_share_new,-0.0182358130809583,0.0098876134,-1.8443089,0.066179529,*,3515,285,0.37002397,1
sustained_entry,share_rate_ols,min20,provyr_base_policy,surv3_entry_pat_share_new,-0.0195233943323995,0.010134656,-1.9263994,0.055052362,*,3515,285,0.37002397,1
sustained_entry,share_rate_ols,min50,city_year,surv3_entry_pat_share_new,0.0006424116821737,0.0075209327,0.085416496,0.93199027,,3300,286,0.3734411,1
sustained_entry,share_rate_ols,min50,provyr_base,surv3_entry_pat_share_new,-0.0184858322129715,0.0099832704,-1.851681,0.06512057,*,3221,282,0.3734411,1
sustained_entry,share_rate_ols,min50,provyr_base_policy,surv3_entry_pat_share_new,-0.020459968806032,0.010384415,-1.9702572,0.049790557,**,3221,282,0.3734411,1
quality_entry,count_ppml,all,city_year,qgrant_new_n,0.0021254622343685,0.047208376,0.045022987,0.96408898,,4633,291,142.72285,1
quality_entry,count_ppml,all,provyr_base,qgrant_new_n,0.0285608762259027,0.044897515,0.63613486,0.52468854,,4559,286,142.72285,1
quality_entry,count_ppml,all,provyr_base_policy,qgrant_new_n,0.027096028779071,0.042920347,0.63130963,0.52783811,,4559,286,142.72285,1
quality_entry,count_ppml,min20,city_year,qgrant_new_n,0.0048022301764577,0.047350623,0.10141852,0.91921824,,4448,290,148.51202,1
quality_entry,count_ppml,min20,provyr_base,qgrant_new_n,0.0291609420227941,0.045017045,0.64777553,0.51713014,,4367,286,148.51202,1
quality_entry,count_ppml,min20,provyr_base_policy,qgrant_new_n,0.0279750627908399,0.043025583,0.65019602,0.51556563,,4367,286,148.51202,1
quality_entry,count_ppml,min50,city_year,qgrant_new_n,0.008554266887348,0.047704704,0.17931706,0.85768878,,4155,288,158.46992,1
quality_entry,count_ppml,min50,provyr_base,qgrant_new_n,0.0299642620912872,0.045274321,0.66183794,0.50807512,,4064,284,158.46992,1
quality_entry,count_ppml,min50,provyr_base_policy,qgrant_new_n,0.0283919291379202,0.043181241,0.65750605,0.51085556,,4064,284,158.46992,1
quality_entry,count_ppml,all,city_year,qgrant_new_pat,0.0341291012421502,0.047209676,0.72292602,0.46972534,,4633,291,229.44939,1
quality_entry,count_ppml,all,provyr_base,qgrant_new_pat,0.046143731712439,0.05900554,0.78202367,0.43420064,,4559,286,229.44939,1
quality_entry,count_ppml,all,provyr_base_policy,qgrant_new_pat,0.0466688064271603,0.058597472,0.79643035,0.42578194,,4559,286,229.44939,1
quality_entry,count_ppml,min20,city_year,qgrant_new_pat,0.0368491736049202,0.047342408,0.77835441,0.43636009,,4448,290,238.7986,1
quality_entry,count_ppml,min20,provyr_base,qgrant_new_pat,0.0466708678164084,0.059135064,0.78922492,0.42998055,,4367,286,238.7986,1
quality_entry,count_ppml,min20,provyr_base_policy,qgrant_new_pat,0.0474208619787121,0.05871645,0.80762482,0.41930658,,4367,286,238.7986,1
quality_entry,count_ppml,min50,city_year,qgrant_new_pat,0.0413213772173854,0.047735028,0.86564058,0.38668731,,4155,288,254.95212,1
quality_entry,count_ppml,min50,provyr_base,qgrant_new_pat,0.0467025975349661,0.05934976,0.78690457,0.43133774,,4064,284,254.95212,1
quality_entry,count_ppml,min50,provyr_base_policy,qgrant_new_pat,0.0473155526307663,0.058837865,0.8041684,0.4212997,,4064,284,254.95212,1
quality_entry,count_ppml,all,city_year,qfcited_new_n,0.0023199157584368,0.044363998,0.052292757,0.9582954,,4617,291,109.39918,1
quality_entry,count_ppml,all,provyr_base,qfcited_new_n,0.0211840429003198,0.04654856,0.45509556,0.64904052,,4544,286,109.39918,1
quality_entry,count_ppml,all,provyr_base_policy,qfcited_new_n,0.0193325895736647,0.044558637,0.4338685,0.66438395,,4544,286,109.39918,1
quality_entry,count_ppml,min20,city_year,qfcited_new_n,0.0048095167912308,0.044501297,0.10807588,0.91393548,,4433,290,113.8083,1
quality_entry,count_ppml,min20,provyr_base,qfcited_new_n,0.0216966232810159,0.046683121,0.46476376,0.64210063,,4352,286,113.8083,1
quality_entry,count_ppml,min20,provyr_base_policy,qfcited_new_n,0.0200887994562739,0.044683676,0.44957802,0.65301472,,4352,286,113.8083,1
quality_entry,count_ppml,min50,city_year,qfcited_new_n,0.0083721989165054,0.044802982,0.186867,0.85176492,,4144,288,121.28178,1
quality_entry,count_ppml,min50,provyr_base,qfcited_new_n,0.0221503035039056,0.046934277,0.47194299,0.63696748,,4053,284,121.28178,1
quality_entry,count_ppml,min50,provyr_base_policy,qfcited_new_n,0.0203456138269791,0.044844877,0.45368871,0.65005291,,4053,284,121.28178,1
quality_entry,count_ppml,all,city_year,qfcited_new_pat,0.0279193391765061,0.045249946,0.61700267,0.53723294,,4617,291,165.13406,1
quality_entry,count_ppml,all,provyr_base,qfcited_new_pat,0.030262347590543,0.057690844,0.52456069,0.59988862,,4544,286,165.13406,1
