sample,spec,outcome,coef,se,t,p,sig,N,N_city,mean_y
min20,province_year_fe,base_top_share,.0177167684311468,.0082396036,2.1501966,.032366335,**,4453,291,.1872910844572879
min20,provyr_baseyr_fe,base_top_share,-.0038791735421638,.0087659787,-.44252601,.6584385,,4453,291,.1872910844572879
min20,province_year_fe,base_mid_inc_share,-.0180050995883149,.0072715105,-2.4761155,.013852838,**,4453,291,.4096821893658949
min20,provyr_baseyr_fe,base_mid_inc_share,.0018003519627853,.0079363789,.22684805,.82070172,,4453,291,.4096821893658949
min50,province_year_fe,ln1p_new_applicants,.0306104263759356,.022248406,1.3758482,.16993766,,4157,289,4.885054573836657
min50,provyr_baseyr_fe,ln1p_new_applicants,.0690149849351206,.025202448,2.7384238,.0065580751,***,4157,289,4.885054573836657
min50,province_year_fe,new_applicant_share,.0190118970127577,.0066267564,2.8689597,.0044229599,***,4157,289,.4051678919373412
min50,provyr_baseyr_fe,new_applicant_share,.0084663846255392,.006520927,1.2983407,.19520903,,4157,289,.4051678919373412
min50,province_year_fe,hhi,.0038761396649615,.0031836396,1.2175184,.22440366,,4157,289,.0491221237670011
min50,provyr_baseyr_fe,hhi,.0014908027600401,.0039664907,.37584931,.70730561,,4157,289,.0491221237670011
min50,province_year_fe,top10_share,.0151085576562516,.0085164327,1.7740477,.077111766,*,4157,289,.4138547953208104
min50,provyr_baseyr_fe,top10_share,-.0031509846539905,.0087349294,-.36073384,.7185629,,4157,289,.4138547953208104
min50,province_year_fe,base_top_share,.0090143621512793,.0086256526,1.0450643,.29686958,,4157,289,.1805968879009984
min50,provyr_baseyr_fe,base_top_share,-.0087074346185685,.0085173063,-1.0223225,.30748621,,4157,289,.1805968879009984
min50,province_year_fe,base_mid_inc_share,-.0157521564867583,.0076889363,-2.0486782,.041399788,**,4157,289,.4248524057630739
min50,provyr_baseyr_fe,base_mid_inc_share,.0022733973604326,.0080375448,.28284723,.77749711,,4157,289,.4248524057630739
