license_no,license_year,company,city,source,idc_scope_raw,registered_address
A2.B1-20080095,2008,北京中电飞华通信有限公司,北京,registered_fallback,,北京市海淀区上地信息路1号2号楼6层603-5
辽B1-20190391,2019,紫光中德技术有限公司,沈阳,registered_fallback,,辽宁省沈阳经济技术开发区开发二十五号路91-Z14号
B1.B2-20182852,2018,广州数源畅联科技有限公司,广州,registered_fallback,,广州市南沙区环市大道中27号1224房(一址多照2)(仅限办公)
B1-20241421,2024,襄阳科飞信息技术服务有限公司,襄阳,registered_fallback,,
B1-20170627,2017,丰泰云计算有限公司,上海,scope_city,深圳市;上海市,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)
B1-20170627,2017,丰泰云计算有限公司,深圳,scope_city,深圳市;上海市,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)
B1-20201449,2020,上海派维网络科技有限公司,上海,registered_fallback,,上海市金山区山阳镇朱山公路58号1369室
B1-20241728,2024,深圳市艾格信息技术有限公司,深圳,registered_fallback,,深圳市福田区深南西路竹子林益华综合楼B栋3层B(04.05.06号)
B1-20160675,2016,山东骏网电信服务有限公司,青岛,registered_fallback,,山东省青岛市市南区东海西路43号西塔楼5层C318
B1.B2-20140071,2014,上海安畅网络科技有限公司,上海,scope_city,上海市;无锡市,
B1.B2-20140071,2014,上海安畅网络科技有限公司,无锡,scope_city,上海市;无锡市,
A2.B1-20203146,2020,上海易帆数据科技有限公司,上海,registered_fallback,,上海市宝山区沪太路6397号1-2层
B1-20170620,2017,北京来秀科技发展有限公司,北京,scope_city,衡水市;北京市,北京市朝阳区东三环中路9号29层3302
B1-20170620,2017,北京来秀科技发展有限公司,衡水,scope_city,衡水市;北京市,北京市朝阳区东三环中路9号29层3302
B1.B2-20222518,2022,济南微讯网络信息技术有限公司,济南,registered_fallback,,中国（山东）自由贸易试验区济南片区伯乐路288号科研楼410室
B1.B2-20232037,2023,广州皓鹏网络科技有限公司,广州,registered_fallback,,
B1-20221812,2022,厦门琪珑网络科技有限公司,厦门,registered_fallback,,厦门市思明区岭兜西路629-1号528之一室
A2.B1.B2-20140034,2014,交通运输通信信息集团有限公司,上海,scope_city,上海市;北京市,北京市海淀区上庄乡中国交通通信中心卫星地面站
A2.B1.B2-20140034,2014,交通运输通信信息集团有限公司,北京,scope_city,上海市;北京市,北京市海淀区上庄乡中国交通通信中心卫星地面站
A2.B1.B2-20241693,2024,北京国右科技有限公司,北京,registered_fallback,,
A2.B1-20203384,2020,上海珅鑫信息科技有限公司,上海,registered_fallback,,上海市嘉定区安亭镇新源路58号701室JT1021
B1-20243807,2024,东方纵横（北京）通信工程有限公司,北京,registered_fallback,,
B1-20170005,2017,北京容大永业科技有限公司,北京,scope_city,北京市;武汉市,北京市西城区德外大街新风街2号天成科技大厦A座603室(德胜园区)
B1-20170005,2017,北京容大永业科技有限公司,武汉,scope_city,北京市;武汉市,北京市西城区德外大街新风街2号天成科技大厦A座603室(德胜园区)
B1-20214515,2021,北京易通祥云科技发展有限公司,北京,registered_fallback,,北京市怀柔区庙城镇庙城村临300号401室
B1.B2-20110295,2011,光明网传媒有限公司,北京,scope_city,北京市;鹰潭市,北京市东城区珠市口东大街5号二层西侧
B1.B2-20110295,2011,光明网传媒有限公司,鹰潭,scope_city,北京市;鹰潭市,北京市东城区珠市口东大街5号二层西侧
B1-20213459,2021,深圳市闳深科技有限公司,深圳,registered_fallback,,深圳市龙华区龙华街道清湖社区清华信息港龙华大厦12层1233房
B1-20240772,2024,深圳市智安网络有限公司,深圳,registered_fallback,,深圳市南山区南山街道南山社区南新路阳光科创中心一期A座2207C
渝B1.B2-20240225,2024,智算云（重庆）科技有限公司,重庆,registered_fallback,,
B1.B2-20160442,2016,北京三快云计算有限公司,北京,registered_fallback,,北京市朝阳区望京东路6号院6号楼-2至4层01内3层01
B1-20231134,2023,深圳航旋科技有限公司,深圳,registered_fallback,,深圳市福田区沙头街道天安社区天安车公庙工业区天安数码城天发大厦二层F1.6 2D-201F6
B1-20242472,2024,上海逐域云数据服务有限公司,上海,registered_fallback,,
B1-20190889,2019,深圳市海晟信息技术有限公司,深圳,registered_fallback,,深圳市罗湖区桂园街道桂园路141号红群楼3幢1单元601
B1.B2-20232294,2023,众云通信技术（深圳）有限公司,深圳,registered_fallback,,深圳市南山区桃源街道平山社区丽山路65号平山民企科技园3栋3楼B14
B1.B2-20200966,2020,北京动态力量科技有限公司,北京,registered_fallback,,北京市通州区榆景东路5号院55号楼2层101室2666
B1.B2-20203519,2020,上海秋念科技有限公司,上海,registered_fallback,,上海市奉贤区沿钱公路5601号1幢
京A2.B1.B2-20130025,2013,北京歌华有线电视网络股份有限公司,北京,scope_city,北京市,北京市海淀区西三环北路87号4层409
B1-20170002,2017,上海岩憬信息科技有限公司,上海,scope_city,上海市;北京市,上海市浦东新区杨高北路528号
B1-20170002,2017,上海岩憬信息科技有限公司,北京,scope_city,上海市;北京市,上海市浦东新区杨高北路528号
B1-20173146,2017,广东志享信息科技有限公司,上海,scope_city,上海市;东莞市,东莞市寮步镇上屯村百业路8号
B1-20200235,2020,深圳市敏捷信息技术有限公司,深圳,registered_fallback,,深圳市福田区沙头街道天安社区泰然五路10号天安数码城天吉大厦三层3C1-317E
B1.B2-20181254,2018,上海鼎乾信息科技有限公司,上海,registered_fallback,,中国(上海)自由贸易试验区临港新片区宏祥北路83弄1-42号20幢
B1-20242388,2024,盘古云（北京）科技有限公司,北京,registered_fallback,,北京市怀柔区九渡河镇黄坎村735号
B1-20200507,2020,上海闪至通信科技有限公司,上海,registered_fallback,,上海市崇明区向化镇米新村乐兴178号11幢1楼151-A室(上海永冠经济开发区)
B1.B2-20201530,2020,上海原备网络科技有限公司,上海,registered_fallback,,上海市嘉定工业区叶城路925号B区4幢JT4179室
浙B1.B2-20150343,2015,杭州智御网络科技有限公司,杭州,registered_fallback,,浙江省杭州市萧山区城厢街道金城路39号紫橙国际创新中心1号楼14层
B1.B2-20202587,2020,上海埃晓特曼智能科技发展有限公司,上海,registered_fallback,,上海市浦东新区五莲路208号128室
冀B1-20200397,2020,河北诚宽科技有限公司,廊坊,registered_fallback,,河北省廊坊市三河市燕郊镇诸葛店村D栋楼1单元601室
B1-20170621,2017,北京纽网科技有限公司,北京,registered_fallback,,北京市通州区榆西一街1号院4号楼5层502室565
B1.B2-20225495,2022,苏州网拓软件科技有限公司,苏州,registered_fallback,,吴江区松陵镇鲈乡南路77号
B1.B2-20235494,2023,杭州中润鑫科技有限公司,杭州,registered_fallback,,
B1.B2-20235408,2023,成都联讯通电子商务有限公司,成都,registered_fallback,,
B1-20243235,2024,北京中科智算科技发展有限公司,北京,registered_fallback,,
B1-20214113,2021,中广（温州）有线信息网络有限公司,温州,registered_fallback,,浙江省温州市鹿城区滨江街道新城大道水景苑3幢501室
B1-20241361,2024,北京新航城智慧生态技术研究院有限责任公司,北京,registered_fallback,,北京市大兴区礼贤镇乾平路1号自贸试验区大兴机场片区A号楼0088号
A2-20195380,2019,富盛科技股份有限公司,北京,registered_fallback,,北京市丰台区南四环西路188号十区6号楼
豫B1-20170148,2017,河南丰合科技有限公司,郑州,registered_fallback,,郑州市金水区经三路北99号附1号2号楼7层706
B1-20190877,2019,北京易信锐驰科技有限公司,北京,registered_fallback,,北京市通州区江米店街1号院5号楼16层1611
A2.B1-20203664,2020,万博智云软件科技（上海）有限公司,上海,registered_fallback,,上海市松江区新桥镇新效路220号
B1-20213234,2021,世联天下信息技术有限公司,北京,registered_fallback,,北京市石景山区实兴东街11号5层5143室
沪B2-20140022,2014,上海源商数据通信有限公司,上海,registered_fallback,,上海市嘉定区华江公路129弄6号JT856室
B1.B2-20201850,2020,深圳市诺域科技发展有限公司,深圳,registered_fallback,,深圳市罗湖区翠竹街道翠宁社区太宁路85号科技大厦主楼2层211室
B1-20210571,2021,上海淳纯网络科技有限公司,上海,registered_fallback,,上海市奉贤区立新路281-289号(单)1层
B1-20170404,2017,北京天添友网络科技有限公司,北京,registered_fallback,,北京市海淀区北洼路90号16号楼一层1061号
B1-20182755,2018,深圳市雷森投资有限公司,深圳,registered_fallback,,深圳市龙岗区横岗街道横坪公路87号雅力嘉工业厂区D#厂房
A2.B1-20211857,2021,北京云网互科技有限公司,北京,registered_fallback,,北京市北京经济技术开发区景园北街2号63幢3层1单元101-301
B1.B2-20183089,2018,广东众合联云科技有限公司,广州,registered_fallback,,广州市海珠区聚德路299号401自编412
B1.B2-20213655,2021,安徽连舟信息技术有限公司,合肥,registered_fallback,,安徽省合肥市高新区合肥市高新区红枫路与科学大道交叉口中瑞大厦科研楼A座5层A区2866
B1.B2-20201371,2020,北京畅智云创信息科技有限公司,北京,registered_fallback,,北京市平谷区兴谷经济开发区6区305-212094(集群注册)
苏B1-20160245,2016,南京国图信息产业有限公司,南京,registered_fallback,,南京市鼓楼区集慧路18号联创科技大厦12、13、18层
A2.B1.B2-20190917,2019,无锡联云世纪科技股份有限公司,无锡,registered_fallback,,无锡市梁溪区广益路188-1220
陕B1.B2-20090101,2009,西安航天基地数据发展有限公司,西安,scope_city,西安市,西安市航天基地航天中路369号西附楼二层
A2.B1-20192382,2019,敏捷云（北京）数据科技有限公司,北京,registered_fallback,,北京市房山区良乡凯旋大街建设路18号-D10682
A2.B1-20172236,2017,北京钰峰科技有限公司,北京,registered_fallback,,北京市海淀区上地三街9号F座704
B1-20213890,2021,四川驱动蔚来科技服务有限公司,成都,registered_fallback,,成都高新区新裕路467号1栋1单元7楼701号
B1-20241372,2024,襄阳云谷投资管理有限公司,襄阳,registered_fallback,,襄阳市襄城区财苑路27号(住所申报)
B1-20180040,2018,北京中瑞云祥信息科技发展有限公司,北京,registered_fallback,,北京市朝阳区霄云路28号院1号楼5层603
B1-20183871,2018,北京纬度纵横科技有限公司,北京,registered_fallback,,北京市东城区王府井大街99号地下二层A067
蒙B1.B2-20040025,2004,包头市万佳信息工程有限公司,包头,scope_city,包头市,内蒙古自治区包头稀土高新区软件园大厦D座205室
B1-20235400,2023,边缘计算（北京）技术有限公司,北京,registered_fallback,,
B1-20201374,2020,深圳市星际无限朵云科技有限公司,深圳,registered_fallback,,深圳市南山区招商街道水湾社区太子路111号水湾壹玖柒玖广场(二期)21B
B1.B2-20233037,2023,北京鼎盛天下科技有限公司,北京,registered_fallback,,
B1-20230948,2023,河北瑞普通信技术股份有限公司,邢台,registered_fallback,,河北省邢台经济开发区中兴东大街1889号河北工业大学科技园(邢台)园区5号楼107房间
A2.B1-20232801,2023,深圳市新沃易充科技有限公司,深圳,registered_fallback,,深圳市南山区粤海街道高新区社区科技南八路8号工勘大厦18G
合字B1.B2-20220041,2022,深信服科技股份有限公司,深圳,registered_fallback,,深圳市南山区学苑大道1001号南山智园A1栋一层
浙B1-20181027,2018,杭州搜宝科技有限公司,杭州,registered_fallback,,浙江省杭州市余杭区仁和街道五福路3-1号1幢4楼405室
B1.B2-20240554,2024,北京墒竹科贸有限公司,北京,registered_fallback,,
B1-20243661,2024,唐山瑞名达科技有限公司,唐山,registered_fallback,,
辽B-1-4-20110003,2011,,盘锦,registered_fallback,辽宁省,辽宁省盘锦市兴隆台区迎宾大街1-54-75-1-101
B1-20212833,2021,深圳市盘古数据有限公司,深圳,registered_fallback,,深圳市龙华新区观澜街道南大富社区虎地排村85号B1栋101
B1-20170645,2017,湖北南方亨通科技有限公司,武汉,registered_fallback,,武汉市江岸区花桥一村13号6栋201室
B1-20241058,2024,安徽云宝商务信息咨询有限公司,芜湖,registered_fallback,,芜湖市弋江区纬七路1号大学生创业园322室(申报承诺)
B1-20180006,2018,浙江挚云信息科技有限公司,杭州,registered_fallback,,浙江省杭州市余杭区仓前街道仓兴路1号42幢北侧
B1-20241369,2024,福建华众意科技有限公司,福州,registered_fallback,,福建省福州市闽侯县上街镇科技东路8号创业大厦24层南侧2401室
B1.B2-20220736,2022,高天博宇（北京）科技有限公司,北京,registered_fallback,,"北京市海淀区海淀大街甲36号5层5014号-273号(集群注册,住所使用期限到2022年6月11日)"
B1-20225027,2022,江西云剑数据科技有限公司,南昌,registered_fallback,,江西省南昌市南昌高新技术产业开发区广阳小区新D区21栋1单元101室
B1-20233495,2023,东莞市宏易网络科技有限公司,东莞,registered_fallback,,
B1-20160013,2016,天津智导科技有限公司,天津,registered_fallback,,天津华苑产业区物华道2号B座619室
B1.B2-20195699,2019,山东多宝华大数据科技有限公司,济宁,registered_fallback,,济宁市任城区李营街道尚城小区门面房一层102室
B1.B2-20233632,2023,深圳市环通世纪信息技术有限公司,深圳,registered_fallback,,深圳市福田区沙头街道泰然六路泰然苍松大厦北座1801-90
A2.B1-20195977,2019,灵科云（北京）数据科技有限公司,北京,registered_fallback,,北京市东城区绿景馨园东区13号楼805
B1-20172618,2017,上海文广科技（集团）有限公司,上海,registered_fallback,,上海市静安区广中西路757号1601室
B1-20210334,2021,陕西拓达信息技术有限公司,宝鸡,registered_fallback,,陕西省宝鸡市高新开发区高新大道195号院B座1单元0802号
B1.B2-20140078,2014,茂名市群英网络有限公司,南宁,scope_city,茂名市;南宁市,茂名市高凉南路12号大院1号1501房
B1.B2-20140078,2014,茂名市群英网络有限公司,茂名,scope_city,茂名市;南宁市,茂名市高凉南路12号大院1号1501房
B1.B2-20222087,2022,安康权数信息科技有限公司,安康,registered_fallback,,陕西省安康市汉阴县城关镇中堰村三组
A2.B1-20202461,2020,上海昱珹网络科技有限公司,上海,registered_fallback,,上海市金山区枫泾镇王圩东路1528号6幢1690室
A2.B1.B2-20181368,2018,上海品茹信息科技有限公司,上海,registered_fallback,,上海市普陀区金昌路1858号1幢307室
B1-20234014,2023,深圳市智运互联大数据有限公司,深圳,registered_fallback,,深圳市宝安区西乡街道庄边社区庄边金庄园D栋1商住楼A401
B1-20191200,2019,山东极锐网络科技有限公司,潍坊,registered_fallback,,潍坊高新区健康东街以北潍县中路以东置城世贸中心软件园B座313室
A2.B1-20183068,2018,上海驰联网络科技有限公司,上海,registered_fallback,,上海市嘉定区嘉戬公路328号7幢7层JT5051室
B1-20180462,2018,深圳市互联时空科技有限公司,深圳,registered_fallback,,深圳市龙岗区坂田街道布龙路创兴时代A座506
B1-20190002,2019,广州市快稳网络科技有限公司,广州,registered_fallback,,广州市南沙区丰泽东路106号(自编1号楼)X1301-C1857(仅限办公用途)(JM)
B1.B2-20192978,2019,亚信（西安）通讯技术有限公司,西安,registered_fallback,,陕西省西安市莲湖区高新三路财富中心三期南座1203号
粤B1-20150523,2015,广州昊联信息技术有限公司,广州,registered_fallback,,广州市天河区棠下荷光三横路7号510房
B1-20221690,2022,厦门影屏信息科技有限公司,厦门,registered_fallback,,厦门市软件园三期诚毅北大街5号2501之二十四
B1.B2-20221427,2022,上海睿纲科技有限公司,上海,registered_fallback,,上海市奉贤区肖湾路511号2幢3层
B1-20231198,2023,重庆云蕊科技有限公司,重庆,registered_fallback,,重庆市两江新区黄山大道中段6号(星汇两江艺术商业中心第四区一、二)附18-09-0033
A2.B1-20236263,2023,钛信（上海）信息科技有限公司,上海,registered_fallback,,上海市嘉定区真南路4268号2幢JT4092室
B1.B2-20233511,2023,内蒙古玄道玄文化传媒有限公司,包头,registered_fallback,,内蒙古自治区包头市东河区东河区工业区东路28号鑫悦凯泊郡62-304
B1-20203836,2020,上海宽娱数码科技有限公司,上海,registered_fallback,,上海市杨浦区政立路489号801室
冀B1.B2-20060069,2006,华北石油通信有限公司,沧州,registered_fallback,,河北省沧州市任丘市会战道
B1.B2-20150403,2015,北京久其软件股份有限公司,北京,registered_fallback,,北京市海淀区文慧园甲12号楼1层
川B1-20200282,2020,金川科迪科技有限公司,阿坝藏族羌族自治州,registered_fallback,,四川省阿坝藏族羌族自治州金川县观音桥镇绰斯甲苑小区1栋1楼1号门面
沪B1.B2-20050020,2005,上海科技网络通信有限公司,上海,registered_fallback,,宝山区长江西路255号2号楼、3号楼
B1.B2-20183751,2018,广州天地华语网络科技有限公司,广州,registered_fallback,,广州市番禺区钟村街汉兴中路156号4栋808
辽B1-20180281,2018,海城市凯诺网络科技有限公司,鞍山,registered_fallback,,辽宁省鞍山市海城市经济技术开发区二台子委海派西尼长江路9-S10号
B1-20242576,2024,厦门破碎工坊网络科技有限公司,厦门,registered_fallback,,
B1.B2-20160018,2016,广东网诚网络技术有限公司,东莞,scope_city,襄樊市;东莞市,东莞市东城区堑头祥兴大厦1506室
B1-20181941,2018,大连致远信息科技有限公司,大连,registered_fallback,,辽宁省大连市沙河口区尖山街217-13号
A2.B1.B2-20240215,2024,上海鉴创科技有限公司,上海,registered_fallback,,上海市嘉定区菊园新区环城路2222号6幢101室JT1782
B2-20100132,2010,北京德利迅达科技有限公司,上海,scope_city,北京市;上海市,北京市朝阳区紫月路18号院12号楼一层101室
B2-20100132,2010,北京德利迅达科技有限公司,北京,scope_city,北京市;上海市,北京市朝阳区紫月路18号院12号楼一层101室
A2.B1-20240624,2024,陕西众合远大交通科技有限公司,西安,registered_fallback,,陕西省西安市曲江新区曲江路汉华城甜心广场T1号楼1单元1403室
浙B1.B2-20080083,2008,温州稳网信息技术有限公司,温州,registered_fallback,,浙江省温州市望江东路丽江花苑1-4幢202室A1号
川B1.B2-20150185,2015,四川云滔信息技术有限公司,成都,scope_city,成都市,四川省成都市都江堰市四川都江堰经济开发区就创业基地12号厂房
B1-20203974,2020,北京弘睿德丰科技有限公司,北京,registered_fallback,,北京市顺义区高丽营镇金马园二街90号
B1.B2-20214065,2021,深圳全网数通信息科技有限公司,深圳,registered_fallback,,深圳市南山区粤海街道科技园社区科智西路5号 科苑西25栋A627
B1-20224236,2022,上海中畅数据技术有限公司,上海,registered_fallback,,中国(上海)自由贸易试验区浦东大道2123号三楼西南区域
A2.B1-20201769,2020,上海东方网共享智能科技有限公司,上海,registered_fallback,,上海市虹口区海宁路137号7层(集中登记地)
A2.B1.B2-20211921,2021,保定霖云汇大数据科技有限公司,保定,registered_fallback,,河北省保定市徐水区经济开发区法制街1号-4
B1.B2-20161752,2016,山东银澎云计算有限公司,潍坊,registered_fallback,,山东省潍坊市坊子区崇文街兴国路交叉路口地理信息小镇6楼
辽B1.B2-20160001,2016,沈阳市城域网络工程有限公司,沈阳,registered_fallback,,辽宁省沈阳市法库县双台子乡双台子村
A2.B1.B2-20130096,2013,上海二六三通信有限公司,上海,registered_fallback,,上海市虹口区东大名路1191号16278室
B1.B2-20220605,2022,上海芷韬科技有限公司,上海,registered_fallback,,上海市奉贤区南桥镇宁富路288号1幢6层
B1-20213035,2021,杭州玛莎科技有限公司,杭州,registered_fallback,,浙江省杭州市下城区东方茂商业中心2幢6层C220室
B1.B2-20140021,2014,北京二六三企业通信有限公司,北京,registered_fallback,,北京市昌平区昌平镇超前路13号1201室
B1-20224124,2022,湃舟云（重庆）网络科技有限公司,重庆,registered_fallback,,重庆市江北区观音桥街道西环路8号附43
A2.B1.B2-20160109,2016,润泽科技发展有限公司,廊坊,registered_fallback,,廊坊经济技术开发区楼庄路9号
B1-20225405,2022,山东蛮荒数娱网络科技有限公司,济宁,registered_fallback,,山东省济宁市高新区接庄街道八里营玉锦园工业园区第1号
B1.B2-20160801,2016,北京圣菲科技有限公司,北京,registered_fallback,,北京市海淀区蓟门里小区22号楼519室
蒙B1-20130010,2013,内蒙古聚友网络信息服务有限公司,呼和浩特,registered_fallback,,内蒙古自治区呼和浩特市新城区成吉思汗大街亲亲尚城C-14号楼1单元22层2202
鲁B1-20240176,2024,大有智算（青岛）科技有限责任公司,青岛,registered_fallback,,
A2.B1-20241749,2024,天津众和通电子有限公司,天津,registered_fallback,,天津市武清区陈咀镇政府北侧
A2.B1-20232374,2023,上海青黎网络科技有限公司,上海,registered_fallback,,上海市宝山区逸仙路2816号1幢9层B0122室
A2.B1-20203663,2020,深圳海玉无限网络科技有限公司,深圳,registered_fallback,,深圳市福田区福田街道皇岗社区益田路3008号皇都广场C栋1007
京B1-20150078,2015,北京中瑞云祥信息科技发展有限公司,北京,registered_fallback,,北京市朝阳区霄云路28号院1号楼5层603
B1-20220914,2022,广州睿方数据有限公司,广州,registered_fallback,,广州市黄埔区中山大道东500号（502号）二层201房文宣众创空间办公卡位A279号
豫B1-20221159,2022,河南飞鸟电子科技有限公司,平顶山,registered_fallback,,河南省平顶山市舞钢市师范学校西100米59号
A2.B1.B2-20233727,2023,天津数科信息技术有限公司,天津,registered_fallback,,
宁B1.B2-20080014,2008,宁夏恒盛友情网络科技有限公司,中卫,scope_city,银川市;固原市;石嘴山市;吴忠市;中卫市,宁夏银川市兴庆区新宁园3单元1102室
宁B1.B2-20080014,2008,宁夏恒盛友情网络科技有限公司,吴忠,scope_city,银川市;固原市;石嘴山市;吴忠市;中卫市,宁夏银川市兴庆区新宁园3单元1102室
宁B1.B2-20080014,2008,宁夏恒盛友情网络科技有限公司,石嘴山,scope_city,银川市;固原市;石嘴山市;吴忠市;中卫市,宁夏银川市兴庆区新宁园3单元1102室
宁B1.B2-20080014,2008,宁夏恒盛友情网络科技有限公司,银川,scope_city,银川市;固原市;石嘴山市;吴忠市;中卫市,宁夏银川市兴庆区新宁园3单元1102室
A2.B1-20240792,2024,杭州骋风而来数字科技有限公司,杭州,registered_fallback,,
B1-20224056,2022,广东云辰科技有限公司,珠海,registered_fallback,,珠海市香洲区夏美路161号（南厦丰泽园）2栋二层商铺249
B1-20200918,2020,深圳市天乐云科技有限公司,深圳,registered_fallback,,深圳市福田区华强北街道华航社区深南中路3006号佳和华强大厦B座19层05
B1-20224053,2022,天津金科英伟算力信息技术有限公司,天津,registered_fallback,,天津市武清开发区福源道北侧创业总部基地B11号楼331室
B1-20191206,2019,江苏新视云科技股份有限公司,南京,registered_fallback,,南京市雨花台区大周路34号科创城B1号楼19层
B1-20241062,2024,山西浩远通信有限公司,太原,registered_fallback,,山西省太原市小店区平阳路139号晋润国际B座1006号
B1-20213051,2021,万源市天眼信息科技有限公司,达州,registered_fallback,,四川省达州市万源市河西金龙苑8号楼1楼31号
B1-20222763,2022,广东江湾时代电子商务有限公司,惠州,registered_fallback,,惠州市小金口街道办事处乌石区骆屋村
B1.B2-20214224,2021,北京中创普惠互联网科技有限公司,北京,registered_fallback,,北京市怀柔区庙城镇庙城村临300号401室(集群注册)
B1-20214013,2021,南京泓晟嘉网络科技有限公司,南京,registered_fallback,,南京经济技术开发区兴智路6号兴智科技园B栋第7层704室
B1-20181051,2018,成都市皓彩科技有限责任公司,成都,registered_fallback,,成都市武侯区一环路南一段22号
A2.B1-20235352,2023,广州景讯科技有限公司,广州,registered_fallback,,
B1-20203642,2020,河南智和通信技术有限公司,郑州,registered_fallback,,河南省郑州市郑东新区博学路277号正商学府B座2号楼14层1404号
B1-20202670,2020,浦惠祥云（北京）科技有限公司,北京,registered_fallback,,北京市怀柔区喇叭沟门满族乡喇叭沟门村316号124室
B1.B2-20235535,2023,广州万耀信息科技有限公司,广州,registered_fallback,,
A2.B1-20140185,2014,广东力通网络科技有限公司,兰州,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,南昌,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,哈尔滨,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,天津,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,忻州,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,成都,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,承德,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,无锡,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,武汉,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,永州,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,淄博,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,长春,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
A2.B1-20140185,2014,广东力通网络科技有限公司,阜新,scope_city,天津市;承德市;长春市;无锡市;淄博市;武汉市;永州市;成都市;忻州市;阜新市;哈尔滨市;南昌市;兰州市,广州市天河区建中路58号东诚大厦403-406(仅限办公)
B1-20182865,2018,江苏悦达网络科技有限公司,盐城,registered_fallback,,盐城市城南新区新都街道大数据产业园8号楼7-8层(CND)
京B2-20050093,2005,北京星缘新动力科技有限公司,北京,scope_city,北京市,北京市石景山区八大处路49号院4号楼5层5152
B1-20222658,2022,北京佳利汇科技有限公司,北京,registered_fallback,,北京市门头沟区新城东街19号院6号楼17层1707室
A2.B1.B2-20240877,2024,北京星界维度科技有限公司,北京,registered_fallback,,
蒙B1-20240380,2024,赤峰市腾云网络通讯科技有限公司,赤峰,registered_fallback,,
湘B1-20220469,2022,长沙马栏山投资开发建设有限公司,长沙,registered_fallback,,湖南省长沙市开福区鸭子铺路1号
浙B1-20201550,2020,杭州趣链科技有限公司,杭州,registered_fallback,,浙江省杭州市滨江区丹枫路399号2号楼A楼2001室
A2.B1.B2-20230956,2023,安徽鸠天云网络科技有限责任公司,芜湖,registered_fallback,,安徽省芜湖市鸠江区鸠江开发区二坝镇龙泉小区东2楼126号商业用房
A2.B1.B2-20201356,2020,北京畅云数据科技有限公司,北京,registered_fallback,,北京市通州区于家务乡聚富苑工业园区聚和一街(北京海迅高科机械科技有限公司)1幢1层1385
B1-20236259,2023,深圳市安讯计算机系统有限公司,深圳,registered_fallback,,
B1-20190634,2019,广东奇智网络科技有限公司,东莞,registered_fallback,,广东省东莞市谢岗镇谢曹路601号1号楼101室
B1-20202828,2020,南通数港信息科技有限公司,南通,registered_fallback,,南通市开发区中央路59号内2幢301B室
浙B1.B2-20140295,2014,浙江华通云数据科技有限公司,杭州,scope_city,杭州市,浙江省杭州市西湖区转塘科技经济区块2号3幢31203-31212室
