year,city,applicant,patents,scope,applicant_type_rough,rank_city_year
2023,喀什地区,新疆中信虹雨建设工程有限公司,3,inv_app_appyear,firm,12
2023,喀什地区,新疆紫金有色金属有限公司,3,inv_app_appyear,firm,13
2023,喀什地区,新疆雪域高原建设工程有限公司,3,inv_app_appyear,firm,14
2023,喀什地区,喀什地区农业技术推广中心,2,inv_app_appyear,other_org_or_unclear,15
2023,喀什地区,喀什禾汇智能科技有限公司,2,inv_app_appyear,firm,16
2023,喀什地区,新疆创科恒态环保科技有限公司,2,inv_app_appyear,firm,17
2023,喀什地区,新疆德能电力建设有限公司,2,inv_app_appyear,firm,18
2023,喀什地区,新疆绿丹食品有限责任公司,2,inv_app_appyear,firm,19
2023,喀什地区,英吉沙齐鲁纺织服装有限公司,2,inv_app_appyear,firm,20
2023,嘉义,台湾嘉义大学,1,inv_app_appyear,university_or_college,1
2020,嘉义县,正合林兴业股份有限公司,1,inv_app_appyear,firm,1
2021,嘉义县,张盛富,1,inv_app_appyear,likely_individual,1
2021,嘉义县,柯世苑,1,inv_app_appyear,likely_individual,2
2021,嘉义县,爱之味股份有限公司,1,inv_app_appyear,firm,3
2022,嘉义县,柯世苑,2,inv_app_appyear,likely_individual,1
2022,嘉义县,黄福全,2,inv_app_appyear,likely_individual,2
2022,嘉义县,爱之味股份有限公司,1,inv_app_appyear,firm,3
2022,嘉义县,育晋兴业股份有限公司,1,inv_app_appyear,firm,4
2023,嘉义县,游荣贤,3,inv_app_appyear,likely_individual,1
2023,嘉义县,昆亿生物科技股份有限公司,2,inv_app_appyear,firm,2
2023,嘉义县,柯世苑,2,inv_app_appyear,likely_individual,3
2023,嘉义县,李育松,1,inv_app_appyear,likely_individual,4
2023,嘉义县,杨宝杰,1,inv_app_appyear,likely_individual,5
2023,嘉义县,澐禾创意科技有限公司,1,inv_app_appyear,firm,6
2023,嘉义县,育晋兴业股份有限公司,1,inv_app_appyear,firm,7
2008,嘉兴,中科院嘉兴中心微系统所分中心,96,inv_app_appyear,other_org_or_unclear,1
2008,嘉兴,嘉兴闻泰通讯科技有限公司,79,inv_app_appyear,firm,2
2008,嘉兴,闻泰集团有限公司,22,inv_app_appyear,firm,3
2008,嘉兴,华章电气(桐乡)有限公司,14,inv_app_appyear,firm,4
2008,嘉兴,嘉兴学院,12,inv_app_appyear,university_or_college,5
2008,嘉兴,巨石集团有限公司,10,inv_app_appyear,firm,6
2008,嘉兴,陆志根,10,inv_app_appyear,likely_individual,7
2008,嘉兴,黄大林,10,inv_app_appyear,likely_individual,8
2008,嘉兴,浙江汇能动物药品有限公司,8,inv_app_appyear,firm,9
2008,嘉兴,嘉兴淳祥电子科技有限公司,7,inv_app_appyear,firm,10
2008,嘉兴,沈锦祥,7,inv_app_appyear,likely_individual,11
2008,嘉兴,谭湘,7,inv_app_appyear,likely_individual,12
2008,嘉兴,靳志玉,7,inv_app_appyear,likely_individual,13
2008,嘉兴,嘉兴中科声学科技有限公司,6,inv_app_appyear,firm,14
2008,嘉兴,王瑞明,6,inv_app_appyear,likely_individual,15
2008,嘉兴,茂友木材股份有限公司,6,inv_app_appyear,firm,16
2008,嘉兴,桐乡特丽优电子科技有限公司,5,inv_app_appyear,firm,17
2008,嘉兴,浙江寿原机械有限公司,5,inv_app_appyear,firm,18
2008,嘉兴,浙江振申绝热科技有限公司,5,inv_app_appyear,firm,19
2008,嘉兴,胡玉芳,5,inv_app_appyear,likely_individual,20
2009,嘉兴,嘉兴学院,19,inv_app_appyear,university_or_college,1
2009,嘉兴,谭湘,17,inv_app_appyear,likely_individual,2
2009,嘉兴,胡玉芳,15,inv_app_appyear,likely_individual,3
2009,嘉兴,秦山核电有限公司,14,inv_app_appyear,firm,4
2009,嘉兴,巨石集团有限公司,13,inv_app_appyear,firm,5
2009,嘉兴,浙江红马铸造有限公司,11,inv_app_appyear,firm,6
2009,嘉兴,平湖市电子有限公司,10,inv_app_appyear,firm,7
2009,嘉兴,平湖思杰腾汽车设备制造有限公司,10,inv_app_appyear,firm,8
2009,嘉兴,浙江恒丰光电技术有限公司,10,inv_app_appyear,firm,9
2009,嘉兴,浙江赛菲特电气有限公司,10,inv_app_appyear,firm,10
2009,嘉兴,闻泰集团有限公司,10,inv_app_appyear,firm,11
2009,嘉兴,黄大林,10,inv_app_appyear,likely_individual,12
2009,嘉兴,浙江中肯生物科技有限公司,9,inv_app_appyear,firm,13
2009,嘉兴,嘉兴斯达微电子有限公司,8,inv_app_appyear,firm,14
2009,嘉兴,浙江华友钴业股份有限公司,8,inv_app_appyear,firm,15
2009,嘉兴,海宁三弘电子科技有限公司,8,inv_app_appyear,firm,16
2009,嘉兴,王恺,8,inv_app_appyear,likely_individual,17
2009,嘉兴,海盐金霞化纤有限公司,7,inv_app_appyear,firm,18
2009,嘉兴,华章电气(桐乡)有限公司,6,inv_app_appyear,firm,19
2009,嘉兴,嘉兴市八字标准件有限公司,6,inv_app_appyear,firm,20
2010,嘉兴,谭湘,39,inv_app_appyear,likely_individual,1
2010,嘉兴,嘉兴学院,32,inv_app_appyear,university_or_college,2
2010,嘉兴,嘉兴协丰汽车电器有限公司,13,inv_app_appyear,firm,3
2010,嘉兴,中国电子科技集团公司第三十六研究所,12,inv_app_appyear,research_institute,4
2010,嘉兴,浙江亚特电器有限公司,12,inv_app_appyear,firm,5
2010,嘉兴,浙江昱辉阳光能源有限公司,11,inv_app_appyear,firm,6
2010,嘉兴,海宁伊满阁太阳能科技有限公司,11,inv_app_appyear,firm,7
2010,嘉兴,浙江华友钴业股份有限公司,10,inv_app_appyear,firm,8
2010,嘉兴,海宁瑞星皮革有限公司,10,inv_app_appyear,firm,9
2010,嘉兴,吴舒克,9,inv_app_appyear,likely_individual,10
2010,嘉兴,平湖市电子有限公司,9,inv_app_appyear,firm,11
2010,嘉兴,嘉兴斯达微电子有限公司,8,inv_app_appyear,firm,12
2010,嘉兴,魏伯卿,8,inv_app_appyear,likely_individual,13
2010,嘉兴,董元龙,7,inv_app_appyear,likely_individual,14
2010,嘉兴,陈宜中,7,inv_app_appyear,likely_individual,15
2010,嘉兴,嘉兴森保门业有限公司,6,inv_app_appyear,firm,16
2010,嘉兴,平湖市金象纺织品有限公司,6,inv_app_appyear,firm,17
2010,嘉兴,张兴龙,6,inv_app_appyear,likely_individual,18
2010,嘉兴,浙江芯能光伏科技有限公司,6,inv_app_appyear,firm,19
2010,嘉兴,亚威朗光电(中国)有限公司,5,inv_app_appyear,firm,20
2011,嘉兴,浙江亚特电器有限公司,38,inv_app_appyear,firm,1
2011,嘉兴,嘉兴学院,34,inv_app_appyear,university_or_college,2
2011,嘉兴,浙江昱辉阳光能源有限公司,26,inv_app_appyear,firm,3
2011,嘉兴,吴舒克,23,inv_app_appyear,likely_individual,4
2011,嘉兴,潘晓雯,21,inv_app_appyear,likely_individual,5
2011,嘉兴,浙江思博恩新材料科技有限公司,15,inv_app_appyear,firm,6
2011,嘉兴,嘉兴科民电子设备技术有限公司,14,inv_app_appyear,firm,7
2011,嘉兴,天通控股股份有限公司,12,inv_app_appyear,firm,8
2011,嘉兴,浙江昱能光伏科技集成有限公司,12,inv_app_appyear,firm,9
2011,嘉兴,嘉兴电力局,11,inv_app_appyear,other_org_or_unclear,10
2011,嘉兴,巨石集团有限公司,11,inv_app_appyear,firm,11
2011,嘉兴,嘉兴优太太阳能有限公司,10,inv_app_appyear,firm,12
2011,嘉兴,嘉兴市特种设备检测院,10,inv_app_appyear,other_org_or_unclear,13
2011,嘉兴,浙江鸿禧光伏科技股份有限公司,10,inv_app_appyear,firm,14
2011,嘉兴,王达,10,inv_app_appyear,likely_individual,15
2011,嘉兴,百力达太阳能股份有限公司,10,inv_app_appyear,firm,16
2011,嘉兴,俞善锋,8,inv_app_appyear,likely_individual,17
2011,嘉兴,振石集团东方特钢股份有限公司,8,inv_app_appyear,firm,18
2011,嘉兴,浙江台华新材料股份有限公司,8,inv_app_appyear,firm,19
2011,嘉兴,浙江源创电子科技有限公司,8,inv_app_appyear,firm,20
2012,嘉兴,光达光电设备科技(嘉兴)有限公司,41,inv_app_appyear,firm,1
2012,嘉兴,吴舒克,40,inv_app_appyear,likely_individual,2
2012,嘉兴,嘉兴学院,35,inv_app_appyear,university_or_college,3
2012,嘉兴,海宁伊满阁太阳能科技有限公司,22,inv_app_appyear,firm,4
2012,嘉兴,浙江亚特电器有限公司,21,inv_app_appyear,firm,5
2012,嘉兴,嘉兴市博宏新型建材有限公司,19,inv_app_appyear,firm,6
2012,嘉兴,嘉兴优太太阳能有限公司,16,inv_app_appyear,firm,7
2012,嘉兴,巨石集团有限公司,16,inv_app_appyear,firm,8
2012,嘉兴,平湖市瑞阳精密机械有限公司,16,inv_app_appyear,firm,9
2012,嘉兴,华洪林,15,inv_app_appyear,likely_individual,10
2012,嘉兴,浙江昱辉阳光能源有限公司,15,inv_app_appyear,firm,11
2012,嘉兴,魏伯卿,15,inv_app_appyear,likely_individual,12
2012,嘉兴,平湖普英特高层设备有限公司,13,inv_app_appyear,firm,13
2012,嘉兴,浙江鸿禧光伏科技股份有限公司,13,inv_app_appyear,firm,14
2012,嘉兴,天通控股股份有限公司,12,inv_app_appyear,firm,15
2012,嘉兴,桐乡波力科技复材用品有限公司,12,inv_app_appyear,firm,16
2012,嘉兴,浙江上城科技有限公司,12,inv_app_appyear,firm,17
2012,嘉兴,浙江凯泽路亚绣花机有限责任公司,12,inv_app_appyear,firm,18
2012,嘉兴,闻泰通讯股份有限公司,12,inv_app_appyear,firm,19
2012,嘉兴,浙江昱能光伏科技集成有限公司,11,inv_app_appyear,firm,20
2013,嘉兴,嘉兴学院,66,inv_app_appyear,university_or_college,1
2013,嘉兴,嘉兴职业技术学院,56,inv_app_appyear,university_or_college,2
2013,嘉兴,魏伯卿,32,inv_app_appyear,likely_individual,3
2013,嘉兴,平湖市永光机械配件有限公司,31,inv_app_appyear,firm,4
2013,嘉兴,浙江亚特电器有限公司,31,inv_app_appyear,firm,5
2013,嘉兴,海宁伊满阁太阳能科技有限公司,31,inv_app_appyear,firm,6
2013,嘉兴,金少平,25,inv_app_appyear,likely_individual,7
2013,嘉兴,嘉兴市华东建设机械有限公司,24,inv_app_appyear,firm,8
2013,嘉兴,浙江生辉照明有限公司,23,inv_app_appyear,firm,9
2013,嘉兴,闻泰通讯股份有限公司,20,inv_app_appyear,firm,10
2013,嘉兴,浙江晶科能源有限公司,19,inv_app_appyear,firm,11
2013,嘉兴,富鼎电子科技(嘉善)有限公司,18,inv_app_appyear,firm,12
2013,嘉兴,浙江众成包装材料股份有限公司,18,inv_app_appyear,firm,13
2013,嘉兴,浙江富邦集团有限公司,18,inv_app_appyear,firm,14
2013,嘉兴,海宁王骏橡塑制品有限公司,17,inv_app_appyear,firm,15
2013,嘉兴,周挺娜,16,inv_app_appyear,likely_individual,16
2013,嘉兴,嘉兴市一建机械制造有限公司,16,inv_app_appyear,firm,17
2013,嘉兴,嘉兴捷顺旅游制品有限公司,16,inv_app_appyear,firm,18
2013,嘉兴,浙江上城科技有限公司,16,inv_app_appyear,firm,19
2013,嘉兴,中发输配电设备(平湖)有限公司,15,inv_app_appyear,firm,20
2014,嘉兴,嘉兴职业技术学院,106,inv_app_appyear,university_or_college,1
2014,嘉兴,嘉兴学院,62,inv_app_appyear,university_or_college,2
2014,嘉兴,金方明,54,inv_app_appyear,likely_individual,3
2014,嘉兴,张婷,53,inv_app_appyear,likely_individual,4
2014,嘉兴,平湖市当湖街道飞天人机械图文设计服务部,45,inv_app_appyear,other_org_or_unclear,5
2014,嘉兴,富鼎电子科技(嘉善)有限公司,41,inv_app_appyear,firm,6
2014,嘉兴,丹佛斯微通道换热器(嘉兴)有限公司,32,inv_app_appyear,firm,7
2014,嘉兴,嘉兴金凯悦针织面料有限公司,32,inv_app_appyear,firm,8
2014,嘉兴,浙江晶科能源有限公司,32,inv_app_appyear,firm,9
2014,嘉兴,生迪光电科技股份有限公司,32,inv_app_appyear,firm,10
2014,嘉兴,平湖市陈达仓储办公设备有限公司,29,inv_app_appyear,firm,11
2014,嘉兴,魏伯卿,29,inv_app_appyear,likely_individual,12
2014,嘉兴,中发输配电设备(平湖)有限公司,27,inv_app_appyear,firm,13
2014,嘉兴,浙江亚特电器有限公司,26,inv_app_appyear,firm,14
2014,嘉兴,华巧波,25,inv_app_appyear,likely_individual,15
2014,嘉兴,平湖市品耀机器自动化有限公司,24,inv_app_appyear,firm,16
2014,嘉兴,黄叶芳,24,inv_app_appyear,likely_individual,17
2014,嘉兴,浙江生辉照明有限公司,22,inv_app_appyear,firm,18
2014,嘉兴,全峰正,21,inv_app_appyear,likely_individual,19
2014,嘉兴,国网浙江省电力公司嘉兴供电公司,19,inv_app_appyear,firm,20
2015,嘉兴,嘉兴学院,90,inv_app_appyear,university_or_college,1
2015,嘉兴,华巧波,64,inv_app_appyear,likely_individual,2
2015,嘉兴,嘉兴山蒲照明电器有限公司,55,inv_app_appyear,firm,3
2015,嘉兴,嘉兴职业技术学院,54,inv_app_appyear,university_or_college,4
2015,嘉兴,杜善骥,52,inv_app_appyear,likely_individual,5
2015,嘉兴,张婷,46,inv_app_appyear,likely_individual,6
2015,嘉兴,平湖市当湖街道超越时空模具图文设计服务部,45,inv_app_appyear,other_org_or_unclear,7
2015,嘉兴,平湖市当湖街道飞天人机械图文设计服务部,45,inv_app_appyear,other_org_or_unclear,8
2015,嘉兴,浙江晶科能源有限公司,35,inv_app_appyear,firm,9
2015,嘉兴,马宏,35,inv_app_appyear,likely_individual,10
2015,嘉兴,黎建军,33,inv_app_appyear,likely_individual,11
2015,嘉兴,浙江亚特电器有限公司,31,inv_app_appyear,firm,12
2015,嘉兴,孙美娜,30,inv_app_appyear,likely_individual,13
2015,嘉兴,浙江辉弘光电能源有限公司,30,inv_app_appyear,firm,14
2015,嘉兴,陆霞芸,30,inv_app_appyear,likely_individual,15
2015,嘉兴,魏伯卿,29,inv_app_appyear,likely_individual,16
2015,嘉兴,富鼎电子科技(嘉善)有限公司,27,inv_app_appyear,firm,17
2015,嘉兴,巨石集团有限公司,26,inv_app_appyear,firm,18
2015,嘉兴,刘晓英,25,inv_app_appyear,likely_individual,19
2015,嘉兴,嘉善博朗轴承有限公司,25,inv_app_appyear,firm,20
2016,嘉兴,嘉兴学院,85,inv_app_appyear,university_or_college,1
2016,嘉兴,桐乡守敬应用技术研究院有限公司,69,inv_app_appyear,firm,2
2016,嘉兴,嘉兴职业技术学院,48,inv_app_appyear,university_or_college,3
2016,嘉兴,嘉兴山蒲照明电器有限公司,47,inv_app_appyear,firm,4
2016,嘉兴,平湖市品耀机器自动化有限公司,45,inv_app_appyear,firm,5
2016,嘉兴,浙江亚特电器有限公司,45,inv_app_appyear,firm,6
2016,嘉兴,浙江德福精密驱动制造有限公司,45,inv_app_appyear,firm,7
2016,嘉兴,海宁永欣科技咨询有限公司,45,inv_app_appyear,firm,8
2016,嘉兴,巨石集团有限公司,44,inv_app_appyear,firm,9
2016,嘉兴,浙江汇锋薄膜科技有限公司,43,inv_app_appyear,firm,10
2016,嘉兴,浙江晶科能源有限公司,42,inv_app_appyear,firm,11
2016,嘉兴,中核核电运行管理有限公司,41,inv_app_appyear,firm,12
2016,嘉兴,富鼎电子科技(嘉善)有限公司,40,inv_app_appyear,firm,13
2016,嘉兴,桐乡市耀润电子有限公司,40,inv_app_appyear,firm,14
2016,嘉兴,嘉兴市高正高分子材料有限公司,36,inv_app_appyear,firm,15
2016,嘉兴,浙江爱尔卡厨卫科技有限公司,35,inv_app_appyear,firm,16
2016,嘉兴,平湖信达电子塑业有限公司,34,inv_app_appyear,firm,17
2016,嘉兴,桐乡嘉力丰实业股份有限公司,31,inv_app_appyear,firm,18
2016,嘉兴,桐乡市新顿服饰有限公司,30,inv_app_appyear,firm,19
2016,嘉兴,桐乡市绿康菊业有限公司,30,inv_app_appyear,firm,20
2017,嘉兴,嘉兴学院,153,inv_app_appyear,university_or_college,1
2017,嘉兴,国网浙江省电力公司嘉兴供电公司,89,inv_app_appyear,firm,2
2017,嘉兴,浙江晶科能源有限公司,63,inv_app_appyear,firm,3
2017,嘉兴,海宁文硕科技咨询有限公司,55,inv_app_appyear,firm,4
2017,嘉兴,海宁永欣科技咨询有限公司,55,inv_app_appyear,firm,5
2017,嘉兴,中核核电运行管理有限公司,54,inv_app_appyear,firm,6
2017,嘉兴,嘉善东顺塑料五金制品厂(普通合伙),54,inv_app_appyear,firm,7
2017,嘉兴,嘉善申乐五金塑料有限公司,51,inv_app_appyear,firm,8
2017,嘉兴,富鼎电子科技(嘉善)有限公司,51,inv_app_appyear,firm,9
2017,嘉兴,浙江亚特电器有限公司,51,inv_app_appyear,firm,10
2017,嘉兴,嘉善凝辉新型建材有限公司,49,inv_app_appyear,firm,11
2017,嘉兴,嘉兴职业技术学院,46,inv_app_appyear,university_or_college,12
2017,嘉兴,嘉兴御创电力科技有限公司,44,inv_app_appyear,firm,13
2017,嘉兴,嘉善梦溪服饰辅料厂(普通合伙),41,inv_app_appyear,firm,14
2017,嘉兴,嘉善金亿精密铸件有限公司,41,inv_app_appyear,firm,15
2017,嘉兴,嘉善信息技术工程学校,40,inv_app_appyear,other_org_or_unclear,16
2017,嘉兴,嘉善圣士得毛皮服饰有限公司,40,inv_app_appyear,firm,17
2017,嘉兴,海盐派特普科技有限公司,40,inv_app_appyear,firm,18
2017,嘉兴,海宁市盛祥线业有限公司,37,inv_app_appyear,firm,19
2017,嘉兴,嘉兴新博信息科技有限公司,35,inv_app_appyear,firm,20
2018,嘉兴,嘉兴学院,323,inv_app_appyear,university_or_college,1
2018,嘉兴,浙江清华柔性电子技术研究院,105,inv_app_appyear,research_institute,2
2018,嘉兴,浙江晶科能源有限公司,96,inv_app_appyear,firm,3
2018,嘉兴,海宁鼎合工程技术开发有限公司,72,inv_app_appyear,firm,4
2018,嘉兴,中核核电运行管理有限公司,69,inv_app_appyear,firm,5
2018,嘉兴,国网浙江省电力有限公司嘉兴供电公司,66,inv_app_appyear,firm,6
2018,嘉兴,嘉兴维特拉电气科技有限公司,54,inv_app_appyear,firm,7
2018,嘉兴,新思考电机有限公司,54,inv_app_appyear,firm,8
2018,嘉兴,嘉善阳安电子科技有限公司,53,inv_app_appyear,firm,9
2018,嘉兴,海宁市英德赛电子有限公司,51,inv_app_appyear,firm,10
2018,嘉兴,富鼎电子科技(嘉善)有限公司,50,inv_app_appyear,firm,11
2018,嘉兴,朱晓凤,49,inv_app_appyear,likely_individual,12
2018,嘉兴,海宁市丁桥镇永畅知识产权服务部,49,inv_app_appyear,other_org_or_unclear,13
2018,嘉兴,平湖市伊凡家箱包有限公司,45,inv_app_appyear,firm,14
2018,嘉兴,沈家洛,45,inv_app_appyear,likely_individual,15
2018,嘉兴,周惠荣,44,inv_app_appyear,likely_individual,16
2018,嘉兴,傅逅荣,43,inv_app_appyear,likely_individual,17
2018,嘉兴,单伟民,43,inv_app_appyear,likely_individual,18
2018,嘉兴,巨石集团有限公司,43,inv_app_appyear,firm,19
2018,嘉兴,嘉兴美斯克电气科技有限公司,42,inv_app_appyear,firm,20
2019,嘉兴,嘉兴学院,310,inv_app_appyear,university_or_college,1
2019,嘉兴,浙江合众新能源汽车有限公司,157,inv_app_appyear,firm,2
2019,嘉兴,国网浙江省电力有限公司嘉兴供电公司,130,inv_app_appyear,firm,3
2019,嘉兴,新思考电机有限公司,106,inv_app_appyear,firm,4
2019,嘉兴,中核核电运行管理有限公司,90,inv_app_appyear,firm,5
2019,嘉兴,芯盟科技有限公司,77,inv_app_appyear,firm,6
2019,嘉兴,浙江清华柔性电子技术研究院,75,inv_app_appyear,research_institute,7
2019,嘉兴,浙江晶科能源有限公司,68,inv_app_appyear,firm,8
2019,嘉兴,嘉兴职业技术学院,58,inv_app_appyear,university_or_college,9
2019,嘉兴,嘉兴勤慎智能技术有限公司,52,inv_app_appyear,firm,10
2019,嘉兴,闻泰通讯股份有限公司,52,inv_app_appyear,firm,11
2019,嘉兴,富鼎电子科技(嘉善)有限公司,51,inv_app_appyear,firm,12
2019,嘉兴,中国电子科技集团公司第三十六研究所,45,inv_app_appyear,research_institute,13
2019,嘉兴,嘉兴市爵拓科技有限公司,40,inv_app_appyear,firm,14
2019,嘉兴,浙江锋源氢能科技有限公司,40,inv_app_appyear,firm,15
2019,嘉兴,天通日进精密技术有限公司,35,inv_app_appyear,firm,16
2019,嘉兴,巨力自动化设备(浙江)有限公司,35,inv_app_appyear,firm,17
2019,嘉兴,浙江华显光电科技有限公司,35,inv_app_appyear,firm,18
2019,嘉兴,尤尼泰克(嘉兴)信息技术有限公司,33,inv_app_appyear,firm,19
2019,嘉兴,浙江亚特电器有限公司,32,inv_app_appyear,firm,20
2020,嘉兴,嘉兴学院,315,inv_app_appyear,university_or_college,1
2020,嘉兴,新思考电机有限公司,164,inv_app_appyear,firm,2
2020,嘉兴,中核核电运行管理有限公司,163,inv_app_appyear,firm,3
2020,嘉兴,浙江清华柔性电子技术研究院,113,inv_app_appyear,research_institute,4
2020,嘉兴,浙江晶科能源有限公司,106,inv_app_appyear,firm,5
2020,嘉兴,浙江合众新能源汽车有限公司,104,inv_app_appyear,firm,6
2020,嘉兴,国网浙江省电力有限公司嘉兴供电公司,85,inv_app_appyear,firm,7
2020,嘉兴,闻泰通讯股份有限公司,85,inv_app_appyear,firm,8
2020,嘉兴,富鼎电子科技(嘉善)有限公司,62,inv_app_appyear,firm,9
2020,嘉兴,嘉兴市爵拓科技有限公司,61,inv_app_appyear,firm,10
2020,嘉兴,浙江华显光电科技有限公司,57,inv_app_appyear,firm,11
2020,嘉兴,中国电子科技集团公司第三十六研究所,55,inv_app_appyear,research_institute,12
2020,嘉兴,嘉兴勤慎智能技术有限公司,54,inv_app_appyear,firm,13
2020,嘉兴,嘉兴阿特斯技术研究院有限公司,50,inv_app_appyear,firm,14
2020,嘉兴,浙江天行健智能科技有限公司,49,inv_app_appyear,firm,15
2020,嘉兴,嘉兴新博信息科技有限公司,47,inv_app_appyear,firm,16
2020,嘉兴,胡令江,47,inv_app_appyear,likely_individual,17
2020,嘉兴,夏喜明,46,inv_app_appyear,likely_individual,18
2020,嘉兴,富准精密模具(嘉善)有限公司,40,inv_app_appyear,firm,19
2020,嘉兴,福瑞泰克智能系统有限公司,39,inv_app_appyear,firm,20
2021,嘉兴,嘉兴学院,349,inv_app_appyear,university_or_college,1
2021,嘉兴,中核核电运行管理有限公司,255,inv_app_appyear,firm,2
2021,嘉兴,国网浙江省电力有限公司嘉兴供电公司,212,inv_app_appyear,firm,3
2021,嘉兴,浙江太美医疗科技股份有限公司,177,inv_app_appyear,firm,4
2021,嘉兴,合众新能源汽车有限公司,174,inv_app_appyear,firm,5
2021,嘉兴,新思考电机有限公司,169,inv_app_appyear,firm,6
2021,嘉兴,浙江晶科能源有限公司,113,inv_app_appyear,firm,7
2021,嘉兴,浙江清华柔性电子技术研究院,99,inv_app_appyear,research_institute,8
2021,嘉兴,芯盟科技有限公司,96,inv_app_appyear,firm,9
2021,嘉兴,浙江合众新能源汽车有限公司,90,inv_app_appyear,firm,10
2021,嘉兴,闻泰通讯股份有限公司,74,inv_app_appyear,firm,11
2021,嘉兴,中国电子科技集团公司第三十六研究所,73,inv_app_appyear,research_institute,12
2021,嘉兴,嘉兴职业技术学院,67,inv_app_appyear,university_or_college,13
2021,嘉兴,浙江华显光电科技有限公司,60,inv_app_appyear,firm,14
2021,嘉兴,浙江意动科技股份有限公司,56,inv_app_appyear,firm,15
2021,嘉兴,浙江中聚材料有限公司,55,inv_app_appyear,firm,16
2021,嘉兴,浙江华章科技有限公司,55,inv_app_appyear,firm,17
2021,嘉兴,盛景智能科技(嘉兴)有限公司,54,inv_app_appyear,firm,18
2021,嘉兴,海宁奕斯伟集成电路设计有限公司,52,inv_app_appyear,firm,19
2021,嘉兴,福瑞泰克智能系统有限公司,48,inv_app_appyear,firm,20
2022,嘉兴,合众新能源汽车有限公司,374,inv_app_appyear,firm,1
2022,嘉兴,嘉兴学院,337,inv_app_appyear,university_or_college,2
2022,嘉兴,中核核电运行管理有限公司,243,inv_app_appyear,firm,3
2022,嘉兴,合众新能源汽车股份有限公司,218,inv_app_appyear,firm,4
2022,嘉兴,国网浙江省电力有限公司嘉兴供电公司,186,inv_app_appyear,firm,5
2022,嘉兴,浙江晶科能源有限公司,166,inv_app_appyear,firm,6
2022,嘉兴,海宁奕斯伟集成电路设计有限公司,112,inv_app_appyear,firm,7
2022,嘉兴,嘉兴职业技术学院,100,inv_app_appyear,university_or_college,8
2022,嘉兴,浙江清华柔性电子技术研究院,80,inv_app_appyear,research_institute,9
2022,嘉兴,嘉兴南湖学院,73,inv_app_appyear,university_or_college,10
2022,嘉兴,闻泰通讯股份有限公司,71,inv_app_appyear,firm,11
2022,嘉兴,日善电脑配件(嘉善)有限公司,64,inv_app_appyear,firm,12
2022,嘉兴,国网浙江省电力有限公司嘉善县供电公司,63,inv_app_appyear,firm,13
2022,嘉兴,国网浙江省电力有限公司桐乡市供电公司,61,inv_app_appyear,firm,14
2022,嘉兴,嘉兴量创科技有限公司,60,inv_app_appyear,firm,15
2022,嘉兴,中国电子科技南湖研究院,58,inv_app_appyear,research_institute,16
2022,嘉兴,中国电子科技集团公司第三十六研究所,53,inv_app_appyear,research_institute,17
2022,嘉兴,芯盟科技有限公司,53,inv_app_appyear,firm,18
2022,嘉兴,浙江大学嘉兴研究院,49,inv_app_appyear,research_institute,19
2022,嘉兴,嘉兴中润光学科技股份有限公司,47,inv_app_appyear,firm,20
2023,嘉兴,合众新能源汽车股份有限公司,310,inv_app_appyear,firm,1
2023,嘉兴,中核核电运行管理有限公司,234,inv_app_appyear,firm,2
2023,嘉兴,国网浙江省电力有限公司嘉兴供电公司,176,inv_app_appyear,firm,3
2023,嘉兴,嘉兴学院,144,inv_app_appyear,university_or_college,4
2023,嘉兴,浙江晶科能源有限公司,106,inv_app_appyear,firm,5
2023,嘉兴,晶科能源(海宁)有限公司,99,inv_app_appyear,firm,6
2023,嘉兴,浙江大学长三角智慧绿洲创新中心,88,inv_app_appyear,university_or_college,7
2023,嘉兴,浙江大学嘉兴研究院,85,inv_app_appyear,research_institute,8
2023,嘉兴,中国电子科技南湖研究院,83,inv_app_appyear,research_institute,9
2023,嘉兴,海宁奕斯伟集成电路设计有限公司,83,inv_app_appyear,firm,10
2023,嘉兴,兰钧新能源科技有限公司,71,inv_app_appyear,firm,11
2023,嘉兴,火星人厨具股份有限公司,67,inv_app_appyear,firm,12
2023,嘉兴,北京理工大学长三角研究院(嘉兴),64,inv_app_appyear,research_institute,13
2023,嘉兴,日善电脑配件(嘉善)有限公司,53,inv_app_appyear,firm,14
2023,嘉兴,巨石集团有限公司,51,inv_app_appyear,firm,15
2023,嘉兴,祥符实验室,51,inv_app_appyear,research_institute,16
2023,嘉兴,浙江理工大学桐乡研究院有限公司,49,inv_app_appyear,firm,17
2023,嘉兴,闻泰通讯股份有限公司,49,inv_app_appyear,firm,18
2023,嘉兴,南湖实验室,48,inv_app_appyear,research_institute,19
2023,嘉兴,嘉兴南湖学院,47,inv_app_appyear,university_or_college,20
2008,嘉峪关,邓丽菊,2,inv_app_appyear,likely_individual,1
2008,嘉峪关,曹绪东,1,inv_app_appyear,likely_individual,2
2008,嘉峪关,酒泉钢铁(集团)有限责任公司,1,inv_app_appyear,firm,3
2009,嘉峪关,曹绪东,2,inv_app_appyear,likely_individual,1
2009,嘉峪关,嘉峪关市海特机械设备制造有限责任公司,1,inv_app_appyear,firm,2
2009,嘉峪关,张华,1,inv_app_appyear,likely_individual,3
2009,嘉峪关,杨光,1,inv_app_appyear,likely_individual,4
2009,嘉峪关,邓丽菊,1,inv_app_appyear,likely_individual,5
