city,applicant_norm,clean_type,patents,applicant,rank_baseline
七台河,王乃时,individual,3,王乃时,1
七台河,魏熙臣,individual,3,魏熙臣,2
七台河,王安,individual,2,王安,3
七台河,王福春,individual,2,王福春,4
七台河,邱延海,individual,2,邱延海,5
七台河,七台河电业局,other,1,七台河电业局,6
七台河,侯志敏,individual,1,侯志敏,7
七台河,勃利县恒气炉制造厂,firm,1,勃利县恒气炉制造厂,8
七台河,勃利县森清能源开发有限公司,firm,1,勃利县森清能源开发有限公司,9
七台河,史兴海,individual,1,史兴海,10
七台河,吴志环,individual,1,吴志环,11
七台河,吴长明,individual,1,吴长明,12
七台河,周利臣,individual,1,周利臣,13
七台河,夏鑫宇,individual,1,夏鑫宇,14
七台河,姚勇,individual,1,姚勇,15
七台河,孙朝启,individual,1,孙朝启,16
七台河,张宏昌,individual,1,张宏昌,17
七台河,张辉,individual,1,张辉,18
七台河,戴振伟,individual,1,戴振伟,19
七台河,朱文强,individual,1,朱文强,20
万宁,中国医学科学院药用植物研究所海南分所,univ,7,中国医学科学院药用植物研究所海南分所,1
万宁,中国热带农业科学院香料饮料研究所,univ,7,中国热带农业科学院香料饮料研究所,2
万宁,海南省兴隆华侨农场咖啡厂,firm,2,海南省兴隆华侨农场咖啡厂,3
万宁,谭永福,individual,2,谭永福,4
万宁,段世荣,individual,1,段世荣,5
万宁,符施春,individual,1,符施春,6
三亚,三亚市南繁科学技术研究院,research,6,三亚市南繁科学技术研究院,1
三亚,陈跃明,individual,5,陈跃明,2
三亚,中国水产科学研究院南海水产研究所热带水产研究开发中心,research,3,中国水产科学研究院南海水产研究所热带水产研究开发中心,3
三亚,蔡春生,individual,3,蔡春生,4
三亚,海南海德热带农业资源研究所有限公司,firm,2,海南海德热带农业资源研究所有限公司,5
三亚,三亚海润珠宝有限公司,firm,1,三亚海润珠宝有限公司,6
三亚,三亚百泰微纳生物工程有限公司,firm,1,三亚百泰微纳生物工程有限公司,7
三亚,孙元斌,individual,1,孙元斌,8
三亚,李建权,individual,1,李建权,9
三亚,海南瑞泽新型建材股份有限公司,firm,1,海南瑞泽新型建材股份有限公司,10
三亚,王德福,individual,1,王德福,11
三亚,益科博能源设备(三亚)有限公司,firm,1,益科博能源设备(三亚)有限公司,12
三亚,辛力学,other,1,辛力学,13
三亚,陈宏,individual,1,陈宏,14
三亚,黄元卓,individual,1,黄元卓,15
三明,智胜化工股份有限公司,firm,10,智胜化工股份有限公司,1
三明,福建海峡科化股份有限公司,firm,7,福建海峡科化股份有限公司,2
三明,三明华健生物工程有限公司,firm,6,三明华健生物工程有限公司,3
三明,福建省麦丹生物集团有限公司,firm,5,福建省麦丹生物集团有限公司,4
三明,黄必录,individual,5,黄必录,5
三明,健盛食品股份有限公司,firm,4,健盛食品股份有限公司,6
三明,沙县宏盛塑料有限公司,firm,4,沙县宏盛塑料有限公司,7
三明,福建三钢闽光股份有限公司,firm,4,福建三钢闽光股份有限公司,8
三明,福建省汉堂生物制药股份有限公司,firm,4,福建省汉堂生物制药股份有限公司,9
三明,绿田(福建)食品有限公司,firm,4,绿田(福建)食品有限公司,10
三明,三明学院,univ,3,三明学院,11
三明,刘闽龙,individual,3,刘闽龙,12
三明,杨明杰,individual,3,杨明杰,13
三明,福建华橡自控技术股份有限公司,firm,3,福建华橡自控技术股份有限公司,14
三明,福建环科化工橡胶集团有限公司,firm,3,福建环科化工橡胶集团有限公司,15
三明,福建铙山纸业集团有限公司,firm,3,福建铙山纸业集团有限公司,16
三明,罗云,individual,3,罗云,17
三明,郑承煜,individual,3,郑承煜,18
三明,三明市海斯福化工有限责任公司,firm,2,三明市海斯福化工有限责任公司,19
三明,三明市鑫兴食品有限公司,firm,2,三明市鑫兴食品有限公司,20
三门峡,灵宝市金源矿业有限责任公司,firm,23,灵宝市金源矿业有限责任公司,1
三门峡,河南中原黄金冶炼厂有限责任公司,firm,10,河南中原黄金冶炼厂有限责任公司,2
三门峡,王延玲,individual,9,王延玲,3
三门峡,河南省电力公司三门峡供电公司,firm,6,河南省电力公司三门峡供电公司,4
三门峡,三门峡市峡威化工有限公司,firm,4,三门峡市峡威化工有限公司,5
三门峡,河南容安热工新材料有限公司,firm,4,河南容安热工新材料有限公司,6
三门峡,潘治宇,individual,4,潘治宇,7
三门峡,刘宏建,individual,3,刘宏建,8
三门峡,河南孟成生物药业股份有限公司,firm,3,河南孟成生物药业股份有限公司,9
三门峡,河南省湖滨果品加工新技术研究院,research,3,河南省湖滨果品加工新技术研究院,10
三门峡,灵宝市电业局,other,3,灵宝市电业局,11
三门峡,灵宝黄金股份有限公司,firm,3,灵宝黄金股份有限公司,12
三门峡,王安劳,individual,3,王安劳,13
三门峡,薛辉,individual,3,薛辉,14
三门峡,三门峡奥科化工有限公司,firm,2,三门峡奥科化工有限公司,15
三门峡,三门峡市新仰韶合成料有限公司,firm,2,三门峡市新仰韶合成料有限公司,16
三门峡,三门峡豫鑫路桥工程有限责任公司,firm,2,三门峡豫鑫路桥工程有限责任公司,17
三门峡,三门峡赛诺维制药有限公司,firm,2,三门峡赛诺维制药有限公司,18
三门峡,三门峡龙飞生物工程有限公司,firm,2,三门峡龙飞生物工程有限公司,19
三门峡,冯雨田,individual,2,冯雨田,20
上海,上海交通大学,univ,3121,上海交通大学,1
上海,中芯国际集成电路制造(上海)有限公司,firm,1948,中芯国际集成电路制造(上海)有限公司,2
上海,上海大学,univ,1578,上海大学,3
上海,复旦大学,univ,1511,复旦大学,4
上海,东华大学,univ,1502,东华大学,5
上海,同济大学,univ,1353,同济大学,6
上海,华东理工大学,univ,1070,华东理工大学,7
上海,宝山钢铁股份有限公司,firm,839,宝山钢铁股份有限公司,8
上海,上海华虹NEC电子有限公司,firm,745,上海华虹NEC电子有限公司,9
上海,华东师范大学,univ,574,华东师范大学,10
上海,上海贝尔股份有限公司,firm,514,上海贝尔股份有限公司,11
上海,上海宏力半导体制造有限公司,firm,501,上海宏力半导体制造有限公司,12
上海,上海理工大学,univ,482,上海理工大学,13
上海,中国科学院上海微系统与信息技术研究所,univ,458,中国科学院上海微系统与信息技术研究所,14
上海,中国科学院上海硅酸盐研究所,univ,445,中国科学院上海硅酸盐研究所,15
上海,上海微电子装备有限公司,firm,436,上海微电子装备有限公司,16
上海,中国科学院上海光学精密机械研究所,univ,364,中国科学院上海光学精密机械研究所,17
上海,上海应用技术学院,univ,337,上海应用技术学院,18
上海,中国人民解放军第二军医大学,univ,335,中国人民解放军第二军医大学,19
上海,上海工程技术大学,univ,308,上海工程技术大学,20
上饶,邓学峰,other,16,邓学峰,1
上饶,金雹峰,individual,8,金雹峰,2
上饶,吴赣英,individual,7,吴赣英,3
上饶,上饶旭日冶炼厂,firm,4,上饶旭日冶炼厂,4
上饶,晶科能源有限公司,firm,4,晶科能源有限公司,5
上饶,杨文波,individual,4,杨文波,6
上饶,凤凰光学股份有限公司,firm,3,凤凰光学股份有限公司,7
上饶,刘奇,individual,3,刘奇,8
上饶,占丰存,individual,3,占丰存,9
上饶,江西圣达威电工材料有限公司,firm,3,江西圣达威电工材料有限公司,10
上饶,胡本和,individual,3,胡本和,11
上饶,上饶市天佳新型材料有限公司,firm,2,上饶市天佳新型材料有限公司,12
上饶,上饶师范学院,univ,2,上饶师范学院,13
上饶,余正栋,individual,2,余正栋,14
上饶,倪国梁,individual,2,倪国梁,15
上饶,刘少云,individual,2,刘少云,16
上饶,占志波,individual,2,占志波,17
上饶,朱裕前,individual,2,朱裕前,18
上饶,杨玉梁,individual,2,杨玉梁,19
上饶,柳清高,individual,2,柳清高,20
东方,徐壹一,individual,3,徐壹一,1
东方,周伯霖,individual,1,周伯霖,2
东莞,东莞宏威数码机械有限公司,firm,191,东莞宏威数码机械有限公司,1
东莞,汪晋强,individual,151,汪晋强,2
东莞,王嘉兴,individual,136,王嘉兴,3
东莞,广东生益科技股份有限公司,firm,107,广东生益科技股份有限公司,4
东莞,东莞宇龙通信科技有限公司,firm,90,东莞宇龙通信科技有限公司,5
东莞,何云,individual,79,何云,6
东莞,王莉,individual,77,王莉,7
东莞,东莞新能源科技有限公司,firm,74,东莞新能源科技有限公司,8
东莞,富港电子(东莞)有限公司,firm,68,富港电子(东莞)有限公司,9
东莞,东莞勤上光电股份有限公司,firm,57,东莞勤上光电股份有限公司,10
东莞,何侠,individual,51,何侠,11
东莞,东莞市步步高家用电器有限公司,firm,41,东莞市步步高家用电器有限公司,12
东莞,广东易事特电源股份有限公司,firm,40,广东易事特电源股份有限公司,13
东莞,东莞市万丰纳米材料有限公司,firm,39,东莞市万丰纳米材料有限公司,14
东莞,东莞理工学院,univ,36,东莞理工学院,15
东莞,陈慧婷,individual,36,陈慧婷,16
东莞,马艳荣,individual,36,马艳荣,17
东莞,东莞市飞新达精密机械科技有限公司,firm,35,东莞市飞新达精密机械科技有限公司,18
东莞,谢善情,individual,33,谢善情,19
东莞,东莞万士达液晶显示器有限公司,firm,32,东莞万士达液晶显示器有限公司,20
东营,中国石油大学(华东),univ,234,中国石油大学(华东),1
东营,中国石化集团胜利石油管理局钻井工艺研究院,firm,40,中国石化集团胜利石油管理局钻井工艺研究院,2
东营,中国石油化工股份有限公司胜利油田分公司采油工艺研究院,firm,34,中国石油化工股份有限公司胜利油田分公司采油工艺研究院,3
东营,信义集团公司,firm,27,信义集团公司,4
东营,李华玉,individual,26,李华玉,5
东营,山东万得福实业集团有限公司,firm,25,山东万得福实业集团有限公司,6
东营,胜利油田高原石油装备有限责任公司,firm,23,胜利油田高原石油装备有限责任公司,7
东营,胜利油田胜利动力机械集团有限公司,firm,22,胜利油田胜利动力机械集团有限公司,8
东营,垦利三合新材料科技有限责任公司,firm,17,垦利三合新材料科技有限责任公司,9
东营,白霞,individual,17,白霞,10
东营,胜利油田胜利工程设计咨询有限责任公司,firm,17,胜利油田胜利工程设计咨询有限责任公司,11
东营,东营市正汉海洋食品有限公司,firm,15,东营市正汉海洋食品有限公司,12
东营,张金凤,individual,12,张金凤,13
东营,韩燕,individual,12,韩燕,14
东营,胜利油田胜利勘察设计研究院有限公司,firm,11,胜利油田胜利勘察设计研究院有限公司,15
东营,东营方圆有色金属有限公司,firm,10,东营方圆有色金属有限公司,16
东营,中国石化集团胜利石油管理局,firm,10,中国石化集团胜利石油管理局,17
东营,岳学旺,other,10,岳学旺,18
东营,李富祥,individual,10,李富祥,19
东营,胜利油田新大管业科技发展有限责任公司,firm,10,胜利油田新大管业科技发展有限责任公司,20
中卫,中冶美利纸业股份有限公司,firm,10,中冶美利纸业股份有限公司,1
中卫,宁夏明欣生物制品有限公司,firm,2,宁夏明欣生物制品有限公司,2
中卫,宁夏香山酒业(集团)有限公司,firm,2,宁夏香山酒业(集团)有限公司,3
中卫,郭金龙,individual,2,郭金龙,4
中卫,高永宏,individual,2,高永宏,5
中卫,中冶美利纸业集团有限公司,firm,1,中冶美利纸业集团有限公司,6
中卫,刘金钊,individual,1,刘金钊,7
中卫,宁夏万隆新材料有限公司,firm,1,宁夏万隆新材料有限公司,8
中卫,宁夏中卫大河机床有限责任公司,firm,1,宁夏中卫大河机床有限责任公司,9
中卫,宁夏中宁县早康枸杞开发有限公司,firm,1,宁夏中宁县早康枸杞开发有限公司,10
中卫,宁夏茂弘浆纸化学品有限公司,firm,1,宁夏茂弘浆纸化学品有限公司,11
中卫,张爱平,individual,1,张爱平,12
中卫,王自贵,individual,1,王自贵,13
中卫,马建华,individual,1,马建华,14
中卫,黄博,individual,1,黄博,15
中山,李耀强,individual,55,李耀强,1
中山,雷先鸣,individual,55,雷先鸣,2
中山,中山市奥美森工业有限公司,firm,45,中山市奥美森工业有限公司,3
中山,李运乃,individual,37,李运乃,4
中山,中山大洋电机股份有限公司,firm,33,中山大洋电机股份有限公司,5
中山,广东三和管桩有限公司,firm,32,广东三和管桩有限公司,6
中山,广东三和化工科技有限公司,firm,25,广东三和化工科技有限公司,7
中山,中山伟强科技有限公司,firm,20,中山伟强科技有限公司,8
中山,电子科技大学中山学院,univ,20,电子科技大学中山学院,9
中山,广东铁将军防盗设备有限公司,firm,19,广东铁将军防盗设备有限公司,10
中山,广东通宇通讯设备有限公司,firm,17,广东通宇通讯设备有限公司,11
中山,麦广树,individual,16,麦广树,12
中山,TCL空调器(中山)有限公司,firm,15,TCL空调器(中山)有限公司,13
中山,中山火炬职业技术学院,univ,14,中山火炬职业技术学院,14
中山,国碁电子(中山)有限公司,firm,14,国碁电子(中山)有限公司,15
中山,广东电网公司中山供电局,firm,14,广东电网公司中山供电局,16
中山,顾永洪,individual,14,顾永洪,17
中山,中山华帝燃具股份有限公司,firm,13,中山华帝燃具股份有限公司,18
中山,中山建华管桩有限公司墙体材料分公司,firm,13,中山建华管桩有限公司墙体材料分公司,19
中山,中山爱科数字科技有限公司,firm,13,中山爱科数字科技有限公司,20
临夏回族自治州,牛赫铖,individual,9,牛赫铖,1
临夏回族自治州,甘肃省电力公司刘家峡水电厂,firm,5,甘肃省电力公司刘家峡水电厂,2
临夏回族自治州,临夏州华夏乳品有限责任公司,firm,4,临夏州华夏乳品有限责任公司,3
临夏回族自治州,临夏州云江生态实业有限责任公司,firm,2,临夏州云江生态实业有限责任公司,4
临夏回族自治州,临夏市清河源清真食品有限责任公司,firm,2,临夏市清河源清真食品有限责任公司,5
临夏回族自治州,甘肃宏良皮业股份有限公司,firm,2,甘肃宏良皮业股份有限公司,6
临夏回族自治州,刘明义,individual,1,刘明义,7
临夏回族自治州,和政县华龙乳制品有限公司,firm,1,和政县华龙乳制品有限公司,8
临夏回族自治州,师向东,individual,1,师向东,9
临夏回族自治州,杨雨虹,individual,1,杨雨虹,10
临夏回族自治州,石喆,individual,1,石喆,11
临夏回族自治州,罗守国,individual,1,罗守国,12
临夏回族自治州,胡宝衡,individual,1,胡宝衡,13
临夏回族自治州,金瑞龙,individual,1,金瑞龙,14
临夏回族自治州,马吉利斯,individual,1,马吉利斯,15
临汾,张成赟,individual,36,张成赟,1
临汾,张雷,individual,35,张雷,2
临汾,郝俊峰,individual,20,郝俊峰,3
临汾,王向东,individual,15,王向东,4
临汾,郝亮,individual,15,郝亮,5
临汾,董云,individual,14,董云,6
临汾,吴彦勇,individual,13,吴彦勇,7
临汾,山西师范大学,univ,12,山西师范大学,8
临汾,韩俊峰,individual,12,韩俊峰,9
临汾,侯马市模范机械制造有限公司,firm,11,侯马市模范机械制造有限公司,10
临汾,左霖,individual,8,左霖,11
临汾,李仁,individual,8,李仁,12
临汾,李振宇,individual,8,李振宇,13
临汾,山西平阳重工机械有限责任公司,firm,7,山西平阳重工机械有限责任公司,14
临汾,山西飞虹激光科技有限公司,firm,7,山西飞虹激光科技有限公司,15
临汾,张慧琴,individual,7,张慧琴,16
临汾,山西光宇半导体照明有限公司,firm,6,山西光宇半导体照明有限公司,17
临汾,山西汤荣机械制造股份有限公司,firm,6,山西汤荣机械制造股份有限公司,18
临汾,步新源,individual,6,步新源,19
临汾,武征杰,individual,6,武征杰,20
临沂,鲁南制药集团股份有限公司,firm,119,鲁南制药集团股份有限公司,1
临沂,山东金正大生态工程股份有限公司,firm,95,山东金正大生态工程股份有限公司,2
临沂,山东新时代药业有限公司,firm,57,山东新时代药业有限公司,3
临沂,山东罗欣药业股份有限公司,firm,49,山东罗欣药业股份有限公司,4
临沂,山东宏艺科技股份有限公司,firm,23,山东宏艺科技股份有限公司,5
临沂,山东阜丰生物科技开发有限公司,firm,23,山东阜丰生物科技开发有限公司,6
临沂,张超,individual,12,张超,7
临沂,山东新港企业集团有限公司,firm,11,山东新港企业集团有限公司,8
临沂,陈锋,individual,10,陈锋,9
临沂,施可丰化工股份有限公司,firm,9,施可丰化工股份有限公司,10
临沂,胡顺珍,individual,9,胡顺珍,11
临沂,丁相军,individual,8,丁相军,12
临沂,刘新才,individual,8,刘新才,13
临沂,山东卡特重工有限公司,firm,8,山东卡特重工有限公司,14
临沂,山东圣威新能源有限公司,firm,8,山东圣威新能源有限公司,15
临沂,贾秉成,individual,8,贾秉成,16
临沂,山东华盛农业药械股份有限公司,firm,7,山东华盛农业药械股份有限公司,17
临沂,张立省,individual,7,张立省,18
临沂,徐尉,individual,7,徐尉,19
临沂,李进民,individual,7,李进民,20
临沧,苏玉林,individual,5,苏玉林,1
临沧,云南临沧鑫圆锗业股份有限公司,firm,4,云南临沧鑫圆锗业股份有限公司,2
临沧,云南博尚高岭科技股份有限公司,firm,4,云南博尚高岭科技股份有限公司,3
临沧,云南天鸿高岭矿业有限公司,firm,2,云南天鸿高岭矿业有限公司,4
临沧,石定柱,individual,2,石定柱,5
临沧,云南澜沧江啤酒企业(集团)有限公司,firm,1,云南澜沧江啤酒企业(集团)有限公司,6
临沧,凤庆香竹箐古茶有限责任公司,firm,1,凤庆香竹箐古茶有限责任公司,7
临沧,字德正,individual,1,字德正,8
临沧,安厚才,individual,1,安厚才,9
临沧,徐华勤,individual,1,徐华勤,10
临沧,施明祝,individual,1,施明祝,11
临沧,杨绍林,individual,1,杨绍林,12
临沧,梅根全,individual,1,梅根全,13
临沧,毕会军,other,1,毕会军,14
临沧,王胜阳,individual,1,王胜阳,15
临高县,林飞,individual,7,林飞,1
临高县,王定豪,individual,3,王定豪,2
丹东,丹东东方测控技术有限公司,firm,24,丹东东方测控技术有限公司,1
丹东,丹东奥龙射线仪器有限公司,firm,20,丹东奥龙射线仪器有限公司,2
丹东,丹东克隆集团有限责任公司,firm,16,丹东克隆集团有限责任公司,3
丹东,辽宁恒星精细化工(集团)有限公司,firm,14,辽宁恒星精细化工(集团)有限公司,4
丹东,辽宁曙光汽车集团股份有限公司,firm,11,辽宁曙光汽车集团股份有限公司,5
丹东,东港市慧海海洋生物科技开发有限公司,firm,10,东港市慧海海洋生物科技开发有限公司,6
丹东,于文祥,individual,9,于文祥,7
丹东,东港市低压电器附件厂,firm,8,东港市低压电器附件厂,8
丹东,辽东学院,univ,8,辽东学院,9
丹东,辽宁恒星精细化工有限公司,firm,8,辽宁恒星精细化工有限公司,10
丹东,丹东北方环保工程有限公司,firm,6,丹东北方环保工程有限公司,11
丹东,辽宁精化科技有限公司,firm,6,辽宁精化科技有限公司,12
丹东,丹东华通测控有限公司,firm,5,丹东华通测控有限公司,13
丹东,丹东太智厨房设备有限公司,firm,5,丹东太智厨房设备有限公司,14
丹东,罗毅,individual,5,罗毅,15
丹东,辽宁广天食品有限公司,firm,5,辽宁广天食品有限公司,16
丹东,东港市东方高新金属材料有限公司,firm,4,东港市东方高新金属材料有限公司,17
丹东,丹东华日理学电气有限公司,firm,4,丹东华日理学电气有限公司,18
丹东,丹东市兄弟建材有限公司,firm,4,丹东市兄弟建材有限公司,19
丹东,丹东市承天新能源开发有限公司,firm,4,丹东市承天新能源开发有限公司,20
丽水,蓝子花,individual,20,蓝子花,1
丽水,赵赐安,individual,15,赵赐安,2
丽水,浙江凯恩特种材料股份有限公司,firm,7,浙江凯恩特种材料股份有限公司,3
丽水,丽水市优耐克水性树脂科技有限公司,firm,6,丽水市优耐克水性树脂科技有限公司,4
丽水,浙江池禾化工有限公司,firm,5,浙江池禾化工有限公司,5
丽水,浙江立丰机械零部件有限公司,firm,5,浙江立丰机械零部件有限公司,6
丽水,丽水市红点创意产品设计有限责任公司,firm,4,丽水市红点创意产品设计有限责任公司,7
丽水,叶有奇,individual,4,叶有奇,8
丽水,叶礼奎,individual,4,叶礼奎,9
丽水,徐财泉,individual,4,徐财泉,10
丽水,林素伟,individual,4,林素伟,11
丽水,浙江博威汽车空调有限公司,firm,4,浙江博威汽车空调有限公司,12
丽水,浙江富来森竹炭有限公司,firm,4,浙江富来森竹炭有限公司,13
丽水,浙江省缙云县三鼎实业有限公司,firm,4,浙江省缙云县三鼎实业有限公司,14
丽水,浙江青风制冷设备制造有限公司,firm,4,浙江青风制冷设备制造有限公司,15
丽水,阮红菊,individual,4,阮红菊,16
丽水,丽水市路通机械铸造厂,firm,3,丽水市路通机械铸造厂,17
丽水,丽水职业技术学院,univ,3,丽水职业技术学院,18
丽水,叶竹勤,individual,3,叶竹勤,19
丽水,叶高,individual,3,叶高,20
丽江,云南省农业科学院高山经济植物研究所,univ,16,云南省农业科学院高山经济植物研究所,1
丽江,丽江得一食品有限责任公司,firm,7,丽江得一食品有限责任公司,2
丽江,张云鹏,individual,5,张云鹏,3
丽江,丽江先锋食品开发有限公司,firm,4,丽江先锋食品开发有限公司,4
丽江,宁蒗女儿珍生物工程有限公司,firm,4,宁蒗女儿珍生物工程有限公司,5
丽江,丽江华利生物开发药业有限公司,firm,3,丽江华利生物开发药业有限公司,6
丽江,丽江印象花卉产业有限责任公司,firm,2,丽江印象花卉产业有限责任公司,7
丽江,丽江市农业科学研究所,research,2,丽江市农业科学研究所,8
丽江,丽江程海保尔生物开发有限公司,firm,2,丽江程海保尔生物开发有限公司,9
丽江,冯磊,individual,2,冯磊,10
丽江,华坪县华农科技开发有限责任公司,firm,2,华坪县华农科技开发有限责任公司,11
丽江,芮茂能,individual,2,芮茂能,12
丽江,丽江中源绿色食品有限公司,firm,1,丽江中源绿色食品有限公司,13
丽江,丽江伯符农业科技发展有限公司,firm,1,丽江伯符农业科技发展有限公司,14
丽江,丽江华利生物开发有限责任公司,firm,1,丽江华利生物开发有限责任公司,15
丽江,丽江坤源食品有限公司,firm,1,丽江坤源食品有限公司,16
丽江,云南丽江机床有限公司,firm,1,云南丽江机床有限公司,17
丽江,张永祥,individual,1,张永祥,18
丽江,李玺磊,individual,1,李玺磊,19
丽江,杨创新,individual,1,杨创新,20
乌兰察布,乌兰察布新奥气化采煤技术有限公司,firm,8,乌兰察布新奥气化采煤技术有限公司,1
乌兰察布,关慧明,individual,3,关慧明,2
乌兰察布,任国华,individual,2,任国华,3
乌兰察布,刘广,individual,2,刘广,4
乌兰察布,丁保生,individual,1,丁保生,5
乌兰察布,乌兰察布市集宁区和氏马铃薯食品有限公司,firm,1,乌兰察布市集宁区和氏马铃薯食品有限公司,6
乌兰察布,于彤,individual,1,于彤,7
乌兰察布,兴和兴永碳素有限公司,firm,1,兴和兴永碳素有限公司,8
乌兰察布,内蒙古万豪氟化工有限公司,firm,1,内蒙古万豪氟化工有限公司,9
乌兰察布,内蒙古易通新能源有限责任公司,firm,1,内蒙古易通新能源有限责任公司,10
乌兰察布,内蒙古爱立特纺织有限公司,firm,1,内蒙古爱立特纺织有限公司,11
乌兰察布,内蒙古超牌高岭土有限公司,firm,1,内蒙古超牌高岭土有限公司,12
乌兰察布,孟庆良,individual,1,孟庆良,13
乌兰察布,富广食品集团有限公司,firm,1,富广食品集团有限公司,14
乌兰察布,岳文,individual,1,岳文,15
乌兰察布,张俊,individual,1,张俊,16
乌兰察布,杨太平,individual,1,杨太平,17
乌兰察布,杨守田,individual,1,杨守田,18
乌兰察布,杨树仁,individual,1,杨树仁,19
乌兰察布,杨泽,individual,1,杨泽,20
乌海,康仁,individual,7,康仁,1
乌海,乌海市巨能环保科技开发有限公司,firm,2,乌海市巨能环保科技开发有限公司,2
乌海,乌海市西水水泥有限责任公司,firm,2,乌海市西水水泥有限责任公司,3
乌海,张德君,individual,2,张德君,4
乌海,乌海市三林良种林果苗木开发有限责任公司,firm,1,乌海市三林良种林果苗木开发有限责任公司,5
乌海,乌海市盛远塑胶有限责任公司,firm,1,乌海市盛远塑胶有限责任公司,6
乌海,内蒙古五湖泵业有限公司,firm,1,内蒙古五湖泵业有限公司,7
乌海,内蒙古北方保安民爆器材有限公司,firm,1,内蒙古北方保安民爆器材有限公司,8
乌海,内蒙古君正化工有限责任公司,firm,1,内蒙古君正化工有限责任公司,9
乌海,内蒙古师范大学,univ,1,内蒙古师范大学,10
乌海,内蒙古汉森酒业集团有限公司,firm,1,内蒙古汉森酒业集团有限公司,11
乌海,内蒙古西水创业股份有限公司,firm,1,内蒙古西水创业股份有限公司,12
乌海,刘国钧,individual,1,刘国钧,13
乌海,卢云山,individual,1,卢云山,14
乌海,孙志成,individual,1,孙志成,15
乌海,宋银忠,individual,1,宋银忠,16
乌海,李哲,individual,1,李哲,17
乌海,杜学文,other,1,杜学文,18
乌海,王万明,individual,1,王万明,19
乌海,王晓平,individual,1,王晓平,20
乌鲁木齐,新疆大学,univ,112,新疆大学,1
乌鲁木齐,中国科学院新疆理化技术研究所,univ,104,中国科学院新疆理化技术研究所,2
乌鲁木齐,中国科学院新疆生态与地理研究所,univ,58,中国科学院新疆生态与地理研究所,3
乌鲁木齐,新疆农业大学,univ,50,新疆农业大学,4
乌鲁木齐,宝钢集团新疆八一钢铁有限公司,firm,39,宝钢集团新疆八一钢铁有限公司,5
乌鲁木齐,新疆德蓝股份有限公司,firm,23,新疆德蓝股份有限公司,6
乌鲁木齐,新疆医科大学,univ,22,新疆医科大学,7
乌鲁木齐,新疆农业科学院微生物应用研究所,univ,21,新疆农业科学院微生物应用研究所,8
乌鲁木齐,新疆维吾尔自治区药物研究所,research,17,新疆维吾尔自治区药物研究所,9
乌鲁木齐,新疆金风科技股份有限公司,firm,13,新疆金风科技股份有限公司,10
乌鲁木齐,新疆农业科学院农业机械化研究所,univ,11,新疆农业科学院农业机械化研究所,11
乌鲁木齐,新疆出入境检验检疫局检验检疫技术中心,research,11,新疆出入境检验检疫局检验检疫技术中心,12
乌鲁木齐,乌鲁木齐现代石油化工有限公司,firm,9,乌鲁木齐现代石油化工有限公司,13
乌鲁木齐,于向阳,individual,9,于向阳,14
乌鲁木齐,新疆众和股份有限公司,firm,9,新疆众和股份有限公司,15
乌鲁木齐,新疆维吾尔自治区畜牧科学院中国澳大利亚绵羊育种研究中心,univ,9,新疆维吾尔自治区畜牧科学院中国澳大利亚绵羊育种研究中心,16
乌鲁木齐,新疆天地集团有限公司,firm,8,新疆天地集团有限公司,17
乌鲁木齐,新疆维吾尔自治区中药民族药研究所,research,8,新疆维吾尔自治区中药民族药研究所,18
乌鲁木齐,于瑞德,individual,7,于瑞德,19
乌鲁木齐,周永清,individual,7,周永清,20
乐东黎族自治县,邢睿,individual,1,邢睿,1
乐山,四川东风电机厂有限公司,firm,18,四川东风电机厂有限公司,1
乐山,乐山乐电天威硅业科技有限责任公司,firm,13,乐山乐电天威硅业科技有限责任公司,2
乐山,乐山师范学院,univ,11,乐山师范学院,3
乐山,四川省乐山市福华通达农药科技有限公司,firm,11,四川省乐山市福华通达农药科技有限公司,4
乐山,刘吉彬,individual,7,刘吉彬,5
乐山,四川嘉华企业(集团)股份有限公司,firm,6,四川嘉华企业(集团)股份有限公司,6
乐山,四川明星电缆股份有限公司,firm,6,四川明星电缆股份有限公司,7
乐山,四川永祥多晶硅有限公司,firm,6,四川永祥多晶硅有限公司,8
乐山,四川省富侨工业有限公司,firm,5,四川省富侨工业有限公司,9
乐山,彭树林,individual,5,彭树林,10
乐山,四川平安都市通讯科技有限公司,firm,4,四川平安都市通讯科技有限公司,11
乐山,乐山华发电子科技股份有限公司,firm,3,乐山华发电子科技股份有限公司,12
乐山,乐山晟嘉电气有限公司,firm,3,乐山晟嘉电气有限公司,13
乐山,李晓文,individual,3,李晓文,14
乐山,魏川人,individual,3,魏川人,15
乐山,乐山市五通桥百泰机电厂,firm,2,乐山市五通桥百泰机电厂,16
乐山,乐山永祥硅业有限公司,firm,2,乐山永祥硅业有限公司,17
乐山,伍杰,individual,2,伍杰,18
乐山,刘军华,individual,2,刘军华,19
乐山,周川,individual,2,周川,20
九江,九江学院,univ,20,九江学院,1
九江,蓝星化工新材料股份有限公司江西星火有机硅厂,firm,13,蓝星化工新材料股份有限公司江西星火有机硅厂,2
九江,中铁四局集团第五工程有限公司,firm,12,中铁四局集团第五工程有限公司,3
九江,中铁大桥局集团第五工程有限公司,firm,12,中铁大桥局集团第五工程有限公司,4
九江,江西九江供电公司,firm,7,江西九江供电公司,5
九江,吴鹏,individual,6,吴鹏,6
