city,applicant_norm,clean_type,patents,applicant,rank_baseline
咸宁,湖北福人药业股份有限公司,firm,2,湖北福人药业股份有限公司,20
咸阳,西北农林科技大学,univ,507,西北农林科技大学,1
咸阳,彩虹集团公司,firm,287,彩虹集团公司,2
咸阳,彩虹集团电子股份有限公司,firm,70,彩虹集团电子股份有限公司,3
咸阳,陕西东泰制药有限公司,firm,28,陕西东泰制药有限公司,4
咸阳,彩虹显示器件股份有限公司,firm,26,彩虹显示器件股份有限公司,5
咸阳,陕西彩虹电子玻璃有限公司,firm,19,陕西彩虹电子玻璃有限公司,6
咸阳,中国船舶重工集团公司第十二研究所,firm,16,中国船舶重工集团公司第十二研究所,7
咸阳,咸阳步长医药科技发展有限公司,firm,12,咸阳步长医药科技发展有限公司,8
咸阳,陕西化建工程有限责任公司,firm,10,陕西化建工程有限责任公司,9
咸阳,彩虹彩色显像管总厂,firm,8,彩虹彩色显像管总厂,10
咸阳,西北农林科技大学无公害农药研究服务中心,univ,8,西北农林科技大学无公害农药研究服务中心,11
咸阳,陕西华特新材料股份有限公司,firm,8,陕西华特新材料股份有限公司,12
咸阳,咸阳陶瓷研究设计院,research,7,咸阳陶瓷研究设计院,13
咸阳,杨凌农科大无公害农药研究服务中心,other,7,杨凌农科大无公害农药研究服务中心,14
咸阳,西北农林科技大学农药研究所,univ,7,西北农林科技大学农药研究所,15
咸阳,陕西步长制药有限公司,firm,7,陕西步长制药有限公司,16
咸阳,陕西生益科技有限公司,firm,7,陕西生益科技有限公司,17
咸阳,朱作远,individual,6,朱作远,18
咸阳,武兴战,individual,6,武兴战,19
咸阳,董平,individual,6,董平,20
哈密,陈华松,individual,6,陈华松,1
哈密,李宝林,individual,3,李宝林,2
哈密,刘照清,individual,2,刘照清,3
哈密,司密花,other,2,司密花,4
哈密,冯虎林,individual,1,冯虎林,5
哈密,刘丽华,individual,1,刘丽华,6
哈密,吕天文,individual,1,吕天文,7
哈密,国投新疆罗布泊钾盐有限责任公司,firm,1,国投新疆罗布泊钾盐有限责任公司,8
哈密,崔彦立,individual,1,崔彦立,9
哈密,徐晓白,individual,1,徐晓白,10
哈密,新疆汇通旱地龙腐植酸有限责任公司,firm,1,新疆汇通旱地龙腐植酸有限责任公司,11
哈密,施建平,individual,1,施建平,12
哈密,朱崇德,individual,1,朱崇德,13
哈密,李建明,individual,1,李建明,14
哈密,李新潮,individual,1,李新潮,15
哈密,林三明,individual,1,林三明,16
哈密,王云海,individual,1,王云海,17
哈密,王光耀,individual,1,王光耀,18
哈密,郭东京,individual,1,郭东京,19
哈密,魏子贺,individual,1,魏子贺,20
哈尔滨,哈尔滨工业大学,univ,2783,哈尔滨工业大学,1
哈尔滨,哈尔滨工程大学,univ,980,哈尔滨工程大学,2
哈尔滨,东北农业大学,univ,320,东北农业大学,3
哈尔滨,东北林业大学,univ,273,东北林业大学,4
哈尔滨,黑龙江大学,univ,184,黑龙江大学,5
哈尔滨,哈尔滨理工大学,univ,141,哈尔滨理工大学,6
哈尔滨,中国农业科学院哈尔滨兽医研究所,univ,97,中国农业科学院哈尔滨兽医研究所,7
哈尔滨,中国科学院东北地理与农业生态研究所,univ,83,中国科学院东北地理与农业生态研究所,8
哈尔滨,哈尔滨电机厂有限责任公司,firm,61,哈尔滨电机厂有限责任公司,9
哈尔滨,哈尔滨开恩科技开发有限公司,firm,57,哈尔滨开恩科技开发有限公司,10
哈尔滨,哈尔滨师范大学,univ,42,哈尔滨师范大学,11
哈尔滨,黑龙江省科学院石油化学研究院,univ,39,黑龙江省科学院石油化学研究院,12
哈尔滨,黑龙江科技学院,univ,39,黑龙江科技学院,13
哈尔滨,哈尔滨商业大学,univ,38,哈尔滨商业大学,14
哈尔滨,哈尔滨医科大学,univ,33,哈尔滨医科大学,15
哈尔滨,哈尔滨飞机工业集团有限责任公司,firm,33,哈尔滨飞机工业集团有限责任公司,16
哈尔滨,中国水产科学研究院黑龙江水产研究所,research,31,中国水产科学研究院黑龙江水产研究所,17
哈尔滨,东北轻合金有限责任公司,firm,30,东北轻合金有限责任公司,18
哈尔滨,哈尔滨鸿盛房屋节能体系研发中心,research,29,哈尔滨鸿盛房屋节能体系研发中心,19
哈尔滨,吴德滨,individual,24,吴德滨,20
唐山,河北理工大学,univ,125,河北理工大学,1
唐山,唐山轨道客车有限责任公司,firm,44,唐山轨道客车有限责任公司,2
唐山,中冶京唐建设有限公司,firm,27,中冶京唐建设有限公司,3
唐山,中国二十二冶集团有限公司,firm,24,中国二十二冶集团有限公司,4
唐山,河北省首钢迁安钢铁有限责任公司,firm,21,河北省首钢迁安钢铁有限责任公司,5
唐山,唐山国丰钢铁有限公司,firm,15,唐山国丰钢铁有限公司,6
唐山,张建卿,individual,15,张建卿,7
唐山,河北玉田兴业印刷机械有限公司,firm,14,河北玉田兴业印刷机械有限公司,8
唐山,河北联合大学,univ,11,河北联合大学,9
唐山,唐山师范学院,univ,10,唐山师范学院,10
唐山,河北钢铁股份有限公司唐山分公司,firm,10,河北钢铁股份有限公司唐山分公司,11
唐山,李功民,individual,9,李功民,12
唐山,荣玉明,individual,9,荣玉明,13
唐山,郭进军,individual,8,郭进军,14
唐山,吴国存,individual,7,吴国存,15
唐山,唐山市思远涂料有限公司,firm,7,唐山市思远涂料有限公司,16
唐山,唐山建龙实业有限公司,firm,7,唐山建龙实业有限公司,17
唐山,唐山德生防水材料有限公司,firm,7,唐山德生防水材料有限公司,18
唐山,唐山钢铁股份有限公司,firm,7,唐山钢铁股份有限公司,19
唐山,于秀珠,individual,6,于秀珠,20
商丘,河南省电力公司商丘供电公司,firm,46,河南省电力公司商丘供电公司,1
商丘,永城煤电控股集团有限公司,firm,11,永城煤电控股集团有限公司,2
商丘,商丘市天宇电力工程有限公司,firm,7,商丘市天宇电力工程有限公司,3
商丘,张壮斗,individual,5,张壮斗,4
商丘,张银生,individual,3,张银生,5
商丘,曹持武,individual,3,曹持武,6
商丘,陈坤,individual,3,陈坤,7
商丘,陈清华,individual,3,陈清华,8
商丘,万广灿,individual,2,万广灿,9
商丘,代思友,individual,2,代思友,10
商丘,冯子龙,individual,2,冯子龙,11
商丘,刘广辉,individual,2,刘广辉,12
商丘,单明胜,individual,2,单明胜,13
商丘,史培德,individual,2,史培德,14
商丘,周玉玲,individual,2,周玉玲,15
商丘,商丘三利新能源有限公司,firm,2,商丘三利新能源有限公司,16
商丘,商丘市博大化工有限公司,firm,2,商丘市博大化工有限公司,17
商丘,商丘市康森动物药品研究所,research,2,商丘市康森动物药品研究所,18
商丘,商丘师范学院,univ,2,商丘师范学院,19
商丘,商丘爱己爱牧动物药业有限公司,firm,2,商丘爱己爱牧动物药业有限公司,20
商洛,山阳县金川封幸化工有限责任公司,firm,3,山阳县金川封幸化工有限责任公司,1
商洛,董必进,individual,3,董必进,2
商洛,丹凤县永鑫电子材料有限责任公司,firm,2,丹凤县永鑫电子材料有限责任公司,3
商洛,山阳县茶叶公司,firm,2,山阳县茶叶公司,4
商洛,山阳县银华矿业有限公司,firm,2,山阳县银华矿业有限公司,5
商洛,张峻,individual,2,张峻,6
商洛,张本刚,individual,2,张本刚,7
商洛,徐能德,individual,2,徐能德,8
商洛,李挺,individual,2,李挺,9
商洛,镇安华美农业产业化有限公司,firm,2,镇安华美农业产业化有限公司,10
商洛,陕西亿农高科药业有限公司,firm,2,陕西亿农高科药业有限公司,11
商洛,陕西商洛盘龙植物药业有限公司,firm,2,陕西商洛盘龙植物药业有限公司,12
商洛,魏清林,individual,2,魏清林,13
商洛,魏青山,individual,2,魏青山,14
商洛,丹凤县商山红葡萄酒有限公司,firm,1,丹凤县商山红葡萄酒有限公司,15
商洛,丹凤县荣毅电子有限公司,firm,1,丹凤县荣毅电子有限公司,16
商洛,冀卫荣,individual,1,冀卫荣,17
商洛,史永淳,individual,1,史永淳,18
商洛,吴英,individual,1,吴英,19
商洛,周扬家,individual,1,周扬家,20
喀什地区,马邦明,individual,10,马邦明,1
喀什地区,马帮明,individual,6,马帮明,2
喀什地区,汤永顺,individual,4,汤永顺,3
喀什地区,吐尔孙尼亚孜吐合提尼亚孜,other,2,吐尔孙尼亚孜吐合提尼亚孜,4
喀什地区,梁志军,individual,2,梁志军,5
喀什地区,仝旭峰,individual,1,仝旭峰,6
喀什地区,叶城县金秋实业生物肥有限公司,firm,1,叶城县金秋实业生物肥有限公司,7
喀什地区,图尔蓀江莫依丁,other,1,图尔蓀江莫依丁,8
喀什地区,徐玉梅,individual,1,徐玉梅,9
喀什地区,托合提依米提,other,1,托合提依米提,10
喀什地区,新疆雅戈尔棉纺织有限公司,firm,1,新疆雅戈尔棉纺织有限公司,11
喀什地区,苏力坦马木提,other,1,苏力坦马木提,12
嘉兴,中科院嘉兴中心微系统所分中心,other,96,中科院嘉兴中心微系统所分中心,1
嘉兴,嘉兴闻泰通讯科技有限公司,firm,79,嘉兴闻泰通讯科技有限公司,2
嘉兴,嘉兴学院,univ,63,嘉兴学院,3
嘉兴,谭湘,individual,63,谭湘,4
嘉兴,闻泰集团有限公司,firm,32,闻泰集团有限公司,5
嘉兴,巨石集团有限公司,firm,28,巨石集团有限公司,6
嘉兴,浙江华友钴业股份有限公司,firm,22,浙江华友钴业股份有限公司,7
嘉兴,华章电气(桐乡)有限公司,firm,20,华章电气(桐乡)有限公司,8
嘉兴,胡玉芳,individual,20,胡玉芳,9
嘉兴,黄大林,individual,20,黄大林,10
嘉兴,平湖市电子有限公司,firm,19,平湖市电子有限公司,11
嘉兴,浙江亚特电器有限公司,firm,17,浙江亚特电器有限公司,12
嘉兴,秦山核电有限公司,firm,17,秦山核电有限公司,13
嘉兴,嘉兴斯达微电子有限公司,firm,16,嘉兴斯达微电子有限公司,14
嘉兴,浙江红马铸造有限公司,firm,15,浙江红马铸造有限公司,15
嘉兴,浙江昱辉阳光能源有限公司,firm,14,浙江昱辉阳光能源有限公司,16
嘉兴,嘉兴协丰汽车电器有限公司,firm,13,嘉兴协丰汽车电器有限公司,17
嘉兴,陆志根,individual,13,陆志根,18
嘉兴,靳志玉,individual,13,靳志玉,19
嘉兴,中国电子科技集团公司第三十六研究所,firm,12,中国电子科技集团公司第三十六研究所,20
嘉峪关,曹绪东,individual,3,曹绪东,1
嘉峪关,邓丽菊,individual,3,邓丽菊,2
嘉峪关,甘肃酒钢集团西部重工股份有限公司,firm,2,甘肃酒钢集团西部重工股份有限公司,3
嘉峪关,马永刚,individual,2,马永刚,4
嘉峪关,卢治红,individual,1,卢治红,5
嘉峪关,嘉峪关市海特机械设备制造有限责任公司,firm,1,嘉峪关市海特机械设备制造有限责任公司,6
嘉峪关,孙鹤,individual,1,孙鹤,7
嘉峪关,张华,individual,1,张华,8
嘉峪关,杨光,individual,1,杨光,9
嘉峪关,酒泉钢铁(集团)有限责任公司,firm,1,酒泉钢铁(集团)有限责任公司,10
嘉峪关,陈义,individual,1,陈义,11
四平,吉林师范大学,univ,36,吉林师范大学,1
四平,吉林一正药业集团有限公司,firm,7,吉林一正药业集团有限公司,2
四平,吉林省艾斯克机电集团有限公司,firm,7,吉林省艾斯克机电集团有限公司,3
四平,四平红嘴农业高新技术开发有限公司,firm,7,四平红嘴农业高新技术开发有限公司,4
四平,吉林庆达新能源电力股份有限公司,firm,6,吉林庆达新能源电力股份有限公司,5
四平,吉林吉春制药有限公司,firm,5,吉林吉春制药有限公司,6
四平,吉林省农业科学院,univ,5,吉林省农业科学院,7
四平,王守东,individual,4,王守东,8
四平,刘晓红,individual,3,刘晓红,9
四平,吉林庆达数码有限公司,firm,3,吉林庆达数码有限公司,10
四平,四平大吉强磁滤清器有限公司,firm,3,四平大吉强磁滤清器有限公司,11
四平,四平市枫叶科技有限公司,firm,3,四平市枫叶科技有限公司,12
四平,四平线路器材厂,firm,3,四平线路器材厂,13
四平,张文,individual,3,张文,14
四平,徐松江,individual,3,徐松江,15
四平,王志平,individual,3,王志平,16
四平,一汽四平专用汽车有限公司,firm,2,一汽四平专用汽车有限公司,17
四平,刘大志,individual,2,刘大志,18
四平,吉林久盛机械加工有限公司,firm,2,吉林久盛机械加工有限公司,19
四平,吉林曙光农牧有限公司,firm,2,吉林曙光农牧有限公司,20
固原,宁夏电力公司固原供电局,firm,3,宁夏电力公司固原供电局,1
固原,何建栋,individual,1,何建栋,2
固原,何心,other,1,何心,3
固原,宁夏鸿景农机科技有限公司,firm,1,宁夏鸿景农机科技有限公司,4
固原,马原,individual,1,马原,5
塔城地区,孙强国,individual,16,孙强国,1
塔城地区,侯敏,individual,1,侯敏,2
塔城地区,刘威坊,individual,1,刘威坊,3
塔城地区,刘清平,individual,1,刘清平,4
塔城地区,卢新魁,individual,1,卢新魁,5
塔城地区,房淑河,individual,1,房淑河,6
塔城地区,新疆乌苏市北方新科有限公司,firm,1,新疆乌苏市北方新科有限公司,7
塔城地区,新疆星塔矿业有限公司,firm,1,新疆星塔矿业有限公司,8
塔城地区,李久章,individual,1,李久章,9
塔城地区,杜曼那毕,individual,1,杜曼那毕,10
塔城地区,王来忠,individual,1,王来忠,11
塔城地区,苏瑞萍,individual,1,苏瑞萍,12
塔城地区,贺富军,individual,1,贺富军,13
塔城地区,迟庆杰,individual,1,迟庆杰,14
大兴安岭地区,大兴安岭林格贝有机食品有限责任公司,firm,17,大兴安岭林格贝有机食品有限责任公司,1
大兴安岭地区,李斌,individual,5,李斌,2
大兴安岭地区,大兴安岭嘉迪欧营养原料有限公司,firm,4,大兴安岭嘉迪欧营养原料有限公司,3
大兴安岭地区,张永富,individual,4,张永富,4
大兴安岭地区,大兴安岭绿源蜂业有限公司,firm,3,大兴安岭绿源蜂业有限公司,5
大兴安岭地区,大兴安岭科丽尔生物工程有限责任公司,firm,2,大兴安岭科丽尔生物工程有限责任公司,6
大兴安岭地区,大兴安岭韩家园松涛鹿苑野生动物养殖有限责任公司,firm,2,大兴安岭韩家园松涛鹿苑野生动物养殖有限责任公司,7
大兴安岭地区,孙景波,individual,2,孙景波,8
大兴安岭地区,黄向明,individual,2,黄向明,9
大兴安岭地区,黑龙江北奇神高科保健品有限公司,firm,2,黑龙江北奇神高科保健品有限公司,10
大兴安岭地区,大兴安岭海德生物工程有限公司,firm,1,大兴安岭海德生物工程有限公司,11
大兴安岭地区,大兴安岭电业局,other,1,大兴安岭电业局,12
大兴安岭地区,孙瑞祥,individual,1,孙瑞祥,13
大兴安岭地区,孙福民,individual,1,孙福民,14
大兴安岭地区,孙铁龙,individual,1,孙铁龙,15
大兴安岭地区,孟蒙,individual,1,孟蒙,16
大兴安岭地区,徐万岭,individual,1,徐万岭,17
大兴安岭地区,徐春华,individual,1,徐春华,18
大兴安岭地区,朱彦春,individual,1,朱彦春,19
大兴安岭地区,杨介新,individual,1,杨介新,20
大同,中国北车集团大同电力机车有限责任公司,firm,54,中国北车集团大同电力机车有限责任公司,1
大同,中国兵器工业集团第七○研究所,firm,26,中国兵器工业集团第七○研究所,2
大同,仝仲盛,individual,17,仝仲盛,3
大同,山西大同大学,univ,17,山西大同大学,4
大同,大同北方天力增压技术有限公司,firm,9,大同北方天力增压技术有限公司,5
大同,大同煤矿集团有限责任公司,firm,7,大同煤矿集团有限责任公司,6
大同,中国兵器工业集团第七0研究所,firm,6,中国兵器工业集团第七0研究所,7
大同,山西普德药业股份有限公司,firm,5,山西普德药业股份有限公司,8
大同,山西振东泰盛制药有限公司,firm,4,山西振东泰盛制药有限公司,9
大同,山西普德药业有限公司,firm,4,山西普德药业有限公司,10
大同,中国重汽集团大同齿轮有限公司,firm,3,中国重汽集团大同齿轮有限公司,11
大同,山西大同齿轮集团有限责任公司,firm,3,山西大同齿轮集团有限责任公司,12
大同,山西省电力公司大同供电分公司,firm,3,山西省电力公司大同供电分公司,13
大同,李贵义,individual,3,李贵义,14
大同,王府,individual,3,王府,15
大同,侯健,individual,2,侯健,16
大同,周振华,individual,2,周振华,17
大同,大同市康能矿山新技术有限公司,firm,2,大同市康能矿山新技术有限公司,18
大同,大同市新成特炭有限公司,firm,2,大同市新成特炭有限公司,19
大同,大同市机械化农业生态项目实验管理站,other,2,大同市机械化农业生态项目实验管理站,20
大庆,大庆油田有限责任公司,firm,145,大庆油田有限责任公司,1
大庆,大庆石油管理局,government,58,大庆石油管理局,2
大庆,黑龙江八一农垦大学,univ,28,黑龙江八一农垦大学,3
大庆,大庆石油学院,univ,24,大庆石油学院,4
大庆,东北石油大学,univ,14,东北石油大学,5
大庆,张学军,other,13,张学军,6
大庆,翟云升,individual,9,翟云升,7
大庆,龚智勇,individual,8,龚智勇,8
大庆,张丽萍,individual,7,张丽萍,9
大庆,孙安顺,individual,6,孙安顺,10
大庆,张宝有,individual,6,张宝有,11
大庆,大庆井井源油田科技开发有限公司,firm,5,大庆井井源油田科技开发有限公司,12
大庆,大庆高新区华龙祥化工有限公司,firm,5,大庆高新区华龙祥化工有限公司,13
大庆,秦大春,individual,5,秦大春,14
大庆,苏重清,individual,5,苏重清,15
大庆,赵全会,other,5,赵全会,16
大庆,初景涛,individual,4,初景涛,17
大庆,张佳民,individual,4,张佳民,18
大庆,张元海,individual,4,张元海,19
大庆,汤天武,individual,4,汤天武,20
大理白族自治州,大理学院,univ,63,大理学院,1
大理白族自治州,云南力帆骏马车辆有限公司,firm,4,云南力帆骏马车辆有限公司,2
大理白族自治州,云南清逸堂实业有限公司,firm,4,云南清逸堂实业有限公司,3
大理白族自治州,云南电网公司大理供电局,firm,4,云南电网公司大理供电局,4
大理白族自治州,云南省烟草公司大理州公司,firm,4,云南省烟草公司大理州公司,5
大理白族自治州,云南大理东亚乳业有限公司,firm,3,云南大理东亚乳业有限公司,6
大理白族自治州,云南祥云飞龙有色金属股份有限公司,firm,3,云南祥云飞龙有色金属股份有限公司,7
大理白族自治州,云南大理洱宝实业有限公司,firm,2,云南大理洱宝实业有限公司,8
大理白族自治州,云南远益园林工程有限公司,firm,2,云南远益园林工程有限公司,9
大理白族自治州,大理白族自治州园艺工作站,other,2,大理白族自治州园艺工作站,10
大理白族自治州,李世章,individual,2,李世章,11
大理白族自治州,王幸福,individual,2,王幸福,12
大理白族自治州,红塔烟草(集团)有限责任公司大理卷烟厂,firm,2,红塔烟草(集团)有限责任公司大理卷烟厂,13
大理白族自治州,丁圣权,individual,1,丁圣权,14
大理白族自治州,云南新希望邓川蝶泉乳业有限公司,firm,1,云南新希望邓川蝶泉乳业有限公司,15
大理白族自治州,云南省地方病防治所,other,1,云南省地方病防治所,16
大理白族自治州,任元富,individual,1,任元富,17
大理白族自治州,何文林,individual,1,何文林,18
大理白族自治州,刘继斌,individual,1,刘继斌,19
大理白族自治州,大理白族自治州家畜繁育指导站,other,1,大理白族自治州家畜繁育指导站,20
大连,大连理工大学,univ,995,大连理工大学,1
大连,中国科学院大连化学物理研究所,univ,685,中国科学院大连化学物理研究所,2
大连,大连创达技术交易市场有限公司,firm,360,大连创达技术交易市场有限公司,3
大连,大连海事大学,univ,245,大连海事大学,4
大连,大连工业大学,univ,199,大连工业大学,5
大连,大连大学,univ,120,大连大学,6
大连,大连水产学院,univ,110,大连水产学院,7
大连,大连海洋大学,univ,106,大连海洋大学,8
大连,大连交通大学,univ,95,大连交通大学,9
大连,中国北车股份有限公司大连电力牵引研发中心,firm,84,中国北车股份有限公司大连电力牵引研发中心,10
大连,大连兆阳软件科技有限公司,firm,83,大连兆阳软件科技有限公司,11
大连,苗丽华,individual,81,苗丽华,12
大连,大连华锐股份有限公司,firm,79,大连华锐股份有限公司,13
大连,中国北车集团大连机车车辆有限公司,firm,78,中国北车集团大连机车车辆有限公司,14
大连,瓦房店轴承集团有限责任公司,firm,76,瓦房店轴承集团有限责任公司,15
大连,大连橡胶塑料机械股份有限公司,firm,63,大连橡胶塑料机械股份有限公司,16
大连,新源动力股份有限公司,firm,62,新源动力股份有限公司,17
大连,孙承宽,individual,61,孙承宽,18
大连,大连三达奥克化学股份有限公司,firm,60,大连三达奥克化学股份有限公司,19
大连,大连船舶重工集团有限公司,firm,53,大连船舶重工集团有限公司,20
天水,天水长城开关厂有限公司,firm,21,天水长城开关厂有限公司,1
天水,天水华天科技股份有限公司,firm,14,天水华天科技股份有限公司,2
天水,天水华天微电子股份有限公司,firm,11,天水华天微电子股份有限公司,3
天水,天水天光半导体有限责任公司,firm,8,天水天光半导体有限责任公司,4
天水,天水电气传动研究所有限责任公司,firm,8,天水电气传动研究所有限责任公司,5
天水,天水红山试验机有限公司,firm,7,天水红山试验机有限公司,6
天水,天水锻压机床有限公司,firm,6,天水锻压机床有限公司,7
天水,天水维尔康蜂业科技有限公司,firm,4,天水维尔康蜂业科技有限公司,8
天水,天水星火机床有限责任公司,firm,3,天水星火机床有限责任公司,9
天水,张宗舟,individual,3,张宗舟,10
天水,杨奇彪,individual,3,杨奇彪,11
天水,邵德子,individual,3,邵德子,12
天水,天水七四九电子有限公司,firm,2,天水七四九电子有限公司,13
天水,天水华天机械有限公司,firm,2,天水华天机械有限公司,14
天水,天水师范学院,univ,2,天水师范学院,15
天水,天水绿鹏农业科技有限公司,firm,2,天水绿鹏农业科技有限公司,16
天水,孟顺利,individual,2,孟顺利,17
天水,王廷璞,individual,2,王廷璞,18
天水,顾军,individual,2,顾军,19
天水,乔焕平,individual,1,乔焕平,20
天津,天津大学,univ,1822,天津大学,1
天津,乐金电子(天津)电器有限公司,firm,1304,乐金电子(天津)电器有限公司,2
天津,南开大学,univ,622,南开大学,3
天津,天津工业大学,univ,353,天津工业大学,4
天津,天津生机集团股份有限公司,firm,353,天津生机集团股份有限公司,5
天津,天津科技大学,univ,308,天津科技大学,6
天津,河北工业大学,univ,285,河北工业大学,7
天津,天津理工大学,univ,254,天津理工大学,8
天津,天津市化学试剂研究所,research,185,天津市化学试剂研究所,9
天津,天津药物研究院,research,170,天津药物研究院,10
天津,天津天士力制药股份有限公司,firm,128,天津天士力制药股份有限公司,11
天津,天津师范大学,univ,127,天津师范大学,12
天津,天津金耀集团有限公司,firm,124,天津金耀集团有限公司,13
天津,天津瑞普生物技术股份有限公司,firm,121,天津瑞普生物技术股份有限公司,14
天津,天津市中宝制药有限公司,firm,111,天津市中宝制药有限公司,15
天津,天津市天发重型水电设备制造有限公司,firm,99,天津市天发重型水电设备制造有限公司,16
天津,天津德凯化工股份有限公司,firm,98,天津德凯化工股份有限公司,17
天津,天津春发食品配料有限公司,firm,98,天津春发食品配料有限公司,18
天津,天津市公博科技开发有限公司,firm,97,天津市公博科技开发有限公司,19
天津,天津滨海国际花卉科技园区股份有限公司,firm,97,天津滨海国际花卉科技园区股份有限公司,20
天门,湖北益泰药业有限公司,firm,7,湖北益泰药业有限公司,1
天门,马江兵,individual,4,马江兵,2
天门,天门纺织机械有限公司,firm,3,天门纺织机械有限公司,3
天门,湖北省天门泵业有限公司,firm,3,湖北省天门泵业有限公司,4
天门,朱云飞,individual,2,朱云飞,5
天门,湖北成田制药股份有限公司,firm,2,湖北成田制药股份有限公司,6
天门,王雄普,individual,2,王雄普,7
天门,付建明,individual,1,付建明,8
天门,周婵娟,individual,1,周婵娟,9
天门,天门市五谷机械设备有限公司,firm,1,天门市五谷机械设备有限公司,10
天门,天门市天宝化工科技有限公司,firm,1,天门市天宝化工科技有限公司,11
天门,姜新民,individual,1,姜新民,12
天门,张俊波,individual,1,张俊波,13
天门,张福兵,individual,1,张福兵,14
天门,李先虎,individual,1,李先虎,15
天门,杨茂才,individual,1,杨茂才,16
天门,杨萍,individual,1,杨萍,17
天门,汪小力,individual,1,汪小力,18
天门,汪泰吉,individual,1,汪泰吉,19
天门,湖北丰腾种业有限公司,firm,1,湖北丰腾种业有限公司,20
太原,太原理工大学,univ,333,太原理工大学,1
太原,山西太钢不锈钢股份有限公司,firm,269,山西太钢不锈钢股份有限公司,2
太原,中北大学,univ,216,中北大学,3
太原,中国科学院山西煤炭化学研究所,univ,180,中国科学院山西煤炭化学研究所,4
太原,山西大学,univ,171,山西大学,5
太原,太原重工股份有限公司,firm,139,太原重工股份有限公司,6
太原,煤炭科学研究总院太原研究院,research,56,煤炭科学研究总院太原研究院,7
太原,太原科技大学,univ,53,太原科技大学,8
太原,山西医科大学,univ,33,山西医科大学,9
太原,太原通泽重工有限公司,firm,30,太原通泽重工有限公司,10
太原,中国日用化学工业研究院,research,25,中国日用化学工业研究院,11
太原,中铁三局集团有限公司,firm,25,中铁三局集团有限公司,12
太原,太原市汉波食品工业有限公司,firm,25,太原市汉波食品工业有限公司,13
太原,山西省电力公司电力科学研究院,firm,23,山西省电力公司电力科学研究院,14
太原,太原钢铁(集团)有限公司,firm,21,太原钢铁(集团)有限公司,15
太原,中国辐射防护研究院,research,20,中国辐射防护研究院,16
太原,蓝星化工有限责任公司,firm,20,蓝星化工有限责任公司,17
太原,中科合成油技术有限公司,firm,19,中科合成油技术有限公司,18
太原,赛鼎工程有限公司,firm,18,赛鼎工程有限公司,19
太原,中国移动通信集团山西有限公司,firm,17,中国移动通信集团山西有限公司,20
威海,山东新北洋信息技术股份有限公司,firm,85,山东新北洋信息技术股份有限公司,1
威海,泰祥集团技术开发有限公司,firm,63,泰祥集团技术开发有限公司,2
威海,威海华东数控股份有限公司,firm,62,威海华东数控股份有限公司,3
威海,山东大学威海分校,univ,61,山东大学威海分校,4
威海,山东好当家海洋发展股份有限公司,firm,52,山东好当家海洋发展股份有限公司,5
威海,哈尔滨工业大学(威海),univ,49,哈尔滨工业大学(威海),6
威海,天润曲轴股份有限公司,firm,40,天润曲轴股份有限公司,7
威海,刘运波,individual,34,刘运波,8
威海,威海新异生物科技有限公司,firm,34,威海新异生物科技有限公司,9
威海,丰建萍,individual,32,丰建萍,10
威海,威海中复西港船艇有限公司,firm,31,威海中复西港船艇有限公司,11
威海,威海华菱光电有限公司,firm,31,威海华菱光电有限公司,12
威海,刘国昌,individual,30,刘国昌,13
威海,荣成市新技术应用研究所,research,30,荣成市新技术应用研究所,14
威海,荣成市科学技术情报研究所,research,30,荣成市科学技术情报研究所,15
威海,蔡晓东,individual,30,蔡晓东,16
威海,高英豪,individual,30,高英豪,17
威海,史海霞,individual,29,史海霞,18
威海,山东华力电机集团股份有限公司,firm,29,山东华力电机集团股份有限公司,19
威海,赵莉,individual,29,赵莉,20
娄底,宁小静,individual,26,宁小静,1
娄底,湖南华菱涟源钢铁有限公司,firm,16,湖南华菱涟源钢铁有限公司,2
娄底,娄底市裕德科技有限公司,firm,9,娄底市裕德科技有限公司,3
娄底,湖南省双峰县湘源皇视电子有限公司,firm,8,湖南省双峰县湘源皇视电子有限公司,4
娄底,湖南人文科技学院,univ,7,湖南人文科技学院,5
娄底,锡矿山闪星锑业有限责任公司,firm,7,锡矿山闪星锑业有限责任公司,6
娄底,吴国都,individual,6,吴国都,7
娄底,双峰县湘源金穗收割机制造有限公司,firm,5,双峰县湘源金穗收割机制造有限公司,8
娄底,湖南省农友机械集团有限公司,firm,5,湖南省农友机械集团有限公司,9
娄底,娄底市乐开口实业有限公司,firm,4,娄底市乐开口实业有限公司,10
娄底,伍帝州,individual,3,伍帝州,11
娄底,周红阳,individual,3,周红阳,12
娄底,娄底市三星矿山设备制造有限公司,firm,3,娄底市三星矿山设备制造有限公司,13
娄底,孙富文,individual,3,孙富文,14
娄底,张希朋,individual,3,张希朋,15
娄底,李本平,individual,3,李本平,16
娄底,李海仁,individual,3,李海仁,17
娄底,李源湘,individual,3,李源湘,18
娄底,梁经军,individual,3,梁经军,19
娄底,湖南鑫美格新型装饰材料有限公司,firm,3,湖南鑫美格新型装饰材料有限公司,20
孝感,湖北富邦化工科技有限公司,firm,23,湖北富邦化工科技有限公司,1
孝感,国营红峰机械厂,firm,15,国营红峰机械厂,2
孝感,国营江北机械厂,firm,14,国营江北机械厂,3
孝感,孝感学院,univ,9,孝感学院,4
孝感,刘利华,individual,8,刘利华,5
