city,year,applicant_norm,clean_type,patents,applicant,rank_city_year
安阳,2014,刘娟,individual,5,刘娟,16
安阳,2014,安阳高新区生产力促进中心,other,5,安阳高新区生产力促进中心,17
安阳,2014,汤阴县天海碳素有限公司,firm,5,汤阴县天海碳素有限公司,18
安阳,2014,汤阴森奇生物技术有限公司,firm,5,汤阴森奇生物技术有限公司,19
安阳,2014,邓湘,individual,5,邓湘,20
安阳,2015,安阳工学院,univ,58,安阳工学院,1
安阳,2015,中国农业科学院棉花研究所,univ,57,中国农业科学院棉花研究所,2
安阳,2015,安阳师范学院,univ,22,安阳师范学院,3
安阳,2015,安阳市翔宇医疗设备有限责任公司,firm,16,安阳市翔宇医疗设备有限责任公司,4
安阳,2015,汤阴环美制动器材有限公司,firm,8,汤阴环美制动器材有限公司,5
安阳,2015,汤阴县万祥塑化有限责任公司,firm,7,汤阴县万祥塑化有限责任公司,6
安阳,2015,林州市林丰铝电有限责任公司,firm,6,林州市林丰铝电有限责任公司,7
安阳,2015,河南省银河通信电器设备有限公司,firm,6,河南省银河通信电器设备有限公司,8
安阳,2015,刘天平,individual,5,刘天平,9
安阳,2015,安阳利浦筒仓工程有限公司,firm,5,安阳利浦筒仓工程有限公司,10
安阳,2015,安阳钢铁股份有限公司,firm,5,安阳钢铁股份有限公司,11
安阳,2015,汤阴县薛氏机械装备有限公司,firm,5,汤阴县薛氏机械装备有限公司,12
安阳,2015,河南省汤阴县华兴机械制造有限公司,firm,5,河南省汤阴县华兴机械制造有限公司,13
安阳,2015,河南省超贝工程设备有限公司,firm,5,河南省超贝工程设备有限公司,14
安阳,2015,中农颖泰林州生物科园有限公司,firm,4,中农颖泰林州生物科园有限公司,15
安阳,2015,安阳市国龙机械有限公司,firm,4,安阳市国龙机械有限公司,16
安阳,2015,李建法,individual,4,李建法,17
安阳,2015,林州中农生物肽科技有限公司,firm,4,林州中农生物肽科技有限公司,18
安阳,2015,林州市清华红旗渠新材料产业化发展中心,other,4,林州市清华红旗渠新材料产业化发展中心,19
安阳,2015,林州重机集团股份有限公司,firm,4,林州重机集团股份有限公司,20
安阳,2016,中国农业科学院棉花研究所,univ,60,中国农业科学院棉花研究所,1
安阳,2016,安阳师范学院,univ,46,安阳师范学院,2
安阳,2016,安阳工学院,univ,32,安阳工学院,3
安阳,2016,安阳华森纸业有限责任公司,firm,22,安阳华森纸业有限责任公司,4
安阳,2016,林州中农颖泰生物肽有限公司,firm,18,林州中农颖泰生物肽有限公司,5
安阳,2016,代立新,individual,16,代立新,6
安阳,2016,国网河南省电力公司安阳供电公司,firm,16,国网河南省电力公司安阳供电公司,7
安阳,2016,吕胜战,individual,14,吕胜战,8
安阳,2016,杨勇,individual,10,杨勇,9
安阳,2016,汤阴县万祥塑化有限责任公司,firm,9,汤阴县万祥塑化有限责任公司,10
安阳,2016,河南昊诚光电科技有限公司,firm,9,河南昊诚光电科技有限公司,11
安阳,2016,河南省超贝工程设备有限公司,firm,9,河南省超贝工程设备有限公司,12
安阳,2016,安阳全丰生物科技有限公司,firm,8,安阳全丰生物科技有限公司,13
安阳,2016,安阳市翔宇医疗设备有限责任公司,firm,8,安阳市翔宇医疗设备有限责任公司,14
安阳,2016,河南金百合生物科技股份有限公司,firm,8,河南金百合生物科技股份有限公司,15
安阳,2016,内黄县日星食用菌自动化设备厂,firm,7,内黄县日星食用菌自动化设备厂,16
安阳,2016,安阳新达高新技术开发有限公司,firm,6,安阳新达高新技术开发有限公司,17
安阳,2016,安阳钢铁股份有限公司,firm,6,安阳钢铁股份有限公司,18
安阳,2016,汤阴环美制动器材有限公司,firm,6,汤阴环美制动器材有限公司,19
安阳,2016,河南盛达光伏科技有限公司,firm,6,河南盛达光伏科技有限公司,20
安阳,2017,中国农业科学院棉花研究所,univ,80,中国农业科学院棉花研究所,1
安阳,2017,安阳工学院,univ,63,安阳工学院,2
安阳,2017,安阳师范学院,univ,38,安阳师范学院,3
安阳,2017,代立新,individual,20,代立新,4
安阳,2017,国网河南省电力公司安阳供电公司,firm,20,国网河南省电力公司安阳供电公司,5
安阳,2017,汤阴县瑞星生物有限公司,firm,20,汤阴县瑞星生物有限公司,6
安阳,2017,代哲尘,individual,19,代哲尘,7
安阳,2017,安阳市翔宇医疗设备有限责任公司,firm,19,安阳市翔宇医疗设备有限责任公司,8
安阳,2017,侯彦阳,individual,7,侯彦阳,9
安阳,2017,刘小丽,individual,7,刘小丽,10
安阳,2017,吴哲,individual,7,吴哲,11
安阳,2017,吴晓旭,individual,7,吴晓旭,12
安阳,2017,安阳全丰生物科技有限公司,firm,7,安阳全丰生物科技有限公司,13
安阳,2017,杜小庆,individual,7,杜小庆,14
安阳,2017,吴春生,individual,6,吴春生,15
安阳,2017,圣火科技(河南)有限责任公司,firm,6,圣火科技(河南)有限责任公司,16
安阳,2017,安阳全丰航空植保科技股份有限公司,firm,6,安阳全丰航空植保科技股份有限公司,17
安阳,2017,安阳钢铁股份有限公司,firm,6,安阳钢铁股份有限公司,18
安阳,2017,张国东,individual,6,张国东,19
安阳,2017,林州朗坤科技有限公司,firm,6,林州朗坤科技有限公司,20
安阳,2018,中国农业科学院棉花研究所,univ,105,中国农业科学院棉花研究所,1
安阳,2018,安阳师范学院,univ,86,安阳师范学院,2
安阳,2018,安阳工学院,univ,81,安阳工学院,3
安阳,2018,永发(河南)模塑科技发展有限公司,firm,36,永发(河南)模塑科技发展有限公司,4
安阳,2018,林州凤宝管业有限公司,firm,35,林州凤宝管业有限公司,5
安阳,2018,安阳市翔宇医疗设备有限责任公司,firm,31,安阳市翔宇医疗设备有限责任公司,6
安阳,2018,河南宏源车轮股份有限公司,firm,22,河南宏源车轮股份有限公司,7
安阳,2018,河南省祥和康复产业技术研究院有限责任公司,firm,13,河南省祥和康复产业技术研究院有限责任公司,8
安阳,2018,宏源精工车轮股份有限公司,firm,11,宏源精工车轮股份有限公司,9
安阳,2018,河南巨峰环保科技有限公司,firm,11,河南巨峰环保科技有限公司,10
安阳,2018,林州市延年百龄中药科技有限公司,firm,10,林州市延年百龄中药科技有限公司,11
安阳,2018,河南昊化黎明智能清洗科技有限公司,firm,10,河南昊化黎明智能清洗科技有限公司,12
安阳,2018,滑县浩之本网络科技有限公司,firm,10,滑县浩之本网络科技有限公司,13
安阳,2018,河南翔宇医疗设备股份有限公司,firm,9,河南翔宇医疗设备股份有限公司,14
安阳,2018,滑县大潮林物产有限责任公司,firm,8,滑县大潮林物产有限责任公司,15
安阳,2018,安阳市国龙机械有限公司,firm,7,安阳市国龙机械有限公司,16
安阳,2018,安阳钢铁股份有限公司,firm,7,安阳钢铁股份有限公司,17
安阳,2018,李社红,other,7,李社红,18
安阳,2018,安阳市岷山有色金属有限责任公司,firm,6,安阳市岷山有色金属有限责任公司,19
安阳,2018,黄军成,individual,6,黄军成,20
安阳,2019,安阳工学院,univ,110,安阳工学院,1
安阳,2019,安阳师范学院,univ,109,安阳师范学院,2
安阳,2019,中国农业科学院棉花研究所,univ,104,中国农业科学院棉花研究所,3
安阳,2019,河南光远新材料股份有限公司,firm,66,河南光远新材料股份有限公司,4
安阳,2019,河南翔宇医疗设备股份有限公司,firm,42,河南翔宇医疗设备股份有限公司,5
安阳,2019,宏源精工车轮股份有限公司,firm,22,宏源精工车轮股份有限公司,6
安阳,2019,天一建设发展有限公司,firm,20,天一建设发展有限公司,7
安阳,2019,永发(河南)模塑科技发展有限公司,firm,14,永发(河南)模塑科技发展有限公司,8
安阳,2019,河南省祥和康复产业技术研究院有限责任公司,firm,14,河南省祥和康复产业技术研究院有限责任公司,9
安阳,2019,安阳钢铁股份有限公司,firm,12,安阳钢铁股份有限公司,10
安阳,2019,安阳全丰生物科技有限公司,firm,10,安阳全丰生物科技有限公司,11
安阳,2019,河南瑞禾医疗器械有限责任公司,firm,10,河南瑞禾医疗器械有限责任公司,12
安阳,2019,王海山,individual,10,王海山,13
安阳,2019,安阳天助药业有限责任公司,firm,9,安阳天助药业有限责任公司,14
安阳,2019,安阳贝利泰陶瓷有限公司,firm,8,安阳贝利泰陶瓷有限公司,15
安阳,2019,河南利华制药有限公司,firm,8,河南利华制药有限公司,16
安阳,2019,白保平,individual,8,白保平,17
安阳,2019,安阳全丰航空植保科技股份有限公司,firm,7,安阳全丰航空植保科技股份有限公司,18
安阳,2019,安阳复星合力新材料股份有限公司,firm,7,安阳复星合力新材料股份有限公司,19
安阳,2019,安阳睿恒数控机床股份有限公司,firm,7,安阳睿恒数控机床股份有限公司,20
安阳,2020,安阳工学院,univ,110,安阳工学院,1
安阳,2020,安阳师范学院,univ,62,安阳师范学院,2
安阳,2020,中国农业科学院棉花研究所,univ,61,中国农业科学院棉花研究所,3
安阳,2020,河南翔宇医疗设备股份有限公司,firm,55,河南翔宇医疗设备股份有限公司,4
安阳,2020,安阳钢铁股份有限公司,firm,36,安阳钢铁股份有限公司,5
安阳,2020,国网河南省电力公司安阳供电公司,firm,34,国网河南省电力公司安阳供电公司,6
安阳,2020,河南远大可持续建筑科技有限公司,firm,32,河南远大可持续建筑科技有限公司,7
安阳,2020,河南光远新材料股份有限公司,firm,25,河南光远新材料股份有限公司,8
安阳,2020,河南省大潮炭能科技有限公司,firm,21,河南省大潮炭能科技有限公司,9
安阳,2020,河南凤宝重工科技有限公司,firm,16,河南凤宝重工科技有限公司,10
安阳,2020,安阳复星合力新材料股份有限公司,firm,14,安阳复星合力新材料股份有限公司,11
安阳,2020,安阳凯地电磁技术有限公司,firm,13,安阳凯地电磁技术有限公司,12
安阳,2020,河南嘉宇医疗科技有限责任公司,firm,12,河南嘉宇医疗科技有限责任公司,13
安阳,2020,河南省祥和康复产业技术研究院有限责任公司,firm,12,河南省祥和康复产业技术研究院有限责任公司,14
安阳,2020,河南护理职业学院,univ,11,河南护理职业学院,15
安阳,2020,安阳睿恒数控机床股份有限公司,firm,10,安阳睿恒数控机床股份有限公司,16
安阳,2020,河南奇昌化工有限公司,firm,10,河南奇昌化工有限公司,17
安阳,2020,河南浩欣服饰有限公司,firm,10,河南浩欣服饰有限公司,18
安阳,2020,河南利华制药有限公司,firm,9,河南利华制药有限公司,19
安阳,2020,牛玉涛,individual,9,牛玉涛,20
安阳,2021,安阳师范学院,univ,63,安阳师范学院,1
安阳,2021,国网河南省电力公司安阳供电公司,firm,49,国网河南省电力公司安阳供电公司,2
安阳,2021,安阳工学院,univ,49,安阳工学院,3
安阳,2021,中国农业科学院棉花研究所,univ,44,中国农业科学院棉花研究所,4
安阳,2021,河南翔宇医疗设备股份有限公司,firm,39,河南翔宇医疗设备股份有限公司,5
安阳,2021,河南旭阳光电科技有限公司,firm,34,河南旭阳光电科技有限公司,6
安阳,2021,安阳钢铁股份有限公司,firm,28,安阳钢铁股份有限公司,7
安阳,2021,河南德力新能源汽车有限公司,firm,17,河南德力新能源汽车有限公司,8
安阳,2021,林州致远电子科技有限公司,firm,14,林州致远电子科技有限公司,9
安阳,2021,河南利华制药有限公司,firm,14,河南利华制药有限公司,10
安阳,2021,河南省鼎鼎实业有限公司,firm,14,河南省鼎鼎实业有限公司,11
安阳,2021,河南巨峰环保科技有限公司,firm,12,河南巨峰环保科技有限公司,12
安阳,2021,濮阳市安阳地区医院,hospital,12,濮阳市安阳地区医院,13
安阳,2021,安阳睿恒数控机床股份有限公司,firm,10,安阳睿恒数控机床股份有限公司,14
安阳,2021,河南光远新材料股份有限公司,firm,10,河南光远新材料股份有限公司,15
安阳,2021,永发(河南)模塑科技发展有限公司,firm,9,永发(河南)模塑科技发展有限公司,16
安阳,2021,安阳振动器有限责任公司,firm,8,安阳振动器有限责任公司,17
安阳,2021,安阳钢铁集团有限责任公司,firm,8,安阳钢铁集团有限责任公司,18
安阳,2021,郭振宇,individual,7,郭振宇,19
安阳,2021,安钢集团冷轧有限责任公司,firm,6,安钢集团冷轧有限责任公司,20
安阳,2022,安阳工学院,univ,114,安阳工学院,1
安阳,2022,河南翔宇医疗设备股份有限公司,firm,95,河南翔宇医疗设备股份有限公司,2
安阳,2022,安阳钢铁股份有限公司,firm,84,安阳钢铁股份有限公司,3
安阳,2022,中国农业科学院棉花研究所,univ,70,中国农业科学院棉花研究所,4
安阳,2022,国网河南省电力公司安阳供电公司,firm,50,国网河南省电力公司安阳供电公司,5
安阳,2022,安阳师范学院,univ,37,安阳师范学院,6
安阳,2022,河南旭阳光电科技有限公司,firm,28,河南旭阳光电科技有限公司,7
安阳,2022,河南光远新材料股份有限公司,firm,22,河南光远新材料股份有限公司,8
安阳,2022,濮阳市安阳地区医院,hospital,19,濮阳市安阳地区医院,9
安阳,2022,安阳市第五人民医院,hospital,15,安阳市第五人民医院,10
安阳,2022,河南德力新能源汽车有限公司,firm,13,河南德力新能源汽车有限公司,11
安阳,2022,安阳复星合力新材料股份有限公司,firm,11,安阳复星合力新材料股份有限公司,12
安阳,2022,安阳市肿瘤医院,hospital,11,安阳市肿瘤医院,13
安阳,2022,安阳钢铁集团有限责任公司,firm,11,安阳钢铁集团有限责任公司,14
安阳,2022,安阳市人民医院,hospital,10,安阳市人民医院,15
安阳,2022,林州致远电子科技有限公司,firm,10,林州致远电子科技有限公司,16
安阳,2022,河南省鼎鼎实业有限公司,firm,10,河南省鼎鼎实业有限公司,17
安阳,2022,安阳市中医院,hospital,8,安阳市中医院,18
安阳,2022,中国联合装备集团安阳机械有限公司,firm,7,中国联合装备集团安阳机械有限公司,19
安阳,2022,中海华祥建设发展有限公司,firm,7,中海华祥建设发展有限公司,20
安阳,2023,河南翔宇医疗设备股份有限公司,firm,150,河南翔宇医疗设备股份有限公司,1
安阳,2023,安阳工学院,univ,107,安阳工学院,2
安阳,2023,国网河南省电力公司安阳供电公司,firm,68,国网河南省电力公司安阳供电公司,3
安阳,2023,中国农业科学院棉花研究所,univ,61,中国农业科学院棉花研究所,4
安阳,2023,德力新能源汽车有限公司,firm,50,德力新能源汽车有限公司,5
安阳,2023,安阳师范学院,univ,38,安阳师范学院,6
安阳,2023,安阳钢铁股份有限公司,firm,33,安阳钢铁股份有限公司,7
安阳,2023,河南光远新材料股份有限公司,firm,32,河南光远新材料股份有限公司,8
安阳,2023,河南曲显光电科技有限公司,firm,24,河南曲显光电科技有限公司,9
安阳,2023,河南旭阳光电科技有限公司,firm,22,河南旭阳光电科技有限公司,10
安阳,2023,河南克能新能源科技有限公司,firm,10,河南克能新能源科技有限公司,11
安阳,2023,华能安阳热电有限责任公司,firm,9,华能安阳热电有限责任公司,12
安阳,2023,河南金百合生物科技股份有限公司,firm,8,河南金百合生物科技股份有限公司,13
安阳,2023,安阳睿恒数控机床股份有限公司,firm,7,安阳睿恒数控机床股份有限公司,14
安阳,2023,安阳鑫盛机床股份有限公司,firm,7,安阳鑫盛机床股份有限公司,15
安阳,2023,安阳钢铁集团有限责任公司,firm,7,安阳钢铁集团有限责任公司,16
安阳,2023,河南京能滑州热电有限责任公司,firm,7,河南京能滑州热电有限责任公司,17
安阳,2023,高达建设管理发展有限责任公司,firm,7,高达建设管理发展有限责任公司,18
安阳,2023,国网河南省电力公司滑县供电公司,firm,6,国网河南省电力公司滑县供电公司,19
安阳,2023,汤阴永新化学有限责任公司,firm,6,汤阴永新化学有限责任公司,20
安顺,2008,贵州安大航空锻造有限责任公司,firm,7,贵州安大航空锻造有限责任公司,1
安顺,2008,贵州新安航空机械有限责任公司,firm,5,贵州新安航空机械有限责任公司,2
安顺,2008,贵州盖克无人机有限责任公司,firm,4,贵州盖克无人机有限责任公司,3
安顺,2008,中航贵州飞机有限责任公司,firm,3,中航贵州飞机有限责任公司,4
安顺,2008,王甲南,individual,2,王甲南,5
安顺,2008,贵州云马飞机制造厂,firm,2,贵州云马飞机制造厂,6
安顺,2008,贵州平坝宏大铝化工有限公司,firm,2,贵州平坝宏大铝化工有限公司,7
安顺,2008,周明华,individual,1,周明华,8
安顺,2008,尹博功,individual,1,尹博功,9
安顺,2008,张坤,individual,1,张坤,10
安顺,2008,彭俊雄,individual,1,彭俊雄,11
安顺,2008,梁作龙,individual,1,梁作龙,12
安顺,2008,程皇,individual,1,程皇,13
安顺,2008,肖克贤,individual,1,肖克贤,14
安顺,2008,贵州安吉航空精密铸造有限责任公司,firm,1,贵州安吉航空精密铸造有限责任公司,15
安顺,2008,贵州百灵企业集团制药股份有限公司,firm,1,贵州百灵企业集团制药股份有限公司,16
安顺,2008,贵州省平坝县新峰机电设备有限公司,firm,1,贵州省平坝县新峰机电设备有限公司,17
安顺,2008,贵州红湖机械厂,firm,1,贵州红湖机械厂,18
安顺,2008,郭用华,individual,1,郭用华,19
安顺,2008,陈越培,individual,1,陈越培,20
安顺,2009,贵州红星发展股份有限公司,firm,15,贵州红星发展股份有限公司,1
安顺,2009,贵州百灵企业集团制药股份有限公司,firm,12,贵州百灵企业集团制药股份有限公司,2
安顺,2009,贵州安大航空锻造有限责任公司,firm,9,贵州安大航空锻造有限责任公司,3
安顺,2009,贵州云马飞机制造厂,firm,4,贵州云马飞机制造厂,4
安顺,2009,贵州黎阳航空发动机公司,firm,4,贵州黎阳航空发动机公司,5
安顺,2009,中航贵州飞机有限责任公司,firm,3,中航贵州飞机有限责任公司,6
安顺,2009,贵州安吉航空精密铸造有限责任公司,firm,3,贵州安吉航空精密铸造有限责任公司,7
安顺,2009,贵州新安航空机械有限责任公司,firm,3,贵州新安航空机械有限责任公司,8
安顺,2009,贵州航空发动机研究所,research,3,贵州航空发动机研究所,9
安顺,2009,谭孝蛟,individual,2,谭孝蛟,10
安顺,2009,贵州柳江畜禽有限公司,firm,2,贵州柳江畜禽有限公司,11
安顺,2009,贵州盖克无人机有限责任公司,firm,2,贵州盖克无人机有限责任公司,12
安顺,2009,贵州贵航无人机有限责任公司,firm,2,贵州贵航无人机有限责任公司,13
安顺,2009,贵州黎阳航空动力有限公司,firm,2,贵州黎阳航空动力有限公司,14
安顺,2009,严平,individual,1,严平,15
安顺,2009,乔福军,individual,1,乔福军,16
安顺,2009,唐本芬,individual,1,唐本芬,17
安顺,2009,安顺市西秀区银山茶场,other,1,安顺市西秀区银山茶场,18
安顺,2009,宋小冰,individual,1,宋小冰,19
安顺,2009,宋汝平,individual,1,宋汝平,20
安顺,2010,贵州安大航空锻造有限责任公司,firm,12,贵州安大航空锻造有限责任公司,1
安顺,2010,贵州双阳飞机制造厂,firm,6,贵州双阳飞机制造厂,2
安顺,2010,贵州百灵企业集团制药股份有限公司,firm,5,贵州百灵企业集团制药股份有限公司,3
安顺,2010,贵州安吉航空精密铸造有限责任公司,firm,4,贵州安吉航空精密铸造有限责任公司,4
安顺,2010,肖富洲,individual,3,肖富洲,5
安顺,2010,贵州新安航空机械有限责任公司,firm,3,贵州新安航空机械有限责任公司,6
安顺,2010,贵州红星发展股份有限公司,firm,3,贵州红星发展股份有限公司,7
安顺,2010,贵州贵航无人机有限责任公司,firm,3,贵州贵航无人机有限责任公司,8
安顺,2010,安顺开发区福远蜡染艺术有限公司,firm,2,安顺开发区福远蜡染艺术有限公司,9
安顺,2010,贵州云马飞机制造厂,firm,2,贵州云马飞机制造厂,10
安顺,2010,郭贵明,individual,2,郭贵明,11
安顺,2010,任汝康,individual,1,任汝康,12
安顺,2010,安顺市维权种植有限公司,firm,1,安顺市维权种植有限公司,13
安顺,2010,安顺市西秀区博吉板业有限责任公司,firm,1,安顺市西秀区博吉板业有限责任公司,14
安顺,2010,安顺市西秀区广源绿色油脂有限公司,firm,1,安顺市西秀区广源绿色油脂有限公司,15
安顺,2010,安顺惠烽节能炉具有限责任公司,firm,1,安顺惠烽节能炉具有限责任公司,16
安顺,2010,尹博功,individual,1,尹博功,17
安顺,2010,康纯,individual,1,康纯,18
安顺,2010,徐林猛,individual,1,徐林猛,19
安顺,2010,杨国顺,individual,1,杨国顺,20
安顺,2011,贵州安大航空锻造有限责任公司,firm,22,贵州安大航空锻造有限责任公司,1
安顺,2011,贵州安吉航空精密铸造有限责任公司,firm,4,贵州安吉航空精密铸造有限责任公司,2
安顺,2011,贵州百灵企业集团制药股份有限公司,firm,3,贵州百灵企业集团制药股份有限公司,3
安顺,2011,安顺开发区华美永鑫合金铸造有限公司,firm,2,安顺开发区华美永鑫合金铸造有限公司,4
安顺,2011,安顺惠烽节能炉具有限责任公司,firm,2,安顺惠烽节能炉具有限责任公司,5
安顺,2011,贵州佳特瑞建材科技有限公司,firm,2,贵州佳特瑞建材科技有限公司,6
安顺,2011,贵州柳江畜禽有限公司,firm,2,贵州柳江畜禽有限公司,7
安顺,2011,贵州红星发展股份有限公司,firm,2,贵州红星发展股份有限公司,8
安顺,2011,贵州风雷航空军械有限责任公司,firm,2,贵州风雷航空军械有限责任公司,9
安顺,2011,贵州黎阳航空动力有限公司,firm,2,贵州黎阳航空动力有限公司,10
安顺,2011,贵州龙飞航空附件有限公司,firm,2,贵州龙飞航空附件有限公司,11
安顺,2011,余大刚,individual,1,余大刚,12
安顺,2011,安顺市兰星环保建材有限公司,firm,1,安顺市兰星环保建材有限公司,13
安顺,2011,安顺市虹翼特种钢球制造有限公司,firm,1,安顺市虹翼特种钢球制造有限公司,14
安顺,2011,安顺市西秀区七眼桥昌海植物脚油加工厂,firm,1,安顺市西秀区七眼桥昌海植物脚油加工厂,15
安顺,2011,张振环,individual,1,张振环,16
安顺,2011,张晶磊,individual,1,张晶磊,17
安顺,2011,方贤平,individual,1,方贤平,18
安顺,2011,李忠勇,individual,1,李忠勇,19
安顺,2011,梁松,individual,1,梁松,20
安顺,2012,贵州黎阳航空动力有限公司,firm,28,贵州黎阳航空动力有限公司,1
安顺,2012,贵州红星发展股份有限公司,firm,21,贵州红星发展股份有限公司,2
安顺,2012,贵州安大航空锻造有限责任公司,firm,20,贵州安大航空锻造有限责任公司,3
安顺,2012,安顺市虹翼特种钢球制造有限公司,firm,19,安顺市虹翼特种钢球制造有限公司,4
安顺,2012,韩钊武,individual,18,韩钊武,5
安顺,2012,贵州安吉航空精密铸造有限责任公司,firm,12,贵州安吉航空精密铸造有限责任公司,6
安顺,2012,中航贵州飞机有限责任公司,firm,10,中航贵州飞机有限责任公司,7
安顺,2012,贵州百灵企业集团制药股份有限公司,firm,9,贵州百灵企业集团制药股份有限公司,8
安顺,2012,贵州新安航空机械有限责任公司,firm,8,贵州新安航空机械有限责任公司,9
安顺,2012,贵州虹山虹飞轴承有限责任公司,firm,4,贵州虹山虹飞轴承有限责任公司,10
安顺,2012,贵州风雷航空军械有限责任公司,firm,3,贵州风雷航空军械有限责任公司,11
安顺,2012,韦星光,individual,3,韦星光,12
安顺,2012,安顺供电局,other,2,安顺供电局,13
安顺,2012,安顺市安银科技有限公司,firm,2,安顺市安银科技有限公司,14
安顺,2012,安顺市开发区西王山社区卫生服务站,other,2,安顺市开发区西王山社区卫生服务站,15
安顺,2012,普定县朵贝重华茶业有限责任公司,firm,2,普定县朵贝重华茶业有限责任公司,16
安顺,2012,普定县绿源苗业开发有限公司,firm,2,普定县绿源苗业开发有限公司,17
安顺,2012,贵州永润煤业有限公司,firm,2,贵州永润煤业有限公司,18
安顺,2012,贵州鑫龙食品开发有限公司,firm,2,贵州鑫龙食品开发有限公司,19
安顺,2012,贵州锦绣黔程十字绣有限公司,firm,2,贵州锦绣黔程十字绣有限公司,20
安顺,2013,贵州安大航空锻造有限责任公司,firm,24,贵州安大航空锻造有限责任公司,1
安顺,2013,贵州新安航空机械有限责任公司,firm,14,贵州新安航空机械有限责任公司,2
安顺,2013,贵州黎阳航空动力有限公司,firm,14,贵州黎阳航空动力有限公司,3
安顺,2013,贵州安吉航空精密铸造有限责任公司,firm,13,贵州安吉航空精密铸造有限责任公司,4
安顺,2013,贵州红星发展股份有限公司,firm,11,贵州红星发展股份有限公司,5
安顺,2013,贵州永润煤业有限公司,firm,10,贵州永润煤业有限公司,6
安顺,2013,中航贵州飞机有限责任公司,firm,9,中航贵州飞机有限责任公司,7
安顺,2013,贵州平坝宝地农业科技产业有限公司,firm,6,贵州平坝宝地农业科技产业有限公司,8
安顺,2013,贵州风雷航空军械有限责任公司,firm,5,贵州风雷航空军械有限责任公司,9
安顺,2013,贵州百灵企业集团制药股份有限公司,firm,4,贵州百灵企业集团制药股份有限公司,10
安顺,2013,贵州益众兴业实业有限责任公司,firm,4,贵州益众兴业实业有限责任公司,11
安顺,2013,安顺供电局,other,3,安顺供电局,12
安顺,2013,安顺市虹翼特种钢球制造有限公司,firm,3,安顺市虹翼特种钢球制造有限公司,13
安顺,2013,安顺市西秀区瀑珠茶业有限公司,firm,3,安顺市西秀区瀑珠茶业有限公司,14
安顺,2013,普定县绿源苗业开发有限公司,firm,3,普定县绿源苗业开发有限公司,15
安顺,2013,贵州柳江畜禽有限公司,firm,3,贵州柳江畜禽有限公司,16
安顺,2013,贵州贵航飞机设计研究所,research,3,贵州贵航飞机设计研究所,17
安顺,2013,余星达,individual,2,余星达,18
安顺,2013,关岭百龙汇生物科技有限公司,firm,2,关岭百龙汇生物科技有限公司,19
安顺,2013,关岭自治县丰硕食用菌农民专业合作社,firm,2,关岭自治县丰硕食用菌农民专业合作社,20
安顺,2014,贵州安大航空锻造有限责任公司,firm,35,贵州安大航空锻造有限责任公司,1
安顺,2014,安顺市晶英科技研发有限责任公司,firm,28,安顺市晶英科技研发有限责任公司,2
安顺,2014,贵州黎阳航空动力有限公司,firm,28,贵州黎阳航空动力有限公司,3
安顺,2014,安顺市虹翼特种钢球制造有限公司,firm,25,安顺市虹翼特种钢球制造有限公司,4
安顺,2014,贵州安吉航空精密铸造有限责任公司,firm,19,贵州安吉航空精密铸造有限责任公司,5
安顺,2014,贵州柳江畜禽有限公司,firm,14,贵州柳江畜禽有限公司,6
安顺,2014,贵州新安航空机械有限责任公司,firm,13,贵州新安航空机械有限责任公司,7
安顺,2014,普定县银丰农业科技发展有限公司,firm,12,普定县银丰农业科技发展有限公司,8
安顺,2014,中航贵州飞机有限责任公司,firm,11,中航贵州飞机有限责任公司,9
安顺,2014,安顺市西秀区春实绿化苗木有限公司,firm,10,安顺市西秀区春实绿化苗木有限公司,10
安顺,2014,安顺市西秀区钰霖种养殖农民专业合作社,firm,10,安顺市西秀区钰霖种养殖农民专业合作社,11
安顺,2014,普定县持恒林业科技发展有限公司,firm,6,普定县持恒林业科技发展有限公司,12
安顺,2014,普定县绿源苗业开发有限公司,firm,6,普定县绿源苗业开发有限公司,13
安顺,2014,贵州新峰机电设备有限公司,firm,6,贵州新峰机电设备有限公司,14
安顺,2014,贵州风雷航空军械有限责任公司,firm,6,贵州风雷航空军械有限责任公司,15
安顺,2014,中城建恒远(贵州安顺)新型建材有限公司,firm,5,中城建恒远(贵州安顺)新型建材有限公司,16
安顺,2014,安顺学院,univ,5,安顺学院,17
安顺,2014,平坝特驱种猪繁育有限公司,firm,5,平坝特驱种猪繁育有限公司,18
安顺,2014,贵州省普定县印象朵贝贡茶专业合作社,firm,5,贵州省普定县印象朵贝贡茶专业合作社,19
安顺,2014,贵州虹山虹飞轴承有限责任公司,firm,5,贵州虹山虹飞轴承有限责任公司,20
安顺,2015,安顺市晶英科技研发有限责任公司,firm,40,安顺市晶英科技研发有限责任公司,1
安顺,2015,贵州安大航空锻造有限责任公司,firm,39,贵州安大航空锻造有限责任公司,2
安顺,2015,贵州黎阳航空动力有限公司,firm,32,贵州黎阳航空动力有限公司,3
安顺,2015,安顺市西秀区春实绿化苗木有限公司,firm,31,安顺市西秀区春实绿化苗木有限公司,4
安顺,2015,贵州新安航空机械有限责任公司,firm,17,贵州新安航空机械有限责任公司,5
安顺,2015,贵州安吉航空精密铸造有限责任公司,firm,16,贵州安吉航空精密铸造有限责任公司,6
安顺,2015,贵州汇民力生物科技有限公司,firm,15,贵州汇民力生物科技有限公司,7
安顺,2015,中航贵州飞机有限责任公司,firm,13,中航贵州飞机有限责任公司,8
