city,year,applicant_norm,clean_type,patents,applicant,rank_city_year
永州,2022,湖南科技学院,univ,53,湖南科技学院,1
永州,2022,永州职业技术学院,univ,23,永州职业技术学院,2
永州,2022,湖南捷力泰科技有限公司,firm,15,湖南捷力泰科技有限公司,3
永州,2022,江华贵得科技有限公司,firm,12,江华贵得科技有限公司,4
永州,2022,湖南千山医疗器械有限公司,firm,10,湖南千山医疗器械有限公司,5
永州,2022,湖南国梦科技有限公司,firm,9,湖南国梦科技有限公司,6
永州,2022,湖南金磐精密机械有限公司,firm,9,湖南金磐精密机械有限公司,7
永州,2022,湖南锦络电子股份有限公司,firm,9,湖南锦络电子股份有限公司,8
永州,2022,道县三湘源电子科技有限公司,firm,8,道县三湘源电子科技有限公司,9
永州,2022,永州昊利新材料科技有限公司,firm,7,永州昊利新材料科技有限公司,10
永州,2022,湖南省永神科技有限公司,firm,7,湖南省永神科技有限公司,11
永州,2022,永州市达福鑫显示技术有限责任公司,firm,6,永州市达福鑫显示技术有限责任公司,12
永州,2022,江永县元杰科技有限公司,firm,6,江永县元杰科技有限公司,13
永州,2022,湖南郁葱农林科技股份有限公司,firm,6,湖南郁葱农林科技股份有限公司,14
永州,2022,道县航大电子科技有限公司,firm,6,道县航大电子科技有限公司,15
永州,2022,宁远县第二中学,univ,5,宁远县第二中学,16
永州,2022,永州市浯溪农业开发有限公司,firm,5,永州市浯溪农业开发有限公司,17
永州,2022,湖南兴发保温材料有限公司,firm,5,湖南兴发保温材料有限公司,18
永州,2022,湖南大晶新材料有限公司,firm,5,湖南大晶新材料有限公司,19
永州,2022,湖南省烟草公司永州市公司,firm,5,湖南省烟草公司永州市公司,20
永州,2023,湖南科技学院,univ,103,湖南科技学院,1
永州,2023,永州职业技术学院,univ,31,永州职业技术学院,2
永州,2023,湖南锦络电子股份有限公司,firm,26,湖南锦络电子股份有限公司,3
永州,2023,国家能源集团永州发电有限公司,firm,11,国家能源集团永州发电有限公司,4
永州,2023,湖南省天宇建设工程有限公司,firm,11,湖南省天宇建设工程有限公司,5
永州,2023,湖南省烟草公司永州市公司,firm,11,湖南省烟草公司永州市公司,6
永州,2023,中国农业科学院衡阳红壤实验站,univ,9,中国农业科学院衡阳红壤实验站,7
永州,2023,湖南捷力泰科技有限公司,firm,9,湖南捷力泰科技有限公司,8
永州,2023,国家能源集团龙源江永风力发电有限公司,firm,8,国家能源集团龙源江永风力发电有限公司,9
永州,2023,永州市顺合智能科技有限公司,firm,8,永州市顺合智能科技有限公司,10
永州,2023,蓝山县吉龙粉体制造有限公司,firm,8,蓝山县吉龙粉体制造有限公司,11
永州,2023,湖南沃尔顿新能源科技有限公司,firm,7,湖南沃尔顿新能源科技有限公司,12
永州,2023,永州昊利新材料科技有限公司,firm,6,永州昊利新材料科技有限公司,13
永州,2023,江永县元杰科技有限公司,firm,6,江永县元杰科技有限公司,14
永州,2023,湖南哈默智能装备有限公司,firm,6,湖南哈默智能装备有限公司,15
永州,2023,湖南省麦克斯新能源有限公司,firm,6,湖南省麦克斯新能源有限公司,16
永州,2023,湖南紫金锂业有限公司,firm,6,湖南紫金锂业有限公司,17
永州,2023,湖南金蚂蚁智能装备股份有限公司,firm,6,湖南金蚂蚁智能装备股份有限公司,18
永州,2023,道县三湘源电子科技有限公司,firm,6,道县三湘源电子科技有限公司,19
永州,2023,宁远县九疑兔业开发有限公司,firm,5,宁远县九疑兔业开发有限公司,20
汉中,2008,陕西理工学院,univ,5,陕西理工学院,1
汉中,2008,唐远福,individual,4,唐远福,2
汉中,2008,邵厚仁,individual,4,邵厚仁,3
汉中,2008,汉中八一锌业有限责任公司,firm,3,汉中八一锌业有限责任公司,4
汉中,2008,袁鼎山,individual,3,袁鼎山,5
汉中,2008,陕西汉王药业有限公司,firm,3,陕西汉王药业有限公司,6
汉中,2008,吴小建,individual,2,吴小建,7
汉中,2008,吴振耀,individual,2,吴振耀,8
汉中,2008,宁文礼,individual,2,宁文礼,9
汉中,2008,汉中万目仪电有限责任公司,firm,2,汉中万目仪电有限责任公司,10
汉中,2008,陕西安中机械有限责任公司,firm,2,陕西安中机械有限责任公司,11
汉中,2008,陕西飞机工业(集团)有限公司,firm,2,陕西飞机工业(集团)有限公司,12
汉中,2008,中核陕西铀浓缩有限公司,firm,1,中核陕西铀浓缩有限公司,13
汉中,2008,何锡钧,individual,1,何锡钧,14
汉中,2008,刘健,individual,1,刘健,15
汉中,2008,刘明林,individual,1,刘明林,16
汉中,2008,刘汉林,individual,1,刘汉林,17
汉中,2008,史瑞强,individual,1,史瑞强,18
汉中,2008,周琳,individual,1,周琳,19
汉中,2008,国营东方仪器厂,firm,1,国营东方仪器厂,20
汉中,2009,杨灏,individual,6,杨灏,1
汉中,2009,陕西理工学院,univ,5,陕西理工学院,2
汉中,2009,常堡同,individual,4,常堡同,3
汉中,2009,陕西盛华冶化有限公司,firm,4,陕西盛华冶化有限公司,4
汉中,2009,胡胜录,individual,3,胡胜录,5
汉中,2009,姜用贤,individual,2,姜用贤,6
汉中,2009,宁文礼,individual,2,宁文礼,7
汉中,2009,徐永泽,individual,2,徐永泽,8
汉中,2009,李明杰,individual,2,李明杰,9
汉中,2009,杨灵华,individual,2,杨灵华,10
汉中,2009,陕西白云制药有限公司,firm,2,陕西白云制药有限公司,11
汉中,2009,陕西飞机工业(集团)有限公司,firm,2,陕西飞机工业(集团)有限公司,12
汉中,2009,刘明林,individual,1,刘明林,13
汉中,2009,刘波,individual,1,刘波,14
汉中,2009,勉县锦泰实业有限公司,firm,1,勉县锦泰实业有限公司,15
汉中,2009,周琳,individual,1,周琳,16
汉中,2009,唐玉,individual,1,唐玉,17
汉中,2009,国营长空精密机械制造公司,firm,1,国营长空精密机械制造公司,18
汉中,2009,城固县振华生物科技有限责任公司,firm,1,城固县振华生物科技有限责任公司,19
汉中,2009,宋举,individual,1,宋举,20
汉中,2010,陕西理工学院,univ,20,陕西理工学院,1
汉中,2010,陕西飞机工业(集团)有限公司,firm,11,陕西飞机工业(集团)有限公司,2
汉中,2010,李明杰,individual,5,李明杰,3
汉中,2010,王东,individual,4,王东,4
汉中,2010,国营长空精密机械制造公司,firm,3,国营长空精密机械制造公司,5
汉中,2010,张驰,individual,3,张驰,6
汉中,2010,汉中第一粘合剂有限公司,firm,3,汉中第一粘合剂有限公司,7
汉中,2010,刘隆中,other,2,刘隆中,8
汉中,2010,吴振耀,individual,2,吴振耀,9
汉中,2010,杨发国,individual,2,杨发国,10
汉中,2010,梁永金,individual,2,梁永金,11
汉中,2010,穆欣,individual,2,穆欣,12
汉中,2010,马布云,individual,2,马布云,13
汉中,2010,中核陕西铀浓缩有限公司,firm,1,中核陕西铀浓缩有限公司,14
汉中,2010,刘洪凤,individual,1,刘洪凤,15
汉中,2010,刘玉民,individual,1,刘玉民,16
汉中,2010,勉县大众建材有限公司,firm,1,勉县大众建材有限公司,17
汉中,2010,国营东方仪器厂,firm,1,国营东方仪器厂,18
汉中,2010,城固汉源大鲵训繁有限公司,firm,1,城固汉源大鲵训繁有限公司,19
汉中,2010,安伟,individual,1,安伟,20
汉中,2011,陕西理工学院,univ,35,陕西理工学院,1
汉中,2011,陕西飞机工业(集团)有限公司,firm,12,陕西飞机工业(集团)有限公司,2
汉中,2011,周耀英,individual,9,周耀英,3
汉中,2011,李刚,individual,9,李刚,4
汉中,2011,汉中天成生物工程有限公司,firm,7,汉中天成生物工程有限公司,5
汉中,2011,陕西大秦汉集团有限公司,firm,5,陕西大秦汉集团有限公司,6
汉中,2011,中航电测仪器股份有限公司,firm,3,中航电测仪器股份有限公司,7
汉中,2011,吴振耀,individual,3,吴振耀,8
汉中,2011,国营东方仪器厂,firm,3,国营东方仪器厂,9
汉中,2011,梁忠民,individual,3,梁忠民,10
汉中,2011,陕西汉江机床有限公司,firm,3,陕西汉江机床有限公司,11
汉中,2011,刘隆中,other,2,刘隆中,12
汉中,2011,城固县振华生物科技有限责任公司,firm,2,城固县振华生物科技有限责任公司,13
汉中,2011,常堡同,individual,2,常堡同,14
汉中,2011,汉中天然谷生物科技有限公司,firm,2,汉中天然谷生物科技有限公司,15
汉中,2011,汉川机床集团有限公司,firm,2,汉川机床集团有限公司,16
汉中,2011,王东,individual,2,王东,17
汉中,2011,镇巴县长兴实业有限责任公司,firm,2,镇巴县长兴实业有限责任公司,18
汉中,2011,陕西天达航空标准件有限公司,firm,2,陕西天达航空标准件有限公司,19
汉中,2011,雷立,individual,2,雷立,20
汉中,2012,陕西理工学院,univ,41,陕西理工学院,1
汉中,2012,陕西飞机工业(集团)有限公司,firm,15,陕西飞机工业(集团)有限公司,2
汉中,2012,中航电测仪器股份有限公司,firm,9,中航电测仪器股份有限公司,3
汉中,2012,宁强县老羌寨生态农业发展有限责任公司,firm,5,宁强县老羌寨生态农业发展有限责任公司,4
汉中,2012,陕西汉江机床有限公司,firm,5,陕西汉江机床有限公司,5
汉中,2012,陕西煎茶岭镍业有限公司,firm,5,陕西煎茶岭镍业有限公司,6
汉中,2012,高义富,individual,5,高义富,7
汉中,2012,汉川机床集团有限公司,firm,3,汉川机床集团有限公司,8
汉中,2012,勉县三丰农业科技塑料制品有限公司,firm,2,勉县三丰农业科技塑料制品有限公司,9
汉中,2012,宋维虎,individual,2,宋维虎,10
汉中,2012,汉中市如松弹性体有限责任公司,firm,2,汉中市如松弹性体有限责任公司,11
汉中,2012,汉中新环干式变压器有限责任公司,firm,2,汉中新环干式变压器有限责任公司,12
汉中,2012,西乡县汉南茶业有限责任公司,firm,2,西乡县汉南茶业有限责任公司,13
汉中,2012,镇巴县长兴实业有限责任公司,firm,2,镇巴县长兴实业有限责任公司,14
汉中,2012,陕西东泰能源科技有限公司,firm,2,陕西东泰能源科技有限公司,15
汉中,2012,陕西鹏翔茶业有限公司,firm,2,陕西鹏翔茶业有限公司,16
汉中,2012,三二〇一医院,hospital,1,三二〇一医院,17
汉中,2012,何清平,individual,1,何清平,18
汉中,2012,刘刚,individual,1,刘刚,19
汉中,2012,刘勇,individual,1,刘勇,20
汉中,2013,陕西理工学院,univ,98,陕西理工学院,1
汉中,2013,陕西飞机工业(集团)有限公司,firm,26,陕西飞机工业(集团)有限公司,2
汉中,2013,陕西华燕航空仪表有限公司,firm,8,陕西华燕航空仪表有限公司,3
汉中,2013,中航电测仪器股份有限公司,firm,7,中航电测仪器股份有限公司,4
汉中,2013,肖波,individual,4,肖波,5
汉中,2013,钟志刚,individual,4,钟志刚,6
汉中,2013,吴振耀,individual,3,吴振耀,7
汉中,2013,城固县千彩堂蜂业有限公司,firm,3,城固县千彩堂蜂业有限公司,8
汉中,2013,洋县新成魔芋菌业科技有限公司,firm,3,洋县新成魔芋菌业科技有限公司,9
汉中,2013,陕西汉江机床有限公司,firm,3,陕西汉江机床有限公司,10
汉中,2013,南郑县同利源茧丝绸有限公司,firm,2,南郑县同利源茧丝绸有限公司,11
汉中,2013,周亚刚,individual,2,周亚刚,12
汉中,2013,张磊,individual,2,张磊,13
汉中,2013,彭安泽,individual,2,彭安泽,14
汉中,2013,戴铭恒,individual,2,戴铭恒,15
汉中,2013,汉中市如松弹性体有限责任公司,firm,2,汉中市如松弹性体有限责任公司,16
汉中,2013,汉中永杨医药科技发展有限公司,firm,2,汉中永杨医药科技发展有限公司,17
汉中,2013,略阳县荣昌食用菌种植农民专业合作社,firm,2,略阳县荣昌食用菌种植农民专业合作社,18
汉中,2013,陕西东泰能源科技有限公司,firm,2,陕西东泰能源科技有限公司,19
汉中,2013,陕西天元粮农发展有限公司,firm,2,陕西天元粮农发展有限公司,20
汉中,2014,陕西理工学院,univ,71,陕西理工学院,1
汉中,2014,陕西飞机工业(集团)有限公司,firm,34,陕西飞机工业(集团)有限公司,2
汉中,2014,中航电测仪器股份有限公司,firm,8,中航电测仪器股份有限公司,3
汉中,2014,何文,individual,6,何文,4
汉中,2014,陕西汉江药业集团股份有限公司,firm,6,陕西汉江药业集团股份有限公司,5
汉中,2014,陕西汉江机床有限公司,firm,5,陕西汉江机床有限公司,6
汉中,2014,汉中锌业特种材料有限公司,firm,4,汉中锌业特种材料有限公司,7
汉中,2014,钟志刚,individual,4,钟志刚,8
汉中,2014,陕西大山机械有限公司,firm,3,陕西大山机械有限公司,9
汉中,2014,陕西百圣生物工程有限公司,firm,3,陕西百圣生物工程有限公司,10
汉中,2014,周亚刚,individual,2,周亚刚,11
汉中,2014,周宝龙,individual,2,周宝龙,12
汉中,2014,唐宝安,individual,2,唐宝安,13
汉中,2014,国营长空精密机械制造公司,firm,2,国营长空精密机械制造公司,14
汉中,2014,杨全兴,individual,2,杨全兴,15
汉中,2014,汉中市农业技术推广中心,other,2,汉中市农业技术推广中心,16
汉中,2014,汉中海涛机械有限责任公司,firm,2,汉中海涛机械有限责任公司,17
汉中,2014,汉中珑津木本油业有限公司,firm,2,汉中珑津木本油业有限公司,18
汉中,2014,胡胜录,individual,2,胡胜录,19
汉中,2014,谢永波,individual,2,谢永波,20
汉中,2015,陕西理工学院,univ,152,陕西理工学院,1
汉中,2015,陕西飞机工业(集团)有限公司,firm,39,陕西飞机工业(集团)有限公司,2
汉中,2015,王龙,individual,9,王龙,3
汉中,2015,中航电测仪器股份有限公司,firm,8,中航电测仪器股份有限公司,4
汉中,2015,王家荣,individual,8,王家荣,5
汉中,2015,陕西华燕航空仪表有限公司,firm,7,陕西华燕航空仪表有限公司,6
汉中,2015,汉中领维生物科技发展有限公司,firm,5,汉中领维生物科技发展有限公司,7
汉中,2015,钟志刚,individual,5,钟志刚,8
汉中,2015,唐远福,individual,4,唐远福,9
汉中,2015,张正,individual,4,张正,10
汉中,2015,张钦,individual,4,张钦,11
汉中,2015,汉中燕航精工机械有限公司,firm,4,汉中燕航精工机械有限公司,12
汉中,2015,岳嵩,individual,3,岳嵩,13
汉中,2015,杨军,individual,3,杨军,14
汉中,2015,王丽鹏,individual,3,王丽鹏,15
汉中,2015,陕西天汉生物科技有限公司,firm,3,陕西天汉生物科技有限公司,16
汉中,2015,中核陕西铀浓缩有限公司,firm,2,中核陕西铀浓缩有限公司,17
汉中,2015,吕文今,individual,2,吕文今,18
汉中,2015,周亚刚,individual,2,周亚刚,19
汉中,2015,周宝龙,individual,2,周宝龙,20
汉中,2016,陕西理工学院,univ,125,陕西理工学院,1
汉中,2016,陕西飞机工业(集团)有限公司,firm,52,陕西飞机工业(集团)有限公司,2
汉中,2016,陕西理工大学,univ,33,陕西理工大学,3
汉中,2016,孔令国,individual,18,孔令国,4
汉中,2016,中航电测仪器股份有限公司,firm,14,中航电测仪器股份有限公司,5
汉中,2016,陕西友力实业有限公司,firm,14,陕西友力实业有限公司,6
汉中,2016,弓慧,individual,10,弓慧,7
汉中,2016,李明杰,individual,7,李明杰,8
汉中,2016,汉中市农业科学研究所(陕西省水稻研究所),research,7,汉中市农业科学研究所(陕西省水稻研究所),9
汉中,2016,王家荣,individual,7,王家荣,10
汉中,2016,袁鼎山,individual,7,袁鼎山,11
汉中,2016,何文,individual,6,何文,12
汉中,2016,陕西华燕航空仪表有限公司,firm,6,陕西华燕航空仪表有限公司,13
汉中,2016,中核陕西铀浓缩有限公司,firm,5,中核陕西铀浓缩有限公司,14
汉中,2016,洋县朱鹮有机产业科技咨询有限公司,firm,5,洋县朱鹮有机产业科技咨询有限公司,15
汉中,2016,钟志刚,individual,5,钟志刚,16
汉中,2016,陕西盛华冶化有限公司,firm,5,陕西盛华冶化有限公司,17
汉中,2016,李瑞锋,individual,4,李瑞锋,18
汉中,2016,罗杰,individual,4,罗杰,19
汉中,2016,陕西汉中秦辉生物医药科技有限公司,firm,4,陕西汉中秦辉生物医药科技有限公司,20
汉中,2017,陕西理工大学,univ,146,陕西理工大学,1
汉中,2017,陕西飞机工业(集团)有限公司,firm,60,陕西飞机工业(集团)有限公司,2
汉中,2017,陕西理工学院,univ,56,陕西理工学院,3
汉中,2017,孔令国,individual,38,孔令国,4
汉中,2017,杨培应,individual,32,杨培应,5
汉中,2017,王英,individual,20,王英,6
汉中,2017,王贺臣,individual,20,王贺臣,7
汉中,2017,钟志刚,individual,16,钟志刚,8
汉中,2017,中航电测仪器股份有限公司,firm,14,中航电测仪器股份有限公司,9
汉中,2017,王丽鹏,individual,13,王丽鹏,10
汉中,2017,陈先刚,individual,13,陈先刚,11
汉中,2017,朱晓,individual,12,朱晓,12
汉中,2017,王玲,individual,12,王玲,13
汉中,2017,龚浩,individual,12,龚浩,14
汉中,2017,张莎,individual,10,张莎,15
汉中,2017,王艳玲,individual,10,王艳玲,16
汉中,2017,邓雨佳,individual,10,邓雨佳,17
汉中,2017,徐汉军,individual,9,徐汉军,18
汉中,2017,张钦,individual,8,张钦,19
汉中,2017,陕西宏象房车科技发展有限公司,firm,8,陕西宏象房车科技发展有限公司,20
汉中,2018,陕西理工大学,univ,260,陕西理工大学,1
汉中,2018,陕西飞机工业(集团)有限公司,firm,65,陕西飞机工业(集团)有限公司,2
汉中,2018,汉中斯巴达科技有限公司,firm,50,汉中斯巴达科技有限公司,3
汉中,2018,孔令国,individual,43,孔令国,4
汉中,2018,杨培应,individual,43,杨培应,5
汉中,2018,汉中市途标信息科技有限公司,firm,35,汉中市途标信息科技有限公司,6
汉中,2018,中航电测仪器股份有限公司,firm,22,中航电测仪器股份有限公司,7
汉中,2018,查公祥,other,20,查公祥,8
汉中,2018,钟志刚,individual,20,钟志刚,9
汉中,2018,王玲,individual,16,王玲,10
汉中,2018,陕西宏象房车科技发展有限公司,firm,16,陕西宏象房车科技发展有限公司,11
汉中,2018,余娟,individual,15,余娟,12
汉中,2018,陕西盛华冶化有限公司,firm,13,陕西盛华冶化有限公司,13
汉中,2018,王艳玲,individual,11,王艳玲,14
汉中,2018,刘伟,individual,10,刘伟,15
汉中,2018,杨杰,individual,10,杨杰,16
汉中,2018,洋县朱鹮有机产业科技咨询有限公司,firm,10,洋县朱鹮有机产业科技咨询有限公司,17
汉中,2018,陕西华燕航空仪表有限公司,firm,10,陕西华燕航空仪表有限公司,18
汉中,2018,张莎,individual,9,张莎,19
汉中,2018,陕钢集团汉中钢铁有限责任公司,firm,8,陕钢集团汉中钢铁有限责任公司,20
汉中,2019,陕西理工大学,univ,312,陕西理工大学,1
汉中,2019,陕西飞机工业(集团)有限公司,firm,79,陕西飞机工业(集团)有限公司,2
汉中,2019,杨培应,individual,46,杨培应,3
汉中,2019,李明杰,individual,22,李明杰,4
汉中,2019,中核陕西铀浓缩有限公司,firm,10,中核陕西铀浓缩有限公司,5
汉中,2019,周子恒,individual,8,周子恒,6
汉中,2019,周艳平,individual,8,周艳平,7
汉中,2019,崔译丹,individual,8,崔译丹,8
汉中,2019,汉中市八度阳光科技有限公司,firm,8,汉中市八度阳光科技有限公司,9
汉中,2019,王志军,individual,8,王志军,10
汉中,2019,中航电测仪器股份有限公司,firm,7,中航电测仪器股份有限公司,11
汉中,2019,刘泓亮,individual,7,刘泓亮,12
汉中,2019,岳攀,individual,7,岳攀,13
汉中,2019,商斌,individual,6,商斌,14
汉中,2019,朱晓,individual,6,朱晓,15
汉中,2019,洋县朱鹮有机产业科技咨询有限公司,firm,6,洋县朱鹮有机产业科技咨询有限公司,16
汉中,2019,王新民,individual,6,王新民,17
汉中,2019,袁水清,individual,6,袁水清,18
汉中,2019,袁芬芬,individual,6,袁芬芬,19
汉中,2019,袁鼎山,individual,6,袁鼎山,20
汉中,2020,陕西理工大学,univ,187,陕西理工大学,1
汉中,2020,陕西飞机工业(集团)有限公司,firm,41,陕西飞机工业(集团)有限公司,2
汉中,2020,中航电测仪器股份有限公司,firm,21,中航电测仪器股份有限公司,3
汉中,2020,陕西华燕航空仪表有限公司,firm,19,陕西华燕航空仪表有限公司,4
汉中,2020,陕西东方航空仪表有限责任公司,firm,9,陕西东方航空仪表有限责任公司,5
汉中,2020,汉中三益科技有限责任公司,firm,8,汉中三益科技有限责任公司,6
汉中,2020,汉中市中心医院,hospital,8,汉中市中心医院,7
汉中,2020,国网陕西省电力公司汉中供电公司,firm,7,国网陕西省电力公司汉中供电公司,8
汉中,2020,徐松波,individual,7,徐松波,9
汉中,2020,左伟,individual,6,左伟,10
汉中,2020,李东烨,individual,5,李东烨,11
汉中,2020,汉中木头人科技信息咨询有限公司,firm,5,汉中木头人科技信息咨询有限公司,12
汉中,2020,汉中聚智达远环能科技有限公司,firm,5,汉中聚智达远环能科技有限公司,13
汉中,2020,程卫卫,individual,5,程卫卫,14
汉中,2020,胡建刚,individual,5,胡建刚,15
汉中,2020,陕西顺鑫种猪选育有限公司,firm,5,陕西顺鑫种猪选育有限公司,16
汉中,2020,中核陕西铀浓缩有限公司,firm,4,中核陕西铀浓缩有限公司,17
汉中,2020,吴顺艳,individual,4,吴顺艳,18
汉中,2020,岳攀,individual,4,岳攀,19
汉中,2020,张颖,individual,4,张颖,20
汉中,2021,陕西理工大学,univ,173,陕西理工大学,1
汉中,2021,陕西飞机工业有限责任公司,firm,82,陕西飞机工业有限责任公司,2
汉中,2021,中航电测仪器股份有限公司,firm,26,中航电测仪器股份有限公司,3
汉中,2021,陕西华燕航空仪表有限公司,firm,17,陕西华燕航空仪表有限公司,4
汉中,2021,陕西东方航空仪表有限责任公司,firm,13,陕西东方航空仪表有限责任公司,5
汉中,2021,汉中市中心医院,hospital,10,汉中市中心医院,6
汉中,2021,汉中聚智达远环能科技有限公司,firm,8,汉中聚智达远环能科技有限公司,7
汉中,2021,陕钢集团汉中钢铁有限责任公司,firm,7,陕钢集团汉中钢铁有限责任公司,8
汉中,2021,中核陕西铀浓缩有限公司,firm,5,中核陕西铀浓缩有限公司,9
汉中,2021,张帆,individual,5,张帆,10
汉中,2021,国网陕西省电力公司汉中供电公司,firm,4,国网陕西省电力公司汉中供电公司,11
汉中,2021,曹孟昌,individual,4,曹孟昌,12
汉中,2021,汉中一零一航空电子设备有限公司,firm,4,汉中一零一航空电子设备有限公司,13
汉中,2021,汉中大秦机械有限公司,firm,4,汉中大秦机械有限公司,14
汉中,2021,洋县阿拉丁生物工程有限责任公司,firm,4,洋县阿拉丁生物工程有限责任公司,15
汉中,2021,袁仕儒,individual,4,袁仕儒,16
汉中,2021,陕西凯尔利尼冷冻空调有限公司,firm,4,陕西凯尔利尼冷冻空调有限公司,17
汉中,2021,陕西百味园网络科技有限公司,firm,4,陕西百味园网络科技有限公司,18
汉中,2021,陕钢集团产业创新研究院有限公司,firm,4,陕钢集团产业创新研究院有限公司,19
汉中,2021,任保,individual,3,任保,20
汉中,2022,陕西理工大学,univ,224,陕西理工大学,1
汉中,2022,陕西飞机工业有限责任公司,firm,101,陕西飞机工业有限责任公司,2
汉中,2022,中航电测仪器股份有限公司,firm,45,中航电测仪器股份有限公司,3
汉中,2022,陕西华燕航空仪表有限公司,firm,20,陕西华燕航空仪表有限公司,4
汉中,2022,陕西首铝模架科技有限公司,firm,14,陕西首铝模架科技有限公司,5
汉中,2022,陕西东方航空仪表有限责任公司,firm,11,陕西东方航空仪表有限责任公司,6
汉中,2022,陕钢集团汉中钢铁有限责任公司,firm,10,陕钢集团汉中钢铁有限责任公司,7
汉中,2022,中核陕西铀浓缩有限公司,firm,9,中核陕西铀浓缩有限公司,8
汉中,2022,汉中一零一航空电子设备有限公司,firm,8,汉中一零一航空电子设备有限公司,9
汉中,2022,汉中万利航空装备制造有限公司,firm,8,汉中万利航空装备制造有限公司,10
汉中,2022,汉中市中心医院,hospital,7,汉中市中心医院,11
汉中,2022,陕钢集团产业创新研究院有限公司,firm,6,陕钢集团产业创新研究院有限公司,12
汉中,2022,杨培应,individual,5,杨培应,13
汉中,2022,中核陕铀汉中机电设备制造有限公司,firm,4,中核陕铀汉中机电设备制造有限公司,14
汉中,2022,国网陕西省电力有限公司汉中供电公司,firm,4,国网陕西省电力有限公司汉中供电公司,15
汉中,2022,汉中朝阳机械有限责任公司,firm,4,汉中朝阳机械有限责任公司,16
汉中,2022,汉中聚智达远环能科技有限公司,firm,4,汉中聚智达远环能科技有限公司,17
汉中,2022,罗振,individual,4,罗振,18
汉中,2022,陕西合兴硅砂有限公司,firm,4,陕西合兴硅砂有限公司,19
汉中,2022,陕西天宝矿业有限公司,firm,4,陕西天宝矿业有限公司,20
汉中,2023,陕西理工大学,univ,224,陕西理工大学,1
汉中,2023,陕西飞机工业有限责任公司,firm,86,陕西飞机工业有限责任公司,2
汉中,2023,陕西华燕航空仪表有限公司,firm,27,陕西华燕航空仪表有限公司,3
汉中,2023,中核陕西铀浓缩有限公司,firm,19,中核陕西铀浓缩有限公司,4
汉中,2023,中航电测仪器股份有限公司,firm,10,中航电测仪器股份有限公司,5
汉中,2023,陕西东城皓宇新材料科技有限公司,firm,8,陕西东城皓宇新材料科技有限公司,6
汉中,2023,陕钢集团汉中钢铁有限责任公司,firm,8,陕钢集团汉中钢铁有限责任公司,7
汉中,2023,陕西天谷药业有限公司,firm,6,陕西天谷药业有限公司,8
汉中,2023,陕西森盛菌业科技有限公司,firm,6,陕西森盛菌业科技有限公司,9
汉中,2023,陕西汉江药业集团股份有限公司,firm,6,陕西汉江药业集团股份有限公司,10
汉中,2023,勉县盛翔矿业有限责任公司,firm,4,勉县盛翔矿业有限责任公司,11
汉中,2023,杨培应,individual,4,杨培应,12
汉中,2023,汉中大成电子科技有限公司,firm,4,汉中大成电子科技有限公司,13
汉中,2023,汉中市华瑞牡丹生物科技有限公司,firm,4,汉中市华瑞牡丹生物科技有限公司,14
汉中,2023,汉中禹龙科技新材料有限公司,firm,4,汉中禹龙科技新材料有限公司,15
汉中,2023,汉中市中心医院,hospital,3,汉中市中心医院,16
汉中,2023,汉中市芳悦茶业科技有限公司,firm,3,汉中市芳悦茶业科技有限公司,17
汉中,2023,洋县农产品质量安全监测检验中心,other,3,洋县农产品质量安全监测检验中心,18
汉中,2023,洋县朱鹮有机产业科技咨询有限公司,firm,3,洋县朱鹮有机产业科技咨询有限公司,19
汉中,2023,陕西地矿汉中检测有限公司,firm,3,陕西地矿汉中检测有限公司,20
汕头,2008,广东拉芳日化有限公司,firm,11,广东拉芳日化有限公司,1
汕头,2008,汕头大学,univ,10,汕头大学,2
汕头,2008,广东奥飞动漫文化股份有限公司,firm,7,广东奥飞动漫文化股份有限公司,3
汕头,2008,广东名臣有限公司,firm,6,广东名臣有限公司,4
汕头,2008,汕头市远东轻化装备有限公司,firm,5,汕头市远东轻化装备有限公司,5
汕头,2008,汕头超声仪器研究所,research,5,汕头超声仪器研究所,6
汕头,2008,广东富味制果厂有限公司,firm,4,广东富味制果厂有限公司,7
汕头,2008,广东省金叶烟草薄片技术开发有限公司,firm,4,广东省金叶烟草薄片技术开发有限公司,8
汕头,2008,彭学勤,other,4,彭学勤,9
汕头,2008,徐志强,individual,4,徐志强,10
汕头,2008,汕头超声印制板公司,firm,4,汕头超声印制板公司,11
汕头,2008,陈梓平,individual,4,陈梓平,12
汕头,2008,徐艳萍,individual,3,徐艳萍,13
汕头,2008,汕头市大千高新科技研究中心有限公司,firm,3,汕头市大千高新科技研究中心有限公司,14
汕头,2008,汕头超声印制板(二厂)有限公司,firm,3,汕头超声印制板(二厂)有限公司,15
汕头,2008,汕头超声显示器(二厂)有限公司,firm,3,汕头超声显示器(二厂)有限公司,16
汕头,2008,谢绍河,individual,3,谢绍河,17
汕头,2008,钟明华,individual,3,钟明华,18
汕头,2008,刘洋,individual,2,刘洋,19
汕头,2008,广东万年青制药有限公司,firm,2,广东万年青制药有限公司,20
汕头,2009,广东光华化学厂有限公司,firm,18,广东光华化学厂有限公司,1
汕头,2009,汕头大学,univ,18,汕头大学,2
汕头,2009,广东名臣有限公司,firm,14,广东名臣有限公司,3
汕头,2009,汕头市奥山服饰有限公司,firm,11,汕头市奥山服饰有限公司,4
汕头,2009,广东拉芳日化有限公司,firm,9,广东拉芳日化有限公司,5
