policy_name,batch_year,raw_region_name,mapping_level,coding,matched_city_count,matched_cities,rows_marked,source_name,source_url,note
broadband_china_pilot,2016,衡阳市,city,city,1,衡阳,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,益阳市,city,city,1,益阳,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,玉林市,city,city,1,玉林,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,海口市,city,city,1,海口,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,雅安市,city,city,1,雅安,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,泸州市,city,city,1,泸州,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,南充市,city,city,1,南充,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,遵义市,city,city,1,遵义,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,文山壮族苗族自治州,city,city,1,文山壮族苗族自治州,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,拉萨市,city,city,1,拉萨,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
broadband_china_pilot,2016,林芝市,city,city,1,林芝,8,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,
