policy_name,batch_year,raw_region_name,parent_city_for_t10,province_hint,mapping_level,source_name,source_url,confidence,note
broadband_china_pilot,2015,宜宾市,宜宾,,city,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,达州市,达州,,city,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,玉溪市,玉溪,,city,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,兰州市,兰州,,city,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,张掖市,张掖,,city,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,固原市,固原,,city,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,中卫市,中卫,,city,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,克拉玛依市,克拉玛依,,city,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,重庆市江津区,重庆,,district_mapped_to_municipality,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2015,重庆市荣昌区,重庆,,district_mapped_to_municipality,MIIT/NDRC 2015 Broadband China demonstration cities PDF,https://wap.miit.gov.cn/cms_files/filemanager/oldfile/miit/n973401/n1234279/n1234452/n1234453/c4376770/part/4376771.pdf,high,
broadband_china_pilot,2016,阳泉市,阳泉,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,晋中市,晋中,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,乌海市,乌海,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,包头市,包头,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
broadband_china_pilot,2016,通辽市,通辽,,city,MIIT/NDRC 2016 Broadband China demonstration cities via CAC mirror,https://www.cac.gov.cn/2016-07/26/c_1119279053.htm,high,
