license_no,license_year,company,city,province,idc_scope,location_source
B1-20160369,2016,深圳市光网世纪科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
浙B1-20190018,2019,金华博帆网络科技有限公司,金华市,浙江省,nan,scope_city_or_fallback
浙B1.B2-20160734,2016,浙江嘉合网络科技有限公司,嘉兴市,浙江省,嘉兴市,scope_city_or_fallback
川B2-20080058,2008,成都西维数码科技有限公司,成都市,四川省,nan,scope_city_or_fallback
B1-20172862,2017,上海忠恕物联网科技有限公司,上海市,上海市,北京市;上海市;广州市,scope_city_or_fallback
B1-20172862,2017,上海忠恕物联网科技有限公司,北京市,北京市,北京市;上海市;广州市,scope_city_or_fallback
B1-20172862,2017,上海忠恕物联网科技有限公司,广州市,广东省,北京市;上海市;广州市,scope_city_or_fallback
B1-20171493,2017,东网科技有限公司,呼和浩特市,内蒙古自治区,呼和浩特市;沈阳市,scope_city_or_fallback
B1-20171493,2017,东网科技有限公司,沈阳市,辽宁省,呼和浩特市;沈阳市,scope_city_or_fallback
A2.B1.B2-20204182,2020,北京中创易通科技有限公司,北京市,北京市,nan,scope_city_or_fallback
京B1-20150079,2015,北京九云无限网络科技有限公司,北京市,北京市,北京市,scope_city_or_fallback
A2.B1-20130270,2013,北京万国长安科技有限公司,上海市,上海市,苏州市;成都市;深圳市;上海市;广州市;北京市,scope_city_or_fallback
A2.B1-20130270,2013,北京万国长安科技有限公司,北京市,北京市,苏州市;成都市;深圳市;上海市;广州市;北京市,scope_city_or_fallback
A2.B1-20130270,2013,北京万国长安科技有限公司,广州市,广东省,苏州市;成都市;深圳市;上海市;广州市;北京市,scope_city_or_fallback
A2.B1-20130270,2013,北京万国长安科技有限公司,成都市,四川省,苏州市;成都市;深圳市;上海市;广州市;北京市,scope_city_or_fallback
A2.B1-20130270,2013,北京万国长安科技有限公司,深圳市,广东省,苏州市;成都市;深圳市;上海市;广州市;北京市,scope_city_or_fallback
A2.B1-20130270,2013,北京万国长安科技有限公司,苏州市,江苏省,苏州市;成都市;深圳市;上海市;广州市;北京市,scope_city_or_fallback
B1.B2-20160108,2016,北京北天信通网络技术有限公司,北京市,北京市,天津市;北京市,scope_city_or_fallback
B1.B2-20160108,2016,北京北天信通网络技术有限公司,天津市,天津市,天津市;北京市,scope_city_or_fallback
B1-20180458,2018,河南互网科技有限公司,郑州市,河南省,nan,scope_city_or_fallback
B1-20221810,2022,辽宁心潮云科技有限公司,葫芦岛市,辽宁省,nan,scope_city_or_fallback
辽B-1-4-20060004,2006,,大连市,辽宁省,nan,scope_city_or_fallback
B1.B2-20221595,2022,上海雄槟科技有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20191209,2019,北京瀚瑞德网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20202449,2020,内蒙古佳乐数据技术有限公司,鄂尔多斯市,内蒙古自治区,nan,scope_city_or_fallback
B1.B2-20233984,2023,四川龙章凤彩网络科技有限公司,成都市,四川省,nan,scope_city_or_fallback
滇B2-20060036,2006,昆明东讯科技有限公司,昆明市,云南省,nan,scope_city_or_fallback
B1-20213050,2021,深圳市星之鑫电子技术有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20214413,2021,四川源宝利科技有限公司,成都市,四川省,nan,scope_city_or_fallback
A2.B1-20201269,2020,上海舜恒网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
浙B1.B2-20170621,2017,杭州意拓数字科技有限公司,宁波市,浙江省,宁波市,scope_city_or_fallback
B1-20160909,2016,武汉世捷通网络信息技术有限公司,北京市,北京市,荆州市;北京市,scope_city_or_fallback
B1-20160909,2016,武汉世捷通网络信息技术有限公司,荆州市,湖北省,荆州市;北京市,scope_city_or_fallback
B1-20224704,2022,北京涵鑫盛科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20182902,2018,北京世纪腾云通信技术有限责任公司,北京市,北京市,nan,scope_city_or_fallback
B1-20211960,2021,麦田云网（杭州）信息技术有限公司,杭州市,浙江省,nan,scope_city_or_fallback
滇B1.B2-20060036,2006,昆明东讯科技有限公司,昆明市,云南省,云南省,scope_city_or_fallback
A2.B1-20241426,2024,广州市德菲通信科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20173146,2017,广东志享信息科技有限公司,东莞市,广东省,nan,scope_city_or_fallback
B1-20203901,2020,上海繁睿信息技术有限公司,上海市,上海市,nan,scope_city_or_fallback
冀B1.B2-20210061,2021,承德北网通信工程有限公司,承德市,河北省,nan,scope_city_or_fallback
A2.B1-20223435,2022,深圳市飞腾云科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20214792,2021,北京慧成久福科技有限公司,北京市,北京市,nan,scope_city_or_fallback
渝B1.B2-20140022,2014,重庆网丛网络科技有限公司,重庆市,重庆市,重庆市,scope_city_or_fallback
B1.B2-20181719,2018,山东广电信通网络运营有限公司,济南市,山东省,nan,scope_city_or_fallback
湘B1-20170062,2017,长沙翼创信息技术有限公司,衡阳市,湖南省,长沙市;衡阳市,scope_city_or_fallback
湘B1-20170062,2017,长沙翼创信息技术有限公司,长沙市,湖南省,长沙市;衡阳市,scope_city_or_fallback
B1.B2-20220463,2022,北京淘浦时代科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20230195,2023,深圳市信士盛科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20224021,2022,北京九州高畅科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20194435,2019,深圳市德骜数据有限公司,深圳市,广东省,nan,scope_city_or_fallback
京B1-20170683,2017,国富光启（北京）科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20200996,2020,上海华盎科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20231329,2023,重庆探长网络科技有限公司,重庆市,重庆市,nan,scope_city_or_fallback
京B1-20140085,2014,富盛科技股份有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20225665,2022,鞍山鑫吉信通信技术服务有限公司,鞍山市,辽宁省,nan,scope_city_or_fallback
合字B1.B2-20170009,2017,上海奈盛通信科技有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20211205,2021,橙云数讯（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
陕B2-20090102,2009,西安天互通信有限公司,西安市,陕西省,nan,scope_city_or_fallback
B1-20161117,2016,广州云启网络科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1.B2-20221300,2022,上海惟偲科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20231560,2023,陕西万网互通网络科技有限责任公司,榆林市,陕西省,nan,scope_city_or_fallback
B1-20224191,2022,贵州南数网络有限公司,贵阳市,贵州省,nan,scope_city_or_fallback
B1.B2-20224500,2022,北京智慧禹科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20100092,2010,上海易声通信技术发展有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20220242,2022,深圳市世态树科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20090064,2009,方正宽带网络服务有限公司,北京市,北京市,天津市;北京市,scope_city_or_fallback
B1.B2-20090064,2009,方正宽带网络服务有限公司,天津市,天津市,天津市;北京市,scope_city_or_fallback
B1-20225278,2022,广州拓立科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1-20243058,2024,深圳中数云谷科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20223862,2022,江苏巴能门网络科技有限公司,徐州市,江苏省,nan,scope_city_or_fallback
B1.B2-20221593,2022,北京云讯视通科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20230075,2023,中奕昌盛（北京）建设有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20191816,2019,上海珍岛网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20221570,2022,河北钢谷物联科技股份有限公司,唐山市,河北省,nan,scope_city_or_fallback
辽B-1-4-20070003,2007,,大连市,辽宁省,nan,scope_city_or_fallback
浙B1-20210603,2021,浙江华云信息科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1.B2-20194334,2019,厦门速盟科技有限公司,厦门市,福建省,nan,scope_city_or_fallback
B1-20196154,2019,宁德博鑫网络科技有限公司,宁德市,福建省,nan,scope_city_or_fallback
B1-20214699,2021,博昉网络科技服务（南京）有限公司,南京市,江苏省,nan,scope_city_or_fallback
苏B1-20160240,2016,无锡智慧行科技有限公司,无锡市,江苏省,nan,scope_city_or_fallback
桂B1-20210436,2021,广西和尔沃信息科技有限公司,南宁市,广西壮族自治区,nan,scope_city_or_fallback
A2.B1-20222501,2022,北京创盈嘉信科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20222849,2022,武汉百俊欣商贸有限公司,武汉市,湖北省,nan,scope_city_or_fallback
B1-20213032,2021,湖南合鑫网络科技有限公司,衡阳市,湖南省,nan,scope_city_or_fallback
B1-20170829,2017,广东华云世纪科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1.B2-20214331,2021,广州九微信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
A2.B1.B2-20242921,2024,神州天下（大连）信息技术有限公司,大连市,辽宁省,nan,scope_city_or_fallback
京B2-20150033,2015,北京互联畅达通信技术有限公司,北京市,北京市,北京市,scope_city_or_fallback
B1.B2-20210532,2021,山东青鸟工业互联网有限公司,济南市,山东省,nan,scope_city_or_fallback
B1.B2-20235361,2023,长岛县庙岛妈祖文化园旅游投资有限公司,烟台市,山东省,nan,scope_city_or_fallback
A2.B1.B2-20230085,2023,神州天骏（北京）科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20140499,2014,深圳市辰赛智能科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20210936,2021,深圳宝莲网络有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20213568,2021,江苏零零发信息科技有限公司,徐州市,江苏省,nan,scope_city_or_fallback
A2.B1.B2-20224634,2022,北京智联卓越科技有限公司,北京市,北京市,nan,scope_city_or_fallback
浙B1-20201517,2020,浙江朗华信息技术有限公司,杭州市,浙江省,nan,scope_city_or_fallback
豫B1-20201515,2020,河南惠众大数据科技有限公司,郑州市,河南省,nan,scope_city_or_fallback
B1-20201630,2020,北京光环迅通数字技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20201432,2020,北京易播无忧科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20221811,2022,赣州奇享网络有限公司,赣州市,江西省,nan,scope_city_or_fallback
B1.B2-20203797,2020,北京七壹技术开发有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20211239,2021,智宽云（江苏）科技有限公司,苏州市,江苏省,nan,scope_city_or_fallback
B1-20201946,2020,上海耘存科技发展有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20172866,2017,深圳市搜算科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1.B2-20212796,2021,上海优咔网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
A2.B1-20213617,2021,中网吉林省电信服务有限公司,长春市,吉林省,nan,scope_city_or_fallback
B1-20172857,2017,贵州优磐科技有限公司,贵阳市,贵州省,nan,scope_city_or_fallback
A2.B1-20191782,2019,无锡尚航数据有限公司,无锡市,江苏省,nan,scope_city_or_fallback
B1-20202007,2020,江苏美杜莎信息科技有限公司,淮安市,江苏省,nan,scope_city_or_fallback
蒙B2-20010006,2001,内蒙古电都技术有限公司,呼和浩特市,内蒙古自治区,nan,scope_city_or_fallback
A2.B1.B2-20221652,2022,深圳市中成通信有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20200624,2020,北京工信融创云科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20220383,2022,上海奥皓云端数据科技有限公司,上海市,上海市,nan,scope_city_or_fallback
B1-20224111,2022,沈阳外云科技有限公司,沈阳市,辽宁省,nan,scope_city_or_fallback
A2.B1.B2-20195639,2019,江苏今浪信息技术有限公司,常州市,江苏省,nan,scope_city_or_fallback
B1-20183504,2018,广州市银狐网络有限公司,广州市,广东省,nan,scope_city_or_fallback
B1.B2-20190366,2019,北京迅时科技有限责任公司,北京市,北京市,nan,scope_city_or_fallback
黑备20101521,2010,,北京市,北京市,nan,scope_city_or_fallback
B1-20202333,2020,东莞市兆速网络有限公司,东莞市,广东省,nan,scope_city_or_fallback
辽B1.B2-20110012,2011,大连奇云网络有限公司,大连市,辽宁省,大连市,scope_city_or_fallback
B1.B2-20160971,2016,北京巨云时代技术有限公司,北京市,北京市,nan,scope_city_or_fallback
B1.B2-20211790,2021,北京啦酷啦卡网络科技有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20170249,2017,北京九云无限网络科技有限公司,北京市,北京市,石家庄市;济南市;广州市;北京市;西安市,scope_city_or_fallback
A2.B1-20170249,2017,北京九云无限网络科技有限公司,广州市,广东省,石家庄市;济南市;广州市;北京市;西安市,scope_city_or_fallback
A2.B1-20170249,2017,北京九云无限网络科技有限公司,济南市,山东省,石家庄市;济南市;广州市;北京市;西安市,scope_city_or_fallback
A2.B1-20170249,2017,北京九云无限网络科技有限公司,石家庄市,河北省,石家庄市;济南市;广州市;北京市;西安市,scope_city_or_fallback
A2.B1-20170249,2017,北京九云无限网络科技有限公司,西安市,陕西省,石家庄市;济南市;广州市;北京市;西安市,scope_city_or_fallback
鲁B1-20190005,2019,山东麻利信息技术有限公司,济南市,山东省,nan,scope_city_or_fallback
B1-20235897,2023,深圳市华瑞云网络科技有限公司,深圳市,广东省,nan,scope_city_or_fallback
B1-20171503,2017,江苏圣旺科技有限公司,泰州市,江苏省,泰州市;福州市,scope_city_or_fallback
B1-20171503,2017,江苏圣旺科技有限公司,福州市,福建省,泰州市;福州市,scope_city_or_fallback
B1-20221118,2022,北京华凯信达科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20190916,2019,江苏英拓云计算有限公司,徐州市,江苏省,nan,scope_city_or_fallback
京B2-20060018,2006,北京博大网通科技发展有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1-20172020,2017,广州市舜航信息科技有限公司,广州市,广东省,nan,scope_city_or_fallback
B1.B2-20160804,2016,北京友普信息技术有限公司,北京市,北京市,nan,scope_city_or_fallback
A2.B1.B2-20150197,2015,北京丰科瑞智信息技术有限公司,石家庄市,河北省,石家庄市;北京市 在线数据处理与交易处理业务,scope_city_or_fallback
A2.B1.B2-20241073,2024,北京亿成科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20200186,2020,杭州中信智能工程有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1.B2-20223025,2022,北京创风科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20211773,2021,杭州萌原电子信息科技有限公司,杭州市,浙江省,nan,scope_city_or_fallback
B1-20161179,2016,广网数据服务（北京）有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20203858,2020,北京众联永信科技有限公司,北京市,北京市,nan,scope_city_or_fallback
B1-20161237,2016,广州市维腾数据服务有限公司,广州市,广东省,nan,scope_city_or_fallback
A2.B1-20194867,2019,上海穗源网络科技有限公司,上海市,上海市,nan,scope_city_or_fallback
