city,year,scope,total_patents,active_applicants,hhi,top1_share,top5_share,top10_share,effective_applicants,new_applicants,new_patents,new_applicant_share,roll_top_patents,roll_top_share,base_top_patents,base_top_share,roll_top_n,base_top_n,province,idc_scope_new,idc_scope_stock,ln1p_idc_scope_new,ln1p_idc_scope_stock,ln1p_idc_scope_stock_l1,idc_registered_new,idc_registered_stock,ln1p_idc_registered_new,ln1p_idc_registered_stock,ln1p_idc_registered_stock_l1,idc_combined_new,idc_combined_stock,ln1p_idc_combined_new,ln1p_idc_combined_stock,ln1p_idc_combined_stock_l1,merge_idc_split,ln1p_total_patents,ln1p_active_applicants,ln1p_new_applicants,ln1p_new_patents,incumbent_patents,ln1p_incumbent_patents,incumbent_share,city_id,province_id,base_ln_patents,base_hhi,base_top10,base_active,base_ln_patents_q,base_hhi_q,base_top10_q,base_active_q
七台河,2020,inv_grant_appyear,13,12,0.0887573964497041,0.1538461538461538,0.4615384615384615,0.846153846153846,11.266666666666666,10,10,0.7692307692307693,2,0.1538461538461538,0,0.0,10,10,黑龙江省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2.6390573296152584,2.5649493574615367,2.3978952727983707,2.3978952727983707,3,1.3862943611198906,0.23076923076923078,1,32,1.5958305809273485,0.30277777777777776,1.0,1.5214493971559453,1,4,3,1
七台河,2021,inv_grant_appyear,17,10,0.1557093425605536,0.2941176470588235,0.7058823529411765,1.0,6.4222222222222225,7,7,0.4117647058823529,5,0.2941176470588235,0,0.0,10,10,黑龙江省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2.8903717578961645,2.3978952727983707,2.0794415416798357,2.0794415416798357,10,2.3978952727983707,0.5882352941176471,1,32,1.5958305809273485,0.30277777777777776,1.0,1.5214493971559453,1,4,3,1
七台河,2022,inv_grant_appyear,5,4,0.28,0.4,1.0,1.0,3.571428571428571,2,2,0.4,3,0.6,0,0.0,10,10,黑龙江省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,1.791759469228055,1.6094379124341003,1.0986122886681098,1.0986122886681098,3,1.3862943611198906,0.6,1,32,1.5958305809273485,0.30277777777777776,1.0,1.5214493971559453,1,4,3,1
七台河,2023,inv_grant_appyear,9,6,0.2098765432098765,0.3333333333333333,0.8888888888888891,1.0000000000000002,4.764705882352941,5,8,0.8888888888888888,1,0.1111111111111111,0,0.0,10,10,黑龙江省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2.302585092994046,1.9459101490553132,1.791759469228055,2.1972245773362196,1,0.6931471805599453,0.1111111111111111,1,32,1.5958305809273485,0.30277777777777776,1.0,1.5214493971559453,1,4,3,1
万宁,2008,inv_grant_appyear,3,2,0.5555555555555556,0.6666666666666666,1.0,1.0,1.7999999999999998,1,1,0.3333333333333333,2,0.6666666666666666,3,1.0,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,2,1.0986122886681098,0.6666666666666666,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2009,inv_grant_appyear,2,2,0.5,0.5,1.0,1.0,2.0,1,1,0.5,1,0.5,2,1.0,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,0.5,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2010,inv_grant_appyear,6,2,0.5555555555555556,0.6666666666666666,1.0,1.0,1.7999999999999998,0,0,0.0,6,1.0,6,1.0,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,1.9459101490553132,1.0986122886681098,0.0,0.0,6,1.9459101490553132,1.0,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2011,inv_grant_appyear,11,3,0.4876033057851239,0.6363636363636364,1.0,1.0,2.050847457627119,1,1,0.0909090909090909,10,0.9090909090909092,10,0.9090909090909092,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.4849066497880004,1.3862943611198906,0.6931471805599453,0.6931471805599453,10,2.3978952727983707,0.9090909090909091,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2012,inv_grant_appyear,11,3,0.5702479338842975,0.7272727272727273,1.0,1.0,1.7536231884057971,0,0,0.0,11,1.0,10,0.9090909090909092,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.4849066497880004,1.3862943611198906,0.0,0.0,11,2.4849066497880004,1.0,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2013,inv_grant_appyear,17,5,0.356401384083045,0.5294117647058824,1.0,1.0,2.8058252427184462,3,4,0.2352941176470588,13,0.7647058823529411,13,0.7647058823529411,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.8903717578961645,1.791759469228055,1.3862943611198906,1.6094379124341003,13,2.6390573296152584,0.7647058823529411,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2014,inv_grant_appyear,15,3,0.4755555555555555,0.6,1.0,1.0,2.102803738317758,0,0,0.0,15,1.0,14,0.9333333333333332,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.772588722239781,1.3862943611198906,0.0,0.0,15,2.772588722239781,1.0,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2015,inv_grant_appyear,13,3,0.3609467455621302,0.4615384615384615,1.0,1.0,2.7704918032786883,0,0,0.0,13,1.0,10,0.7692307692307693,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.6390573296152584,1.3862943611198906,0.0,0.0,13,2.6390573296152584,1.0,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2016,inv_grant_appyear,12,4,0.486111111111111,0.6666666666666666,1.0,1.0,2.0571428571428574,2,2,0.1666666666666666,10,0.8333333333333334,10,0.8333333333333334,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.5649493574615367,1.6094379124341003,1.0986122886681098,1.0986122886681098,10,2.3978952727983707,0.8333333333333334,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2017,inv_grant_appyear,7,2,0.7551020408163265,0.8571428571428571,1.0,1.0,1.3243243243243243,0,0,0.0,7,1.0,7,1.0,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.0794415416798357,1.0986122886681098,0.0,0.0,7,2.0794415416798357,1.0,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2018,inv_grant_appyear,7,4,0.3061224489795918,0.4285714285714285,0.9999999999999998,0.9999999999999998,3.2666666666666666,2,3,0.4285714285714285,4,0.5714285714285714,4,0.5714285714285714,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.0794415416798357,1.6094379124341003,1.0986122886681098,1.3862943611198906,4,1.6094379124341003,0.5714285714285714,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2019,inv_grant_appyear,11,5,0.4380165289256197,0.6363636363636364,1.0,1.0,2.283018867924529,3,3,0.2727272727272727,8,0.7272727272727273,8,0.7272727272727273,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.4849066497880004,1.791759469228055,1.3862943611198906,1.3862943611198906,8,2.1972245773362196,0.7272727272727273,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2020,inv_grant_appyear,14,3,0.7448979591836733,0.8571428571428571,1.0,1.0,1.3424657534246578,1,1,0.0714285714285714,13,0.9285714285714286,12,0.8571428571428571,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.70805020110221,1.3862943611198906,0.6931471805599453,0.6931471805599453,13,2.6390573296152584,0.9285714285714286,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2021,inv_grant_appyear,11,5,0.3553719008264462,0.5454545454545454,1.0,1.0,2.8139534883720936,2,3,0.2727272727272727,8,0.7272727272727273,6,0.5454545454545454,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,2.4849066497880004,1.791759469228055,1.0986122886681098,1.3862943611198906,8,2.1972245773362196,0.7272727272727273,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2022,inv_grant_appyear,29,7,0.3246135552913198,0.4137931034482758,0.9310344827586208,1.0,3.080586080586081,3,4,0.1379310344827586,25,0.8620689655172413,23,0.7931034482758621,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,3.4011973816621555,2.0794415416798357,1.3862943611198906,1.6094379124341003,25,3.258096538021482,0.8620689655172413,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
万宁,2023,inv_grant_appyear,5,4,0.28,0.4,1.0,1.0,3.571428571428571,0,0,0.0,4,0.8,3,0.6,10,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,1.791759469228055,1.6094379124341003,0.0,0.0,5,1.791759469228055,1.0,2,1,1.4769389329477711,0.5370370370370371,1.0,1.0986122886681098,1,4,3,1
三亚,2008,inv_grant_appyear,1,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0.0,1,1.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,0.6931471805599453,0.6931471805599453,0.0,0.0,1,0.6931471805599453,1.0,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2009,inv_grant_appyear,2,1,1.0,1.0,1.0,1.0,1.0,1,2,1.0,0,0.0,2,1.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,0,0.0,0.0,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2010,inv_grant_appyear,5,3,0.44,0.6,1.0,1.0,2.2727272727272725,3,5,1.0,0,0.0,5,1.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,1.791759469228055,1.3862943611198906,1.3862943611198906,1.791759469228055,0,0.0,0.0,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2011,inv_grant_appyear,4,4,0.25,0.25,1.0,1.0,4.0,3,3,0.75,1,0.25,1,0.25,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.3862943611198906,1,0.6931471805599453,0.25,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2012,inv_grant_appyear,8,4,0.4375,0.625,1.0,1.0,2.2857142857142856,3,7,0.875,1,0.125,1,0.125,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2.1972245773362196,1.6094379124341003,1.3862943611198906,2.0794415416798357,1,0.6931471805599453,0.125,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2013,inv_grant_appyear,11,5,0.4380165289256197,0.6363636363636364,1.0,1.0,2.283018867924529,4,4,0.3636363636363636,7,0.6363636363636364,0,0.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2.4849066497880004,1.791759469228055,1.6094379124341003,1.6094379124341003,7,2.0794415416798357,0.6363636363636364,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2014,inv_grant_appyear,15,10,0.1644444444444444,0.3333333333333333,0.6666666666666666,1.0,6.081081081081081,7,8,0.5333333333333333,6,0.4,0,0.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2.772588722239781,2.3978952727983707,2.0794415416798357,2.1972245773362196,7,2.0794415416798357,0.4666666666666667,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2015,inv_grant_appyear,21,13,0.1020408163265305,0.1904761904761904,0.619047619047619,0.8571428571428572,9.800000000000002,9,12,0.5714285714285714,6,0.2857142857142857,0,0.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,3.091042453358316,2.6390573296152584,2.302585092994046,2.5649493574615367,9,2.302585092994046,0.42857142857142855,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2016,inv_grant_appyear,23,15,0.0850661625708884,0.1304347826086956,0.5652173913043478,0.7826086956521738,11.755555555555553,8,8,0.3478260869565217,4,0.1739130434782608,3,0.1304347826086956,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,3.1780538303479458,2.772588722239781,2.1972245773362196,2.1972245773362196,15,2.772588722239781,0.6521739130434783,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2017,inv_grant_appyear,49,23,0.0962099125364431,0.2448979591836734,0.5306122448979592,0.7346938775510204,10.393939393939393,15,21,0.4285714285714285,17,0.3469387755102041,2,0.0408163265306122,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,3.912023005428146,3.1780538303479458,2.772588722239781,3.091042453358316,28,3.367295829986474,0.5714285714285714,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2018,inv_grant_appyear,59,25,0.0939385234128124,0.2203389830508474,0.576271186440678,0.7457627118644067,10.64525993883792,19,28,0.4745762711864407,29,0.4915254237288136,0,0.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,4.0943445622221,3.258096538021482,2.995732273553991,3.367295829986474,31,3.4657359027997265,0.5254237288135594,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2019,inv_grant_appyear,87,33,0.0992205046901836,0.2298850574712643,0.5517241379310345,0.7126436781609194,10.078561917443407,23,31,0.3563218390804598,49,0.5632183908045977,0,0.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,4.477336814478207,3.5263605246161616,3.1780538303479458,3.4657359027997265,56,4.04305126783455,0.6436781609195402,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2020,inv_grant_appyear,149,52,0.0640962118823476,0.1476510067114094,0.5033557046979866,0.6308724832214765,15.60154602951511,34,48,0.3221476510067114,56,0.3758389261744966,4,0.0268456375838926,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,5.0106352940962555,3.970291913552122,3.5553480614894135,3.8918202981106265,101,4.624972813284271,0.6778523489932886,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2021,inv_grant_appyear,185,65,0.0377794010226442,0.0972972972972973,0.3675675675675676,0.5027027027027027,26.46945088940448,44,71,0.3837837837837838,58,0.3135135135135135,0,0.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,5.225746673713202,4.189654742026425,3.8066624897703196,4.276666119016055,114,4.74493212836325,0.6162162162162163,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2022,inv_grant_appyear,269,101,0.0262434184159975,0.0966542750929368,0.2713754646840148,0.4014869888475836,38.10479199578726,68,104,0.3866171003717472,58,0.2156133828996282,2,0.0074349442379182,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,5.598421958998375,4.624972813284271,4.23410650459726,4.653960350157523,165,5.111987788356544,0.6133828996282528,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三亚,2023,inv_grant_appyear,543,98,0.04218769607494,0.0902394106813996,0.3793738489871086,0.561694290976059,23.703593536457912,51,138,0.2541436464088398,145,0.2670349907918968,0,0.0,10,10,海南省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,6.298949246855942,4.59511985013459,3.9512437185814275,4.9344739331306915,405,6.0063531596017325,0.7458563535911602,3,21,1.1945063128187032,0.8133333333333334,1.0,0.9241962407465937,1,4,3,1
三明,2008,inv_grant_appyear,9,7,0.1851851851851851,0.3333333333333333,0.7777777777777779,1.0000000000000002,5.4,5,5,0.5555555555555556,0,0.0,4,0.4444444444444444,10,10,福建省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,2.302585092994046,2.0794415416798357,1.791759469228055,1.791759469228055,4,1.6094379124341003,0.4444444444444444,4,25,3.272643221391494,0.09029438145628614,0.6552380952380953,3.0192184281035117,2,2,2,3
三明,2009,inv_grant_appyear,35,28,0.0448979591836734,0.1142857142857142,0.3428571428571428,0.4857142857142857,22.272727272727263,23,27,0.7714285714285715,2,0.0571428571428571,10,0.2857142857142857,10,10,福建省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,3.58351893845611,3.367295829986474,3.1780538303479458,3.332204510175204,8,2.1972245773362196,0.22857142857142856,4,25,3.272643221391494,0.09029438145628614,0.6552380952380953,3.0192184281035117,2,2,2,3
三明,2010,inv_grant_appyear,50,36,0.0407999999999999,0.12,0.3199999999999999,0.4800000000000001,24.509803921568633,28,37,0.74,6,0.12,20,0.4,10,10,福建省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,3.9318256327243257,3.6109179126442243,3.367295829986474,3.6375861597263857,13,2.6390573296152584,0.26,4,25,3.272643221391494,0.09029438145628614,0.6552380952380953,3.0192184281035117,2,2,2,3
三明,2011,inv_grant_appyear,55,39,0.0314049586776859,0.0545454545454545,0.2545454545454545,0.4363636363636364,31.842105263157908,22,28,0.509090909090909,12,0.2181818181818181,12,0.2181818181818181,10,10,福建省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,4.02535169073515,3.6888794541139363,3.1354942159291497,3.367295829986474,27,3.332204510175204,0.4909090909090909,4,25,3.272643221391494,0.09029438145628614,0.6552380952380953,3.0192184281035117,2,2,2,3
三明,2012,inv_grant_appyear,51,40,0.0303729334871203,0.0588235294117647,0.2549019607843137,0.4117647058823529,32.92405063291139,22,24,0.4705882352941176,9,0.1764705882352941,9,0.1764705882352941,10,10,福建省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,3.9512437185814275,3.713572066704308,3.1354942159291497,3.2188758248682006,27,3.332204510175204,0.5294117647058824,4,25,3.272643221391494,0.09029438145628614,0.6552380952380953,3.0192184281035117,2,2,2,3
