city,year,total_patents,top20_patents,top20_firm_share_total,top20_firm_share_top20,top20_government_share_total,top20_government_share_top20,top20_hospital_share_total,top20_hospital_share_top20,top20_individual_share_total,top20_individual_share_top20,top20_other_share_total,top20_other_share_top20,top20_research_share_total,top20_research_share_top20,top20_univ_share_total,top20_univ_share_top20
七台河,2008,10,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2009,18,18,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2010,14,14,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0
七台河,2011,20,20,0.2,0.2,0.0,0.0,0.0,0.0,0.75,0.75,0.05,0.05,0.0,0.0,0.0,0.0
七台河,2012,23,23,0.17391304347826086,0.17391304347826086,0.0,0.0,0.0,0.0,0.782608695652174,0.782608695652174,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0
七台河,2013,76,74,0.6052631578947368,0.6216216216216216,0.0,0.0,0.0,0.0,0.3684210526315789,0.3783783783783784,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2014,23,23,0.2608695652173913,0.2608695652173913,0.0,0.0,0.0,0.0,0.7391304347826086,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2015,83,75,0.6144578313253012,0.68,0.0,0.0,0.0,0.0,0.27710843373493976,0.30666666666666664,0.012048192771084338,0.013333333333333334,0.0,0.0,0.0,0.0
七台河,2016,34,34,0.20588235294117646,0.20588235294117646,0.0,0.0,0.0,0.0,0.7941176470588235,0.7941176470588235,0.0,0.0,0.0,0.0,0.0,0.0
七台河,2017,23,23,0.5652173913043478,0.5652173913043478,0.0,0.0,0.0,0.0,0.391304347826087,0.391304347826087,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0
七台河,2018,45,45,0.4888888888888889,0.4888888888888889,0.0,0.0,0.0,0.0,0.4888888888888889,0.4888888888888889,0.0,0.0,0.022222222222222223,0.022222222222222223,0.0,0.0
七台河,2019,56,51,0.7321428571428571,0.803921568627451,0.0,0.0,0.0,0.0,0.14285714285714285,0.1568627450980392,0.0,0.0,0.03571428571428571,0.0392156862745098,0.0,0.0
七台河,2020,55,44,0.3090909090909091,0.38636363636363635,0.0,0.0,0.0,0.0,0.45454545454545453,0.5681818181818182,0.01818181818181818,0.022727272727272728,0.01818181818181818,0.022727272727272728,0.0,0.0
七台河,2021,91,79,0.4835164835164835,0.5569620253164557,0.0,0.0,0.0,0.0,0.37362637362637363,0.43037974683544306,0.01098901098901099,0.012658227848101266,0.0,0.0,0.0,0.0
七台河,2022,50,39,0.56,0.717948717948718,0.0,0.0,0.0,0.0,0.2,0.2564102564102564,0.0,0.0,0.02,0.02564102564102564,0.0,0.0
七台河,2023,68,53,0.6176470588235294,0.7924528301886793,0.0,0.0,0.014705882352941176,0.018867924528301886,0.1323529411764706,0.16981132075471697,0.014705882352941176,0.018867924528301886,0.0,0.0,0.0,0.0
万宁,2008,6,6,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.5,0.0,0.0
万宁,2009,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.4,0.4,0.0,0.0
万宁,2010,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
万宁,2011,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.8461538461538461,0.8461538461538461,0.0,0.0
万宁,2012,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.59375,0.59375,0.0,0.0,0.40625,0.40625,0.0,0.0
万宁,2013,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.8181818181818182,0.8181818181818182,0.0,0.0
万宁,2014,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.8181818181818182,0.8181818181818182,0.0,0.0
万宁,2015,30,30,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.3,0.3,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0
万宁,2016,21,21,0.0,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7619047619047619,0.7619047619047619,0.0,0.0
万宁,2017,11,11,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.8181818181818182,0.8181818181818182,0.0,0.0
万宁,2018,21,21,0.23809523809523808,0.23809523809523808,0.0,0.0,0.047619047619047616,0.047619047619047616,0.38095238095238093,0.38095238095238093,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
万宁,2019,31,31,0.25806451612903225,0.25806451612903225,0.0,0.0,0.03225806451612903,0.03225806451612903,0.25806451612903225,0.25806451612903225,0.0,0.0,0.45161290322580644,0.45161290322580644,0.0,0.0
万宁,2020,35,35,0.3142857142857143,0.3142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5428571428571428,0.5428571428571428,0.0,0.0
万宁,2021,35,35,0.4,0.4,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.3142857142857143,0.3142857142857143,0.0,0.0
万宁,2022,59,59,0.22033898305084745,0.22033898305084745,0.0,0.0,0.0,0.0,0.06779661016949153,0.06779661016949153,0.0,0.0,0.711864406779661,0.711864406779661,0.0,0.0
万宁,2023,63,61,0.5079365079365079,0.5245901639344263,0.0,0.0,0.015873015873015872,0.01639344262295082,0.06349206349206349,0.06557377049180328,0.0,0.0,0.38095238095238093,0.39344262295081966,0.0,0.0
三亚,2008,4,4,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0
三亚,2009,11,11,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0
三亚,2010,14,14,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0
三亚,2011,7,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
三亚,2012,27,27,0.5925925925925926,0.5925925925925926,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.07407407407407407
三亚,2013,44,44,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.13636363636363635
三亚,2014,50,46,0.56,0.6086956521739131,0.0,0.0,0.04,0.043478260869565216,0.18,0.1956521739130435,0.0,0.0,0.1,0.10869565217391304,0.04,0.043478260869565216
三亚,2015,56,53,0.5,0.5283018867924528,0.0,0.0,0.0,0.0,0.14285714285714285,0.1509433962264151,0.0,0.0,0.21428571428571427,0.22641509433962265,0.08928571428571429,0.09433962264150944
三亚,2016,52,46,0.40384615384615385,0.45652173913043476,0.0,0.0,0.0,0.0,0.17307692307692307,0.1956521739130435,0.038461538461538464,0.043478260869565216,0.17307692307692307,0.1956521739130435,0.09615384615384616,0.10869565217391304
三亚,2017,101,79,0.21782178217821782,0.27848101265822783,0.0,0.0,0.0297029702970297,0.0379746835443038,0.0594059405940594,0.0759493670886076,0.0,0.0,0.33663366336633666,0.43037974683544306,0.13861386138613863,0.17721518987341772
三亚,2018,156,122,0.15384615384615385,0.19672131147540983,0.0,0.0,0.02564102564102564,0.03278688524590164,0.16025641025641027,0.20491803278688525,0.0,0.0,0.2564102564102564,0.32786885245901637,0.1858974358974359,0.23770491803278687
三亚,2019,198,144,0.3383838383838384,0.4652777777777778,0.0,0.0,0.010101010101010102,0.013888888888888888,0.050505050505050504,0.06944444444444445,0.0,0.0,0.17676767676767677,0.24305555555555555,0.15151515151515152,0.20833333333333334
三亚,2020,359,240,0.35097493036211697,0.525,0.0,0.0,0.025069637883008356,0.0375,0.06963788300835655,0.10416666666666667,0.0,0.0,0.12813370473537605,0.19166666666666668,0.0947075208913649,0.14166666666666666
三亚,2021,446,261,0.3071748878923767,0.524904214559387,0.0,0.0,0.01569506726457399,0.02681992337164751,0.0,0.0,0.017937219730941704,0.03065134099616858,0.13901345291479822,0.23754789272030652,0.10538116591928251,0.18007662835249041
三亚,2022,715,344,0.13006993006993006,0.2703488372093023,0.0,0.0,0.026573426573426574,0.055232558139534885,0.0,0.0,0.0,0.0,0.2083916083916084,0.4331395348837209,0.11608391608391608,0.24127906976744187
三亚,2023,1478,889,0.07171853856562922,0.11923509561304838,0.0,0.0,0.03247631935047361,0.05399325084364454,0.0,0.0,0.0,0.0,0.3497970230040595,0.5815523059617548,0.14749661705006767,0.2452193475815523
三明,2008,31,28,0.41935483870967744,0.4642857142857143,0.0,0.0,0.0,0.0,0.4838709677419355,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0
三明,2009,63,38,0.3968253968253968,0.6578947368421053,0.0,0.0,0.0,0.0,0.19047619047619047,0.3157894736842105,0.0,0.0,0.0,0.0,0.015873015873015872,0.02631578947368421
三明,2010,89,58,0.5730337078651685,0.8793103448275862,0.0,0.0,0.0,0.0,0.056179775280898875,0.08620689655172414,0.0,0.0,0.0,0.0,0.02247191011235955,0.034482758620689655
三明,2011,138,73,0.32608695652173914,0.6164383561643836,0.0,0.0,0.0,0.0,0.16666666666666666,0.3150684931506849,0.0,0.0,0.0,0.0,0.036231884057971016,0.0684931506849315
三明,2012,145,72,0.4206896551724138,0.8472222222222222,0.0,0.0,0.0,0.0,0.041379310344827586,0.08333333333333333,0.0,0.0,0.0,0.0,0.034482758620689655,0.06944444444444445
三明,2013,144,67,0.2986111111111111,0.6417910447761194,0.0,0.0,0.0,0.0,0.08333333333333333,0.1791044776119403,0.0,0.0,0.013888888888888888,0.029850746268656716,0.06944444444444445,0.14925373134328357
三明,2014,224,90,0.27232142857142855,0.6777777777777778,0.0,0.0,0.0,0.0,0.049107142857142856,0.12222222222222222,0.0,0.0,0.008928571428571428,0.022222222222222223,0.07142857142857142,0.17777777777777778
三明,2015,253,129,0.1976284584980237,0.3875968992248062,0.0,0.0,0.0,0.0,0.16205533596837945,0.3178294573643411,0.0,0.0,0.015810276679841896,0.031007751937984496,0.13438735177865613,0.26356589147286824
三明,2016,514,228,0.22178988326848248,0.5,0.0,0.0,0.0,0.0,0.14591439688715954,0.32894736842105265,0.0,0.0,0.007782101167315175,0.017543859649122806,0.06809338521400778,0.15350877192982457
三明,2017,531,230,0.17890772128060264,0.41304347826086957,0.0,0.0,0.0,0.0,0.1544256120527307,0.3565217391304348,0.02448210922787194,0.05652173913043478,0.011299435028248588,0.02608695652173913,0.064030131826742,0.14782608695652175
三明,2018,690,301,0.2855072463768116,0.654485049833887,0.0,0.0,0.0,0.0,0.050724637681159424,0.11627906976744186,0.0,0.0,0.0,0.0,0.1,0.2292358803986711
三明,2019,625,291,0.264,0.5670103092783505,0.0,0.0,0.0,0.0,0.0096,0.020618556701030927,0.0,0.0,0.0256,0.054982817869415807,0.1664,0.35738831615120276
三明,2020,852,303,0.19718309859154928,0.5544554455445545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008215962441314555,0.0231023102310231,0.15023474178403756,0.42244224422442245
三明,2021,682,279,0.17595307917888564,0.43010752688172044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23313782991202345,0.5698924731182796
三明,2022,822,315,0.22262773722627738,0.580952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.01904761904761905,0.0170316301703163,0.044444444444444446,0.1362530413625304,0.35555555555555557
三明,2023,815,307,0.2687116564417178,0.7133550488599348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01717791411042945,0.04560260586319218,0.09079754601226994,0.24104234527687296
三沙,2017,8,8,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0
三沙,2020,7,7,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
三沙,2021,12,12,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
三沙,2022,24,24,0.7916666666666666,0.7916666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.0
三沙,2023,22,22,0.9090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0
三门峡,2008,40,33,0.45,0.5454545454545454,0.0,0.0,0.0,0.0,0.3,0.36363636363636365,0.0,0.0,0.075,0.09090909090909091,0.0,0.0
三门峡,2009,55,43,0.6181818181818182,0.7906976744186046,0.0,0.0,0.0,0.0,0.16363636363636364,0.20930232558139536,0.0,0.0,0.0,0.0,0.0,0.0
三门峡,2010,71,51,0.4788732394366197,0.6666666666666666,0.0,0.0,0.0,0.0,0.19718309859154928,0.27450980392156865,0.028169014084507043,0.0392156862745098,0.014084507042253521,0.0196078431372549,0.0,0.0
三门峡,2011,85,53,0.35294117647058826,0.5660377358490566,0.0,0.0,0.0,0.0,0.23529411764705882,0.37735849056603776,0.0,0.0,0.03529411764705882,0.05660377358490566,0.0,0.0
三门峡,2012,85,50,0.49411764705882355,0.84,0.0,0.0,0.0,0.0,0.09411764705882353,0.16,0.0,0.0,0.0,0.0,0.0,0.0
三门峡,2013,144,97,0.5,0.7422680412371134,0.0,0.0,0.0,0.0,0.0763888888888889,0.1134020618556701,0.09722222222222222,0.14432989690721648,0.0,0.0,0.0,0.0
三门峡,2014,145,95,0.5586206896551724,0.8526315789473684,0.0,0.0,0.0,0.0,0.09655172413793103,0.14736842105263157,0.0,0.0,0.0,0.0,0.0,0.0
三门峡,2015,135,80,0.4962962962962963,0.8375,0.0,0.0,0.0,0.0,0.07407407407407407,0.125,0.0,0.0,0.0,0.0,0.022222222222222223,0.0375
三门峡,2016,196,126,0.5,0.7777777777777778,0.0,0.0,0.0,0.0,0.14285714285714285,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
三门峡,2017,186,121,0.521505376344086,0.8016528925619835,0.0,0.0,0.0,0.0,0.10752688172043011,0.1652892561983471,0.0,0.0,0.0,0.0,0.021505376344086023,0.03305785123966942
三门峡,2018,211,101,0.41232227488151657,0.8613861386138614,0.0,0.0,0.0,0.0,0.037914691943127965,0.07920792079207921,0.0,0.0,0.02843601895734597,0.0594059405940594,0.0,0.0
三门峡,2019,242,123,0.4628099173553719,0.9105691056910569,0.0,0.0,0.0,0.0,0.045454545454545456,0.08943089430894309,0.0,0.0,0.0,0.0,0.0,0.0
三门峡,2020,254,117,0.4015748031496063,0.8717948717948718,0.0,0.0,0.0,0.0,0.027559055118110236,0.05982905982905983,0.0,0.0,0.0,0.0,0.031496062992125984,0.06837606837606838
三门峡,2021,372,157,0.32526881720430106,0.7707006369426752,0.0,0.0,0.016129032258064516,0.03821656050955414,0.010752688172043012,0.025477707006369428,0.0,0.0,0.0,0.0,0.06989247311827956,0.16560509554140126
三门峡,2022,443,229,0.3182844243792325,0.6157205240174672,0.0,0.0,0.14672686230248308,0.2838427947598253,0.013544018058690745,0.026200873362445413,0.0,0.0,0.0,0.0,0.03837471783295711,0.07423580786026202
三门峡,2023,356,170,0.43258426966292135,0.9058823529411765,0.0,0.0,0.014044943820224719,0.029411764705882353,0.011235955056179775,0.023529411764705882,0.0,0.0,0.0,0.0,0.019662921348314606,0.041176470588235294
上海,2008,16701,5305,0.07364828453386024,0.23185673892554196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02766301419076702,0.08708765315739868,0.21633435123645292,0.6810556079170593
上海,2009,20792,6397,0.10653135821469796,0.34625605752696575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02111388995767603,0.06862591839924966,0.18002116198537899,0.5851180240737845
上海,2010,23722,7054,0.09463788887952113,0.31825914374822795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015513025883146446,0.05216898213779416,0.18721018463873199,0.6295718741139779
上海,2011,28269,8379,0.10258587144929074,0.3461033536221506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01977431108281156,0.06671440506026972,0.17404223707948635,0.5871822413175797
上海,2012,30906,8778,0.10732543842619556,0.3778765094554568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141720054358377,0.04989747095010253,0.16252507603701546,0.5722260195944406
上海,2013,38207,11202,0.1122830894862198,0.38296732726298877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019629910749339126,0.06695232994108195,0.16127934671657027,0.5500803427959293
上海,2014,37102,11591,0.12729771979947171,0.4074713139504788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006279984906474045,0.02010180312311276,0.17883132984744757,0.5724268829264084
上海,2015,42680,12074,0.11166822867853796,0.3947324830213682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17122774133083413,0.6052675169786318
上海,2016,50774,13162,0.09002639146019617,0.34728764625436864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16920077204868633,0.6527123537456314
上海,2017,58615,12603,0.08717904973129745,0.4054590176941998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12783417214023715,0.5945409823058002
上海,2018,65624,12569,0.04659880531512861,0.24329700055692577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14493173229306353,0.7567029994430742
上海,2019,79595,14759,0.044047992964382186,0.2375499695101294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14137822727558264,0.7624500304898706
上海,2020,96389,16205,0.05679071263318428,0.33779697624190064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004886449698617062,0.029065103363159518,0.10644368133293218,0.6331379203949399
上海,2021,112474,19806,0.06100076462115689,0.34641017873371704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11509326599925317,0.653589821266283
上海,2022,103728,18629,0.056850609285824465,0.316549465886521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12274409995372512,0.683450534113479
上海,2023,110974,19455,0.05406671833041974,0.3084040092521203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12124461585596626,0.6915959907478797
上饶,2008,42,30,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.5714285714285714,0.8,0.0,0.0,0.0,0.0,0.0,0.0
上饶,2009,56,33,0.17857142857142858,0.30303030303030304,0.0,0.0,0.0,0.0,0.375,0.6363636363636364,0.0,0.0,0.0,0.0,0.03571428571428571,0.06060606060606061
上饶,2010,76,53,0.15789473684210525,0.22641509433962265,0.0,0.0,0.0,0.0,0.5394736842105263,0.7735849056603774,0.0,0.0,0.0,0.0,0.0,0.0
上饶,2011,71,43,0.2112676056338028,0.3488372093023256,0.0,0.0,0.0,0.0,0.38028169014084506,0.627906976744186,0.0,0.0,0.0,0.0,0.014084507042253521,0.023255813953488372
上饶,2012,107,68,0.45794392523364486,0.7205882352941176,0.0,0.0,0.0,0.0,0.1308411214953271,0.20588235294117646,0.0,0.0,0.009345794392523364,0.014705882352941176,0.037383177570093455,0.058823529411764705
上饶,2013,154,99,0.4805194805194805,0.7474747474747475,0.0,0.0,0.0,0.0,0.1038961038961039,0.16161616161616163,0.0,0.0,0.0,0.0,0.05844155844155844,0.09090909090909091
上饶,2014,200,107,0.38,0.7102803738317757,0.0,0.0,0.0,0.0,0.13,0.24299065420560748,0.0,0.0,0.0,0.0,0.025,0.04672897196261682
上饶,2015,181,91,0.425414364640884,0.8461538461538461,0.0,0.0,0.0,0.0,0.06077348066298342,0.12087912087912088,0.0,0.0,0.0,0.0,0.016574585635359115,0.03296703296703297
上饶,2016,215,113,0.413953488372093,0.7876106194690266,0.0,0.0,0.0,0.0,0.06976744186046512,0.13274336283185842,0.013953488372093023,0.02654867256637168,0.0,0.0,0.027906976744186046,0.05309734513274336
上饶,2017,573,296,0.45898778359511344,0.8885135135135135,0.0,0.0,0.0,0.0,0.04013961605584642,0.0777027027027027,0.0,0.0,0.0,0.0,0.017452006980802792,0.033783783783783786
上饶,2018,812,423,0.4544334975369458,0.8723404255319149,0.0,0.0,0.0,0.0,0.02832512315270936,0.054373522458628844,0.0,0.0,0.0,0.0,0.038177339901477834,0.07328605200945626
上饶,2019,1128,753,0.6223404255319149,0.9322709163346613,0.0,0.0,0.0,0.0,0.020390070921985817,0.03054448871181939,0.0,0.0,0.013297872340425532,0.0199203187250996,0.01152482269503546,0.017264276228419653
上饶,2020,1236,460,0.34385113268608414,0.9239130434782609,0.0,0.0,0.0,0.0,0.006472491909385114,0.017391304347826087,0.0,0.0,0.006472491909385114,0.017391304347826087,0.015372168284789644,0.041304347826086954
上饶,2021,1116,351,0.26433691756272404,0.8404558404558404,0.0,0.0,0.0,0.0,0.00985663082437276,0.03133903133903134,0.0,0.0,0.011648745519713262,0.037037037037037035,0.02867383512544803,0.09116809116809117
上饶,2022,987,348,0.3292806484295846,0.9339080459770115,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602835,0.020114942528735632,0.0,0.0,0.016210739614994935,0.04597701149425287
上饶,2023,2052,452,0.20955165692007796,0.9513274336283186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010721247563352826,0.048672566371681415
东方,2008,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
东方,2010,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
东方,2011,2,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
东方,2012,5,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
东方,2013,4,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
东方,2014,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
东方,2015,4,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
东方,2016,11,11,0.9090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
东方,2017,18,18,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
东方,2018,22,22,0.3181818181818182,0.3181818181818182,0.0,0.0,0.0,0.0,0.6818181818181818,0.6818181818181818,0.0,0.0,0.0,0.0,0.0,0.0
东方,2019,19,19,0.5789473684210527,0.5789473684210527,0.0,0.0,0.0,0.0,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0
东方,2020,32,32,0.78125,0.78125,0.0,0.0,0.0,0.0,0.21875,0.21875,0.0,0.0,0.0,0.0,0.0,0.0
东方,2021,38,38,0.7631578947368421,0.7631578947368421,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0
东方,2022,55,55,0.9090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
东方,2023,95,91,0.9578947368421052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
东莞,2008,1067,223,0.1640112464854733,0.7847533632286996,0.0,0.0,0.0,0.0,0.03655107778819119,0.17488789237668162,0.0,0.0,0.0,0.0,0.008434864104967198,0.04035874439461883
东莞,2009,1494,329,0.20281124497991967,0.9209726443768997,0.0,0.0,0.0,0.0,0.01740294511378849,0.0790273556231003,0.0,0.0,0.0,0.0,0.0,0.0
东莞,2010,4123,1137,0.10890128547174388,0.39489885664028146,0.0,0.0,0.0,0.0,0.16686878486538928,0.6051011433597185,0.0,0.0,0.0,0.0,0.0,0.0
东莞,2011,2585,716,0.24758220502901354,0.8938547486033519,0.0,0.0,0.0,0.0,0.021663442940038684,0.0782122905027933,0.0,0.0,0.007736943907156673,0.027932960893854747,0.0,0.0
东莞,2012,5227,2362,0.3701932274727377,0.81922099915326,0.0,0.0,0.0,0.0,0.08169121867227855,0.18077900084674006,0.0,0.0,0.0,0.0,0.0,0.0
东莞,2013,6300,2920,0.4138095238095238,0.8928082191780822,0.0,0.0,0.0,0.0,0.04507936507936508,0.09726027397260274,0.0,0.0,0.004603174603174603,0.00993150684931507,0.0,0.0
东莞,2014,6852,2302,0.3201984821949796,0.9530842745438749,0.0,0.0,0.0,0.0,0.009778166958552248,0.029105125977410946,0.0,0.0,0.0,0.0,0.005983654407472271,0.017810599478714162
东莞,2015,10536,5828,0.5321753986332574,0.962079615648593,0.0,0.0,0.0,0.0,0.016135155656795748,0.02916952642415923,0.0,0.0,0.0,0.0,0.004840546697038725,0.008750857927247769
东莞,2016,16738,9062,0.519894850041821,0.9602736702714633,0.0,0.0,0.0,0.0,0.0,0.0,0.004361333492651452,0.008055616861619952,0.0,0.0,0.01714661249850639,0.03167071286691679
东莞,2017,23268,12853,0.5228210417741104,0.9464716408620556,0.0,0.0,0.0,0.0,0.0,0.0,0.010572460030943786,0.01913950050571851,0.0,0.0,0.018996046071858345,0.03438885863222594
东莞,2018,26057,14129,0.495068503665042,0.9130157831410574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030701922707909585,0.005662113383820511,0.04409563648923514,0.08132210347512209
东莞,2019,24458,12237,0.47894349497097066,0.9572607665277437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021383596369286124,0.04273923347225627
东莞,2020,26826,13990,0.4987325728770596,0.956325947105075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009207485275479012,0.017655468191565403,0.013568925669126966,0.02601858470335954
东莞,2021,26698,13412,0.47505431118435837,0.9456456904264837,0.0,0.0,0.0,0.0,0.0,0.0,0.003146303093864709,0.006263048016701462,0.005318750468199865,0.010587533552042947,0.018840362573975578,0.03750372800477184
东莞,2022,23902,11778,0.4651911973893398,0.9440482255051792,0.0,0.0,0.0,0.0,0.0,0.0,0.003472512760438457,0.007047036848361352,0.00719605053970379,0.014603498047206656,0.016902351267676346,0.034301239599252846
东莞,2023,23327,8506,0.3399065460625027,0.9321655302139666,0.0,0.0,0.0,0.0,0.0,0.0,0.0030008145067947013,0.008229485069362802,0.005915891456252411,0.016223841993886667,0.015818579328674927,0.04338114272278392
