symbol,year,patent_count_dedup,invention_count_dedup,strict_ai_title_all_count,ai_compute_title_all_count,strict_ai_title_invention_count,ai_compute_title_invention_count
000570,2017.0,1,1,0,0,0,0
000586,2016.0,15,1,0,0,0,0
000586,2019.0,2,0,0,0,0,0
000586,2022.0,4,0,0,0,0,0
000586,2023.0,3,1,0,0,0,0
000586,2024.0,2,1,0,0,0,0
000595,2018.0,1,0,0,0,0,0
000595,2019.0,1,0,0,0,0,0
000597,2021.0,1,1,0,0,0,0
000599,2007.0,1,0,0,0,0,0
000607,2002.0,1,1,0,0,0,0
000607,2004.0,2,2,0,0,0,0
000607,2022.0,1,0,0,0,0,0
000607,2023.0,1,0,0,0,0,0
000615,2016.0,1,0,0,0,0,0
000615,2018.0,8,0,0,0,0,0
000615,2019.0,5,1,0,0,0,0
000615,2020.0,4,0,0,0,0,0
000615,2021.0,2,0,0,0,0,0
000615,2022.0,13,2,0,0,0,0
000615,2023.0,1,0,0,0,0,0
000623,2006.0,1,1,0,0,0,0
000623,2008.0,1,1,0,0,0,0
000623,2009.0,1,1,0,0,0,0
000623,2022.0,1,1,0,0,0,0
000623,2024.0,2,2,0,0,0,0
000626,2005.0,1,1,0,0,0,0
000626,2023.0,3,3,0,0,0,0
000628,2021.0,1,0,0,1,0,0
000630,2015.0,1,1,0,0,0,0
000635,2008.0,1,1,0,0,0,0
000635,2019.0,1,0,0,0,0,0
000635,2024.0,4,0,0,1,0,0
000636,2016.0,1,0,0,0,0,0
000636,2020.0,1,1,0,0,0,0
000637,2012.0,8,2,0,0,0,0
000637,2015.0,2,0,0,0,0,0
000637,2018.0,7,0,0,0,0,0
000637,2019.0,5,0,0,0,0,0
000637,2020.0,1,0,0,0,0,0
000637,2021.0,2,0,0,0,0,0
000637,2022.0,3,1,0,0,0,0
000637,2023.0,1,0,0,0,0,0
000637,2024.0,2,0,0,0,0,0
000637,2025.0,1,1,0,0,0,0
000638,2016.0,1,1,0,0,0,0
000638,2021.0,1,1,0,0,0,0
000639,2013.0,1,0,0,0,0,0
000650,2004.0,1,1,0,0,0,0
000650,2005.0,2,2,0,0,0,0
000650,2007.0,1,1,0,0,0,0
000651,2008.0,1,1,0,0,0,0
000651,2016.0,1,1,0,0,0,0
000651,2018.0,2,2,0,0,0,0
000651,2019.0,1,1,0,0,0,0
000652,2012.0,1,1,0,0,0,0
000655,2009.0,1,1,0,0,0,0
000656,2007.0,2,0,0,0,0,0
000656,2009.0,1,0,0,0,0,0
000657,2012.0,1,1,0,0,0,0
000657,2014.0,1,1,0,0,0,0
000661,2008.0,3,3,0,0,0,0
000661,2010.0,2,2,0,0,0,0
000661,2011.0,7,7,0,0,0,0
000661,2012.0,6,6,0,0,0,0
000661,2013.0,3,3,0,0,0,0
000661,2014.0,7,7,0,0,0,0
000661,2015.0,4,4,0,0,0,0
000661,2016.0,4,4,0,0,0,0
000661,2017.0,5,5,0,0,0,0
000661,2018.0,8,8,0,0,0,0
000661,2019.0,9,9,0,0,0,0
000661,2020.0,7,7,0,0,0,0
000661,2021.0,13,13,0,0,0,0
000661,2022.0,20,20,0,0,0,0
000661,2023.0,28,28,0,0,0,0
000661,2024.0,14,14,0,0,0,0
000663,2013.0,1,1,0,0,0,0
000671,2021.0,1,0,0,0,0,0
000676,2001.0,1,0,0,0,0,0
000676,2002.0,3,0,0,0,0,0
000676,2003.0,1,0,0,0,0,0
000677,2017.0,3,0,0,0,0,0
000677,2018.0,1,1,0,0,0,0
000677,2019.0,1,1,0,0,0,0
000682,2017.0,2,0,0,0,0,0
000682,2019.0,26,12,0,2,0,2
000682,2020.0,28,5,0,0,0,0
000682,2021.0,50,17,1,3,1,3
000682,2022.0,51,33,0,2,0,2
