city,year,scope,total_patents,active_applicants,hhi,top1_share,top5_share,top10_share,effective_applicants,new_applicants,new_patents,new_applicant_share,roll_top_patents,roll_top_share,roll_mid_inc_patents,roll_mid_inc_share,base_top_patents,base_top_share,base_mid_inc_patents,base_mid_inc_share,ln1p_total_patents,ln1p_active_applicants,ln1p_new_applicants,ln_effective_applicants,roll_top_n,base_top_n,idc_new,idc_stock,province,ln1p_idc_new,ln1p_idc_stock,ln1p_idc_stock_l1,ln1p_idc_new_l1,merge_idc,city_id,province_id,city_cluster,base_ln_patents,base_hhi,base_top10,base_active,base_ln_patents_q,base_hhi_q,base_top10_q,base_active_q
七台河,2018,inv_app_appyear,45,19,0.1407407407407407,0.2666666666666666,0.6666666666666666,0.8,7.105263157894736,13,35,0.7777777777777778,5,0.1111111111111111,5,0.1111111111111111,0,0.0,10,0.2222222222222222,3.828641396489095,2.995732273553991,2.6390573296152584,1.960835799271989,10,10,0.0,0.0,黑龙江省,0.0,0.0,0.0,0.0,both,1,1,1,2.6834614843556737,0.09203829680020154,0.8412698412698413,2.598685991438708,1,3,4,1
七台河,2019,inv_app_appyear,56,25,0.1211734693877551,0.3035714285714285,0.5357142857142857,0.7142857142857143,8.25263157894737,17,39,0.6964285714285714,3,0.0535714285714285,14,0.25,0,0.0,17,0.3035714285714285,4.04305126783455,3.258096538021482,2.8903717578961645,2.1105321287498673,10,10,0.0,0.0,黑龙江省,0.0,0.0,0.0,0.0,both,1,1,1,2.6834614843556737,0.09203829680020154,0.8412698412698413,2.598685991438708,1,3,4,1
七台河,2020,inv_app_appyear,55,31,0.0479338842975206,0.109090909090909,0.3818181818181818,0.5636363636363636,20.86206896551724,21,36,0.6545454545454545,9,0.1636363636363636,10,0.1818181818181818,0,0.0,19,0.3454545454545454,4.02535169073515,3.4657359027997265,3.091042453358316,3.0379326280443673,10,10,0.0,0.0,黑龙江省,0.0,0.0,0.0,0.0,both,1,1,1,2.6834614843556737,0.09203829680020154,0.8412698412698413,2.598685991438708,1,3,4,1
七台河,2021,inv_app_appyear,91,32,0.108320251177394,0.2747252747252747,0.5494505494505495,0.7252747252747253,9.231884057971014,26,46,0.5054945054945055,36,0.3956043956043956,9,0.0989010989010989,0,0.0,45,0.4945054945054945,4.5217885770490405,3.49650756146648,3.295836866004329,2.222663150974904,10,10,0.0,0.0,黑龙江省,0.0,0.0,0.0,0.0,both,1,1,1,2.6834614843556737,0.09203829680020154,0.8412698412698413,2.598685991438708,1,3,4,1
七台河,2022,inv_app_appyear,50,31,0.1088,0.3,0.48,0.58,9.191176470588236,19,20,0.4,21,0.42,9,0.18,0,0.0,30,0.6,3.9318256327243257,3.4657359027997265,2.995732273553991,2.2182439445602946,10,10,0.0,0.0,黑龙江省,0.0,0.0,0.0,0.0,both,1,1,1,2.6834614843556737,0.09203829680020154,0.8412698412698413,2.598685991438708,1,3,4,1
七台河,2023,inv_app_appyear,68,35,0.0903979238754325,0.2647058823529412,0.4558823529411764,0.6029411764705882,11.0622009569378,27,37,0.5441176470588235,25,0.3676470588235294,6,0.088235294117647,0,0.0,31,0.4558823529411764,4.23410650459726,3.58351893845611,3.332204510175204,2.403533977827457,10,10,0.0,0.0,黑龙江省,0.0,0.0,0.0,0.0,both,1,1,1,2.6834614843556737,0.09203829680020154,0.8412698412698413,2.598685991438708,1,3,4,1
万宁,2008,inv_app_appyear,6,3,0.3888888888888889,0.5,1.0,1.0,2.571428571428571,1,2,0.3333333333333333,4,0.6666666666666666,0,0.0,6,1.0,0,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,0.9444616088408512,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2009,inv_app_appyear,5,4,0.28,0.4,1.0,1.0,3.571428571428571,2,3,0.6,1,0.2,1,0.2,5,1.0,0,0.0,1.791759469228055,1.6094379124341005,1.0986122886681098,1.272965675812887,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2010,inv_app_appyear,9,2,0.5555555555555556,0.6666666666666666,1.0,1.0,1.7999999999999998,0,0,0.0,9,1.0,0,0.0,9,1.0,0,0.0,2.302585092994046,1.0986122886681098,0.0,0.587786664902119,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2011,inv_app_appyear,13,4,0.3964497041420118,0.5384615384615384,1.0,1.0,2.5223880597014925,1,1,0.0769230769230769,12,0.9230769230769232,0,0.0,12,0.9230769230769232,0,0.0,2.6390573296152584,1.6094379124341005,0.6931471805599453,0.9252060955321074,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2012,inv_app_appyear,32,5,0.40625,0.53125,1.0,1.0,2.4615384615384617,2,2,0.0625,30,0.9375,0,0.0,13,0.40625,17,0.53125,3.49650756146648,1.791759469228055,1.0986122886681098,0.90078654533819,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2013,inv_app_appyear,22,5,0.3512396694214876,0.4545454545454545,1.0,1.0,2.847058823529412,2,3,0.1363636363636363,19,0.8636363636363636,0,0.0,18,0.8181818181818182,1,0.0454545454545454,3.1354942159291497,1.791759469228055,1.0986122886681098,1.04628646966637,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2014,inv_app_appyear,22,5,0.3636363636363636,0.5,1.0,1.0,2.75,2,3,0.1363636363636363,19,0.8636363636363636,0,0.0,18,0.8181818181818182,1,0.0454545454545454,3.1354942159291497,1.791759469228055,1.0986122886681098,1.01160091167848,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2015,inv_app_appyear,30,4,0.3133333333333333,0.3333333333333333,1.0,1.0,3.1914893617021276,1,1,0.0333333333333333,29,0.9666666666666668,0,0.0,20,0.6666666666666666,9,0.3,3.4339872044851463,1.6094379124341005,0.6931471805599453,1.160487692386197,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2016,inv_app_appyear,21,6,0.4693877551020408,0.6666666666666666,0.9523809523809524,1.0,2.1304347826086953,2,2,0.0952380952380952,18,0.8571428571428571,1,0.0476190476190476,17,0.8095238095238095,2,0.0952380952380952,3.091042453358316,1.9459101490553132,1.0986122886681098,0.7563260821814768,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2017,inv_app_appyear,11,4,0.3884297520661157,0.5454545454545454,1.0,1.0,2.5744680851063833,2,2,0.1818181818181818,9,0.8181818181818182,0,0.0,9,0.8181818181818182,0,0.0,2.4849066497880004,1.6094379124341005,1.0986122886681098,0.9456429438866826,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2018,inv_app_appyear,21,12,0.1473922902494331,0.2857142857142857,0.6666666666666666,0.9047619047619048,6.784615384615385,7,8,0.3809523809523809,12,0.5714285714285714,1,0.0476190476190476,7,0.3333333333333333,6,0.2857142857142857,3.091042453358316,2.5649493574615367,2.0794415416798357,1.914657605551209,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2019,inv_app_appyear,31,8,0.2757544224765869,0.4516129032258064,0.9032258064516128,1.0,3.626415094339623,3,12,0.3870967741935484,19,0.6129032258064516,0,0.0,14,0.4516129032258064,5,0.1612903225806451,3.4657359027997265,2.1972245773362196,1.3862943611198906,1.2882445829840703,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2020,inv_app_appyear,35,11,0.3224489795918367,0.5428571428571428,0.8285714285714286,0.9714285714285714,3.1012658227848102,4,6,0.1714285714285714,25,0.7142857142857143,4,0.1142857142857142,19,0.5428571428571428,10,0.2857142857142857,3.58351893845611,2.4849066497880004,1.6094379124341005,1.1318103580777057,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2021,inv_app_appyear,35,13,0.1493877551020408,0.2857142857142857,0.7428571428571429,0.9142857142857144,6.693989071038252,8,13,0.3714285714285714,20,0.5714285714285714,2,0.0571428571428571,11,0.3142857142857143,11,0.3142857142857143,3.58351893845611,2.6390573296152584,2.1972245773362196,1.9012099701374063,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2022,inv_app_appyear,59,10,0.2823901177822465,0.4406779661016949,0.8983050847457628,1.0,3.541200406917599,6,14,0.2372881355932203,29,0.4915254237288136,16,0.2711864406779661,42,0.711864406779661,3,0.0508474576271186,4.0943445622221,2.3978952727983707,1.9459101490553132,1.2644657676642723,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
万宁,2023,inv_app_appyear,63,22,0.1050642479213907,0.2222222222222222,0.6190476190476191,0.8095238095238095,9.517985611510792,16,24,0.3809523809523809,34,0.5396825396825397,5,0.0793650793650793,24,0.3809523809523809,15,0.238095238095238,4.1588830833596715,3.1354942159291497,2.833213344056216,2.253183230984264,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,left_only,2,2,2,2.013418237092471,0.40814814814814815,1.0,1.3647815207407004,1,4,4,1
三亚,2008,inv_app_appyear,4,4,0.25,0.25,1.0,1.0,4.0,3,3,0.75,1,0.25,0,0.0,1,0.25,1,0.25,1.6094379124341005,1.6094379124341005,1.3862943611198906,1.3862943611198906,10,10,0.0,0.0,海南省,0.0,0.0,0.0,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2009,inv_app_appyear,11,6,0.2066115702479339,0.2727272727272727,0.9090909090909092,1.0,4.84,6,11,1.0,0,0.0,0,0.0,9,0.8181818181818182,0,0.0,2.4849066497880004,1.9459101490553132,1.9459101490553132,1.5769147207285403,10,10,0.0,0.0,海南省,0.0,0.0,0.0,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2010,inv_app_appyear,14,7,0.173469387755102,0.2142857142857142,0.8571428571428571,1.0,5.764705882352941,5,9,0.6428571428571429,5,0.3571428571428571,0,0.0,14,1.0,0,0.0,2.70805020110221,2.0794415416798357,1.791759469228055,1.751754134614356,10,10,0.0,0.0,海南省,0.0,0.0,0.0,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2011,inv_app_appyear,7,6,0.1836734693877551,0.2857142857142857,0.8571428571428571,1.0,5.444444444444444,3,3,0.4285714285714285,4,0.5714285714285714,0,0.0,4,0.5714285714285714,0,0.0,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.6945957207744071,10,10,0.0,1.0,海南省,0.0,0.6931471805599453,0.0,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2012,inv_app_appyear,27,12,0.2016460905349794,0.4074074074074074,0.7037037037037037,0.925925925925926,4.959183673469388,9,23,0.8518518518518519,4,0.1481481481481481,0,0.0,4,0.1481481481481481,0,0.0,3.332204510175204,2.5649493574615367,2.302585092994046,1.601241145229922,10,10,0.0,1.0,海南省,0.0,0.6931471805599453,0.6931471805599453,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2013,inv_app_appyear,44,19,0.1838842975206611,0.3863636363636363,0.6818181818181818,0.7954545454545454,5.438202247191011,15,19,0.4318181818181818,24,0.5454545454545454,1,0.0227272727272727,1,0.0227272727272727,24,0.5454545454545454,3.80666248977032,2.995732273553991,2.772588722239781,1.6934485369844918,10,10,0.0,1.0,海南省,0.0,0.6931471805599453,0.6931471805599453,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2014,inv_app_appyear,50,24,0.1936,0.42,0.6,0.72,5.1652892561983474,17,21,0.42,25,0.5,4,0.08,2,0.04,27,0.54,3.9318256327243257,3.218875824868201,2.8903717578961645,1.6419611041396605,10,10,0.0,1.0,海南省,0.0,0.6931471805599453,0.6931471805599453,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2015,inv_app_appyear,56,23,0.1543367346938775,0.3571428571428571,0.625,0.7678571428571429,6.479338842975207,15,24,0.4285714285714285,26,0.4642857142857143,6,0.1071428571428571,1,0.0178571428571428,31,0.5535714285714286,4.04305126783455,3.1780538303479458,2.772588722239781,1.868618474753667,10,10,0.0,1.0,海南省,0.0,0.6931471805599453,0.6931471805599453,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2016,inv_app_appyear,52,26,0.055473372781065,0.0961538461538461,0.4230769230769231,0.6538461538461539,18.026666666666667,15,25,0.4807692307692308,9,0.173076923076923,18,0.3461538461538461,6,0.1153846153846153,21,0.4038461538461538,3.970291913552122,3.295836866004329,2.772588722239781,2.891852143066599,10,10,0.0,2.0,海南省,0.0,1.0986122886681098,0.6931471805599453,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2017,inv_app_appyear,101,42,0.0746005293598666,0.2178217821782178,0.4554455445544554,0.6039603960396039,13.404730617608411,26,37,0.3663366336633663,34,0.3366336633663366,30,0.297029702970297,8,0.0792079207920792,56,0.5544554455445545,4.624972813284271,3.7612001156935624,3.295836866004329,2.5956076758208333,10,10,0.0,4.0,海南省,0.0,1.6094379124341003,1.0986122886681098,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2018,inv_app_appyear,156,54,0.074128862590401,0.173076923076923,0.5,0.6217948717948718,13.490022172949002,39,66,0.4230769230769231,69,0.4423076923076923,21,0.1346153846153846,3,0.0192307692307692,87,0.5576923076923077,5.056245805348308,4.007333185232471,3.688879454113936,2.601950313876505,10,10,0.0,4.0,海南省,0.0,1.6094379124341003,1.6094379124341003,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2019,inv_app_appyear,198,63,0.0672890521375369,0.1666666666666666,0.4797979797979798,0.5858585858585859,14.86125852918878,44,77,0.3888888888888889,59,0.2979797979797979,62,0.3131313131313131,2,0.0101010101010101,119,0.601010101010101,5.293304824724492,4.1588830833596715,3.80666248977032,2.6987577281118105,10,10,0.0,4.0,海南省,0.0,1.6094379124341003,1.6094379124341003,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2020,inv_app_appyear,359,97,0.041860320761012,0.1114206128133704,0.3983286908077994,0.5236768802228412,23.888971269694164,69,153,0.426183844011142,106,0.2952646239554317,100,0.2785515320334262,6,0.0167130919220055,200,0.5571030640668524,5.886104031450156,4.584967478670572,4.248495242049359,3.173416899284323,10,10,0.0,4.0,海南省,0.0,1.6094379124341003,1.6094379124341003,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2021,inv_app_appyear,446,134,0.0261919604255062,0.0784753363228699,0.2869955156950672,0.4192825112107623,38.17965451055662,105,236,0.5291479820627802,132,0.2959641255605381,78,0.1748878923766816,1,0.0022421524663677,209,0.468609865470852,6.102558594613569,4.90527477843843,4.663439094112067,3.6423027692927152,10,10,0.0,4.0,海南省,0.0,1.6094379124341003,1.6094379124341003,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2022,inv_app_appyear,715,195,0.0179744730793681,0.0755244755244755,0.2125874125874126,0.3300699300699301,55.634454238763745,147,331,0.4629370629370629,174,0.2433566433566433,210,0.2937062937062937,2,0.0027972027972027,382,0.5342657342657343,6.573680166960646,5.278114659230517,4.997212273764115,4.0188026898871305,10,10,0.0,8.0,海南省,0.0,2.1972245773362196,1.6094379124341003,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三亚,2023,inv_app_appyear,1478,243,0.0266699138103094,0.0757780784844384,0.2916102841677943,0.4343707713125845,37.49543426021284,162,379,0.2564276048714479,293,0.1982408660351826,806,0.5453315290933695,0,0.0,1099,0.7435723951285521,7.2991214627108,5.497168225293202,5.093750200806762,3.624219172502869,10,10,0.0,11.0,海南省,0.0,2.4849066497880004,2.1972245773362196,0.0,both,3,3,3,2.2674649211081035,0.21002698600101197,1.0,1.8782632010564164,1,4,4,1
三明,2008,inv_app_appyear,31,23,0.0551508844953173,0.0967741935483871,0.4193548387096774,0.5806451612903226,18.132075471698116,17,20,0.6451612903225806,6,0.1935483870967742,5,0.1612903225806451,4,0.1290322580645161,10,0.3225806451612903,3.4657359027997265,3.1780538303479458,2.8903717578961645,2.8976824954181706,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2009,inv_app_appyear,63,45,0.0309901738473167,0.0952380952380952,0.2539682539682539,0.4126984126984127,32.26829268292683,35,49,0.7777777777777778,4,0.0634920634920634,10,0.1587301587301587,12,0.1904761904761904,9,0.1428571428571428,4.1588830833596715,3.828641396489095,3.58351893845611,3.4740850974106476,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2010,inv_app_appyear,89,51,0.0299204645878045,0.0786516853932584,0.2696629213483146,0.4382022471910112,33.42194092827004,40,69,0.7752808988764045,12,0.1348314606741573,8,0.0898876404494382,37,0.4157303370786517,7,0.0786516853932584,4.499809670330265,3.951243718581427,3.713572066704308,3.509212598329148,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2011,inv_app_appyear,138,78,0.0332913253518168,0.1376811594202898,0.2971014492753623,0.3840579710144927,30.03785488958991,46,60,0.4347826086956521,36,0.2608695652173913,42,0.3043478260869565,36,0.2608695652173913,42,0.3043478260869565,4.9344739331306915,4.3694478524670215,3.8501476017100584,3.4024584158771836,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2012,inv_app_appyear,145,83,0.0213555291319857,0.0689655172413793,0.2413793103448276,0.3517241379310344,46.826280623608014,49,67,0.4620689655172413,21,0.1448275862068965,57,0.3931034482758621,18,0.1241379310344827,60,0.4137931034482758,4.983606621708336,4.430816798843313,3.912023005428146,3.8464445970988943,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2013,inv_app_appyear,144,85,0.0183256172839506,0.0694444444444444,0.1805555555555555,0.2847222222222222,54.56842105263157,59,80,0.5555555555555556,21,0.1458333333333333,43,0.2986111111111111,18,0.125,46,0.3194444444444444,4.976733742420574,4.454347296253507,4.0943445622221,3.99945534643157,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2014,inv_app_appyear,224,122,0.0165019132653061,0.0714285714285714,0.1919642857142857,0.2767857142857143,60.59903381642513,82,136,0.6071428571428571,27,0.1205357142857142,61,0.2723214285714285,11,0.0491071428571428,77,0.34375,5.41610040220442,4.812184355372417,4.418840607796598,4.10427894932482,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2015,inv_app_appyear,253,123,0.0307300535862144,0.1343873517786561,0.2885375494071146,0.3873517786561264,32.54143365531266,80,125,0.4940711462450592,44,0.1739130434782608,84,0.3320158102766798,9,0.0355731225296442,119,0.4703557312252964,5.537334267018537,4.820281565605037,4.394449154672439,3.4825141590659814,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2016,inv_app_appyear,514,200,0.0212418053263486,0.0797665369649805,0.2665369649805447,0.3463035019455253,47.07697790449038,139,267,0.519455252918288,96,0.1867704280155642,151,0.2937743190661478,14,0.0272373540856031,233,0.4533073929961089,6.244166900663736,5.303304908059076,4.941642422609304,3.8517840896879783,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
三明,2017,inv_app_appyear,531,195,0.0202474810346111,0.0772128060263653,0.2542372881355932,0.327683615819209,49.38885969521808,122,291,0.5480225988700564,64,0.1205273069679849,176,0.3314500941619586,6,0.0112994350282485,234,0.4406779661016949,6.2766434893416445,5.278114659230517,4.812184355372417,3.8997248865196186,10,10,0.0,0.0,福建省,0.0,0.0,0.0,0.0,both,4,4,4,4.041476218829888,0.03868717431014617,0.47718194039324885,3.652646315139489,2,2,2,2
