省份,城市,城市代码,年份,idc_new,idc_stock,ln1p_idc_new,ln1p_idc_stock
上海市,上海市,110000.0,2000,0,0,0.0,0.0
新疆维吾尔自治区,乌鲁木齐市,110000.0,2000,0,0,0.0,0.0
北京市,北京市,110000.0,2000,0,0,0.0,0.0
天津市,天津市,110000.0,2000,0,0,0.0,0.0
浙江省,宁波市,110000.0,2000,0,0,0.0,0.0
江西省,抚州市,110000.0,2000,0,0,0.0,0.0
浙江省,杭州市,110000.0,2000,0,0,0.0,0.0
重庆市,重庆市,110000.0,2000,0,0,0.0,0.0
湖南省,长沙市,110000.0,2000,0,0,0.0,0.0
上海市,上海市,110000.0,2001,0,0,0.0,0.0
新疆维吾尔自治区,乌鲁木齐市,110000.0,2001,0,0,0.0,0.0
北京市,北京市,110000.0,2001,0,0,0.0,0.0
天津市,天津市,110000.0,2001,0,0,0.0,0.0
浙江省,宁波市,110000.0,2001,0,0,0.0,0.0
江西省,抚州市,110000.0,2001,0,0,0.0,0.0
浙江省,杭州市,110000.0,2001,0,0,0.0,0.0
重庆市,重庆市,110000.0,2001,0,0,0.0,0.0
湖南省,长沙市,110000.0,2001,0,0,0.0,0.0
上海市,上海市,110000.0,2002,0,0,0.0,0.0
新疆维吾尔自治区,乌鲁木齐市,110000.0,2002,0,0,0.0,0.0
北京市,北京市,110000.0,2002,0,0,0.0,0.0
天津市,天津市,110000.0,2002,0,0,0.0,0.0
浙江省,宁波市,110000.0,2002,0,0,0.0,0.0
江西省,抚州市,110000.0,2002,0,0,0.0,0.0
浙江省,杭州市,110000.0,2002,0,0,0.0,0.0
重庆市,重庆市,110000.0,2002,0,0,0.0,0.0
湖南省,长沙市,110000.0,2002,0,0,0.0,0.0
上海市,上海市,110000.0,2003,0,0,0.0,0.0
新疆维吾尔自治区,乌鲁木齐市,110000.0,2003,0,0,0.0,0.0
北京市,北京市,110000.0,2003,0,0,0.0,0.0
天津市,天津市,110000.0,2003,0,0,0.0,0.0
浙江省,宁波市,110000.0,2003,0,0,0.0,0.0
江西省,抚州市,110000.0,2003,0,0,0.0,0.0
浙江省,杭州市,110000.0,2003,0,0,0.0,0.0
重庆市,重庆市,110000.0,2003,0,0,0.0,0.0
湖南省,长沙市,110000.0,2003,0,0,0.0,0.0
上海市,上海市,110000.0,2004,0,0,0.0,0.0
新疆维吾尔自治区,乌鲁木齐市,110000.0,2004,0,0,0.0,0.0
北京市,北京市,110000.0,2004,0,0,0.0,0.0
天津市,天津市,110000.0,2004,1,1,0.6931471805599453,0.6931471805599453
浙江省,宁波市,110000.0,2004,0,1,0.0,0.6931471805599453
江西省,抚州市,110000.0,2004,0,1,0.0,0.6931471805599453
浙江省,杭州市,110000.0,2004,0,1,0.0,0.6931471805599453
重庆市,重庆市,110000.0,2004,0,1,0.0,0.6931471805599453
湖南省,长沙市,110000.0,2004,0,1,0.0,0.6931471805599453
上海市,上海市,110000.0,2005,2,3,1.0986122886681098,1.3862943611198906
新疆维吾尔自治区,乌鲁木齐市,110000.0,2005,0,3,0.0,1.3862943611198906
北京市,北京市,110000.0,2005,3,6,1.3862943611198906,1.9459101490553132
天津市,天津市,110000.0,2005,1,7,0.6931471805599453,2.0794415416798357
浙江省,宁波市,110000.0,2005,0,7,0.0,2.0794415416798357
江西省,抚州市,110000.0,2005,0,7,0.0,2.0794415416798357
浙江省,杭州市,110000.0,2005,1,8,0.6931471805599453,2.1972245773362196
重庆市,重庆市,110000.0,2005,0,8,0.0,2.1972245773362196
湖南省,长沙市,110000.0,2005,0,8,0.0,2.1972245773362196
上海市,上海市,110000.0,2006,1,9,0.6931471805599453,2.302585092994046
新疆维吾尔自治区,乌鲁木齐市,110000.0,2006,0,9,0.0,2.302585092994046
北京市,北京市,110000.0,2006,7,16,2.0794415416798357,2.833213344056216
天津市,天津市,110000.0,2006,2,18,1.0986122886681098,2.9444389791664403
浙江省,宁波市,110000.0,2006,0,18,0.0,2.9444389791664403
江西省,抚州市,110000.0,2006,0,18,0.0,2.9444389791664403
浙江省,杭州市,110000.0,2006,0,18,0.0,2.9444389791664403
重庆市,重庆市,110000.0,2006,0,18,0.0,2.9444389791664403
湖南省,长沙市,110000.0,2006,0,18,0.0,2.9444389791664403
上海市,上海市,110000.0,2007,0,18,0.0,2.9444389791664403
新疆维吾尔自治区,乌鲁木齐市,110000.0,2007,0,18,0.0,2.9444389791664403
北京市,北京市,110000.0,2007,7,25,2.0794415416798357,3.258096538021482
天津市,天津市,110000.0,2007,0,25,0.0,3.258096538021482
浙江省,宁波市,110000.0,2007,0,25,0.0,3.258096538021482
江西省,抚州市,110000.0,2007,0,25,0.0,3.258096538021482
浙江省,杭州市,110000.0,2007,0,25,0.0,3.258096538021482
重庆市,重庆市,110000.0,2007,0,25,0.0,3.258096538021482
湖南省,长沙市,110000.0,2007,1,26,0.6931471805599453,3.295836866004329
上海市,上海市,110000.0,2008,1,27,0.6931471805599453,3.332204510175204
新疆维吾尔自治区,乌鲁木齐市,110000.0,2008,0,27,0.0,3.332204510175204
北京市,北京市,110000.0,2008,1,28,0.6931471805599453,3.367295829986474
天津市,天津市,110000.0,2008,0,28,0.0,3.367295829986474
浙江省,宁波市,110000.0,2008,0,28,0.0,3.367295829986474
江西省,抚州市,110000.0,2008,0,28,0.0,3.367295829986474
浙江省,杭州市,110000.0,2008,1,29,0.6931471805599453,3.4011973816621555
重庆市,重庆市,110000.0,2008,0,29,0.0,3.4011973816621555
湖南省,长沙市,110000.0,2008,0,29,0.0,3.4011973816621555
上海市,上海市,110000.0,2009,4,33,1.6094379124341003,3.5263605246161616
新疆维吾尔自治区,乌鲁木齐市,110000.0,2009,1,34,0.6931471805599453,3.5553480614894135
北京市,北京市,110000.0,2009,8,42,2.1972245773362196,3.7612001156935624
天津市,天津市,110000.0,2009,1,43,0.6931471805599453,3.784189633918261
浙江省,宁波市,110000.0,2009,0,43,0.0,3.784189633918261
江西省,抚州市,110000.0,2009,0,43,0.0,3.784189633918261
浙江省,杭州市,110000.0,2009,1,44,0.6931471805599453,3.8066624897703196
重庆市,重庆市,110000.0,2009,0,44,0.0,3.8066624897703196
湖南省,长沙市,110000.0,2009,0,44,0.0,3.8066624897703196
上海市,上海市,110000.0,2010,4,48,1.6094379124341003,3.8918202981106265
新疆维吾尔自治区,乌鲁木齐市,110000.0,2010,0,48,0.0,3.8918202981106265
北京市,北京市,110000.0,2010,6,54,1.9459101490553132,4.007333185232471
天津市,天津市,110000.0,2010,0,54,0.0,4.007333185232471
浙江省,宁波市,110000.0,2010,0,54,0.0,4.007333185232471
江西省,抚州市,110000.0,2010,0,54,0.0,4.007333185232471
浙江省,杭州市,110000.0,2010,1,55,0.6931471805599453,4.02535169073515
重庆市,重庆市,110000.0,2010,0,55,0.0,4.02535169073515
湖南省,长沙市,110000.0,2010,0,55,0.0,4.02535169073515
上海市,上海市,110000.0,2011,1,56,0.6931471805599453,4.04305126783455
新疆维吾尔自治区,乌鲁木齐市,110000.0,2011,0,56,0.0,4.04305126783455
北京市,北京市,110000.0,2011,6,62,1.9459101490553132,4.143134726391533
天津市,天津市,110000.0,2011,0,62,0.0,4.143134726391533
浙江省,宁波市,110000.0,2011,2,64,1.0986122886681098,4.174387269895637
江西省,抚州市,110000.0,2011,0,64,0.0,4.174387269895637
浙江省,杭州市,110000.0,2011,0,64,0.0,4.174387269895637
重庆市,重庆市,110000.0,2011,0,64,0.0,4.174387269895637
湖南省,长沙市,110000.0,2011,1,65,0.6931471805599453,4.189654742026425
上海市,上海市,110000.0,2012,4,69,1.6094379124341003,4.248495242049359
新疆维吾尔自治区,乌鲁木齐市,110000.0,2012,0,69,0.0,4.248495242049359
北京市,北京市,110000.0,2012,5,74,1.791759469228055,4.31748811353631
天津市,天津市,110000.0,2012,0,74,0.0,4.31748811353631
浙江省,宁波市,110000.0,2012,0,74,0.0,4.31748811353631
江西省,抚州市,110000.0,2012,0,74,0.0,4.31748811353631
浙江省,杭州市,110000.0,2012,2,76,1.0986122886681098,4.343805421853684
重庆市,重庆市,110000.0,2012,1,77,0.6931471805599453,4.356708826689592
湖南省,长沙市,110000.0,2012,0,77,0.0,4.356708826689592
上海市,上海市,110000.0,2013,9,86,2.302585092994046,4.465908118654584
新疆维吾尔自治区,乌鲁木齐市,110000.0,2013,0,86,0.0,4.465908118654584
北京市,北京市,110000.0,2013,10,96,2.3978952727983707,4.574710978503383
天津市,天津市,110000.0,2013,2,98,1.0986122886681098,4.59511985013459
浙江省,宁波市,110000.0,2013,1,99,0.6931471805599453,4.605170185988092
江西省,抚州市,110000.0,2013,0,99,0.0,4.605170185988092
浙江省,杭州市,110000.0,2013,0,99,0.0,4.605170185988092
重庆市,重庆市,110000.0,2013,2,101,1.0986122886681098,4.624972813284271
湖南省,长沙市,110000.0,2013,1,102,0.6931471805599453,4.634728988229636
上海市,上海市,110000.0,2014,13,115,2.6390573296152584,4.7535901911063645
新疆维吾尔自治区,乌鲁木齐市,110000.0,2014,0,115,0.0,4.7535901911063645
北京市,北京市,110000.0,2014,27,142,3.332204510175204,4.962844630259907
天津市,天津市,110000.0,2014,1,143,0.6931471805599453,4.969813299576001
浙江省,宁波市,110000.0,2014,1,144,0.6931471805599453,4.976733742420574
江西省,抚州市,110000.0,2014,0,144,0.0,4.976733742420574
浙江省,杭州市,110000.0,2014,1,145,0.6931471805599453,4.983606621708336
重庆市,重庆市,110000.0,2014,2,147,1.0986122886681098,4.997212273764115
湖南省,长沙市,110000.0,2014,0,147,0.0,4.997212273764115
上海市,上海市,110000.0,2015,8,155,2.1972245773362196,5.049856007249537
新疆维吾尔自治区,乌鲁木齐市,110000.0,2015,0,155,0.0,5.049856007249537
北京市,北京市,110000.0,2015,30,185,3.4339872044851463,5.225746673713202
天津市,天津市,110000.0,2015,3,188,1.3862943611198906,5.241747015059643
浙江省,宁波市,110000.0,2015,1,189,0.6931471805599453,5.247024072160486
江西省,抚州市,110000.0,2015,0,189,0.0,5.247024072160486
浙江省,杭州市,110000.0,2015,2,191,1.0986122886681098,5.2574953720277815
重庆市,重庆市,110000.0,2015,3,194,1.3862943611198906,5.272999558563747
湖南省,长沙市,110000.0,2015,2,196,1.0986122886681098,5.2832037287379885
上海市,上海市,110000.0,2016,17,213,2.8903717578961645,5.365976015021851
新疆维吾尔自治区,乌鲁木齐市,110000.0,2016,0,213,0.0,5.365976015021851
北京市,北京市,110000.0,2016,43,256,3.784189633918261,5.54907608489522
天津市,天津市,110000.0,2016,5,261,1.791759469228055,5.568344503761097
浙江省,宁波市,110000.0,2016,0,261,0.0,5.568344503761097
江西省,抚州市,110000.0,2016,0,261,0.0,5.568344503761097
浙江省,杭州市,110000.0,2016,5,266,1.791759469228055,5.58724865840025
重庆市,重庆市,110000.0,2016,1,267,0.6931471805599453,5.5909869805108565
湖南省,长沙市,110000.0,2016,2,269,1.0986122886681098,5.598421958998375
上海市,上海市,110000.0,2017,27,296,3.332204510175204,5.6937321388027
新疆维吾尔自治区,乌鲁木齐市,110000.0,2017,0,296,0.0,5.6937321388027
北京市,北京市,110000.0,2017,71,367,4.276666119016055,5.908082938168931
天津市,天津市,110000.0,2017,5,372,1.791759469228055,5.921578419643816
浙江省,宁波市,110000.0,2017,3,375,1.3862943611198906,5.929589143389895
江西省,抚州市,110000.0,2017,0,375,0.0,5.929589143389895
浙江省,杭州市,110000.0,2017,10,385,2.3978952727983707,5.955837369464831
重庆市,重庆市,110000.0,2017,3,388,1.3862943611198906,5.963579343618446
湖南省,长沙市,110000.0,2017,3,391,1.3862943611198906,5.971261839790462
上海市,上海市,110000.0,2018,12,403,2.5649493574615367,6.0014148779611505
新疆维吾尔自治区,乌鲁木齐市,110000.0,2018,0,403,0.0,6.0014148779611505
北京市,北京市,110000.0,2018,52,455,3.970291913552122,6.1224928095143865
天津市,天津市,110000.0,2018,0,455,0.0,6.1224928095143865
浙江省,宁波市,110000.0,2018,0,455,0.0,6.1224928095143865
江西省,抚州市,110000.0,2018,0,455,0.0,6.1224928095143865
浙江省,杭州市,110000.0,2018,12,467,2.5649493574615367,6.148468295917647
重庆市,重庆市,110000.0,2018,4,471,1.6094379124341003,6.156978985585555
湖南省,长沙市,110000.0,2018,6,477,1.9459101490553132,6.169610732491456
上海市,上海市,110000.0,2019,27,504,3.332204510175204,6.22455842927536
新疆维吾尔自治区,乌鲁木齐市,110000.0,2019,0,504,0.0,6.22455842927536
北京市,北京市,110000.0,2019,46,550,3.8501476017100584,6.311734809152915
天津市,天津市,110000.0,2019,5,555,1.791759469228055,6.320768294250582
浙江省,宁波市,110000.0,2019,1,556,0.6931471805599453,6.322565239927284
江西省,抚州市,110000.0,2019,0,556,0.0,6.322565239927284
浙江省,杭州市,110000.0,2019,5,561,1.791759469228055,6.331501849893691
重庆市,重庆市,110000.0,2019,2,563,1.0986122886681098,6.335054251498059
湖南省,长沙市,110000.0,2019,1,564,0.6931471805599453,6.336825731146441
上海市,上海市,110000.0,2020,42,606,3.7612001156935624,6.408528791059498
新疆维吾尔自治区,乌鲁木齐市,110000.0,2020,0,606,0.0,6.408528791059498
北京市,北京市,110000.0,2020,56,662,4.04305126783455,6.4967749901858625
天津市,天津市,110000.0,2020,3,665,1.3862943611198906,6.501289670540389
浙江省,宁波市,110000.0,2020,1,666,0.6931471805599453,6.502790045915623
江西省,抚州市,110000.0,2020,0,666,0.0,6.502790045915623
浙江省,杭州市,110000.0,2020,9,675,2.302585092994046,6.516193076042964
重庆市,重庆市,110000.0,2020,0,675,0.0,6.516193076042964
湖南省,长沙市,110000.0,2020,1,676,0.6931471805599453,6.517671272912275
上海市,上海市,110000.0,2021,30,706,3.4339872044851463,6.561030665896573
新疆维吾尔自治区,乌鲁木齐市,110000.0,2021,0,706,0.0,6.561030665896573
北京市,北京市,110000.0,2021,60,766,4.110873864173311,6.642486801367256
天津市,天津市,110000.0,2021,2,768,1.0986122886681098,6.645090969505644
浙江省,宁波市,110000.0,2021,0,768,0.0,6.645090969505644
江西省,抚州市,110000.0,2021,0,768,0.0,6.645090969505644
浙江省,杭州市,110000.0,2021,18,786,2.9444389791664403,6.668228248417403
重庆市,重庆市,110000.0,2021,5,791,1.791759469228055,6.674561391814426
湖南省,长沙市,110000.0,2021,5,796,1.791759469228055,6.680854678790215
上海市,上海市,110000.0,2022,23,819,3.1780538303479458,6.709304340258298
新疆维吾尔自治区,乌鲁木齐市,110000.0,2022,0,819,0.0,6.709304340258298
北京市,北京市,110000.0,2022,62,881,4.143134726391533,6.782192056006791
天津市,天津市,110000.0,2022,5,886,1.791759469228055,6.787844982309579
浙江省,宁波市,110000.0,2022,0,886,0.0,6.787844982309579
江西省,抚州市,110000.0,2022,1,887,0.6931471805599453,6.78897174299217
浙江省,杭州市,110000.0,2022,9,896,2.302585092994046,6.799055862058796
重庆市,重庆市,110000.0,2022,4,900,1.6094379124341003,6.803505257608338
湖南省,长沙市,110000.0,2022,1,901,0.6931471805599453,6.804614520062624
上海市,上海市,110000.0,2023,5,906,1.791759469228055,6.810142450115136
新疆维吾尔自治区,乌鲁木齐市,110000.0,2023,0,906,0.0,6.810142450115136
北京市,北京市,110000.0,2023,23,929,3.1780538303479458,6.835184586147301
天津市,天津市,110000.0,2023,1,930,0.6931471805599453,6.836259277277067
浙江省,宁波市,110000.0,2023,0,930,0.0,6.836259277277067
江西省,抚州市,110000.0,2023,0,930,0.0,6.836259277277067
浙江省,杭州市,110000.0,2023,1,931,0.6931471805599453,6.837332814685591
重庆市,重庆市,110000.0,2023,4,935,1.6094379124341003,6.841615476477592
湖南省,长沙市,110000.0,2023,1,936,0.6931471805599453,6.842683282238422
上海市,上海市,110000.0,2024,10,946,2.3978952727983707,6.853299093186078
新疆维吾尔自治区,乌鲁木齐市,110000.0,2024,0,946,0.0,6.853299093186078
北京市,北京市,110000.0,2024,21,967,3.091042453358316,6.875232087276577
天津市,天津市,110000.0,2024,2,969,1.0986122886681098,6.877296071497429
浙江省,宁波市,110000.0,2024,0,969,0.0,6.877296071497429
江西省,抚州市,110000.0,2024,0,969,0.0,6.877296071497429
浙江省,杭州市,110000.0,2024,0,969,0.0,6.877296071497429
重庆市,重庆市,110000.0,2024,1,970,0.6931471805599453,6.878326468291325
湖南省,长沙市,110000.0,2024,2,972,1.0986122886681098,6.880384082186005
山东省,东营市,120000.0,2000,0,0,0.0,0.0
广东省,深圳市,120000.0,2000,0,0,0.0,0.0
江苏省,苏州市,120000.0,2000,0,0,0.0,0.0
山东省,东营市,120000.0,2001,0,0,0.0,0.0
广东省,深圳市,120000.0,2001,0,0,0.0,0.0
江苏省,苏州市,120000.0,2001,0,0,0.0,0.0
山东省,东营市,120000.0,2002,0,0,0.0,0.0
广东省,深圳市,120000.0,2002,1,1,0.6931471805599453,0.6931471805599453
江苏省,苏州市,120000.0,2002,0,1,0.0,0.6931471805599453
山东省,东营市,120000.0,2003,0,1,0.0,0.6931471805599453
广东省,深圳市,120000.0,2003,0,1,0.0,0.6931471805599453
江苏省,苏州市,120000.0,2003,0,1,0.0,0.6931471805599453
山东省,东营市,120000.0,2004,0,1,0.0,0.6931471805599453
广东省,深圳市,120000.0,2004,1,2,0.6931471805599453,1.0986122886681098
江苏省,苏州市,120000.0,2004,0,2,0.0,1.0986122886681098
山东省,东营市,120000.0,2005,0,2,0.0,1.0986122886681098
广东省,深圳市,120000.0,2005,2,4,1.0986122886681098,1.6094379124341003
江苏省,苏州市,120000.0,2005,0,4,0.0,1.6094379124341003
山东省,东营市,120000.0,2006,0,4,0.0,1.6094379124341003
广东省,深圳市,120000.0,2006,1,5,0.6931471805599453,1.791759469228055
江苏省,苏州市,120000.0,2006,0,5,0.0,1.791759469228055
山东省,东营市,120000.0,2007,0,5,0.0,1.791759469228055
广东省,深圳市,120000.0,2007,3,8,1.3862943611198906,2.1972245773362196
江苏省,苏州市,120000.0,2007,0,8,0.0,2.1972245773362196
山东省,东营市,120000.0,2008,0,8,0.0,2.1972245773362196
广东省,深圳市,120000.0,2008,1,9,0.6931471805599453,2.302585092994046
江苏省,苏州市,120000.0,2008,0,9,0.0,2.302585092994046
山东省,东营市,120000.0,2009,0,9,0.0,2.302585092994046
广东省,深圳市,120000.0,2009,2,11,1.0986122886681098,2.4849066497880004
江苏省,苏州市,120000.0,2009,0,11,0.0,2.4849066497880004
山东省,东营市,120000.0,2010,0,11,0.0,2.4849066497880004
广东省,深圳市,120000.0,2010,0,11,0.0,2.4849066497880004
江苏省,苏州市,120000.0,2010,0,11,0.0,2.4849066497880004
山东省,东营市,120000.0,2011,0,11,0.0,2.4849066497880004
广东省,深圳市,120000.0,2011,0,11,0.0,2.4849066497880004
江苏省,苏州市,120000.0,2011,0,11,0.0,2.4849066497880004
山东省,东营市,120000.0,2012,0,11,0.0,2.4849066497880004
广东省,深圳市,120000.0,2012,0,11,0.0,2.4849066497880004
江苏省,苏州市,120000.0,2012,0,11,0.0,2.4849066497880004
山东省,东营市,120000.0,2013,0,11,0.0,2.4849066497880004
广东省,深圳市,120000.0,2013,3,14,1.3862943611198906,2.70805020110221
江苏省,苏州市,120000.0,2013,1,15,0.6931471805599453,2.772588722239781
山东省,东营市,120000.0,2014,0,15,0.0,2.772588722239781
广东省,深圳市,120000.0,2014,4,19,1.6094379124341003,2.995732273553991
江苏省,苏州市,120000.0,2014,1,20,0.6931471805599453,3.044522437723423
山东省,东营市,120000.0,2015,0,20,0.0,3.044522437723423
广东省,深圳市,120000.0,2015,12,32,2.5649493574615367,3.4965075614664802
江苏省,苏州市,120000.0,2015,0,32,0.0,3.4965075614664802
山东省,东营市,120000.0,2016,0,32,0.0,3.4965075614664802
广东省,深圳市,120000.0,2016,9,41,2.302585092994046,3.7376696182833684
江苏省,苏州市,120000.0,2016,1,42,0.6931471805599453,3.7612001156935624
山东省,东营市,120000.0,2017,0,42,0.0,3.7612001156935624
广东省,深圳市,120000.0,2017,20,62,3.044522437723423,4.143134726391533
江苏省,苏州市,120000.0,2017,0,62,0.0,4.143134726391533
山东省,东营市,120000.0,2018,0,62,0.0,4.143134726391533
广东省,深圳市,120000.0,2018,20,82,3.044522437723423,4.418840607796598
江苏省,苏州市,120000.0,2018,0,82,0.0,4.418840607796598
山东省,东营市,120000.0,2019,0,82,0.0,4.418840607796598
广东省,深圳市,120000.0,2019,17,99,2.8903717578961645,4.605170185988092
江苏省,苏州市,120000.0,2019,0,99,0.0,4.605170185988092
山东省,东营市,120000.0,2020,1,100,0.6931471805599453,4.61512051684126
广东省,深圳市,120000.0,2020,33,133,3.5263605246161616,4.897839799950911
江苏省,苏州市,120000.0,2020,0,133,0.0,4.897839799950911
山东省,东营市,120000.0,2021,0,133,0.0,4.897839799950911
广东省,深圳市,120000.0,2021,31,164,3.4657359027997265,5.10594547390058
江苏省,苏州市,120000.0,2021,2,166,1.0986122886681098,5.117993812416755
山东省,东营市,120000.0,2022,0,166,0.0,5.117993812416755
广东省,深圳市,120000.0,2022,15,181,2.772588722239781,5.204006687076795
江苏省,苏州市,120000.0,2022,1,182,0.6931471805599453,5.209486152841421
山东省,东营市,120000.0,2023,0,182,0.0,5.209486152841421
广东省,深圳市,120000.0,2023,23,205,3.1780538303479458,5.327876168789581
江苏省,苏州市,120000.0,2023,1,206,0.6931471805599453,5.332718793265369
山东省,东营市,120000.0,2024,1,207,0.6931471805599453,5.337538079701318
广东省,深圳市,120000.0,2024,15,222,2.772588722239781,5.407171771460119
江苏省,苏州市,120000.0,2024,0,222,0.0,5.407171771460119
河北省,石家庄市,130100.0,2000,0,0,0.0,0.0
河北省,石家庄市,130100.0,2001,0,0,0.0,0.0
河北省,石家庄市,130100.0,2002,0,0,0.0,0.0
河北省,石家庄市,130100.0,2003,0,0,0.0,0.0
河北省,石家庄市,130100.0,2004,0,0,0.0,0.0
河北省,石家庄市,130100.0,2005,0,0,0.0,0.0
河北省,石家庄市,130100.0,2006,0,0,0.0,0.0
河北省,石家庄市,130100.0,2007,1,1,0.6931471805599453,0.6931471805599453
河北省,石家庄市,130100.0,2008,1,2,0.6931471805599453,1.0986122886681098
河北省,石家庄市,130100.0,2009,0,2,0.0,1.0986122886681098
河北省,石家庄市,130100.0,2010,0,2,0.0,1.0986122886681098
河北省,石家庄市,130100.0,2011,0,2,0.0,1.0986122886681098
河北省,石家庄市,130100.0,2012,0,2,0.0,1.0986122886681098
河北省,石家庄市,130100.0,2013,0,2,0.0,1.0986122886681098
河北省,石家庄市,130100.0,2014,2,4,1.0986122886681098,1.6094379124341003
河北省,石家庄市,130100.0,2015,5,9,1.791759469228055,2.302585092994046
河北省,石家庄市,130100.0,2016,2,11,1.0986122886681098,2.4849066497880004
河北省,石家庄市,130100.0,2017,6,17,1.9459101490553132,2.8903717578961645
河北省,石家庄市,130100.0,2018,0,17,0.0,2.8903717578961645
河北省,石家庄市,130100.0,2019,1,18,0.6931471805599453,2.9444389791664403
河北省,石家庄市,130100.0,2020,0,18,0.0,2.9444389791664403
河北省,石家庄市,130100.0,2021,2,20,1.0986122886681098,3.044522437723423
河北省,石家庄市,130100.0,2022,1,21,0.6931471805599453,3.091042453358316
河北省,石家庄市,130100.0,2023,1,22,0.6931471805599453,3.1354942159291497
河北省,石家庄市,130100.0,2024,0,22,0.0,3.1354942159291497
河北省,唐山市,130200.0,2000,0,0,0.0,0.0
河北省,唐山市,130200.0,2001,0,0,0.0,0.0
河北省,唐山市,130200.0,2002,0,0,0.0,0.0
河北省,唐山市,130200.0,2003,0,0,0.0,0.0
河北省,唐山市,130200.0,2004,0,0,0.0,0.0
河北省,唐山市,130200.0,2005,0,0,0.0,0.0
河北省,唐山市,130200.0,2006,0,0,0.0,0.0
河北省,唐山市,130200.0,2007,0,0,0.0,0.0
河北省,唐山市,130200.0,2008,0,0,0.0,0.0
河北省,唐山市,130200.0,2009,0,0,0.0,0.0
河北省,唐山市,130200.0,2010,1,1,0.6931471805599453,0.6931471805599453
河北省,唐山市,130200.0,2011,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2012,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2013,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2014,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2015,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2016,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2017,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2018,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2019,0,1,0.0,0.6931471805599453
河北省,唐山市,130200.0,2020,2,3,1.0986122886681098,1.3862943611198906
河北省,唐山市,130200.0,2021,0,3,0.0,1.3862943611198906
河北省,唐山市,130200.0,2022,2,5,1.0986122886681098,1.791759469228055
河北省,唐山市,130200.0,2023,1,6,0.6931471805599453,1.9459101490553132
河北省,唐山市,130200.0,2024,0,6,0.0,1.9459101490553132
河北省,秦皇岛市,130300.0,2000,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2001,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2002,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2003,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2004,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2005,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2006,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2007,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2008,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2009,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2010,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2011,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2012,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2013,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2014,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2015,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2016,0,0,0.0,0.0
河北省,秦皇岛市,130300.0,2017,1,1,0.6931471805599453,0.6931471805599453
河北省,秦皇岛市,130300.0,2018,0,1,0.0,0.6931471805599453
河北省,秦皇岛市,130300.0,2019,0,1,0.0,0.6931471805599453
河北省,秦皇岛市,130300.0,2020,0,1,0.0,0.6931471805599453
河北省,秦皇岛市,130300.0,2021,0,1,0.0,0.6931471805599453
河北省,秦皇岛市,130300.0,2022,1,2,0.6931471805599453,1.0986122886681098
河北省,秦皇岛市,130300.0,2023,1,3,0.6931471805599453,1.3862943611198906
河北省,秦皇岛市,130300.0,2024,0,3,0.0,1.3862943611198906
河北省,邯郸市,130400.0,2000,0,0,0.0,0.0
河北省,邯郸市,130400.0,2001,0,0,0.0,0.0
河北省,邯郸市,130400.0,2002,0,0,0.0,0.0
河北省,邯郸市,130400.0,2003,0,0,0.0,0.0
河北省,邯郸市,130400.0,2004,0,0,0.0,0.0
河北省,邯郸市,130400.0,2005,0,0,0.0,0.0
河北省,邯郸市,130400.0,2006,0,0,0.0,0.0
河北省,邯郸市,130400.0,2007,0,0,0.0,0.0
河北省,邯郸市,130400.0,2008,0,0,0.0,0.0
河北省,邯郸市,130400.0,2009,0,0,0.0,0.0
河北省,邯郸市,130400.0,2010,0,0,0.0,0.0
河北省,邯郸市,130400.0,2011,0,0,0.0,0.0
河北省,邯郸市,130400.0,2012,0,0,0.0,0.0
河北省,邯郸市,130400.0,2013,0,0,0.0,0.0
河北省,邯郸市,130400.0,2014,0,0,0.0,0.0
河北省,邯郸市,130400.0,2015,1,1,0.6931471805599453,0.6931471805599453
河北省,邯郸市,130400.0,2016,1,2,0.6931471805599453,1.0986122886681098
河北省,邯郸市,130400.0,2017,0,2,0.0,1.0986122886681098
河北省,邯郸市,130400.0,2018,0,2,0.0,1.0986122886681098
