city,year,scope,total_patents,active_applicants,hhi,top1_share,top5_share,top10_share,effective_applicants,new_applicants,new_patents,new_applicant_share
安康,2009,inv_grant_pub,5,5,0.20000000000000004,0.2,1.0,1.0,4.999999999999999,2,2,0.4
安阳,2009,inv_grant_pub,50,29,0.07839999999999998,0.22,0.45999999999999996,0.6200000000000001,12.755102040816329,20,27,0.54
安顺,2009,inv_grant_pub,20,13,0.11500000000000002,0.2,0.6000000000000001,0.8500000000000001,8.695652173913041,11,15,0.75
定安县,2009,inv_grant_pub,2,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0
定西,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
宜宾,2009,inv_grant_pub,31,10,0.30280957336108216,0.5161290322580645,0.8387096774193548,0.9999999999999999,3.302405498281787,5,6,0.1935483870967742
宜昌,2009,inv_grant_pub,59,33,0.0479747199080724,0.1016949152542373,0.38983050847457623,0.6101694915254239,20.844311377245507,22,29,0.4915254237288136
宜春,2009,inv_grant_pub,28,24,0.04846938775510204,0.10714285714285714,0.3214285714285714,0.49999999999999994,20.63157894736842,19,21,0.75
宝鸡,2009,inv_grant_pub,42,33,0.04081632653061224,0.11904761904761904,0.3095238095238095,0.45238095238095233,24.500000000000004,28,30,0.7142857142857143
宣城,2009,inv_grant_pub,27,21,0.0699588477366255,0.14814814814814814,0.4074074074074074,0.5925925925925926,14.294117647058826,18,21,0.7777777777777778
宿州,2009,inv_grant_pub,8,7,0.15625,0.25,0.75,1.0,6.4,5,6,0.75
宿迁,2009,inv_grant_pub,10,9,0.12000000000000002,0.2,0.6,1.0,8.333333333333332,8,9,0.9
山南,2009,inv_grant_pub,2,2,0.5,0.5,1.0,1.0,2.0,2,2,1.0
岳阳,2009,inv_grant_pub,29,22,0.060642092746730075,0.13793103448275862,0.41379310344827586,0.586206896551724,16.490196078431374,18,19,0.6551724137931034
崇左,2009,inv_grant_pub,3,3,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,3,3,1.0
巴中,2009,inv_grant_pub,3,3,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,2,2,0.6666666666666666
巴彦淖尔,2009,inv_grant_pub,6,4,0.33333333333333337,0.5,0.9999999999999999,0.9999999999999999,2.9999999999999996,3,5,0.8333333333333334
巴音郭楞蒙古自治州,2009,inv_grant_pub,5,5,0.20000000000000004,0.2,1.0,1.0,4.999999999999999,4,4,0.8
常州,2009,inv_grant_pub,390,237,0.011610782380013151,0.07692307692307693,0.1512820512820513,0.2128205128205128,86.12684031710077,174,241,0.617948717948718
常德,2009,inv_grant_pub,26,24,0.044378698224852076,0.07692307692307693,0.2692307692307693,0.46153846153846156,22.53333333333333,19,20,0.7692307692307693
平凉,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
平顶山,2009,inv_grant_pub,31,21,0.06555671175858481,0.12903225806451613,0.48387096774193544,0.6451612903225805,15.253968253968253,16,25,0.8064516129032258
广元,2009,inv_grant_pub,3,3,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,3,3,1.0
广安,2009,inv_grant_pub,9,8,0.13580246913580246,0.2222222222222222,0.6666666666666667,1.0,7.363636363636364,8,9,1.0
广州,2009,inv_grant_pub,1525,503,0.05216275194840095,0.19737704918032786,0.3711475409836065,0.4432786885245902,19.17076769625179,302,384,0.2518032786885246
廊坊,2009,inv_grant_pub,55,30,0.07768595041322313,0.2,0.5090909090909091,0.6363636363636364,12.872340425531917,19,20,0.36363636363636365
延安,2009,inv_grant_pub,3,2,0.5555555555555556,0.6666666666666666,1.0,1.0,1.7999999999999998,2,3,1.0
延边朝鲜族自治州,2009,inv_grant_pub,26,24,0.044378698224852076,0.07692307692307693,0.2692307692307693,0.46153846153846156,22.53333333333333,19,19,0.7307692307692307
开封,2009,inv_grant_pub,33,20,0.08723599632690546,0.21212121212121213,0.5151515151515151,0.696969696969697,11.463157894736836,15,17,0.5151515151515151
张家口,2009,inv_grant_pub,9,7,0.18518518518518517,0.3333333333333333,0.7777777777777779,1.0000000000000002,5.4,5,7,0.7777777777777778
张家界,2009,inv_grant_pub,6,6,0.16666666666666669,0.16666666666666666,0.8333333333333333,0.9999999999999999,5.999999999999999,6,6,1.0
张掖,2009,inv_grant_pub,6,6,0.16666666666666669,0.16666666666666666,0.8333333333333333,0.9999999999999999,5.999999999999999,6,6,1.0
徐州,2009,inv_grant_pub,129,72,0.1065440778799351,0.31007751937984496,0.4496124031007752,0.5193798449612403,9.385786802030458,56,62,0.4806201550387597
德宏傣族景颇族自治州,2009,inv_grant_pub,2,1,1.0,1.0,1.0,1.0,1.0,1,2,1.0
德州,2009,inv_grant_pub,24,20,0.05902777777777778,0.125,0.375,0.5833333333333333,16.941176470588236,16,18,0.75
德阳,2009,inv_grant_pub,53,29,0.08793164827340691,0.20754716981132076,0.5471698113207547,0.6415094339622642,11.37246963562753,20,21,0.39622641509433965
忻州,2009,inv_grant_pub,20,17,0.06500000000000002,0.1,0.4,0.6500000000000001,15.384615384615381,13,15,0.75
怀化,2009,inv_grant_pub,12,12,0.08333333333333334,0.08333333333333333,0.41666666666666663,0.8333333333333334,11.999999999999998,8,8,0.6666666666666666
恩施土家族苗族自治州,2009,inv_grant_pub,7,7,0.14285714285714285,0.14285714285714285,0.7142857142857142,0.9999999999999998,7.0,7,7,1.0
惠州,2009,inv_grant_pub,75,26,0.2039111111111111,0.41333333333333333,0.6933333333333334,0.7866666666666667,4.90409764603313,16,18,0.24
成都,2009,inv_grant_pub,1211,399,0.05002519568420773,0.18827415359207267,0.3963666391412056,0.45995045417010744,19.989926802339053,261,350,0.28901734104046245
扬州,2009,inv_grant_pub,163,98,0.05980654145809022,0.22699386503067484,0.33128834355828224,0.4049079754601227,16.720578980490885,75,88,0.5398773006134969
承德,2009,inv_grant_pub,15,13,0.08444444444444445,0.13333333333333333,0.4666666666666666,0.8,11.842105263157894,8,9,0.6
抚州,2009,inv_grant_pub,17,14,0.08650519031141868,0.17647058823529413,0.4705882352941177,0.7647058823529411,11.56,14,17,1.0
抚顺,2009,inv_grant_pub,53,30,0.0622997508009968,0.1320754716981132,0.4716981132075471,0.6226415094339623,16.05142857142857,22,30,0.5660377358490566
拉萨,2009,inv_grant_pub,4,4,0.25,0.25,1.0,1.0,4.0,2,2,0.5
揭阳,2009,inv_grant_pub,29,24,0.04875148632580262,0.10344827586206896,0.3448275862068966,0.5172413793103449,20.51219512195122,15,19,0.6551724137931034
攀枝花,2009,inv_grant_pub,68,20,0.20934256055363312,0.39705882352941174,0.7647058823529411,0.8529411764705881,4.776859504132234,16,27,0.39705882352941174
文山壮族苗族自治州,2009,inv_grant_pub,2,2,0.5,0.5,1.0,1.0,2.0,1,1,0.5
新乡,2009,inv_grant_pub,52,36,0.04437869822485208,0.1346153846153846,0.32692307692307687,0.49999999999999994,22.533333333333328,24,26,0.5
新余,2009,inv_grant_pub,7,5,0.22448979591836732,0.2857142857142857,0.9999999999999998,0.9999999999999998,4.454545454545455,4,5,0.7142857142857143
无锡,2009,inv_grant_pub,701,368,0.02594418814776526,0.14835948644793154,0.21255349500713272,0.26676176890156916,38.544277982586884,245,309,0.44079885877318115
日照,2009,inv_grant_pub,30,25,0.04666666666666667,0.1,0.3333333333333333,0.5,21.428571428571427,23,27,0.9
昆明,2009,inv_grant_pub,365,170,0.028200412835428776,0.13150684931506848,0.2602739726027397,0.37808219178082186,35.460473782273105,92,106,0.29041095890410956
昌吉回族自治州,2009,inv_grant_pub,10,10,0.10000000000000003,0.1,0.5,1.0,9.999999999999996,9,9,0.9
昌江黎族自治县,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
昌都,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0
昭通,2009,inv_grant_pub,6,3,0.5,0.6666666666666666,0.9999999999999999,0.9999999999999999,2.0,2,2,0.3333333333333333
晋中,2009,inv_grant_pub,21,20,0.052154195011337855,0.09523809523809523,0.2857142857142857,0.5238095238095237,19.173913043478265,15,15,0.7142857142857143
晋城,2009,inv_grant_pub,16,12,0.1171875,0.25,0.5625,0.875,8.533333333333333,11,15,0.9375
景德镇,2009,inv_grant_pub,16,6,0.21875,0.3125,0.9375,1.0,4.571428571428571,5,11,0.6875
曲靖,2009,inv_grant_pub,8,7,0.15625,0.25,0.75,1.0,6.4,7,8,1.0
朔州,2009,inv_grant_pub,8,8,0.125,0.125,0.625,1.0,8.0,5,5,0.625
朝阳,2009,inv_grant_pub,15,11,0.10222222222222223,0.13333333333333333,0.6,0.9333333333333333,9.782608695652174,9,11,0.7333333333333333
本溪,2009,inv_grant_pub,25,20,0.05919999999999999,0.12,0.4,0.6000000000000001,16.891891891891895,14,15,0.6
来宾,2009,inv_grant_pub,2,2,0.5,0.5,1.0,1.0,2.0,1,1,0.5
杭州,2009,inv_grant_pub,2553,535,0.14826101838823438,0.35801018409714064,0.5898942420681552,0.6525656090873483,6.744861264755467,320,429,0.16803760282021152
松原,2009,inv_grant_pub,6,6,0.16666666666666669,0.16666666666666666,0.8333333333333333,0.9999999999999999,5.999999999999999,3,3,0.5
林芝,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0
枣庄,2009,inv_grant_pub,88,69,0.01730371900826446,0.03409090909090909,0.1590909090909091,0.2727272727272727,57.79104477611941,62,75,0.8522727272727273
柳州,2009,inv_grant_pub,40,30,0.04250000000000001,0.1,0.32499999999999996,0.5000000000000001,23.529411764705877,23,28,0.7
株洲,2009,inv_grant_pub,139,59,0.0598830288287356,0.2014388489208633,0.3956834532374101,0.539568345323741,16.69922212618841,40,55,0.39568345323741005
桂林,2009,inv_grant_pub,113,55,0.06523611872503723,0.20353982300884957,0.4336283185840708,0.5575221238938054,15.328931572629044,39,45,0.39823008849557523
梅州,2009,inv_grant_pub,17,13,0.10726643598615916,0.23529411764705882,0.5294117647058824,0.8235294117647058,9.322580645161292,7,7,0.4117647058823529
梧州,2009,inv_grant_pub,14,9,0.1836734693877551,0.35714285714285715,0.7142857142857142,0.9999999999999999,5.444444444444444,6,6,0.42857142857142855
楚雄彝族自治州,2009,inv_grant_pub,13,9,0.14792899408284027,0.23076923076923078,0.6923076923076923,1.0,6.759999999999998,6,10,0.7692307692307693
榆林,2009,inv_grant_pub,7,6,0.18367346938775508,0.2857142857142857,0.857142857142857,0.9999999999999998,5.444444444444445,4,4,0.5714285714285714
武威,2009,inv_grant_pub,2,2,0.5,0.5,1.0,1.0,2.0,2,2,1.0
武汉,2009,inv_grant_pub,1274,298,0.06232856625321304,0.14756671899529042,0.4819466248037677,0.5855572998430141,16.044007749792414,173,216,0.1695447409733124
毕节,2009,inv_grant_pub,3,3,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,1,1,0.3333333333333333
永州,2009,inv_grant_pub,13,12,0.08875739644970415,0.15384615384615385,0.46153846153846156,0.846153846153846,11.266666666666666,8,8,0.6153846153846154
汉中,2009,inv_grant_pub,9,7,0.16049382716049382,0.2222222222222222,0.7777777777777779,1.0000000000000002,6.230769230769231,6,7,0.7777777777777778
汕头,2009,inv_grant_pub,81,61,0.02118579484834628,0.04938271604938271,0.19753086419753085,0.345679012345679,47.20143884892089,42,51,0.6296296296296297
汕尾,2009,inv_grant_pub,14,5,0.530612244897959,0.7142857142857143,0.9999999999999999,0.9999999999999999,1.8846153846153852,2,2,0.14285714285714285
江门,2009,inv_grant_pub,105,63,0.057777777777777796,0.18095238095238095,0.4,0.49523809523809526,17.307692307692303,47,50,0.47619047619047616
池州,2009,inv_grant_pub,5,5,0.20000000000000004,0.2,1.0,1.0,4.999999999999999,4,4,0.8
沈阳,2009,inv_grant_pub,789,305,0.028925931815954802,0.11026615969581749,0.30925221799746516,0.42712294043092525,34.5710557005609,197,245,0.3105196451204056
沧州,2009,inv_grant_pub,30,28,0.03777777777777778,0.06666666666666667,0.2333333333333333,0.4,26.470588235294116,23,25,0.8333333333333334
河池,2009,inv_grant_pub,7,5,0.26530612244897955,0.42857142857142855,0.9999999999999998,0.9999999999999998,3.7692307692307696,5,7,1.0
河源,2009,inv_grant_pub,4,4,0.25,0.25,1.0,1.0,4.0,4,4,1.0
泉州,2009,inv_grant_pub,79,54,0.03925652940233938,0.1518987341772152,0.29113924050632917,0.41772151898734183,25.47346938775509,41,49,0.620253164556962
泰安,2009,inv_grant_pub,90,72,0.01827160493827161,0.06666666666666667,0.16666666666666669,0.27777777777777773,54.72972972972971,57,72,0.8
泰州,2009,inv_grant_pub,113,80,0.018090688385934695,0.05309734513274336,0.19469026548672563,0.3097345132743363,55.277056277056246,60,79,0.6991150442477876
泸州,2009,inv_grant_pub,10,10,0.10000000000000003,0.1,0.5,1.0,9.999999999999996,5,5,0.5
洛阳,2009,inv_grant_pub,171,73,0.05536746349304058,0.1695906432748538,0.4327485380116959,0.5497076023391814,18.06114885731934,52,64,0.3742690058479532
济南,2009,inv_grant_pub,850,343,0.03799861591695502,0.17529411764705882,0.29647058823529415,0.38117647058823534,26.316748014861222,244,345,0.40588235294117647
济宁,2009,inv_grant_pub,84,67,0.01842403628117913,0.047619047619047616,0.17857142857142858,0.29761904761904767,54.276923076923104,55,63,0.75
济源,2009,inv_grant_pub,9,5,0.3580246913580247,0.5555555555555556,1.0000000000000002,1.0000000000000002,2.7931034482758617,4,4,0.4444444444444444
海东,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
海北藏族自治州,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
海口,2009,inv_grant_pub,60,37,0.038333333333333344,0.08333333333333333,0.31666666666666665,0.5,26.086956521739122,27,40,0.6666666666666666
海西蒙古族藏族自治州,2009,inv_grant_pub,3,2,0.5555555555555556,0.6666666666666666,1.0,1.0,1.7999999999999998,1,1,0.3333333333333333
淄博,2009,inv_grant_pub,226,112,0.04080194220377477,0.16371681415929204,0.331858407079646,0.424778761061947,24.508637236084454,68,87,0.38495575221238937
淮北,2009,inv_grant_pub,16,10,0.2265625,0.4375,0.6875,1.0,4.413793103448276,7,7,0.4375
淮南,2009,inv_grant_pub,13,7,0.2307692307692308,0.38461538461538464,0.846153846153846,0.9999999999999998,4.333333333333332,4,4,0.3076923076923077
淮安,2009,inv_grant_pub,129,57,0.0429661678985638,0.10077519379844961,0.37209302325581395,0.5736434108527133,23.27412587412587,41,71,0.5503875968992248
深圳,2009,inv_grant_pub,8614,761,0.227620233022209,0.4260506152774553,0.7663106570698862,0.8248200603668446,4.393282559825996,521,708,0.0821917808219178
清远,2009,inv_grant_pub,4,4,0.25,0.25,1.0,1.0,4.0,2,2,0.5
温州,2009,inv_grant_pub,370,263,0.008195763330898465,0.051351351351351354,0.13783783783783785,0.1891891891891892,122.01426024955438,202,237,0.6405405405405405
渭南,2009,inv_grant_pub,21,17,0.07936507936507935,0.19047619047619047,0.42857142857142855,0.6666666666666667,12.600000000000003,13,16,0.7619047619047619
湖州,2009,inv_grant_pub,89,64,0.020073223077894206,0.0449438202247191,0.19101123595505617,0.3146067415730337,49.81761006289308,45,57,0.6404494382022472
湘潭,2009,inv_grant_pub,89,51,0.060977149349829556,0.20224719101123595,0.4044943820224719,0.5280898876404494,16.399585921325055,35,42,0.47191011235955055
湘西土家族苗族自治州,2009,inv_grant_pub,16,15,0.0703125,0.125,0.375,0.6875,14.222222222222221,12,13,0.8125
湛江,2009,inv_grant_pub,48,27,0.07725694444444443,0.1875,0.5,0.6458333333333335,12.943820224719103,17,24,0.5
滁州,2009,inv_grant_pub,11,9,0.14049586776859505,0.2727272727272727,0.6363636363636365,1.0,7.117647058823529,8,8,0.7272727272727273
滨州,2009,inv_grant_pub,30,23,0.05555555555555556,0.13333333333333333,0.39999999999999997,0.5666666666666667,18.0,14,15,0.5
漯河,2009,inv_grant_pub,12,9,0.13888888888888887,0.25,0.6666666666666666,0.9999999999999999,7.200000000000001,3,3,0.25
漳州,2009,inv_grant_pub,22,18,0.07024793388429751,0.13636363636363635,0.4090909090909091,0.6363636363636362,14.235294117647062,16,18,0.8181818181818182
潍坊,2009,inv_grant_pub,179,136,0.012452794856589993,0.055865921787709494,0.17318435754189945,0.23463687150837986,80.30325814536342,102,113,0.6312849162011173
潜江,2009,inv_grant_pub,2,2,0.5,0.5,1.0,1.0,2.0,2,2,1.0
潮州,2009,inv_grant_pub,25,22,0.049599999999999984,0.08,0.31999999999999995,0.52,20.16129032258065,16,18,0.72
澄迈县,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
澳门特别行政区,2009,inv_grant_pub,2,2,0.5,0.5,1.0,1.0,2.0,1,1,0.5
濮阳,2009,inv_grant_pub,48,29,0.07812499999999999,0.20833333333333334,0.47916666666666674,0.6041666666666667,12.800000000000002,20,22,0.4583333333333333
烟台,2009,inv_grant_pub,229,150,0.011918155641578155,0.056768558951965066,0.148471615720524,0.24017467248908295,83.90559999999999,111,140,0.611353711790393
焦作,2009,inv_grant_pub,40,26,0.053750000000000006,0.125,0.4,0.6000000000000001,18.604651162790695,21,28,0.7
牡丹江,2009,inv_grant_pub,23,20,0.05860113421550093,0.13043478260869565,0.34782608695652173,0.5652173913043478,17.064516129032263,19,22,0.9565217391304348
玉林,2009,inv_grant_pub,14,13,0.0816326530612245,0.14285714285714285,0.4285714285714285,0.7857142857142856,12.249999999999998,11,12,0.8571428571428571
玉溪,2009,inv_grant_pub,21,17,0.07029478458049886,0.14285714285714285,0.42857142857142855,0.6666666666666667,14.225806451612906,13,15,0.7142857142857143
珠海,2009,inv_grant_pub,201,89,0.06027078537659957,0.19402985074626866,0.4129353233830846,0.5074626865671642,16.591786447638608,64,86,0.42786069651741293
琼中黎族苗族自治县,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0
琼海,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
甘孜藏族自治州,2009,inv_grant_pub,5,4,0.28,0.4,1.0,1.0,3.571428571428571,2,2,0.4
白城,2009,inv_grant_pub,4,4,0.25,0.25,1.0,1.0,4.0,2,2,0.5
白山,2009,inv_grant_pub,7,5,0.26530612244897955,0.42857142857142855,0.9999999999999998,0.9999999999999998,3.7692307692307696,3,3,0.42857142857142855
白银,2009,inv_grant_pub,3,3,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,2,2,0.6666666666666666
百色,2009,inv_grant_pub,6,6,0.16666666666666669,0.16666666666666666,0.8333333333333333,0.9999999999999999,5.999999999999999,5,5,0.8333333333333334
益阳,2009,inv_grant_pub,22,16,0.08677685950413222,0.18181818181818182,0.5,0.7272727272727272,11.523809523809526,14,17,0.7727272727272727
盐城,2009,inv_grant_pub,87,61,0.025498744880433355,0.06896551724137931,0.25287356321839083,0.367816091954023,39.21761658031087,46,59,0.6781609195402298
盘锦,2009,inv_grant_pub,39,18,0.30309007232084145,0.5384615384615384,0.6666666666666667,0.7948717948717949,3.299349240780912,14,15,0.38461538461538464
眉山,2009,inv_grant_pub,16,8,0.25,0.4375,0.8125,1.0,4.0,3,3,0.1875
石嘴山,2009,inv_grant_pub,8,6,0.21875,0.375,0.875,1.0,4.571428571428571,4,4,0.5
石家庄,2009,inv_grant_pub,216,124,0.019633058984910842,0.06944444444444445,0.23148148148148148,0.37037037037037035,50.934497816593876,81,96,0.4444444444444444
石河子,2009,inv_grant_pub,6,5,0.22222222222222227,0.3333333333333333,0.9999999999999999,0.9999999999999999,4.499999999999999,4,4,0.6666666666666666
神农架林区,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0
福州,2009,inv_grant_pub,300,158,0.0382,0.15333333333333332,0.35333333333333333,0.42,26.17801047120419,118,142,0.47333333333333333
秦皇岛,2009,inv_grant_pub,72,24,0.4494598765432098,0.6666666666666666,0.7361111111111109,0.8055555555555555,2.2248927038626616,16,16,0.2222222222222222
红河哈尼族彝族自治州,2009,inv_grant_pub,24,19,0.0625,0.125,0.41666666666666663,0.6249999999999999,16.0,13,16,0.6666666666666666
绍兴,2009,inv_grant_pub,256,151,0.011993408203125,0.05078125,0.16015625,0.23828125,83.3791348600509,108,147,0.57421875
绥化,2009,inv_grant_pub,20,16,0.07,0.1,0.45,0.7000000000000002,14.285714285714285,11,15,0.75
绵阳,2009,inv_grant_pub,96,41,0.11480034722222224,0.2708333333333333,0.5520833333333333,0.6666666666666666,8.710775047258979,24,25,0.2604166666666667
聊城,2009,inv_grant_pub,85,67,0.023114186851211076,0.08235294117647059,0.2352941176470588,0.3294117647058824,43.26347305389221,60,76,0.8941176470588236
肇庆,2009,inv_grant_pub,22,14,0.12396694214876028,0.2727272727272727,0.5909090909090908,0.8181818181818181,8.06666666666667,11,14,0.6363636363636364
自贡,2009,inv_grant_pub,27,14,0.15775034293552817,0.3333333333333333,0.6666666666666667,0.8518518518518516,6.339130434782606,11,12,0.4444444444444444
舟山,2009,inv_grant_pub,20,15,0.08000000000000002,0.15,0.49999999999999994,0.7500000000000001,12.499999999999998,13,18,0.9
芜湖,2009,inv_grant_pub,121,37,0.2637114951164536,0.5041322314049587,0.6446280991735537,0.7355371900826446,3.792022792022795,33,49,0.4049586776859504
苏州,2009,inv_grant_pub,1008,432,0.016052138447971778,0.08234126984126984,0.22619047619047616,0.29960317460317465,62.29699570815452,313,468,0.4642857142857143
茂名,2009,inv_grant_pub,14,13,0.0816326530612245,0.14285714285714285,0.4285714285714285,0.7857142857142856,12.249999999999998,12,13,0.9285714285714286
荆州,2009,inv_grant_pub,26,22,0.053254437869822494,0.11538461538461539,0.34615384615384615,0.5384615384615384,18.777777777777775,14,15,0.5769230769230769
荆门,2009,inv_grant_pub,11,10,0.10743801652892562,0.18181818181818182,0.5454545454545455,1.0,9.307692307692307,10,11,1.0
莆田,2009,inv_grant_pub,12,11,0.09722222222222224,0.16666666666666666,0.49999999999999994,0.9166666666666667,10.285714285714285,8,8,0.6666666666666666
菏泽,2009,inv_grant_pub,38,32,0.034626038781163423,0.05263157894736842,0.2631578947368421,0.42105263157894735,28.88000000000001,28,32,0.8421052631578947
萍乡,2009,inv_grant_pub,14,14,0.07142857142857142,0.07142857142857142,0.3571428571428571,0.7142857142857142,14.0,13,13,0.9285714285714286
营口,2009,inv_grant_pub,31,25,0.048907388137356914,0.0967741935483871,0.3548387096774194,0.5161290322580645,20.446808510638302,14,17,0.5483870967741935
葫芦岛,2009,inv_grant_pub,47,32,0.09551833408782255,0.2765957446808511,0.42553191489361697,0.5319148936170213,10.469194312796208,27,30,0.6382978723404256
蚌埠,2009,inv_grant_pub,20,18,0.06000000000000001,0.1,0.35,0.6000000000000001,16.666666666666664,13,15,0.75
衡水,2009,inv_grant_pub,25,24,0.0432,0.08,0.24000000000000002,0.43999999999999995,23.148148148148145,20,21,0.84
衡阳,2009,inv_grant_pub,29,21,0.06777645659928656,0.1724137931034483,0.4482758620689655,0.6206896551724137,14.75438596491228,15,18,0.6206896551724138
衢州,2009,inv_grant_pub,53,41,0.032395870416518334,0.09433962264150944,0.2641509433962264,0.41509433962264153,30.86813186813187,26,34,0.6415094339622641
襄阳,2009,inv_grant_pub,26,22,0.05029585798816569,0.07692307692307693,0.34615384615384615,0.5384615384615384,19.882352941176467,20,24,0.9230769230769231
西双版纳傣族自治州,2009,inv_grant_pub,7,3,0.5510204081632654,0.7142857142857143,1.0,1.0,1.8148148148148147,3,7,1.0
西宁,2009,inv_grant_pub,33,21,0.09274563820018368,0.24242424242424243,0.5151515151515151,0.6666666666666666,10.782178217821778,16,19,0.5757575757575758
西安,2009,inv_grant_pub,1078,276,0.07043552789643436,0.22356215213358072,0.4573283858998145,0.5677179962894249,14.197380638225086,170,220,0.20408163265306123
许昌,2009,inv_grant_pub,32,25,0.064453125,0.1875,0.375,0.53125,15.515151515151516,19,21,0.65625
贵港,2009,inv_grant_pub,9,5,0.2839506172839506,0.4444444444444444,1.0,1.0,3.5217391304347827,3,6,0.6666666666666666
贵阳,2009,inv_grant_pub,244,110,0.06375974200483739,0.19262295081967212,0.45491803278688525,0.5245901639344261,15.683877766069552,62,82,0.3360655737704918
贺州,2009,inv_grant_pub,8,2,0.53125,0.625,1.0,1.0,1.8823529411764706,1,3,0.375
资阳,2009,inv_grant_pub,9,9,0.1111111111111111,0.1111111111111111,0.5555555555555556,1.0,9.0,9,9,1.0
赣州,2009,inv_grant_pub,23,20,0.05860113421550093,0.13043478260869565,0.34782608695652173,0.5652173913043478,17.064516129032263,17,18,0.782608695652174
赤峰,2009,inv_grant_pub,29,26,0.04161712247324613,0.06896551724137931,0.27586206896551724,0.4482758620689655,24.028571428571432,23,25,0.8620689655172413
辽源,2009,inv_grant_pub,4,4,0.25,0.25,1.0,1.0,4.0,3,3,0.75
辽阳,2009,inv_grant_pub,19,18,0.05817174515235456,0.10526315789473684,0.3157894736842105,0.5789473684210527,17.190476190476193,15,16,0.8421052631578947
达州,2009,inv_grant_pub,4,4,0.25,0.25,1.0,1.0,4.0,4,4,1.0
运城,2009,inv_grant_pub,50,31,0.07439999999999998,0.22,0.43999999999999995,0.5800000000000001,13.440860215053767,21,35,0.7
连云港,2009,inv_grant_pub,71,38,0.06566157508430862,0.15492957746478872,0.4788732394366197,0.6056338028169014,15.229607250755299,25,26,0.36619718309859156
迪庆藏族自治州,2009,inv_grant_pub,3,1,1.0,1.0,1.0,1.0,1.0,1,3,1.0
通化,2009,inv_grant_pub,28,21,0.06632653061224489,0.14285714285714285,0.42857142857142855,0.6071428571428571,15.076923076923078,13,13,0.4642857142857143
通辽,2009,inv_grant_pub,14,14,0.07142857142857142,0.07142857142857142,0.3571428571428571,0.7142857142857142,14.0,13,13,0.9285714285714286
遂宁,2009,inv_grant_pub,12,6,0.25,0.4166666666666667,0.9166666666666667,1.0,4.0,4,8,0.6666666666666666
遵义,2009,inv_grant_pub,38,23,0.07756232686980605,0.18421052631578946,0.5,0.6578947368421051,12.892857142857151,16,22,0.5789473684210527
邢台,2009,inv_grant_pub,14,13,0.0816326530612245,0.14285714285714285,0.4285714285714285,0.7857142857142856,12.249999999999998,12,13,0.9285714285714286
邯郸,2009,inv_grant_pub,73,57,0.02420716832426346,0.0821917808219178,0.2191780821917808,0.3561643835616438,41.31007751937985,44,52,0.7123287671232876
邵阳,2009,inv_grant_pub,14,11,0.11224489795918367,0.21428571428571427,0.5714285714285713,0.9285714285714284,8.909090909090908,7,10,0.7142857142857143
郑州,2009,inv_grant_pub,473,240,0.04035686030867701,0.15856236786469344,0.3678646934460888,0.42283298097251587,24.778934544246322,163,188,0.3974630021141649
郴州,2009,inv_grant_pub,28,25,0.0433673469387755,0.07142857142857142,0.2857142857142857,0.46428571428571425,23.058823529411768,19,21,0.75
鄂尔多斯,2009,inv_grant_pub,13,8,0.17159763313609472,0.3076923076923077,0.7692307692307692,1.0,5.82758620689655,6,11,0.8461538461538461
鄂州,2009,inv_grant_pub,9,9,0.1111111111111111,0.1111111111111111,0.5555555555555556,1.0,9.0,7,7,0.7777777777777778
酒泉,2009,inv_grant_pub,1,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0
重庆,2009,inv_grant_pub,817,256,0.0635710850665704,0.2350061199510404,0.357405140758874,0.4553243574051408,15.730422077156925,152,195,0.2386780905752754
金华,2009,inv_grant_pub,263,130,0.0298544145498706,0.12167300380228137,0.30038022813688214,0.42965779467680615,33.49588377723972,100,120,0.45627376425855515
金昌,2009,inv_grant_pub,15,1,1.0,1.0,1.0,1.0,1.0,0,0,0.0
钦州,2009,inv_grant_pub,5,5,0.20000000000000004,0.2,1.0,1.0,4.999999999999999,4,4,0.8
