city,year,scope,total_patents,active_applicants,hhi,top1_share,top5_share,top10_share,effective_applicants,new_applicants,new_patents,new_applicant_share
伊犁,2024,all_pub,1898,500,0.006537301202197201,0.038461538461538464,0.11275026343519495,0.17544783983140144,152.96832271762204,500,1898,1.0
伊犁哈萨克自治州,2024,all_pub,2,2,0.5,0.5,1.0,1.0,2.0,2,2,1.0
佛山,2024,all_pub,105373,16304,0.0027086423756922393,0.03992483843109715,0.08021030055137464,0.11317889782012469,369.1886418724558,16304,105373,1.0
佳木斯,2024,all_pub,1844,425,0.10759230852480461,0.32212581344902386,0.40835140997830804,0.4609544468546638,9.294344676780101,425,1844,1.0
保亭,2024,all_pub,67,17,0.12497215415460013,0.208955223880597,0.7164179104477612,0.8955223880597015,8.001782531194296,17,67,1.0
保定,2024,all_pub,24989,4770,0.046510758863316806,0.20953219416543278,0.29424946976669736,0.32526311577093925,21.500401722937774,4770,24989,1.0
保山,2024,all_pub,834,230,0.016861331079021675,0.07913669064748201,0.20983213429256595,0.30455635491606714,59.30729877216917,230,834,1.0
信阳,2024,all_pub,3978,936,0.004454868796985735,0.03645047762694822,0.102061337355455,0.14203117144293617,224.47350204266905,936,3978,1.0
儋州,2024,all_pub,742,189,0.018359355134008035,0.09703504043126684,0.1967654986522911,0.28436657681940697,54.468144044321335,189,742,1.0
克孜勒苏,2024,all_pub,275,64,0.03344132231404959,0.09454545454545454,0.29090909090909084,0.469090909090909,29.903123764333728,64,275,1.0
克拉玛依,2024,all_pub,2477,398,0.00729700731591359,0.03794913201453371,0.11546225272507066,0.1683488090431974,137.0424828572067,398,2477,1.0
六安,2024,all_pub,10068,1978,0.0027540377400304865,0.026221692491060787,0.08531982518871672,0.1204807310290028,363.1032303823586,1978,10068,1.0
六盘水,2024,all_pub,1376,323,0.033774590995132504,0.14171511627906977,0.33066860465116277,0.407703488372093,29.60805654594358,323,1376,1.0
兰州,2024,all_pub,18864,1995,0.02352090019287201,0.08672603901611535,0.3017387616624258,0.396363443596268,42.51537959006557,1995,18864,1.0
兴安,2024,all_pub,587,248,0.012360369040743655,0.05792163543441227,0.18398637137989776,0.2691652470187394,80.90373327072082,248,587,1.0
兴安盟,2024,all_pub,9,4,0.3333333333333333,0.4444444444444444,1.0,1.0,3.0,4,9,1.0
内江,2024,all_pub,1745,425,0.009392697925304389,0.0498567335243553,0.1478510028653295,0.21088825214899712,106.4656830180763,425,1745,1.0
凉山,2024,all_pub,2119,410,0.017863724708312236,0.0873053327041057,0.23076923076923075,0.29919773478055683,55.979366919749175,410,2119,1.0
凉山彝族自治州,2024,all_pub,19,10,0.16897506925207756,0.2631578947368421,0.7368421052631577,0.9999999999999998,5.918032786885246,10,19,1.0
包头,2024,all_pub,7513,935,0.042008147765489015,0.17729269266604553,0.334486889391721,0.40995607613469986,23.80490579071736,935,7513,1.0
北京,2024,all_pub,522990,30142,0.003916991563381045,0.02829882024512897,0.09509168435342932,0.15615212527964206,255.29797136882934,30142,522990,1.0
北屯,2024,all_pub,69,21,0.10228943499264857,0.2318840579710145,0.5942028985507247,0.8260869565217392,9.776180698151954,21,69,1.0
北海,2024,all_pub,1077,316,0.011282587123867063,0.0510677808727948,0.16527390900649952,0.2590529247910863,88.63215404599985,316,1077,1.0
十堰,2024,all_pub,6201,1034,0.02660725919299551,0.14658925979680695,0.2591517497177874,0.31414288018061604,37.58372828807767,1034,6201,1.0
南京,2024,all_pub,150110,15306,0.007948762695600735,0.04804476717074146,0.16252081806675106,0.24184931050562922,125.80574339619584,15306,150110,1.0
南充,2024,all_pub,3208,770,0.0072714100036691326,0.0408354114713217,0.14650872817955113,0.2057356608478803,137.52490912978402,770,3208,1.0
南宁,2024,all_pub,19149,3015,0.01525541319954497,0.08674082197503787,0.22497258342472193,0.28910125855136043,65.55050242951319,3015,19149,1.0
南平,2024,all_pub,3778,807,0.005349294528154838,0.044732662784542084,0.10111169931180519,0.15087347803070408,186.94053855825652,807,3778,1.0
南投县,2024,all_pub,65,30,0.07786982248520714,0.18461538461538463,0.49230769230769234,0.6461538461538462,12.841945288753791,30,65,1.0
南昌,2024,all_pub,28731,3172,0.012673427774349853,0.06724443980369636,0.2077198844453726,0.28871254046152245,78.90525103428855,3172,28731,1.0
南通,2024,all_pub,69042,9465,0.0019669678606486817,0.03788998001216651,0.06595985052576693,0.08287708930795747,508.3967155773518,9465,69042,1.0
南阳,2024,all_pub,8270,1977,0.002163821098388868,0.016324062877871828,0.06977025392986698,0.10229746070133011,462.1454152307588,1977,8270,1.0
博尔塔拉,2024,all_pub,435,144,0.016250495441934205,0.06436781609195402,0.18390804597701146,0.2850574712643678,61.53658536585366,144,435,1.0
博尔塔拉蒙古自治州,2024,all_pub,3,3,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,3,3,1.0
厦门,2024,all_pub,52275,7034,0.004599734006117175,0.0557819225251076,0.1095169775227164,0.13972262075561934,217.40387567413734,7034,52275,1.0
双河,2024,all_pub,91,18,0.0996256490761985,0.18681318681318682,0.6373626373626374,0.8461538461538463,10.03757575757576,18,91,1.0
双鸭山,2024,all_pub,480,214,0.01710069444444444,0.0875,0.21874999999999997,0.2895833333333333,58.47715736040611,214,480,1.0
可克达拉,2024,all_pub,56,13,0.11670918367346937,0.19642857142857142,0.6964285714285714,0.9464285714285714,8.568306010928962,13,56,1.0
台中,2024,all_pub,1156,334,0.04380485147447947,0.18079584775086505,0.34515570934256057,0.42301038062283736,22.82852164406027,334,1156,1.0
台北,2024,all_pub,2274,574,0.016958172728461157,0.06860158311345646,0.23482849604221634,0.36015831134564635,58.96861743374538,574,2274,1.0
台南,2024,all_pub,606,200,0.03439749915585619,0.13036303630363036,0.3366336633663366,0.41914191419141916,29.071880937302083,200,606,1.0
台州,2024,all_pub,40225,8311,0.0006041733088542888,0.006886264760720945,0.02555624611559975,0.04477315102548167,1655.1542170843807,8311,40225,1.0
台湾省,2024,all_pub,153,79,0.03020205903712247,0.11764705882352941,0.27450980392156865,0.4183006535947713,33.11032531824611,79,153,1.0
合肥,2024,all_pub,114995,13226,0.006543311731183976,0.04712378799078221,0.14636288534284098,0.2099395625896778,152.8278096906527,13226,114995,1.0
吉安,2024,all_pub,6992,1599,0.0026150759416449783,0.02402745995423341,0.07208237986270022,0.10740846681922198,382.39807268119466,1599,6992,1.0
吉林,2024,all_pub,4358,731,0.05115393906665928,0.19871500688389168,0.38871041762276276,0.44997705369435514,19.548836673103292,731,4358,1.0
吐鲁番,2024,all_pub,544,132,0.01974751297577855,0.07352941176470588,0.2224264705882353,0.3272058823529411,50.63928815879534,132,544,1.0
吕梁,2024,all_pub,1877,580,0.0156062976973026,0.10761854022376133,0.17900905700586042,0.23441662226957913,64.07669643344305,580,1877,1.0
吴忠,2024,all_pub,1933,481,0.0048781088342559,0.032591826176927054,0.08018623900672531,0.12571132953957578,204.99747627146547,481,1933,1.0
周口,2024,all_pub,3868,1142,0.0033564986862213123,0.03852119958634954,0.07109617373319546,0.09307135470527406,297.92950734796284,1142,3868,1.0
呼伦贝尔,2024,all_pub,1983,410,0.062029774515555684,0.20121028744326777,0.4225920322743318,0.5098335854765507,16.121290264391053,410,1983,1.0
呼和浩特,2024,all_pub,13941,1812,0.026350841134058556,0.11197188150060972,0.31281830571695,0.41065920665662425,37.94945272951824,1812,13941,1.0
和田,2024,all_pub,531,154,0.01614053007330801,0.054613935969868174,0.17137476459510356,0.3088512241054614,61.95583388266316,154,531,1.0
和田地区,2024,all_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
咸宁,2024,all_pub,4617,911,0.01200275521212511,0.0950833874810483,0.16244314489928524,0.19449859215941087,83.31420430784144,911,4617,1.0
咸阳,2024,all_pub,9384,1747,0.037236182789955004,0.18595481670929243,0.2504262574595056,0.3067988064791134,26.8555991799934,1747,9384,1.0
哈密,2024,all_pub,1082,236,0.014676388286222884,0.05083179297597042,0.1987060998151571,0.2865064695009242,68.13665463857525,236,1082,1.0
哈尔滨,2024,all_pub,37011,4624,0.06288007816499944,0.21977250006754748,0.4347086001459025,0.48655805030936744,15.903288118948682,4624,37011,1.0
唐山,2024,all_pub,16480,3207,0.006307049144594212,0.05254854368932039,0.1433859223300971,0.183373786407767,158.55275217842603,3207,16480,1.0
商丘,2024,all_pub,4507,1398,0.002511341355007808,0.01952518304859108,0.06545373862879963,0.0976259152429554,398.1935781075412,1398,4507,1.0
商洛,2024,all_pub,930,243,0.025078043704474504,0.13548387096774195,0.22365591397849463,0.29462365591397843,39.87551867219917,243,930,1.0
喀什,2024,all_pub,1213,371,0.009345718171308488,0.057708161582852434,0.1483924154987634,0.20032976092333057,107.00087266380628,371,1213,1.0
喀什地区,2024,all_pub,5,4,0.28,0.4,1.0,1.0,3.571428571428571,4,5,1.0
嘉义,2024,all_pub,10,10,0.10000000000000003,0.1,0.5,1.0,9.999999999999996,10,10,1.0
嘉义县,2024,all_pub,41,20,0.07911957168352172,0.17073170731707318,0.5365853658536585,0.7560975609756099,12.6390977443609,20,41,1.0
嘉兴,2024,all_pub,55114,8169,0.000971179104985071,0.014696810247849912,0.042765903400224986,0.06285154407228653,1029.6761893527066,8169,55114,1.0
嘉峪关,2024,all_pub,1244,195,0.09338587276806483,0.27491961414790994,0.4919614147909967,0.5635048231511254,10.708257794876765,195,1244,1.0
四平,2024,all_pub,1013,302,0.01592622657671397,0.09378084896347483,0.18361303060217177,0.26159921026653504,62.78951232943769,302,1013,1.0
固原,2024,all_pub,731,235,0.015089050286229718,0.06703146374829001,0.20930232558139536,0.292749658002736,66.27322336599282,235,731,1.0
图木舒克,2024,all_pub,233,49,0.050415369596050766,0.13733905579399142,0.38197424892703863,0.6008583690987125,19.835221044939715,49,233,1.0
基隆,2024,all_pub,12,6,0.25,0.4166666666666667,0.9166666666666667,1.0,4.0,6,12,1.0
塔城,2024,all_pub,739,233,0.015141333147782267,0.07036535859269283,0.19485791610284167,0.27604871447902574,66.04438263393398,233,739,1.0
塔城地区,2024,all_pub,3,3,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0,3,3,1.0
大兴安岭,2024,all_pub,180,67,0.03907407407407409,0.13333333333333333,0.3388888888888889,0.47777777777777775,25.592417061611364,67,180,1.0
大兴安岭地区,2024,all_pub,2,2,0.5,0.5,1.0,1.0,2.0,2,2,1.0
大同,2024,all_pub,2143,488,0.02183998123876825,0.08072795146990201,0.2902473168455436,0.3826411572561829,45.78758512048973,488,2143,1.0
大庆,2024,all_pub,4378,914,0.03999450301885273,0.13133851073549566,0.37322978529008677,0.4104613978985839,25.003436085419462,914,4378,1.0
大理,2024,all_pub,1433,369,0.017102112550882908,0.0928122819260293,0.2184228890439637,0.29448709002093515,58.4723084370284,369,1433,1.0
大理白族自治州,2024,all_pub,7,6,0.18367346938775508,0.2857142857142857,0.857142857142857,0.9999999999999998,5.444444444444445,6,7,1.0
大连,2024,all_pub,37844,4452,0.030813166923696032,0.1429288658704154,0.3147923052531445,0.36465489905929604,32.453658608877916,4452,37844,1.0
天水,2024,all_pub,1506,371,0.015419508332319238,0.049800796812749,0.21779548472775562,0.3300132802124834,64.8529109001487,371,1506,1.0
天津,2024,all_pub,98508,12519,0.007360900693077386,0.07317172209363706,0.1378771267308239,0.17396556624842655,135.85293997247612,12519,98508,1.0
天门,2024,all_pub,1154,271,0.006591495484022118,0.016464471403812825,0.07365684575389948,0.13691507798960137,151.71064023695604,271,1154,1.0
太原,2024,all_pub,26698,3384,0.01655229238538567,0.09157989362499064,0.23076634953929134,0.3114465503033935,60.41459253601143,3384,26698,1.0
威海,2024,all_pub,14999,2765,0.005713770699587632,0.05920394692979532,0.12020801386759118,0.15881058737249149,175.01577374677828,2765,14999,1.0
娄底,2024,all_pub,3180,654,0.032021083026779,0.16163522012578616,0.26163522012578616,0.3160377358490566,31.229424662610793,654,3180,1.0
孝感,2024,all_pub,7118,1247,0.0052901433318377844,0.04116324810339983,0.11899409946614217,0.17322281539758358,189.03079506025446,1247,7118,1.0
宁德,2024,all_pub,13940,1009,0.3264537915106554,0.5631276901004304,0.6817073170731707,0.6946197991391678,3.0632206640104536,1009,13940,1.0
宁波,2024,all_pub,104746,16174,0.0038432853411974966,0.049882573081549655,0.10851011017127146,0.13784774597598,260.19405566395403,16174,104746,1.0
安庆,2024,all_pub,9212,1818,0.0022139984678935455,0.026921406860616587,0.05916196265740339,0.08608336951801997,451.6714959389405,1818,9212,1.0
安康,2024,all_pub,2046,590,0.004173319611783333,0.02346041055718475,0.08651026392961877,0.12463343108504399,239.61740125930166,590,2046,1.0
安阳,2024,all_pub,5533,1131,0.016531440801651816,0.10789806614856316,0.2172420025302729,0.27308874028555935,60.49079520643357,1131,5533,1.0
安顺,2024,all_pub,1420,344,0.018665939297758376,0.07323943661971831,0.25704225352112675,0.34014084507042247,53.57351612731815,344,1420,1.0
定安,2024,all_pub,244,77,0.03362671324912659,0.10655737704918032,0.29508196721311475,0.4959016393442622,29.738261738261727,77,244,1.0
定安县,2024,all_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
定西,2024,all_pub,1223,442,0.006131458305615522,0.03025347506132461,0.11038430089942763,0.17170891251022077,163.0933376949079,442,1223,1.0
宜兰县,2024,all_pub,41,21,0.09934562760261748,0.24390243902439024,0.5365853658536586,0.7317073170731707,10.065868263473055,21,41,1.0
宜宾,2024,all_pub,5489,933,0.0068986745414843,0.03844051739843323,0.13773000546547642,0.20641282565130262,144.95538149924707,933,5489,1.0
宜昌,2024,all_pub,13720,1803,0.037277324924138766,0.18658892128279883,0.24263848396501458,0.29110787172011665,26.825959267062494,1803,13720,1.0
宜春,2024,all_pub,6646,1511,0.0020059626913851237,0.017303641287992777,0.05657538368943726,0.08441167619620824,498.51375815444345,1511,6646,1.0
宝鸡,2024,all_pub,5788,1166,0.00815768057162807,0.07325501036627505,0.1330338631651693,0.18054595715272975,122.5838632954005,1166,5788,1.0
宣城,2024,all_pub,11258,1818,0.0013182154023647491,0.008704920945105703,0.03632972108722686,0.06279978681826258,758.6013622706108,1818,11258,1.0
宿州,2024,all_pub,6243,1470,0.0031733378962525488,0.029633189171872496,0.08841902931283036,0.12702226493672913,315.12559730273847,1470,6243,1.0
宿迁,2024,all_pub,13969,2762,0.0011468641630462421,0.011167585367599686,0.03937289712935786,0.059989977808003435,871.9428439928325,2762,13969,1.0
屏东县,2024,all_pub,25,19,0.06239999999999999,0.12,0.44000000000000006,0.6400000000000001,16.02564102564103,19,25,1.0
屯昌,2024,all_pub,98,35,0.056643065389421064,0.1326530612244898,0.4285714285714286,0.6428571428571429,17.654411764705884,35,98,1.0
山南,2024,all_pub,220,51,0.17264462809917358,0.4,0.5545454545454546,0.6818181818181818,5.792245093346097,51,220,1.0
岳阳,2024,all_pub,4744,1235,0.0037910672289697958,0.03456998313659359,0.0927487352445194,0.13111298482293424,263.7779653070793,1235,4744,1.0
崇左,2024,all_pub,1022,241,0.022242561877443792,0.10176125244618395,0.2455968688845401,0.3131115459882583,44.95884986225895,241,1022,1.0
巴中,2024,all_pub,1333,404,0.005444909614500399,0.023255813953488372,0.07051762940735183,0.1245311327831958,183.6577777777778,404,1333,1.0
巴彦淖尔,2024,all_pub,1366,425,0.00764326704381025,0.04978038067349927,0.11932650073206442,0.17862371888726208,130.8341046136587,425,1366,1.0
巴音,2024,all_pub,1328,418,0.006472047829873714,0.03162650602409638,0.1091867469879518,0.16566265060240964,154.51060101629574,418,1328,1.0
巴音郭楞蒙古自治州,2024,all_pub,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1.0
常州,2024,all_pub,69976,9292,0.0028099999962096466,0.03338287412827255,0.098290842574597,0.12923002172173317,355.871886601025,9292,69976,1.0
常德,2024,all_pub,4569,1055,0.004077216634162462,0.029328080542788355,0.08776537535565769,0.14138761216896475,245.2653586324385,1055,4569,1.0
平凉,2024,all_pub,1150,303,0.0801194706994329,0.26608695652173914,0.40869565217391307,0.4808695652173914,12.481360539081521,303,1150,1.0
平顶山,2024,all_pub,4797,955,0.009565642552722893,0.0498228059203669,0.1861580154263081,0.23389618511569732,104.54080784310162,955,4797,1.0
广元,2024,all_pub,1344,369,0.011400979662698414,0.06696428571428571,0.15773809523809523,0.23139880952380953,87.71176070700203,369,1344,1.0
广安,2024,all_pub,1660,419,0.007473508491798521,0.03433734939759036,0.11686746987951807,0.1927710843373494,133.80596290181603,419,1660,1.0
广州,2024,all_pub,215987,25672,0.004390247339830004,0.03693277836166065,0.1258131276419414,0.1717186682531819,227.77759943673726,25672,215987,1.0
庆阳,2024,all_pub,1093,277,0.02743818477226365,0.11070448307410796,0.31290027447392493,0.41628545288197616,36.44555965709753,277,1093,1.0
廊坊,2024,all_pub,13753,3542,0.002359538865759868,0.025521704355413365,0.07496546208100051,0.11175743474151095,423.81162459807973,3542,13753,1.0
延安,2024,all_pub,2338,622,0.0224596633447025,0.12446535500427716,0.24679213002566294,0.3212147134302823,44.524264885558374,622,2338,1.0
延边,2024,all_pub,1118,285,0.054048086123636305,0.19320214669051877,0.3738819320214669,0.4338103756708408,18.502042749718758,285,1118,1.0
延边朝鲜族自治州,2024,all_pub,18,12,0.12962962962962965,0.2777777777777778,0.6111111111111112,0.888888888888889,7.714285714285713,12,18,1.0
开封,2024,all_pub,4406,929,0.024356564903757507,0.14616432137993646,0.21606899682251474,0.2414888788016341,41.05669268024446,929,4406,1.0
张家口,2024,all_pub,4225,1089,0.014897573614369247,0.09443786982248521,0.2037869822485207,0.28118343195266265,67.12502491247729,1089,4225,1.0
张家界,2024,all_pub,563,212,0.009215412232742,0.02664298401420959,0.12255772646536411,0.20603907637655416,108.51386511468678,212,563,1.0
张掖,2024,all_pub,1782,530,0.006940586813388909,0.04264870931537598,0.12457912457912457,0.17732884399551066,144.08003629764065,530,1782,1.0
彰化县,2024,all_pub,321,112,0.025087101250958352,0.07165109034267912,0.27414330218068533,0.4267912772585669,39.861121856866546,112,321,1.0
徐州,2024,all_pub,36385,5111,0.015113832798577819,0.11622921533599011,0.17042737391782325,0.20860244606293799,66.1645535799561,5111,36385,1.0
德宏,2024,all_pub,550,132,0.0316099173553719,0.12545454545454546,0.3018181818181818,0.42000000000000004,31.63564107927212,132,550,1.0
德宏傣族景颇族自治州,2024,all_pub,2,1,1.0,1.0,1.0,1.0,1.0,1,2,1.0
德州,2024,all_pub,15504,3301,0.001441511881217644,0.01741486068111455,0.0537280701754386,0.07604489164086688,693.7160997627718,3301,15504,1.0
德阳,2024,all_pub,8229,1199,0.0116564454413663,0.08773848584275125,0.17790740065621582,0.22602989427633974,85.78944627932697,1199,8229,1.0
忻州,2024,all_pub,1523,448,0.008098626919516851,0.050558108995403805,0.14576493762311227,0.20026263952724885,123.4777215863721,448,1523,1.0
怀化,2024,all_pub,2457,649,0.008240557284106328,0.05087505087505088,0.1566951566951567,0.2193732193732194,121.35101614167688,649,2457,1.0
怒江,2024,all_pub,210,61,0.07941043083900226,0.20952380952380953,0.4952380952380952,0.638095238095238,12.592804111936038,61,210,1.0
怒江傈僳族自治州,2024,all_pub,2,2,0.5,0.5,1.0,1.0,2.0,2,2,1.0
恩施,2024,all_pub,2183,660,0.00494031147695441,0.03893724232707284,0.09528172240036648,0.14063215758131012,202.41638703648647,660,2183,1.0
恩施土家族苗族自治州,2024,all_pub,5,5,0.20000000000000004,0.2,1.0,1.0,4.999999999999999,5,5,1.0
惠州,2024,all_pub,31504,5365,0.0029839939388092884,0.03361477907567293,0.09516251904520061,0.131443626206196,335.1213241401666,5365,31504,1.0
成都,2024,all_pub,135889,15920,0.005540836812088029,0.03936300951511896,0.14346267909838178,0.18641685493307036,180.47815409729714,15920,135889,1.0
扬州,2024,all_pub,31335,4796,0.005600894750895403,0.06921972235519387,0.10078187330461146,0.12525929471836605,178.54290153196186,4796,31335,1.0
承德,2024,all_pub,3765,1018,0.012669781255676717,0.07622841965471447,0.2,0.2640106241699868,78.9279609347595,1018,3765,1.0
抚州,2024,all_pub,4322,1079,0.0037988865336265865,0.04141601110596946,0.08144377602961593,0.11175381767700139,263.23502719765503,1079,4322,1.0
抚顺,2024,all_pub,2089,480,0.012878097472433622,0.08472953566299665,0.18046912398276688,0.24365725227381524,77.6512215519849,480,2089,1.0
拉萨,2024,all_pub,2747,583,0.009986868555285317,0.059337459046232256,0.170367673825992,0.223152530032763,100.13148710871671,583,2747,1.0
揭阳,2024,all_pub,9677,2993,0.0010022069782784178,0.007646998036581585,0.028727911542833523,0.049085460369949374,997.7978817487293,2993,9677,1.0
攀枝花,2024,all_pub,2608,242,0.09338067861041063,0.24616564417177914,0.5571319018404908,0.6518404907975459,10.708853425364955,242,2608,1.0
文山,2024,all_pub,1021,238,0.01769980267468375,0.07639569049951028,0.2193927522037218,0.31831537708129276,56.497804997019124,238,1021,1.0
文山壮族苗族自治州,2024,all_pub,6,6,0.16666666666666669,0.16666666666666666,0.8333333333333333,0.9999999999999999,5.999999999999999,6,6,1.0
文昌,2024,all_pub,421,110,0.021693626192585233,0.07125890736342043,0.20665083135391923,0.3562945368171021,46.09648894668401,110,421,1.0
新乡,2024,all_pub,16694,2514,0.0037043286389020938,0.03953516233377261,0.10117407451779084,0.14142805798490476,269.9544499098181,2514,16694,1.0
新余,2024,all_pub,2334,403,0.017913354172036045,0.07326478149100257,0.24678663239074553,0.34361610968294776,55.8242744712248,403,2334,1.0
新北,2024,all_pub,3341,603,0.03884107558302823,0.16222687818018558,0.3295420532774619,0.42711762945225984,25.745939961481245,603,3341,1.0
新星,2024,all_pub,62,14,0.13111342351716967,0.1935483870967742,0.7580645161290323,0.9354838709677419,7.626984126984124,14,62,1.0
新竹,2024,all_pub,5585,218,0.08780216864939899,0.2216651745747538,0.560787824529991,0.7140555058191584,11.389240327230175,218,5585,1.0
新竹县,2024,all_pub,1793,182,0.07633546707792496,0.2242052426101506,0.47462353597322926,0.6029001673173453,13.10007049513665,182,1793,1.0
无锡,2024,all_pub,92999,12791,0.0024184292780006105,0.04315100162367337,0.06849536016516306,0.08958160840439144,413.49152075545936,12791,92999,1.0
日喀则,2024,all_pub,116,42,0.04042806183115339,0.10344827586206896,0.3275862068965517,0.5344827586206896,24.735294117647058,42,116,1.0
日照,2024,all_pub,7775,1737,0.003362066149026581,0.030739549839228296,0.09221864951768488,0.12938906752411578,297.4361466057204,1737,7775,1.0
昆明,2024,all_pub,37164,4424,0.03213728527500205,0.16507910881498225,0.2645301905069422,0.34355828220858897,31.11650506391244,4424,37164,1.0
昆玉,2024,all_pub,4,4,0.25,0.25,1.0,1.0,4.0,4,4,1.0
昌吉,2024,all_pub,2639,642,0.004699812085054666,0.023872679045092837,0.09473285335354302,0.15157256536566882,212.7744645748679,642,2639,1.0
