city,year,scope,total_patents,active_applicants,hhi,top1_share,top5_share,top10_share,effective_applicants,new_applicants,new_patents,new_applicant_share,roll_top_patents,roll_top_share,roll_mid_inc_patents,roll_mid_inc_share,base_top_patents,base_top_share,base_mid_inc_patents,base_mid_inc_share,ln1p_total_patents,ln1p_active_applicants,ln1p_new_applicants,ln_effective_applicants,roll_top_n,base_top_n,province,idc_scope_new,idc_scope_stock,ln1p_idc_scope_new,ln1p_idc_scope_stock,ln1p_idc_scope_stock_l1,idc_registered_new,idc_registered_stock,ln1p_idc_registered_new,ln1p_idc_registered_stock,ln1p_idc_registered_stock_l1,idc_combined_new,idc_combined_stock,ln1p_idc_combined_new,ln1p_idc_combined_stock,ln1p_idc_combined_stock_l1,merge_idc_split,city_id,province_id,base_ln_patents,base_hhi,base_top10,base_active,base_ln_patents_q,base_hhi_q,base_top10_q,base_active_q,idc_scope_pre5,ln1p_idc_scope_pre5,ln1p_idc_scope_pre5_l1,ln1p_idc_scope_new_l1,idc_registered_pre5,ln1p_idc_registered_pre5,ln1p_idc_registered_pre5_l1,ln1p_idc_registered_new_l1,idc_combined_pre5,ln1p_idc_combined_pre5,ln1p_idc_combined_pre5_l1,ln1p_idc_combined_new_l1,idc_scope_prov_new,idc_scope_prov_stock,idc_scope_prov_pre5,ln1p_idc_scope_prov_new,ln1p_idc_scope_prov_new_l1,ln1p_idc_scope_prov_stock,ln1p_idc_scope_prov_stock_l1,ln1p_idc_scope_prov_pre5,ln1p_idc_scope_prov_pre5_l1,ln1p_idc_registered_prov_new,ln1p_idc_registered_prov_new_l1,ln1p_idc_registered_prov_stock,ln1p_idc_registered_prov_stock_l1,ln1p_idc_registered_prov_pre5,ln1p_idc_registered_prov_pre5_l1,ln1p_idc_combined_prov_new,ln1p_idc_combined_prov_new_l1,ln1p_idc_combined_prov_stock,ln1p_idc_combined_prov_stock_l1,ln1p_idc_combined_prov_pre5,ln1p_idc_combined_prov_pre5_l1,broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city,ln1p_new_patents,incumbent_patents,ln1p_incumbent_patents,policy_horserace_controls,merge_policy_horserace,entrant_count,entrant_patents,surv2_applicants,surv3_applicants,surv2_entry_patents,surv3_entry_patents,surv2_future_patents,surv3_future_patents,surv2_applicant_rate,surv3_applicant_rate,surv2_entry_pat_share_new,surv3_entry_pat_share_new,top10_n,top10_turnover_prev_share,top10_turnover_base_share,top10_turnover_prev_pat_share,top10_turnover_base_pat_share,top10_persistence_prev_share,top10_persistence_base_share,top20_n,top20_turnover_prev_share,top20_turnover_base_share,top20_turnover_prev_pat_share,top20_turnover_base_pat_share,top20_persistence_prev_share,top20_persistence_base_share,qgrant_total,qgrant_active,qgrant_new_n,qgrant_new_pat,qgrant_new_share,qcited_total,qcited_active,qcited_new_n,qcited_new_pat,qcited_new_share,qfcited_total,qfcited_active,qfcited_new_n,qfcited_new_pat,qfcited_new_share,qgrantyr_total,qgrantyr_active,qgrantyr_new_n,qgrantyr_new_pat,qgrantyr_new_share,main_total_patents,main_new_patents,qgrant_share_total,qgrant_share_new,ln_qgrant_new_n,ln_qgrant_new_pat,qgrantyr_share_total,qgrantyr_share_new,ln_qgrantyr_new_n,ln_qgrantyr_new_pat,qcited_share_total,qcited_share_new,ln_qcited_new_n,ln_qcited_new_pat,qfcited_share_total,qfcited_share_new,ln_qfcited_new_n,ln_qfcited_new_pat,ln1p_surv2_applicants,ln1p_surv3_applicants,ln1p_surv2_entry_patents,ln1p_surv3_entry_patents,ln1p_surv2_future_patents,ln1p_surv3_future_patents,surv2_entry_pat_share_total,surv3_entry_pat_share_total
北京,2011,inv_app_appyear,39945,5351,0.0109504499090555,0.0697208661910126,0.1733884090624609,0.2429590687194893,91.3204487765424,2717,5363,0.1342596069595694,8748,0.2190011265490049,25834,0.6467392664914257,8748,0.2190011265490049,25834,0.6467392664914257,10.595283821025117,8.585225601808064,7.907651594711089,4.514374735978718,10,10,北京,2.0,18.0,1.0986122886681098,2.9444389791664403,2.833213344056216,6.0,38.0,1.9459101490553132,3.6635616461296463,3.49650756146648,6.0,40.0,1.9459101490553132,3.713572066704308,3.5553480614894135,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,8.0,2.1972245773362196,1.9459101490553132,1.0986122886681098,21.0,3.091042453358316,2.772588722239781,1.9459101490553132,22.0,3.1354942159291497,2.833213344056216,1.9459101490553132,2.0,8.0,8.0,1.0986122886681098,1.0986122886681098,2.1972245773362196,1.9459101490553132,2.1972245773362196,1.9459101490553132,1.9459101490553132,1.9459101490553132,3.091042453358316,2.772588722239781,3.091042453358316,2.772588722239781,1.9459101490553132,1.9459101490553132,3.1354942159291497,2.833213344056216,3.1354942159291497,2.833213344056216,0,0,0,0,0,0,0,0,8.587465244401569,34582,10.451117510824169,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,2717.0,5363.0,836.0,945.0,2450.0,2653.0,5539.0,9420.0,0.3076923076923077,0.34781008465218993,0.4568338616446019,0.49468581018086893,10,0.2,0.4,0.12608247422680413,0.25927835051546394,0.8,0.6,20,0.1,0.15,0.0568741274156808,0.08435594092144905,0.9,0.85,25937.0,3308.0,1658.0,2741.0,0.1056791456220842,5886.0,1320.0,689.0,882.0,0.1498470948012232,24196.0,3152.0,1579.0,2570.0,0.1062159034551165,15263.0,2672.0,1499.0,2246.0,0.1471532464128939,39945.0,5363.0,0.06861935160846164,0.5110945366399403,7.413970290190444,7.91644286012226,0.0562273125547628,0.41879545030766363,7.313220387090301,7.717351272185329,0.022080360495681562,0.16446019019205668,6.536691597591305,6.78332520060396,0.06433846538991113,0.4792093977251538,7.365180126021013,7.852050207265889,6.729824070489475,6.852242569051878,7.804251383528112,7.8838232148921525,8.61974977974133,9.150696519048667,0.06133433471022656,0.06641632244335961
北京,2012,inv_app_appyear,47597,5786,0.0103541769912793,0.0542891358699077,0.1754102149295123,0.2584616677521693,96.5793805574537,2793,5702,0.119797466226863,9808,0.2060634073576065,32087,0.6741391264155304,9314,0.1956846019707124,32581,0.6845179318024245,10.770546022530056,8.663369301573839,7.935229539816907,4.570365266648204,10,10,北京,3.0,21.0,1.3862943611198906,3.091042453358316,2.9444389791664403,3.0,41.0,1.3862943611198906,3.737669618283368,3.6635616461296463,5.0,45.0,1.791759469228055,3.828641396489095,3.713572066704308,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,11.0,2.4849066497880004,2.1972245773362196,1.0986122886681098,24.0,3.218875824868201,3.091042453358316,1.9459101490553132,27.0,3.332204510175204,3.1354942159291497,1.9459101490553132,3.0,11.0,11.0,1.3862943611198906,1.0986122886681098,2.4849066497880004,2.1972245773362196,2.4849066497880004,2.1972245773362196,1.3862943611198906,1.9459101490553132,3.218875824868201,3.091042453358316,3.218875824868201,3.091042453358316,1.791759469228055,1.9459101490553132,3.332204510175204,3.1354942159291497,3.332204510175204,3.1354942159291497,0,0,0,0,0,0,0,0,8.648747631156539,41895,10.642945635959324,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,2793.0,5702.0,850.0,980.0,2583.0,2791.0,5243.0,8401.0,0.30433225921947726,0.3508771929824561,0.45299894773763594,0.4894773763591722,10,0.2,0.4,0.16517639408226303,0.3830271500569013,0.8,0.6,20,0.15,0.25,0.12094274518977718,0.20977834961108838,0.85,0.75,30313.0,3631.0,1779.0,2958.0,0.0975818955563619,5834.0,1364.0,696.0,856.0,0.1467260884470346,28209.0,3451.0,1686.0,2758.0,0.0977702151795526,20189.0,3196.0,1633.0,2347.0,0.1162514240427955,47597.0,5702.0,0.062146773956341786,0.5187653454928095,7.484368643286131,7.99260665240021,0.049309830451499045,0.41160996141704664,7.3987862754199485,7.761319180947987,0.01798432674328214,0.1501227639424763,6.546785410760524,6.75343791859778,0.05794482845557493,0.48368993335671695,7.430707082545968,7.922623574217286,6.7464121285733745,6.8885724595653635,7.857093864902493,7.934513463882263,8.56483984488359,9.036225051729327,0.054268126142403936,0.058638149463201464
北京,2013,inv_app_appyear,67149,6479,0.0206045966098104,0.1106345589658818,0.2446797420661514,0.329908114789498,48.5328598728242,3121,6628,0.0987058630806117,14738,0.2194820473871539,45783,0.6818120895322343,11697,0.1741947013358352,48824,0.7270994355835529,11.114684201951384,8.776475789346321,8.046229101075378,3.882241091679259,10,10,北京,8.0,29.0,2.1972245773362196,3.4011973816621555,3.091042453358316,11.0,52.0,2.4849066497880004,3.970291913552122,3.737669618283368,10.0,55.0,2.3978952727983707,4.02535169073515,3.828641396489095,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,19.0,2.995732273553991,2.4849066497880004,1.3862943611198906,33.0,3.5263605246161616,3.218875824868201,1.3862943611198906,35.0,3.58351893845611,3.332204510175204,1.791759469228055,8.0,19.0,19.0,2.1972245773362196,1.3862943611198906,2.995732273553991,2.4849066497880004,2.995732273553991,2.4849066497880004,2.4849066497880004,1.3862943611198906,3.58351893845611,3.218875824868201,3.5263605246161616,3.218875824868201,2.3978952727983707,1.791759469228055,3.6375861597263857,3.332204510175204,3.58351893845611,3.332204510175204,0,0,0,0,0,0,0,0,8.79920924224139,60521,11.01076221428289,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,3121.0,6628.0,954.0,1107.0,3034.0,3342.0,6345.0,9481.0,0.3056712592117911,0.3546940083306632,0.45775497887748945,0.504224502112251,10,0.1,0.5,0.33534961404775876,0.5939601859793256,0.9,0.5,20,0.15,0.2,0.3082907075873828,0.3694941744813868,0.85,0.8,43192.0,4403.0,2154.0,3912.0,0.0905723282089275,7462.0,1573.0,779.0,1010.0,0.1353524524256231,39756.0,4152.0,2026.0,3638.0,0.0915082000201227,21588.0,3234.0,1527.0,2123.0,0.0983416712988697,67149.0,6628.0,0.0582584997542778,0.5902232951116475,7.675546002537848,8.272059622210412,0.03161625638505414,0.3203077851538926,7.331714969726466,7.66105638236183,0.015041177083798716,0.1523838261919131,6.659293919683638,6.918695219020472,0.05417802201075221,0.5488835244417622,7.614312146452,8.19946419761216,6.86171134048073,7.010311867307229,8.017966703493599,8.114623886420098,8.75557997214314,9.157150543462064,0.04518310026954981,0.049769914667381496
北京,2014,inv_app_appyear,73204,7122,0.0239372812612157,0.125375662532102,0.2602316813288891,0.3535599147587563,41.775838663024885,3450,7069,0.0965657614338014,25366,0.3465111196109502,40769,0.5569231189552484,11426,0.1560843669744822,54709,0.7473498715917163,11.201019003627582,8.871084263978354,8.146419323098003,3.7323181499956792,10,10,北京,21.0,50.0,3.091042453358316,3.9318256327243257,3.4011973816621555,25.0,77.0,3.258096538021482,4.356708826689592,3.970291913552122,29.0,84.0,3.4011973816621555,4.442651256490317,4.02535169073515,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,36.0,3.610917912644224,2.995732273553991,2.1972245773362196,51.0,3.951243718581427,3.5263605246161616,2.4849066497880004,56.0,4.04305126783455,3.58351893845611,2.3978952727983707,21.0,40.0,36.0,3.091042453358316,2.1972245773362196,3.713572066704308,2.995732273553991,3.610917912644224,2.995732273553991,3.258096538021482,2.4849066497880004,4.110873864173311,3.58351893845611,3.951243718581427,3.5263605246161616,3.4011973816621555,2.3978952727983707,4.204692619390966,3.6375861597263857,4.04305126783455,3.58351893845611,1,0,0,0,0,0,0,0,8.863615758890619,66135,11.099468506932512,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,3450.0,7069.0,1007.0,1138.0,2846.0,3104.0,8005.0,11962.0,0.29188405797101447,0.3298550724637681,0.4026029141321262,0.4391002970717216,10,0.1,0.6,0.0535810863014757,0.6869736537124315,0.9,0.4,20,0.15,0.35,0.07736638264910922,0.4991789310611929,0.85,0.65,42173.0,4504.0,2145.0,3579.0,0.0848647238754653,6378.0,1502.0,761.0,927.0,0.145343367826905,38471.0,4249.0,2018.0,3281.0,0.0852850198851082,22519.0,3202.0,1399.0,1983.0,0.088058972423287,73204.0,7069.0,0.04889077099612043,0.5062950912434574,7.671360923190644,8.183118079394745,0.027088683678487515,0.2805205828264252,7.24422751560335,7.592870287844818,0.01266324244576799,0.13113594567831377,6.635946555686647,6.833031732786201,0.04481995519370526,0.4641391993209789,7.610357618312838,8.096208271650037,6.915723448631314,7.037905963447182,7.954021087278037,8.040768994367578,8.987946539552519,9.389573832170905,0.03887765695863614,0.04240205453253921
北京,2015,inv_app_appyear,82233,8380,0.0123350461864664,0.057239794243187,0.2021086425157783,0.2995269538992862,81.06982210550322,4287,9344,0.113628348716452,22182,0.2697457225201561,50707,0.6166259287633918,11334,0.1378278793185217,61555,0.7485437719650262,11.317324120829042,9.033722518098909,8.363575702750637,4.395310784665189,10,10,北京,17.0,67.0,2.8903717578961645,4.219507705176107,3.9318256327243257,26.0,103.0,3.295836866004329,4.6443908991413725,4.356708826689592,33.0,117.0,3.5263605246161616,4.770684624465665,4.442651256490317,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,51.0,3.951243718581427,3.610917912644224,3.091042453358316,71.0,4.276666119016055,3.951243718581427,3.258096538021482,83.0,4.430816798843313,4.04305126783455,3.4011973816621555,17.0,57.0,51.0,2.8903717578961645,3.091042453358316,4.060443010546419,3.713572066704308,3.951243718581427,3.610917912644224,3.295836866004329,3.258096538021482,4.465908118654584,4.110873864173311,4.276666119016055,3.951243718581427,3.5263605246161616,3.4011973816621555,4.605170185988092,4.204692619390966,4.430816798843313,4.04305126783455,1,0,0,0,0,0,0,0,9.142596719889664,72889,11.196706734376258,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,4287.0,9344.0,1363.0,1535.0,4561.0,4905.0,12012.0,19515.0,0.317937951947749,0.3580592488919991,0.4881207191780822,0.5249357876712328,10,0.1,0.7,0.05231118866929102,0.7279331195974189,0.9,0.3,20,0.25,0.4,0.10490214586873073,0.511767667233025,0.75,0.6,47518.0,5201.0,2578.0,4563.0,0.0960267688034008,5636.0,1479.0,775.0,949.0,0.1683818310858765,42350.0,4792.0,2370.0,4103.0,0.0968831168831168,32269.0,4136.0,1937.0,2858.0,0.0885679754563203,82233.0,9344.0,0.055488672430775966,0.4883347602739726,7.8551570058813445,8.425954710981966,0.03475490374910316,0.3058647260273973,7.569411792450712,7.958227192322312,0.01154037916651466,0.1015625,6.654152520183219,6.856461984594587,0.04989481108557392,0.4391053082191781,7.771067086065406,8.319717386850606,7.218176838403408,7.336936913707618,8.425516402844334,8.498214224818435,9.393744675721376,9.878989920935728,0.05546435129449248,0.05964758673525227
北京,2016,inv_app_appyear,96374,10127,0.0087739333906658,0.0378525328408076,0.1693506547409052,0.2515201195343142,113.97396760087722,5372,17736,0.1840330379562952,18284,0.1897192188764604,60354,0.6262477431672443,11943,0.1239234648349139,66695,0.6920434972087908,11.47600211086563,9.223059144383958,8.589141690728821,4.735970067939395,10,10,北京,23.0,90.0,3.1780538303479458,4.51085950651685,4.219507705176107,33.0,136.0,3.5263605246161616,4.919980925828125,4.6443908991413725,44.0,161.0,3.80666248977032,5.087596335232384,4.770684624465665,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,72.0,4.290459441148391,3.951243718581427,2.8903717578961645,98.0,4.59511985013459,4.276666119016055,3.295836866004329,121.0,4.804021044733257,4.430816798843313,3.5263605246161616,23.0,80.0,72.0,3.1780538303479458,2.8903717578961645,4.394449154672439,4.060443010546419,4.290459441148391,3.951243718581427,3.5263605246161616,3.295836866004329,4.787491742782046,4.465908118654584,4.59511985013459,4.276666119016055,3.80666248977032,3.5263605246161616,4.969813299576001,4.605170185988092,4.804021044733257,4.430816798843313,1,0,1,1,0,0,0,0,9.783408132205588,78638,11.272623038565222,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,5372.0,17736.0,1725.0,1891.0,10950.0,11331.0,17242.0,28771.0,0.3211094564408042,0.35201042442293373,0.6173883626522327,0.6388700947225981,10,0.3,0.6,0.34092409240924093,0.6563118811881188,0.7,0.4,20,0.3,0.45,0.30367965367965366,0.5427334570191713,0.7,0.55,50948.0,5846.0,2945.0,5636.0,0.110622595587658,5002.0,1426.0,733.0,914.0,0.1827269092363054,44633.0,5335.0,2679.0,4977.0,0.1115094212802186,40292.0,4890.0,2231.0,3430.0,0.0851285615010424,96374.0,17736.0,0.058480503040239065,0.3177717636445647,7.988203597022576,8.637107288081575,0.035590511963807664,0.19339197113216058,7.710653323501202,8.14060704285845,0.009483885695312014,0.05153360396932792,6.598509028614515,6.818924065275521,0.05164255919646377,0.28061569688768606,7.893572073504902,8.512783482927537,7.453561871643373,7.545389749611823,9.301186055275759,9.335385860950407,9.755161543000131,10.267157970987247,0.11361985597775334,0.11757320439122584
北京,2017,inv_app_appyear,104418,11323,0.0072779062586313,0.0421670593192744,0.1496581049244383,0.2234289107242046,137.40215447458357,5912,15079,0.144409967630102,19733,0.1889808270604685,69606,0.6666092053094294,13378,0.1281196728533394,75961,0.7274703595165585,11.556166930209244,9.33467964623179,8.68490859582083,4.922912059975238,10,10,北京,40.0,130.0,3.713572066704308,4.875197323201151,4.51085950651685,58.0,194.0,4.07753744390572,5.272999558563747,4.919980925828125,73.0,234.0,4.30406509320417,5.459585514144159,5.087596335232384,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,109.0,4.700480365792417,4.290459441148391,3.1780538303479458,153.0,5.0369526024136295,4.59511985013459,3.5263605246161616,189.0,5.247024072160486,4.804021044733257,3.80666248977032,40.0,120.0,109.0,3.713572066704308,3.1780538303479458,4.795790545596741,4.394449154672439,4.700480365792417,4.290459441148391,4.07753744390572,3.5263605246161616,5.181783550292085,4.787491742782046,5.0369526024136295,4.59511985013459,4.30406509320417,3.80666248977032,5.37989735354046,4.969813299576001,5.247024072160486,4.804021044733257,1,0,1,1,0,0,0,0,9.621124641561948,89339,11.400204594906109,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,5912.0,15079.0,1808.0,2067.0,6961.0,7519.0,17570.0,26806.0,0.30581867388362655,0.3496278755074425,0.4616353869620001,0.4986404934014192,10,0.2,0.5,0.1264200282933939,0.5326445749560595,0.8,0.5,20,0.15,0.45,0.06298179957137831,0.4761219332757573,0.85,0.55,51269.0,5780.0,2770.0,5079.0,0.0990657122237609,3523.0,1081.0,491.0,557.0,0.158103888731195,43430.0,5147.0,2467.0,4343.0,0.1,44110.0,5214.0,2432.0,3698.0,0.0838358648832464,104418.0,15079.0,0.04864103890133885,0.3368260494727767,7.9269635448629785,8.533066540572527,0.035415349843896646,0.24524172690496718,7.796880342783522,8.215817791832453,0.005334329330192113,0.03693878904436634,6.198478716492308,6.324358962381311,0.04159244574690187,0.2880164467139731,7.811163385025279,8.37655086161377,7.500529485395295,7.63433723562832,8.848222068371385,8.925321416943886,9.774005094757891,10.196418326423577,0.06666475128809209,0.07200865751115708
北京,2018,inv_app_appyear,123308,12121,0.0061891569060323,0.0371427644597268,0.1298618094527524,0.2042284361112012,161.57289517500195,6109,17090,0.1385960359425179,21880,0.1774418529211405,84338,0.6839621111363415,14557,0.1180539786550751,91661,0.7433499854024069,11.722448679189329,9.402777262511233,8.71768205216564,5.084956404141638,10,10,北京,0.0,130.0,0.0,4.875197323201151,4.875197323201151,52.0,246.0,3.970291913552122,5.5093883366279774,5.272999558563747,52.0,286.0,3.970291913552122,5.659482215759621,5.459585514144159,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,101.0,4.624972813284271,4.700480365792417,3.713572066704308,194.0,5.272999558563747,5.0369526024136295,4.07753744390572,231.0,5.44673737166631,5.247024072160486,4.30406509320417,0.0,120.0,101.0,0.0,3.713572066704308,4.795790545596741,4.795790545596741,4.624972813284271,4.700480365792417,3.970291913552122,4.07753744390572,5.438079308923196,5.181783550292085,5.272999558563747,5.0369526024136295,3.970291913552122,4.30406509320417,5.594711379601839,5.37989735354046,5.44673737166631,5.247024072160486,1,0,1,1,0,0,0,0,9.746307288148506,106218,11.573258279509178,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,6109.0,17090.0,1888.0,2128.0,8624.0,9194.0,23626.0,37337.0,0.30905221803895894,0.3483385169422164,0.5046225863077823,0.5379754242246928,10,0.1,0.5,0.08906802207838621,0.5246396378509312,0.9,0.5,20,0.2,0.45,0.10434204055656802,0.4653302091469235,0.8,0.55,64191.0,6752.0,3315.0,6255.0,0.0974435668551666,3310.0,1019.0,467.0,566.0,0.1709969788519637,51610.0,5811.0,2795.0,5045.0,0.0977523735710133,44390.0,5556.0,2548.0,4010.0,0.0903356611849515,123308.0,17090.0,0.05072663574139553,0.3660035108250439,8.106514516255185,8.741296282225147,0.03252019333700976,0.23464014043300174,7.8434564043761155,8.296795865770052,0.004590132027119084,0.03311878291398478,6.148468295917647,6.340359303727752,0.04091380932299608,0.2952018724400234,7.935945103353701,8.526351129201004,7.543802867501509,7.663407664893479,9.062420241899561,9.126415137038421,10.070145404863476,10.527766853797273,0.06993869010931975,0.07456126123203685
北京,2019,inv_app_appyear,143554,12715,0.0058936764373302,0.0356590551290803,0.1184153698259888,0.186410688660713,169.67337970338022,6055,15787,0.1099725538821628,24220,0.1687169984814077,103547,0.7213104476364295,16976,0.1182551513716092,110791,0.7717722947462279,11.874473516011935,9.450616322030694,8.708804795117285,5.133875293131409,10,10,北京,0.0,130.0,0.0,4.875197323201151,4.875197323201151,46.0,292.0,3.8501476017100584,5.680172609017068,5.5093883366279774,46.0,332.0,3.8501476017100584,5.808142489980444,5.659482215759621,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,80.0,4.394449154672439,4.624972813284271,0.0,215.0,5.375278407684165,5.272999558563747,3.970291913552122,248.0,5.517452896464707,5.44673737166631,3.970291913552122,0.0,120.0,80.0,0.0,0.0,4.795790545596741,4.795790545596741,4.394449154672439,4.624972813284271,3.8501476017100584,3.970291913552122,5.62040086571715,5.438079308923196,5.375278407684165,5.272999558563747,3.8501476017100584,3.970291913552122,5.752572638825633,5.594711379601839,5.517452896464707,5.44673737166631,1,0,1,1,0,0,0,0,9.667005436782738,127767,11.757971398336146,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,6055.0,15787.0,1939.0,2148.0,7419.0,7940.0,21596.0,35151.0,0.3202312138728324,0.354748142031379,0.46994362450117183,0.502945461455628,10,0.2,0.5,0.14292655578396563,0.4889927116426836,0.8,0.5,20,0.2,0.55,0.15176804829790472,0.5096646542539699,0.8,0.45,74789.0,7312.0,3223.0,6027.0,0.0805867172979983,2845.0,918.0,427.0,487.0,0.1711775043936731,56018.0,6058.0,2574.0,4493.0,0.0802063622407083,50967.0,5606.0,2498.0,4104.0,0.080522691153099,143554.0,15787.0,0.04198420106719423,0.3817698106036612,8.07837810362652,8.704170559746386,0.02858854507711384,0.2599607271805916,7.823645930834952,8.31996102188653,0.003392451620992797,0.030848166212706658,6.059123195581797,6.1903154058531475,0.0312983267620547,0.2846012541964908,7.853604813097837,8.410498452745275,7.570443252057374,7.67275789664251,8.911934336161426,8.97979449089521,9.980309695137413,10.467436794624392,0.051680900567034005,0.055310196859718296
北京,2020,inv_app_appyear,178317,13368,0.0065643327005066,0.0378875822271572,0.1328028174543088,0.2056618269710683,152.33840903932443,5797,17160,0.0962331129393159,29696,0.1665348788954502,131461,0.7372320081652338,19538,0.1095689137883656,141619,0.7941979732723184,12.091323752205016,9.500693872983122,8.6652683094816,5.026104421403988,10,10,北京,0.0,130.0,0.0,4.875197323201151,4.875197323201151,60.0,352.0,4.110873864173311,5.8664680569332965,5.680172609017068,60.0,392.0,4.110873864173311,5.973809611869261,5.808142489980444,both,60,22,10.24552965243646,0.009427382994095,0.2331655069851117,8.315285246559839,4,1,1,4,63.0,4.1588830833596715,4.394449154672439,0.0,249.0,5.521460917862246,5.375278407684165,3.8501476017100584,275.0,5.62040086571715,5.517452896464707,3.8501476017100584,0.0,120.0,63.0,0.0,0.0,4.795790545596741,4.795790545596741,4.1588830833596715,4.394449154672439,4.110873864173311,3.8501476017100584,5.817111159963204,5.62040086571715,5.521460917862246,5.375278407684165,4.110873864173311,3.8501476017100584,5.926926025970411,5.752572638825633,5.62040086571715,5.517452896464707,1,0,1,1,0,0,0,0,9.750394646402302,161157,11.990140529200977,"broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city",both_or_zero,5797.0,17160.0,1911.0,2159.0,9038.0,9594.0,23285.0,35694.0,0.3296532689322063,0.3724340175953079,0.5266899766899766,0.5590909090909091,10,0.2,0.7,0.13064107108772122,0.6635672020287405,0.8,0.3,20,0.35,0.65,0.22040273556231002,0.6088335866261398,0.65,0.35,90768.0,8220.0,3420.0,6859.0,0.0755662788647981,2439.0,923.0,440.0,533.0,0.2185321853218532,59747.0,6350.0,2556.0,4679.0,0.0783135554923259,60326.0,6190.0,3003.0,5467.0,0.0906242747737294,178317.0,17160.0,0.03846520522440373,0.3997086247086247,8.137688184977605,8.83346272071993,0.0306588827761795,0.31858974358974357,8.007700012884026,8.60666819784384,0.002989058810993904,0.03106060606060606,6.089044875446846,6.280395838960195,0.026239786447730725,0.27266899766899766,7.846589975291186,8.451053388911692,7.555905093611346,7.67786350067821,9.109303827798412,9.1689974084418,10.05560760059696,10.482765901936562,0.050685016010812205,0.05380305859789027
