city,year,total_patents,active_applicants,new_applicants,new_patents,new_applicant_share,firm_total_patents,firm_active_applicants,new_firm_applicants,new_firm_patents,firm_incumbent_patents,firm_incumbent_applicants,firm_new_share_firm,firm_new_share_total,firm_patent_share_total,firm_incumbent_share_total,new_firm_share_all_new_patents,ln1p_firm_total_patents,ln1p_firm_active_applicants,ln1p_new_firm_applicants,ln1p_new_firm_patents,ln1p_firm_incumbent_patents,ln1p_firm_incumbent_applicants
南投县,2023,27,12,9,13,0.4814814814814814,19.0,6.0,5.0,9.0,10.0,1.0,0.47368421052631576,0.3333333333333333,0.7037037037037037,0.37037037037037035,0.6923076923076923,2.995732273553991,1.9459101490553132,1.791759469228055,2.302585092994046,2.3978952727983707,0.6931471805599453
南昌,2008,469,157,91,156,0.3326226012793177,168.0,47.0,28.0,70.0,98.0,19.0,0.4166666666666667,0.14925373134328357,0.3582089552238806,0.208955223880597,0.44871794871794873,5.1298987149230735,3.871201010907891,3.367295829986474,4.2626798770413155,4.59511985013459,2.995732273553991
南昌,2009,735,237,141,202,0.2748299319727891,292.0,95.0,57.0,107.0,185.0,38.0,0.3664383561643836,0.145578231292517,0.39727891156462586,0.25170068027210885,0.5297029702970297,5.680172609017068,4.564348191467836,4.060443010546419,4.68213122712422,5.225746673713202,3.6635616461296463
南昌,2010,890,243,126,216,0.2426966292134831,308.0,97.0,49.0,104.0,204.0,48.0,0.33766233766233766,0.11685393258426967,0.34606741573033706,0.2292134831460674,0.48148148148148145,5.733341276897746,4.584967478670572,3.912023005428146,4.653960350157523,5.3230099791384085,3.8918202981106265
南昌,2011,1135,265,137,218,0.1920704845814978,421.0,116.0,58.0,125.0,296.0,58.0,0.29691211401425177,0.11013215859030837,0.37092511013215856,0.2607929515418502,0.573394495412844,6.045005314036012,4.762173934797756,4.07753744390572,4.836281906951478,5.6937321388027,4.07753744390572
南昌,2012,1299,294,164,278,0.2140107775211701,485.0,141.0,78.0,144.0,341.0,63.0,0.29690721649484536,0.11085450346420324,0.37336412625096227,0.26250962278675904,0.5179856115107914,6.186208623900494,4.955827057601261,4.3694478524670215,4.976733742420574,5.834810737062605,4.1588830833596715
南昌,2013,1959,325,182,459,0.2343032159264931,875.0,167.0,88.0,296.0,579.0,79.0,0.3382857142857143,0.15109749872383868,0.44665645737621235,0.29555895865237364,0.644880174291939,6.775366090936392,5.123963979403259,4.48863636973214,5.6937321388027,6.363028103540465,4.382026634673881
南昌,2014,2140,346,169,459,0.2144859813084112,827.0,165.0,77.0,213.0,614.0,88.0,0.25755743651753327,0.09953271028037383,0.38644859813084115,0.2869158878504673,0.46405228758169936,6.71901315438526,5.111987788356544,4.356708826689592,5.365976015021851,6.421622267806518,4.48863636973214
南昌,2015,2931,421,226,698,0.238143978164449,942.0,185.0,84.0,156.0,786.0,101.0,0.16560509554140126,0.05322415557830092,0.32139201637666326,0.26816786079836236,0.22349570200573066,6.849066282633458,5.225746673713202,4.442651256490317,5.056245805348308,6.668228248417403,4.624972813284271
南昌,2016,3651,506,274,812,0.2224048205970966,1604.0,271.0,159.0,571.0,1033.0,112.0,0.3559850374064838,0.1563955080799781,0.43933168994795946,0.28293618186798136,0.7032019704433498,7.380879035564116,5.605802066295998,5.075173815233827,6.349138991379798,6.9411900550683745,4.727387818712341
南昌,2017,5230,671,387,1098,0.2099426386233269,2372.0,360.0,208.0,497.0,1875.0,152.0,0.20952782462057334,0.09502868068833652,0.45353728489483747,0.35850860420650094,0.45264116575591984,7.771910256435763,5.8888779583328805,5.342334251964811,6.210600077024653,7.53689712956617,5.030437921392435
南昌,2018,6711,916,549,2043,0.3044255699597675,2505.0,451.0,241.0,831.0,1674.0,210.0,0.3317365269461078,0.12382655341975861,0.37326776933392936,0.24944121591417076,0.4067547723935389,7.826443135456014,6.113682179832232,5.488937726156687,6.723832440821209,7.423568444259167,5.351858133476067
南昌,2019,6027,980,580,1419,0.2354405176704828,2620.0,497.0,229.0,667.0,1953.0,268.0,0.2545801526717557,0.11066865770698524,0.43471046955367515,0.3240418118466899,0.4700493305144468,7.8713112033234065,6.210600077024653,5.438079308923196,6.504288173536645,7.577633832602728,5.594711379601839
南昌,2020,8882,1823,1299,3131,0.3525106957892366,3178.0,557.0,267.0,809.0,2369.0,290.0,0.25456261799874136,0.09108308939428057,0.3578022967800045,0.2667192073857239,0.25838390290641966,8.064321960910803,6.324358962381311,5.5909869805108565,6.697034247666484,7.7706452341291765,5.673323267171493
南昌,2021,7825,1299,693,1480,0.1891373801916933,3939.0,708.0,335.0,833.0,3106.0,373.0,0.21147499365321148,0.10645367412140574,0.5033865814696485,0.3969329073482428,0.5628378378378378,8.27893600229198,6.5638555265321274,5.817111159963204,6.726233402358747,8.041412909393047,5.924255797414532
南昌,2022,9134,1862,1268,1724,0.1887453470549595,4264.0,681.0,268.0,558.0,3706.0,413.0,0.13086303939962476,0.06109043135537552,0.4668272388876724,0.4057368075322969,0.3236658932714617,8.35819745992578,6.525029657843462,5.594711379601839,6.326149473155099,8.217978203150732,6.025865973825314
南昌,2023,10703,1378,706,1263,0.1180042978604129,5566.0,913.0,398.0,859.0,4707.0,515.0,0.1543298598634567,0.0802578716247781,0.5200411099691675,0.4397832383443894,0.6801266825019794,8.624611588183507,6.81783057145415,5.988961416889864,6.756932389247553,8.457018468380168,6.246106765481563
南通,2008,1408,469,326,833,0.5916193181818182,833.0,246.0,165.0,461.0,372.0,81.0,0.553421368547419,0.3274147727272727,0.5916193181818182,0.26420454545454547,0.553421368547419,6.726233402358747,5.5093883366279774,5.111987788356544,6.135564891081739,5.921578419643816,4.406719247264253
南通,2009,2574,813,593,1565,0.608003108003108,1345.0,345.0,217.0,674.0,671.0,128.0,0.5011152416356878,0.2618492618492618,0.5225330225330226,0.2606837606837607,0.4306709265175719,7.204892510204673,5.846438775057725,5.384495062789089,6.51471269087253,6.51025834052315,4.859812404361672
南通,2010,5620,1154,792,3516,0.6256227758007118,2817.0,482.0,261.0,1553.0,1264.0,221.0,0.5512957046503373,0.27633451957295374,0.5012455516014235,0.22491103202846974,0.4416951080773606,7.943782692458625,6.180016653652572,5.568344503761097,7.348587530927593,7.142827401161621,5.402677381872279
南通,2011,7420,1174,782,4432,0.5973045822102426,4531.0,626.0,347.0,2383.0,2148.0,279.0,0.5259324652394615,0.3211590296495957,0.6106469002695418,0.2894878706199461,0.5376805054151624,8.418918622147897,6.440946540632921,5.8522024797744745,7.776535028185241,7.67275789664251,5.634789603169249
南通,2012,6573,1216,713,3243,0.4933820173436787,4651.0,829.0,430.0,2196.0,2455.0,399.0,0.47215652547839176,0.3340940209949795,0.7075916628632284,0.3734976418682489,0.6771507863089732,8.445052513638554,6.721425700790643,6.066108090103747,7.69484807238461,7.806289289267033,5.991464547107982
南通,2013,6919,1416,774,3102,0.4483306836248013,4622.0,944.0,425.0,1695.0,2927.0,519.0,0.366724361748161,0.24497759791877438,0.6680156091920798,0.42303801127330537,0.5464216634429401,8.438799123988225,6.851184927493743,6.054439346269371,7.4360278163518485,7.982074875081202,6.253828811575473
南通,2014,6985,1429,658,2569,0.3677881173944166,5202.0,1055.0,419.0,1643.0,3559.0,636.0,0.315840061514802,0.23521832498210452,0.744738725841088,0.5095204008589835,0.6395484624367458,8.556990661290303,6.962243464266207,6.040254711277414,7.404887575616125,8.177515823846075,6.456769655572163
南通,2015,7139,1564,701,2609,0.3654573469673624,5424.0,1237.0,524.0,2047.0,3377.0,713.0,0.3773967551622419,0.2867348368118784,0.7597702759490125,0.47303543913713403,0.7845917976236105,8.59877317840866,7.121252453244542,6.263398262591624,7.6246189861593985,8.125039097367745,6.570882962339584
南通,2016,7468,1746,768,2578,0.3452062131762185,5538.0,1386.0,577.0,2075.0,3463.0,809.0,0.3746840014445648,0.2778521692554901,0.7415640064274237,0.4637118371719336,0.8048875096974398,8.619569258033104,7.234898420314831,6.359573868672378,7.638198244285779,8.150179269682326,6.697034247666484
南通,2017,13543,2093,1019,6580,0.4858598537990105,10605.0,1684.0,728.0,5039.0,5566.0,956.0,0.4751532296086752,0.3720741342390903,0.7830613601122351,0.4109872258731448,0.76580547112462,9.269175157697076,7.429520842786462,6.591673732008658,8.525161361065415,8.624611588183507,6.863803391452954
南通,2018,13237,2206,1019,4735,0.3577094507818992,10273.0,1828.0,766.0,3852.0,6421.0,1062.0,0.3749634965443395,0.2910024930120118,0.7760821938505704,0.48507970083855856,0.8135163674762408,9.237371711027214,7.511524648390866,6.642486801367256,8.256607344626158,8.76748487464946,6.968850378341948
南通,2019,10156,2376,1073,2743,0.270086648286727,7983.0,2032.0,843.0,2271.0,5712.0,1189.0,0.28447951897782786,0.22361165813312328,0.7860378101614809,0.5624261520283577,0.8279256288734962,8.9851948179913,7.617267813628347,6.738152494595957,7.7284157798410416,8.650499558724462,7.081708586105575
南通,2020,10781,2684,1237,2987,0.2770614970781931,7805.0,2250.0,927.0,2300.0,5505.0,1323.0,0.2946828955797566,0.21333828030794916,0.7239588164363232,0.510620536128374,0.7700033478406428,8.96264794774056,7.719129840906732,6.833031732786201,7.741099090035366,8.613593685702552,7.188412736496954
南通,2021,15160,4078,2194,5435,0.358509234828496,11968.0,3464.0,1717.0,4647.0,7321.0,1747.0,0.38828542780748665,0.30653034300791554,0.7894459102902375,0.4829155672823219,0.855013799448022,9.39007525287337,8.150467911624004,7.4489161025442,8.444192298531748,8.898638793680181,7.466227556215481
南通,2022,20512,5696,2913,6969,0.3397523400936037,17302.0,4999.0,2369.0,6295.0,11007.0,2630.0,0.3638307710091319,0.3068935257410296,0.84350624024961,0.5366127145085804,0.9032859807719903,9.758635175856648,8.517193191416238,7.7706452341291765,8.74766979009724,9.306377560173125,7.875119281040293
南通,2023,20215,4702,1473,3584,0.1772940885481078,17516.0,4482.0,1336.0,3389.0,14127.0,3146.0,0.19348024663165106,0.16764778629730398,0.8664852832055404,0.6988374969082365,0.9455915178571429,9.770927116951647,8.40804774415544,7.198183577101943,8.128585200374497,9.555913922843741,8.054204897064407
南阳,2008,212,124,81,114,0.5377358490566038,107.0,39.0,20.0,43.0,64.0,19.0,0.40186915887850466,0.2028301886792453,0.5047169811320755,0.3018867924528302,0.37719298245614036,4.68213122712422,3.6888794541139363,3.044522437723423,3.784189633918261,4.174387269895637,2.995732273553991
南阳,2009,242,127,88,130,0.5371900826446281,135.0,48.0,31.0,61.0,74.0,17.0,0.45185185185185184,0.25206611570247933,0.5578512396694215,0.30578512396694213,0.46923076923076923,4.912654885736052,3.8918202981106265,3.4657359027997265,4.127134385045092,4.31748811353631,2.8903717578961645
南阳,2010,374,143,92,117,0.3128342245989304,260.0,52.0,28.0,42.0,218.0,24.0,0.16153846153846155,0.11229946524064172,0.6951871657754011,0.5828877005347594,0.358974358974359,5.564520407322694,3.970291913552122,3.367295829986474,3.7612001156935624,5.389071729816501,3.2188758248682006
南阳,2011,359,146,79,111,0.309192200557103,238.0,61.0,28.0,47.0,191.0,33.0,0.19747899159663865,0.1309192200557103,0.6629526462395543,0.532033426183844,0.42342342342342343,5.476463551931511,4.127134385045092,3.367295829986474,3.871201010907891,5.2574953720277815,3.5263605246161616
南阳,2012,372,161,94,142,0.3817204301075269,215.0,64.0,32.0,61.0,154.0,32.0,0.2837209302325581,0.1639784946236559,0.5779569892473119,0.41397849462365593,0.4295774647887324,5.375278407684165,4.174387269895637,3.4965075614664802,4.127134385045092,5.043425116919247,3.4965075614664802
南阳,2013,568,204,132,227,0.3996478873239437,338.0,92.0,49.0,93.0,245.0,43.0,0.27514792899408286,0.1637323943661972,0.5950704225352113,0.43133802816901406,0.40969162995594716,5.82600010738045,4.532599493153256,3.912023005428146,4.543294782270004,5.5053315359323625,3.784189633918261
南阳,2014,645,210,139,183,0.2837209302325581,334.0,87.0,48.0,73.0,261.0,39.0,0.218562874251497,0.11317829457364341,0.517829457364341,0.4046511627906977,0.3989071038251366,5.814130531825066,4.477336814478207,3.8918202981106265,4.30406509320417,5.568344503761097,3.6888794541139363
南阳,2015,862,248,150,243,0.2819025522041763,414.0,125.0,63.0,122.0,292.0,62.0,0.2946859903381642,0.14153132250580047,0.4802784222737819,0.33874709976798145,0.5020576131687243,6.028278520230698,4.836281906951478,4.1588830833596715,4.812184355372417,5.680172609017068,4.143134726391533
南阳,2016,976,293,182,297,0.3043032786885246,450.0,133.0,62.0,126.0,324.0,71.0,0.28,0.1290983606557377,0.4610655737704918,0.3319672131147541,0.42424242424242425,6.111467339502679,4.897839799950911,4.143134726391533,4.844187086458591,5.783825182329737,4.276666119016055
南阳,2017,1308,379,254,556,0.4250764525993883,584.0,157.0,87.0,241.0,343.0,70.0,0.4126712328767123,0.18425076452599387,0.44648318042813456,0.2622324159021407,0.43345323741007197,6.371611847231857,5.062595033026967,4.477336814478207,5.488937726156687,5.840641657373398,4.2626798770413155
南阳,2018,1531,424,280,583,0.3807968647942521,712.0,195.0,102.0,198.0,514.0,93.0,0.27808988764044945,0.12932723709993468,0.465055519268452,0.3357282821685173,0.33962264150943394,6.569481420414296,5.278114659230517,4.634728988229636,5.293304824724492,6.244166900663736,4.543294782270004
南阳,2019,1257,385,240,339,0.269689737470167,609.0,182.0,80.0,131.0,478.0,102.0,0.21510673234811165,0.10421638822593476,0.48448687350835323,0.38027048528241847,0.3864306784660767,6.413458957167357,5.209486152841421,4.394449154672439,4.882801922586371,6.171700597410915,4.634728988229636
南阳,2020,1459,419,263,447,0.3063742289239204,715.0,192.0,85.0,167.0,548.0,107.0,0.23356643356643356,0.11446196024674435,0.4900616860863605,0.37559972583961615,0.37360178970917224,6.573680166960646,5.262690188904886,4.454347296253507,5.123963979403259,6.3080984415095305,4.68213122712422
南阳,2021,1971,569,378,722,0.3663115169964485,922.0,219.0,91.0,265.0,657.0,128.0,0.2874186550976139,0.13444951801116184,0.46778285134449515,0.3333333333333333,0.3670360110803324,6.827629234502852,5.393627546352362,4.5217885770490405,5.583496308781699,6.489204931325317,4.859812404361672
南阳,2022,1899,609,393,596,0.3138493944181148,918.0,247.0,111.0,237.0,681.0,136.0,0.2581699346405229,0.12480252764612954,0.4834123222748815,0.358609794628752,0.3976510067114094,6.823286122355687,5.5134287461649825,4.718498871295094,5.472270673671475,6.525029657843462,4.919980925828125
南阳,2023,1507,466,259,381,0.2528201725282017,1004.0,293.0,133.0,221.0,783.0,160.0,0.2201195219123506,0.14664897146648972,0.6662242866622429,0.5195753151957532,0.5800524934383202,6.912742820493176,5.683579767338681,4.897839799950911,5.402677381872279,6.664409020350408,5.081404364984463
博尔塔拉,2017,3,3,3,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
博尔塔拉,2018,4,4,4,4,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.75,0.75,0.0,0.75,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,0.0
博尔塔拉,2019,4,2,0,0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,1.6094379124341003,1.0986122886681098
博尔塔拉,2020,3,3,2,2,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453
博尔塔拉,2021,5,4,2,3,0.6,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.2,0.4,0.2,0.3333333333333333,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
博尔塔拉,2022,10,9,7,7,0.7,7.0,6.0,4.0,4.0,3.0,2.0,0.5714285714285714,0.4,0.7,0.3,0.5714285714285714,2.0794415416798357,1.9459101490553132,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.0986122886681098
博尔塔拉,2023,12,7,5,8,0.6666666666666666,8.0,4.0,3.0,6.0,2.0,1.0,0.75,0.5,0.6666666666666666,0.16666666666666666,0.75,2.1972245773362196,1.6094379124341003,1.3862943611198906,1.9459101490553132,1.0986122886681098,0.6931471805599453
博尔塔拉蒙古自治州,2008,4,3,1,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
博尔塔拉蒙古自治州,2009,4,4,3,3,0.75,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.25,0.0,0.3333333333333333,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
博尔塔拉蒙古自治州,2010,5,4,3,4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
博尔塔拉蒙古自治州,2011,13,7,6,11,0.8461538461538461,5.0,4.0,4.0,5.0,0.0,0.0,1.0,0.38461538461538464,0.38461538461538464,0.0,0.45454545454545453,1.791759469228055,1.6094379124341003,1.6094379124341003,1.791759469228055,0.0,0.0
博尔塔拉蒙古自治州,2012,25,13,9,11,0.44,3.0,3.0,1.0,1.0,2.0,2.0,0.3333333333333333,0.04,0.12,0.08,0.09090909090909091,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098
博尔塔拉蒙古自治州,2013,27,17,12,19,0.7037037037037037,6.0,5.0,4.0,5.0,1.0,1.0,0.8333333333333334,0.18518518518518517,0.2222222222222222,0.037037037037037035,0.2631578947368421,1.9459101490553132,1.791759469228055,1.6094379124341003,1.791759469228055,0.6931471805599453,0.6931471805599453
博尔塔拉蒙古自治州,2014,25,18,13,16,0.64,14.0,10.0,7.0,8.0,6.0,3.0,0.5714285714285714,0.32,0.56,0.24,0.5,2.70805020110221,2.3978952727983707,2.0794415416798357,2.1972245773362196,1.9459101490553132,1.3862943611198906
博尔塔拉蒙古自治州,2015,28,16,8,14,0.5,7.0,4.0,1.0,2.0,5.0,3.0,0.2857142857142857,0.07142857142857142,0.25,0.17857142857142858,0.14285714285714285,2.0794415416798357,1.6094379124341003,0.6931471805599453,1.0986122886681098,1.791759469228055,1.3862943611198906
博尔塔拉蒙古自治州,2016,49,29,19,27,0.5510204081632653,27.0,15.0,11.0,15.0,12.0,4.0,0.5555555555555556,0.30612244897959184,0.5510204081632653,0.24489795918367346,0.5555555555555556,3.332204510175204,2.772588722239781,2.4849066497880004,2.772588722239781,2.5649493574615367,1.6094379124341003
博尔塔拉蒙古自治州,2017,58,32,20,30,0.5172413793103449,33.0,12.0,6.0,15.0,18.0,6.0,0.45454545454545453,0.25862068965517243,0.5689655172413793,0.3103448275862069,0.5,3.5263605246161616,2.5649493574615367,1.9459101490553132,2.772588722239781,2.9444389791664403,1.9459101490553132
博尔塔拉蒙古自治州,2018,47,17,10,23,0.4893617021276595,21.0,8.0,4.0,15.0,6.0,4.0,0.7142857142857143,0.3191489361702128,0.44680851063829785,0.1276595744680851,0.6521739130434783,3.091042453358316,2.1972245773362196,1.6094379124341003,2.772588722239781,1.9459101490553132,1.6094379124341003
博尔塔拉蒙古自治州,2019,28,17,8,9,0.3214285714285714,14.0,6.0,1.0,1.0,13.0,5.0,0.07142857142857142,0.03571428571428571,0.5,0.4642857142857143,0.1111111111111111,2.70805020110221,1.9459101490553132,0.6931471805599453,0.6931471805599453,2.6390573296152584,1.791759469228055
博尔塔拉蒙古自治州,2020,29,13,5,11,0.3793103448275862,11.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,0.3793103448275862,0.3793103448275862,0.0,2.4849066497880004,1.3862943611198906,0.0,0.0,2.4849066497880004,1.3862943611198906
博尔塔拉蒙古自治州,2021,15,11,5,6,0.4,8.0,6.0,3.0,4.0,4.0,3.0,0.5,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.6666666666666666,2.1972245773362196,1.9459101490553132,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.3862943611198906
博尔塔拉蒙古自治州,2022,42,26,15,18,0.4285714285714285,24.0,13.0,6.0,8.0,16.0,7.0,0.3333333333333333,0.19047619047619047,0.5714285714285714,0.38095238095238093,0.4444444444444444,3.2188758248682006,2.6390573296152584,1.9459101490553132,2.1972245773362196,2.833213344056216,2.0794415416798357
博尔塔拉蒙古自治州,2023,31,14,8,10,0.3225806451612903,24.0,7.0,4.0,6.0,18.0,3.0,0.25,0.1935483870967742,0.7741935483870968,0.5806451612903226,0.6,3.2188758248682006,2.0794415416798357,1.6094379124341003,1.9459101490553132,2.9444389791664403,1.3862943611198906
厦门,2008,816,247,152,303,0.3713235294117647,343.0,138.0,83.0,174.0,169.0,55.0,0.5072886297376094,0.21323529411764705,0.42034313725490197,0.20710784313725492,0.5742574257425742,5.840641657373398,4.9344739331306915,4.430816798843313,5.1647859739235145,5.135798437050262,4.02535169073515
厦门,2009,1197,399,280,436,0.3642439431913116,735.0,282.0,205.0,339.0,396.0,77.0,0.46122448979591835,0.2832080200501253,0.6140350877192983,0.3308270676691729,0.7775229357798165,6.601230118728877,5.645446897643238,5.327876168789581,5.8289456176102075,5.983936280687191,4.356708826689592
厦门,2010,1376,409,253,431,0.3132267441860465,797.0,286.0,173.0,325.0,472.0,113.0,0.4077791718946048,0.23619186046511628,0.5792151162790697,0.3430232558139535,0.7540603248259861,6.682108597449809,5.659482215759621,5.159055299214529,5.786897381366708,6.159095388491933,4.736198448394496
厦门,2011,1852,542,316,534,0.2883369330453563,1172.0,396.0,219.0,405.0,767.0,177.0,0.3455631399317406,0.21868250539956804,0.6328293736501079,0.41414686825054,0.7584269662921348,7.067319848653476,5.983936280687191,5.393627546352362,6.0063531596017325,6.643789733147672,5.181783550292085
厦门,2012,2314,671,377,660,0.2852203975799481,1437.0,501.0,272.0,496.0,941.0,229.0,0.3451635351426583,0.2143474503025065,0.6210025929127053,0.4066551426101988,0.7515151515151515,7.271008538280992,6.218600119691729,5.60947179518496,6.208590026096629,6.848005274576363,5.438079308923196
厦门,2013,2885,755,409,666,0.2308492201039861,1782.0,574.0,295.0,497.0,1285.0,279.0,0.2789001122334456,0.17227036395147313,0.6176776429809359,0.44540727902946275,0.7462462462462462,7.48605261786314,6.354370040797351,5.69035945432406,6.210600077024653,7.1592919047975645,5.634789603169249
厦门,2014,3571,869,458,884,0.2475497059647157,2247.0,663.0,325.0,595.0,1652.0,338.0,0.26479750778816197,0.16661999439932793,0.6292355082609913,0.4626155138616634,0.6730769230769231,7.717796211013582,6.498282149476434,5.786897381366708,6.39024066706535,7.410347097821024,5.82600010738045
厦门,2015,3977,1017,547,1003,0.252200150867488,2495.0,784.0,391.0,767.0,1728.0,393.0,0.30741482965931866,0.19285893889866734,0.62735730450088,0.4344983656022127,0.7647058823529411,7.822444729489319,6.665683717782408,5.971261839790462,6.643789733147672,7.455298485683291,5.976350909297934
厦门,2016,5187,1318,753,1624,0.3130904183535762,3721.0,1057.0,586.0,1343.0,2378.0,471.0,0.36092448266595,0.2589165220744168,0.7173703489492963,0.4584538268748795,0.8269704433497537,8.222016437202196,6.964135612418245,6.375024819828097,7.203405521083095,7.774435510302958,6.156978985585555
厦门,2017,6488,1564,857,1756,0.2706535141800246,4714.0,1315.0,678.0,1427.0,3287.0,637.0,0.30271531607976243,0.21994451294697903,0.7265721331689272,0.5066276202219482,0.8126423690205011,8.458504195067558,7.182352111885263,6.520621127558696,7.2640301428995295,8.098034756176071,6.45833828334479
厦门,2018,8840,1980,1085,2404,0.271945701357466,6693.0,1682.0,884.0,1871.0,4822.0,798.0,0.27954579411325264,0.21165158371040724,0.7571266968325792,0.5454751131221719,0.7782861896838602,8.808966881771273,7.428333194190806,6.785587645007929,7.534762657037537,8.481151420068972,6.683360945766275
厦门,2019,10127,2080,1026,2274,0.2245482373852078,7853.0,1794.0,841.0,1922.0,5931.0,953.0,0.24474723035782503,0.189789671176064,0.7754517626147921,0.5856620914387282,0.8452066842568162,8.968778235137956,7.492760300922379,6.7357800142423265,7.56164174558878,8.688116703257823,6.860663671448287
厦门,2020,12091,2372,1139,2689,0.2223968240840294,9502.0,2053.0,920.0,2164.0,7338.0,1133.0,0.2277415280993475,0.17897609792407576,0.7858737904226284,0.6068976924985526,0.8047601338787653,9.159362817211315,7.627544390488503,6.825460036255307,7.68017564043659,8.900957872545062,7.033506484287697
厦门,2021,12674,2555,1264,2973,0.2345747198990058,9897.0,2206.0,1009.0,2506.0,7391.0,1197.0,0.253208042841265,0.19772763137131136,0.7808900110462363,0.583162379674925,0.8429196098217289,9.200087995511831,7.699389406256737,6.917705609835305,7.826842098158293,8.90815361332152,7.088408778675395
厦门,2022,13216,2393,1061,2151,0.1627572639225181,9829.0,1979.0,738.0,1748.0,8081.0,1241.0,0.17784108251093703,0.1322639225181598,0.7437197336561744,0.6114558111380145,0.8126452812645282,9.193194213141211,7.590852123688581,6.6052979209482015,7.466799475018602,8.997394645638419,7.124478262493424
厦门,2023,12974,2379,955,1928,0.1486049021119161,9807.0,2164.0,822.0,1762.0,8045.0,1342.0,0.17966758437850516,0.13581008170186526,0.7558964082010174,0.6200863264991522,0.9139004149377593,9.190953658175992,7.68017564043659,6.71295620067707,7.47477218239787,8.992930352509733,7.202661196523238
双河,2018,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
双河,2021,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0
双河,2023,7,3,2,6,0.8571428571428571,7.0,3.0,2.0,6.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.14285714285714285,1.0,2.0794415416798357,1.3862943611198906,1.0986122886681098,1.9459101490553132,0.6931471805599453,0.6931471805599453
双鸭山,2008,15,11,7,7,0.4666666666666667,4.0,2.0,1.0,1.0,3.0,1.0,0.25,0.06666666666666667,0.26666666666666666,0.2,0.14285714285714285,1.6094379124341003,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453
双鸭山,2009,19,16,10,12,0.631578947368421,5.0,3.0,1.0,2.0,3.0,2.0,0.4,0.10526315789473684,0.2631578947368421,0.15789473684210525,0.16666666666666666,1.791759469228055,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.0986122886681098
双鸭山,2010,33,18,12,12,0.3636363636363636,16.0,4.0,2.0,2.0,14.0,2.0,0.125,0.06060606060606061,0.48484848484848486,0.42424242424242425,0.16666666666666666,2.833213344056216,1.6094379124341003,1.0986122886681098,1.0986122886681098,2.70805020110221,1.0986122886681098
双鸭山,2011,97,24,16,19,0.1958762886597938,73.0,7.0,5.0,7.0,66.0,2.0,0.0958904109589041,0.07216494845360824,0.7525773195876289,0.6804123711340206,0.3684210526315789,4.30406509320417,2.0794415416798357,1.791759469228055,2.0794415416798357,4.204692619390966,1.0986122886681098
双鸭山,2012,77,26,17,22,0.2857142857142857,52.0,11.0,7.0,9.0,43.0,4.0,0.17307692307692307,0.11688311688311688,0.6753246753246753,0.5584415584415584,0.4090909090909091,3.970291913552122,2.4849066497880004,2.0794415416798357,2.302585092994046,3.784189633918261,1.6094379124341003
双鸭山,2013,73,33,21,25,0.3424657534246575,46.0,13.0,8.0,10.0,36.0,5.0,0.21739130434782608,0.136986301369863,0.6301369863013698,0.4931506849315068,0.4,3.8501476017100584,2.6390573296152584,2.1972245773362196,2.3978952727983707,3.6109179126442243,1.791759469228055
