年份,省份,城市,省份代码,城市代码,city_apply,city_grant,city_invgrant,I,城市发明专利授权量变化,城市专利申请量变化,城市专利授权量变化,listed_apply,listed_grant,listed_invgrant,n_listed_firms,nonlisted_apply_proxy,listed_share_apply,nonlisted_share_apply_proxy,bad_negative_nonlisted_apply,nonlisted_grant_proxy,listed_share_grant,nonlisted_share_grant_proxy,bad_negative_nonlisted_grant,nonlisted_invgrant_proxy,listed_share_invgrant,nonlisted_share_invgrant_proxy,bad_negative_nonlisted_invgrant
2000,北京市,北京市,110000,110000,7994,5707,1032,,,,,168.0,142.0,1.0,55.0,7826.0,0.021015761821366025,0.978984238178634,False,5565.0,0.0248817241983529,0.9751182758016471,False,1031.0,0.0009689922480620155,0.999031007751938,False
2001,北京市,北京市,110000,110000,9681,6161,1138,,0.102713175,0.21103327,0.07955143,723.0,362.0,206.0,64.0,8958.0,0.07468236752401611,0.9253176324759839,False,5799.0,0.05875669534166531,0.9412433046583347,False,932.0,0.18101933216168717,0.8189806678383128,False
2002,北京市,北京市,110000,110000,11969,6051,974,,-0.14411248,0.23633923,-0.017854244,952.0,391.0,194.0,68.0,11017.0,0.07953880858885454,0.9204611914111455,False,5660.0,0.06461741860849446,0.9353825813915055,False,780.0,0.19917864476386038,0.8008213552361396,False
2003,北京市,北京市,110000,110000,13260,7597,2245,,1.3049282,0.10786197,0.25549495,928.0,813.0,533.0,75.0,12332.0,0.06998491704374057,0.9300150829562595,False,6784.0,0.10701592733973937,0.8929840726602606,False,1712.0,0.2374164810690423,0.7625835189309577,False
2004,北京市,北京市,110000,110000,15250,8858,3224,,0.4360802,0.15007542,0.16598657,1061.0,812.0,610.0,82.0,14189.0,0.06957377049180327,0.9304262295081968,False,8046.0,0.09166854820501241,0.9083314517949875,False,2614.0,0.1892059553349876,0.8107940446650124,False
2005,北京市,北京市,110000,110000,19183,9709,3396,,0.053349875,0.25790164,0.09607135,1255.0,908.0,670.0,85.0,17928.0,0.06542250951363186,0.9345774904863682,False,8801.0,0.09352147492017715,0.9064785250798228,False,2726.0,0.1972909305064782,0.8027090694935218,False
2006,北京市,北京市,110000,110000,22562,10820,4003,,0.1787397,0.17614554,0.11442991,1379.0,927.0,593.0,94.0,21183.0,0.06112046804361315,0.9388795319563868,False,9893.0,0.0856746765249538,0.9143253234750462,False,3410.0,0.1481388958281289,0.8518611041718711,False
2007,北京市,北京市,110000,110000,28387,14348,4668,,0.1661254,0.25817746,0.32606286,3143.0,1598.0,643.0,108.0,25244.0,0.11071969563532603,0.889280304364674,False,12750.0,0.11137440758293839,0.8886255924170616,False,4025.0,0.1377463581833762,0.8622536418166238,False
2008,北京市,北京市,110000,110000,38802,17668,6387,,0.36825192,0.3668933,0.23139113,4775.0,2413.0,854.0,111.0,34027.0,0.12306066697592907,0.8769393330240709,False,15255.0,0.13657459814353634,0.8634254018564637,False,5533.0,0.13370909660247376,0.8662909033975262,False
2009,北京市,北京市,110000,110000,45232,22697,9276,,0.45232505,0.1657131,0.28463888,9343.0,4938.0,1426.0,133.0,35889.0,0.20655730456314114,0.7934426954368589,False,17759.0,0.2175617923073534,0.7824382076926466,False,7850.0,0.15373005605864598,0.846269943941354,False
2010,北京市,北京市,110000,110000,54024,32330,10649,,0.1480164,0.19437566,0.42441732,15566.0,8244.0,1909.0,174.0,38458.0,0.28813120094772693,0.7118687990522731,False,24086.0,0.25499536034642745,0.7450046396535726,False,8740.0,0.17926565874730022,0.8207343412526998,False
2011,北京市,北京市,110000,110000,65633,40516,15538,,0.45910415,0.21488598,0.25320137,19993.0,12518.0,2868.0,201.0,45640.0,0.30461810369783493,0.6953818963021651,False,27998.0,0.3089643597591075,0.6910356402408925,False,12670.0,0.184579739992277,0.815420260007723,False
2012,北京市,北京市,110000,110000,82927,44782,20020,,0.28845412,0.2634955,0.10529174,27625.0,15244.0,4309.0,219.0,55302.0,0.3331243141558238,0.6668756858441762,False,29538.0,0.34040462685900585,0.6595953731409941,False,15711.0,0.21523476523476523,0.7847652347652347,False
2013,北京市,北京市,110000,110000,105485,63530,21916,,0.09470529,0.27202237,0.41865036,31828.0,22093.0,5352.0,228.0,73657.0,0.3017301038062284,0.6982698961937717,False,41437.0,0.3477569652132851,0.652243034786715,False,16564.0,0.24420514692462128,0.7557948530753787,False
2014,北京市,北京市,110000,110000,128622,74193,23403,,0.06784997,0.21933924,0.16784197,36947.0,23042.0,6572.0,240.0,91675.0,0.2872525695448679,0.7127474304551321,False,51151.0,0.31056838246195734,0.6894316175380427,False,16831.0,0.2808186984574627,0.7191813015425372,False
2015,北京市,北京市,110000,110000,147749,93141,33554,,0.4337478,0.14870706,0.25538796,41433.0,28596.0,10391.0,267.0,106316.0,0.2804282939309234,0.7195717060690766,False,64545.0,0.3070183914709956,0.6929816085290044,False,23163.0,0.30967991893663943,0.6903200810633605,False
2016,北京市,北京市,110000,110000,170352,104694,42261,,0.25949216,0.15298243,0.12403775,52382.0,32841.0,12971.0,302.0,117970.0,0.3074927209542594,0.6925072790457406,False,71853.0,0.3136855980285403,0.6863144019714597,False,29290.0,0.30692600743001824,0.6930739925699818,False
2017,北京市,北京市,110000,110000,182938,109415,47026,,0.11275171,0.07388231,0.04509332,61830.0,37287.0,15809.0,326.0,121108.0,0.33798336048278654,0.6620166395172135,False,72128.0,0.34078508431202303,0.659214915687977,False,31217.0,0.33617573257347,0.66382426742653,False
2018,北京市,北京市,110000,110000,206312,126337,47948,,0.019606175,0.12777007,0.15465887,72211.0,46808.0,16438.0,336.0,134101.0,0.35000872465004457,0.6499912753499554,False,79529.0,0.37050112002026325,0.6294988799797367,False,31510.0,0.34282973220989404,0.6571702677901059,False
2019,北京市,北京市,110000,110000,227147,134773,54201,,0.13041212,0.10098782,0.06677379,85799.0,47559.0,17868.0,364.0,141348.0,0.3777245572250569,0.6222754427749431,False,87214.0,0.3528822538639045,0.6471177461360955,False,36333.0,0.32966181435766867,0.6703381856423313,False
2020,北京市,北京市,110000,110000,260608,166576,64532,,0.19060534,0.14730988,0.23597457,110368.0,64066.0,19371.0,403.0,150240.0,0.4235019646365422,0.5764980353634578,False,102510.0,0.38460522524253193,0.6153947747574681,False,45161.0,0.30017665654249054,0.6998233434575094,False
2021,北京市,北京市,110000,110000,284997,203252,80795,,0.25201452,0.093585,0.22017577,123429.0,80839.0,26259.0,430.0,161568.0,0.4330887693554669,0.5669112306445331,False,122413.0,0.39772794363647096,0.602272056363529,False,54536.0,0.32500773562720464,0.6749922643727954,False
2022,北京市,北京市,110000,110000,302004,207266,89903,,0.11272975,0.05967431,0.019748883,154558.0,104309.0,34370.0,458.0,147446.0,0.5117746784810797,0.4882253215189203,False,102957.0,0.5032615093647776,0.49673849063522235,False,55533.0,0.3823009243295552,0.6176990756704448,False
2023,北京市,北京市,110000,110000,285964,198248,110056,,0.22416382,-0.05311188,-0.04350931,164984.0,99423.0,44519.0,469.0,120980.0,0.576939754654432,0.42306024534556796,False,98825.0,0.5015082119365643,0.4984917880634357,False,65537.0,0.4045122483099513,0.5954877516900487,False
2024,北京市,北京市,110000,110000,211713,204126,122059,,0.10906266,-0.25965157,0.02964973,113864.0,101417.0,50924.0,472.0,97849.0,0.5378224294209614,0.4621775705790386,False,102709.0,0.496835288008387,0.5031647119916131,False,71135.0,0.41720807150640266,0.5827919284935974,False
2000,天津市,天津市,120000,120000,2044,1533,166,,,,,21.0,10.0,0.0,16.0,2023.0,0.010273972602739725,0.9897260273972602,False,1523.0,0.006523157208088715,0.9934768427919113,False,166.0,0.0,1.0,False
2001,天津市,天津市,120000,120000,2481,1712,121,,-0.27108434,0.21379648,0.116764516,34.0,18.0,0.0,21.0,2447.0,0.013704151551793631,0.9862958484482064,False,1694.0,0.010514018691588784,0.9894859813084113,False,121.0,0.0,1.0,False
2002,天津市,天津市,120000,120000,4227,1739,105,,-0.1322314,0.70374846,0.015771028,35.0,24.0,1.0,22.0,4192.0,0.008280104092737165,0.9917198959072628,False,1715.0,0.013801035077630822,0.9861989649223691,False,104.0,0.009523809523809525,0.9904761904761905,False
2003,天津市,天津市,120000,120000,5748,2307,237,,1.2571429,0.35982966,0.32662448,122.0,30.0,4.0,22.0,5626.0,0.021224773834377174,0.9787752261656228,False,2277.0,0.013003901170351105,0.9869960988296489,False,233.0,0.016877637130801686,0.9831223628691983,False
2004,天津市,天津市,120000,120000,6127,2491,441,,0.8607595,0.06593598,0.07975726,234.0,49.0,7.0,22.0,5893.0,0.03819161090256243,0.9618083890974376,False,2442.0,0.019670814933761542,0.9803291850662385,False,434.0,0.015873015873015872,0.9841269841269841,False
2005,天津市,天津市,120000,120000,7435,2870,716,,0.6235828,0.2134813,0.15214773,307.0,36.0,8.0,22.0,7128.0,0.04129119031607263,0.9587088096839274,False,2834.0,0.012543554006968641,0.9874564459930314,False,708.0,0.0111731843575419,0.9888268156424581,False
2006,天津市,天津市,120000,120000,7936,3848,1018,,0.4217877,0.067384,0.34076655,298.0,121.0,56.0,24.0,7638.0,0.03755040322580645,0.9624495967741935,False,3727.0,0.03144490644490645,0.9685550935550935,False,962.0,0.0550098231827112,0.9449901768172888,False
2007,天津市,天津市,120000,120000,9385,5172,1076,,0.05697446,0.18258569,0.34407485,300.0,192.0,41.0,28.0,9085.0,0.031965903036760786,0.9680340969632392,False,4980.0,0.037122969837587005,0.962877030162413,False,1035.0,0.03810408921933085,0.9618959107806692,False
2008,天津市,天津市,120000,120000,9917,6857,1562,,0.45167285,0.0566862,0.32579273,431.0,226.0,79.0,28.0,9486.0,0.043460724009277,0.956539275990723,False,6631.0,0.03295901997958291,0.967040980020417,False,1483.0,0.05057618437900128,0.9494238156209988,False
2009,天津市,天津市,120000,120000,13518,7552,2004,,0.28297055,0.36311385,0.101356275,574.0,465.0,131.0,30.0,12944.0,0.04246190264832076,0.9575380973516793,False,7087.0,0.061573093220338986,0.938426906779661,False,1873.0,0.06536926147704591,0.9346307385229541,False
2010,天津市,天津市,120000,120000,16537,10594,1815,,-0.09431138,0.22333185,0.4028072,808.0,683.0,283.0,34.0,15729.0,0.04886013182560319,0.9511398681743968,False,9911.0,0.06447045497451387,0.9355295450254861,False,1532.0,0.15592286501377411,0.8440771349862259,False
2011,天津市,天津市,120000,120000,22345,13574,2437,,0.34269974,0.35121244,0.2812913,732.0,654.0,297.0,35.0,21613.0,0.03275900648914746,0.9672409935108526,False,12920.0,0.048180344776779134,0.9518196552232209,False,2140.0,0.12187115305703734,0.8781288469429627,False
2012,天津市,天津市,120000,120000,32384,16822,3341,,0.3709479,0.44927278,0.23928098,1408.0,1018.0,378.0,37.0,30976.0,0.043478260869565216,0.9565217391304348,False,15804.0,0.06051599096421353,0.9394840090357864,False,2963.0,0.11313977850942832,0.8868602214905716,False
2013,天津市,天津市,120000,120000,39963,25342,3361,,0.005986232,0.23403533,0.5064796,899.0,819.0,269.0,37.0,39064.0,0.022495808622976253,0.9775041913770237,False,24523.0,0.03231789124773104,0.967682108752269,False,3092.0,0.08003570365962512,0.9199642963403749,False
2014,天津市,天津市,120000,120000,47742,25920,3313,,-0.014281464,0.19465506,0.022807987,1417.0,967.0,310.0,42.0,46325.0,0.02968036529680365,0.9703196347031964,False,24953.0,0.037307098765432097,0.9626929012345679,False,3003.0,0.09357078176878962,0.9064292182312104,False
2015,天津市,天津市,120000,120000,62560,37249,4385,,0.3235738,0.3103766,0.43707561,1425.0,1144.0,353.0,41.0,61135.0,0.022778132992327366,0.9772218670076727,False,36105.0,0.030712233885473436,0.9692877661145266,False,4032.0,0.08050171037628279,0.9194982896237173,False
2016,天津市,天津市,120000,120000,72645,40837,5385,,0.22805017,0.16120525,0.096324734,1575.0,1111.0,424.0,47.0,71070.0,0.021680776378277925,0.9783192236217221,False,39726.0,0.0272057203026667,0.9727942796973333,False,4961.0,0.07873723305478181,0.9212627669452182,False
2017,天津市,天津市,120000,120000,74406,42575,5965,,0.10770659,0.024241174,0.042559445,1979.0,1294.0,459.0,52.0,72427.0,0.02659731742063812,0.9734026825793619,False,41281.0,0.03039342337052261,0.9696065766294774,False,5506.0,0.07694886839899413,0.9230511316010058,False
2018,天津市,天津市,120000,120000,81541,55918,5780,,-0.03101425,0.0958928,0.31339988,2547.0,1639.0,402.0,53.0,78994.0,0.031235820016924,0.968764179983076,False,54279.0,0.02931077649415215,0.9706892235058479,False,5378.0,0.06955017301038062,0.9304498269896194,False
2019,天津市,天津市,120000,120000,88090,59052,5134,,-0.11176471,0.080315426,0.05604635,3478.0,2873.0,1381.0,55.0,84612.0,0.03948234759904643,0.9605176524009535,False,56179.0,0.04865203549414076,0.9513479645058592,False,3753.0,0.26899104012465913,0.7310089598753409,False
2020,天津市,天津市,120000,120000,107951,77088,5379,,0.047721077,0.2254626,0.30542573,4951.0,3195.0,882.0,61.0,103000.0,0.045863400987485065,0.9541365990125149,False,73893.0,0.041446139476961394,0.9585538605230386,False,4497.0,0.16397099832682654,0.8360290016731734,False
2021,天津市,天津市,120000,120000,80452,100015,7534,,0.40063208,-0.25473595,0.29741335,5775.0,4190.0,1192.0,65.0,74677.0,0.07178193208372695,0.928218067916273,False,95825.0,0.04189371594260861,0.9581062840573914,False,6342.0,0.15821608707194054,0.8417839129280594,False
2022,天津市,天津市,120000,120000,71726,73086,11996,,0.5922485,-0.10846219,-0.26924962,7075.0,5665.0,1622.0,70.0,64651.0,0.09863926609597636,0.9013607339040236,False,67421.0,0.07751142489669705,0.922488575103303,False,10374.0,0.1352117372457486,0.8647882627542515,False
2023,天津市,天津市,120000,120000,78135,60439,14621,,0.21882294,0.089353934,-0.17304271,7327.0,5559.0,2233.0,72.0,70808.0,0.09377359697958661,0.9062264030204134,False,54880.0,0.09197703469613991,0.9080229653038601,False,12388.0,0.1527255317693728,0.8472744682306271,False
2024,天津市,天津市,120000,120000,50267,59272,15293,,0.045961287,-0.35666475,-0.019308725,4680.0,4787.0,1949.0,70.0,45587.0,0.09310283088308433,0.9068971691169156,False,54485.0,0.08076326089890673,0.9192367391010933,False,13344.0,0.12744392859478193,0.8725560714052181,False
2000,河北省,石家庄市,130000,130100,701,590,56,,,,,0.0,1.0,1.0,8.0,701.0,0.0,1.0,False,589.0,0.001694915254237288,0.9983050847457627,False,55.0,0.017857142857142856,0.9821428571428571,False
2001,河北省,石家庄市,130000,130100,783,652,62,,0.10714286,0.11697575,0.10508475,1.0,1.0,1.0,8.0,782.0,0.001277139208173691,0.9987228607918263,False,651.0,0.0015337423312883436,0.9984662576687117,False,61.0,0.016129032258064516,0.9838709677419355,False
2002,河北省,石家庄市,130000,130100,964,664,50,,-0.19354838,0.23116219,0.018404908,15.0,0.0,0.0,8.0,949.0,0.015560165975103735,0.9844398340248963,False,664.0,0.0,1.0,False,50.0,0.0,1.0,False
2003,河北省,石家庄市,130000,130100,1073,792,83,,0.66,0.11307054,0.19277108,16.0,4.0,0.0,8.0,1057.0,0.014911463187325256,0.9850885368126747,False,788.0,0.005050505050505051,0.9949494949494949,False,83.0,0.0,1.0,False
2004,河北省,石家庄市,130000,130100,1015,839,111,,0.33734939,-0.054054055,0.059343435,9.0,7.0,3.0,8.0,1006.0,0.008866995073891626,0.9911330049261083,False,832.0,0.00834326579261025,0.9916567342073898,False,108.0,0.02702702702702703,0.972972972972973,False
2005,河北省,石家庄市,130000,130100,1245,826,128,,0.15315315,0.22660099,-0.015494636,23.0,4.0,4.0,8.0,1222.0,0.018473895582329317,0.9815261044176706,False,822.0,0.004842615012106538,0.9951573849878934,False,124.0,0.03125,0.96875,False
2006,河北省,石家庄市,130000,130100,1328,971,149,,0.1640625,0.06666667,0.1755448,42.0,3.0,2.0,8.0,1286.0,0.03162650602409638,0.9683734939759037,False,968.0,0.003089598352214212,0.9969104016477858,False,147.0,0.013422818791946308,0.9865771812080537,False
2007,河北省,石家庄市,130000,130100,1519,1171,157,,0.053691275,0.14382531,0.20597322,14.0,26.0,3.0,7.0,1505.0,0.009216589861751152,0.9907834101382489,False,1145.0,0.02220324508966695,0.977796754910333,False,154.0,0.01910828025477707,0.9808917197452229,False
2008,河北省,石家庄市,130000,130100,1941,1317,178,,0.13375796,0.27781436,0.12467976,43.0,14.0,8.0,7.0,1898.0,0.02215352910870685,0.9778464708912932,False,1303.0,0.010630220197418374,0.9893697798025817,False,170.0,0.0449438202247191,0.9550561797752809,False
2009,河北省,石家庄市,130000,130100,2325,1583,224,,0.25842696,0.19783616,0.20197418,171.0,73.0,6.0,9.0,2154.0,0.07354838709677419,0.9264516129032258,False,1510.0,0.04611497157296273,0.9538850284270373,False,218.0,0.026785714285714284,0.9732142857142857,False
2010,河北省,石家庄市,130000,130100,2671,2237,254,,0.13392857,0.14881721,0.4131396,134.0,146.0,21.0,10.0,2537.0,0.05016847622613253,0.9498315237738675,False,2091.0,0.06526598122485472,0.9347340187751453,False,233.0,0.08267716535433071,0.9173228346456693,False
2011,河北省,石家庄市,130000,130100,2999,2497,461,,0.81496066,0.12280045,0.11622709,210.0,207.0,76.0,12.0,2789.0,0.07002334111370456,0.9299766588862954,False,2290.0,0.0828994793752503,0.9171005206247497,False,385.0,0.1648590021691974,0.8351409978308026,False
2012,河北省,石家庄市,130000,130100,4143,2803,643,,0.39479393,0.3814605,0.12254705,350.0,218.0,101.0,13.0,3793.0,0.08447984552256818,0.9155201544774318,False,2585.0,0.07777381377095968,0.9222261862290403,False,542.0,0.15707620528771385,0.8429237947122862,False
2013,河北省,石家庄市,130000,130100,4792,3972,651,,0.01244168,0.15664977,0.41705316,445.0,380.0,102.0,14.0,4347.0,0.09286310517529216,0.9071368948247078,False,3592.0,0.09566968781470292,0.904330312185297,False,549.0,0.15668202764976957,0.8433179723502304,False
2014,河北省,石家庄市,130000,130100,5868,4438,706,,0.084485404,0.2245409,0.117321245,322.0,404.0,97.0,14.0,5546.0,0.05487389229720518,0.9451261077027948,False,4034.0,0.09103199639477241,0.9089680036052276,False,609.0,0.13739376770538245,0.8626062322946175,False
2015,河北省,石家庄市,130000,130100,8121,5696,976,,0.38243628,0.38394684,0.283461,698.0,466.0,115.0,15.0,7423.0,0.08595000615687723,0.9140499938431228,False,5230.0,0.08181179775280899,0.918188202247191,False,861.0,0.11782786885245902,0.882172131147541,False
2016,河北省,石家庄市,130000,130100,10469,7262,1159,,0.1875,0.28912696,0.27492976,804.0,536.0,125.0,16.0,9665.0,0.07679816601394593,0.923201833986054,False,6726.0,0.07380886808041862,0.9261911319195814,False,1034.0,0.10785159620362382,0.8921484037963762,False
2017,河北省,石家庄市,130000,130100,12955,7718,1387,,0.19672132,0.23746298,0.06279262,1520.0,765.0,135.0,17.0,11435.0,0.11732921651871864,0.8826707834812814,False,6953.0,0.09911894273127753,0.9008810572687225,False,1252.0,0.0973323720259553,0.9026676279740447,False
2018,河北省,石家庄市,130000,130100,17895,11810,1514,,0.09156453,0.38131994,0.53018916,1411.0,1155.0,182.0,16.0,16484.0,0.07884884045822856,0.9211511595417714,False,10655.0,0.09779847586790855,0.9022015241320914,False,1332.0,0.1202113606340819,0.8797886393659181,False
2019,河北省,石家庄市,130000,130100,23103,14265,1351,,-0.10766182,0.291031,0.20787469,1410.0,917.0,188.0,17.0,21693.0,0.0610310349305285,0.9389689650694715,False,13348.0,0.06428321065545041,0.9357167893445496,False,1163.0,0.1391561806069578,0.8608438193930422,False
2020,河北省,石家庄市,130000,130100,29999,21079,1730,,0.28053293,0.29848936,0.47767264,1728.0,1183.0,247.0,19.0,28271.0,0.05760192006400213,0.9423980799359979,False,19896.0,0.05612220693581289,0.9438777930641871,False,1483.0,0.14277456647398845,0.8572254335260115,False
2021,河北省,石家庄市,130000,130100,26954,27425,2445,,0.4132948,-0.10150339,0.30105793,2182.0,1577.0,373.0,20.0,24772.0,0.08095273428804631,0.9190472657119537,False,25848.0,0.05750227894257065,0.9424977210574293,False,2072.0,0.1525562372188139,0.847443762781186,False
2022,河北省,石家庄市,130000,130100,26215,26036,3604,,0.47402862,-0.02741708,-0.05064722,1878.0,1886.0,421.0,22.0,24337.0,0.07163837497615869,0.9283616250238413,False,24150.0,0.07243816254416961,0.9275618374558304,False,3183.0,0.11681465038845727,0.8831853496115427,False
2023,河北省,石家庄市,130000,130100,28842,20170,4298,,0.19256382,0.1002098,-0.22530343,1752.0,1185.0,456.0,23.0,27090.0,0.06074474724360308,0.9392552527563969,False,18985.0,0.058750619732275654,0.9412493802677243,False,3842.0,0.10609585853885528,0.8939041414611447,False
2024,河北省,石家庄市,130000,130100,19446,22385,4728,,0.10004653,-0.3257749,0.10981656,1243.0,1127.0,451.0,23.0,18203.0,0.06392060063766328,0.9360793993623368,False,21258.0,0.05034621398257762,0.9496537860174223,False,4277.0,0.09538917089678511,0.9046108291032149,False
2000,河北省,唐山市,130000,130200,441,482,42,,,,,17.0,19.0,2.0,3.0,424.0,0.03854875283446712,0.9614512471655329,False,463.0,0.03941908713692946,0.9605809128630706,False,40.0,0.047619047619047616,0.9523809523809523,False
2001,河北省,唐山市,130000,130200,621,426,17,,-0.5952381,0.40816328,-0.11618257,14.0,15.0,0.0,3.0,607.0,0.02254428341384863,0.9774557165861514,False,411.0,0.035211267605633804,0.9647887323943662,False,17.0,0.0,1.0,False
2002,河北省,唐山市,130000,130200,539,608,17,,0.0,-0.13204509,0.42723006,12.0,12.0,0.0,3.0,527.0,0.022263450834879406,0.9777365491651205,False,596.0,0.019736842105263157,0.9802631578947368,False,17.0,0.0,1.0,False
2003,河北省,唐山市,130000,130200,458,395,35,,1.0588236,-0.1502783,-0.35032895,22.0,14.0,2.0,4.0,436.0,0.048034934497816595,0.9519650655021834,False,381.0,0.035443037974683546,0.9645569620253165,False,33.0,0.05714285714285714,0.9428571428571428,False
2004,河北省,唐山市,130000,130200,532,336,33,,-0.057142857,0.16157205,-0.1493671,23.0,20.0,3.0,5.0,509.0,0.043233082706766915,0.956766917293233,False,316.0,0.05952380952380952,0.9404761904761905,False,30.0,0.09090909090909091,0.9090909090909091,False
2005,河北省,唐山市,130000,130200,587,449,47,,0.42424244,0.10338346,0.33630952,28.0,19.0,0.0,6.0,559.0,0.04770017035775128,0.9522998296422487,False,430.0,0.042316258351893093,0.9576837416481069,False,47.0,0.0,1.0,False
2006,河北省,唐山市,130000,130200,720,531,50,,0.06382979,0.2265758,0.18262807,27.0,17.0,0.0,6.0,693.0,0.0375,0.9625,False,514.0,0.032015065913371,0.967984934086629,False,50.0,0.0,1.0,False
2007,河北省,唐山市,130000,130200,766,653,54,,0.08,0.06388889,0.22975518,42.0,32.0,4.0,6.0,724.0,0.05483028720626632,0.9451697127937336,False,621.0,0.04900459418070444,0.9509954058192955,False,50.0,0.07407407407407407,0.9259259259259259,False
2008,河北省,唐山市,130000,130200,1104,707,88,,0.6296296,0.44125327,0.08269525,74.0,45.0,6.0,6.0,1030.0,0.06702898550724638,0.9329710144927537,False,662.0,0.06364922206506365,0.9363507779349364,False,82.0,0.06818181818181818,0.9318181818181818,False
2009,河北省,唐山市,130000,130200,1258,1038,95,,0.07954545,0.13949275,0.46817538,12.0,43.0,1.0,5.0,1246.0,0.009538950715421303,0.9904610492845787,False,995.0,0.041425818882466284,0.9585741811175337,False,94.0,0.010526315789473684,0.9894736842105263,False
2010,河北省,唐山市,130000,130200,1486,1337,115,,0.21052632,0.18124007,0.28805396,23.0,17.0,3.0,6.0,1463.0,0.01547779273216689,0.9845222072678331,False,1320.0,0.012715033657442034,0.9872849663425579,False,112.0,0.02608695652173913,0.9739130434782609,False
2011,河北省,唐山市,130000,130200,1961,1491,164,,0.42608696,0.31965005,0.11518325,55.0,22.0,5.0,7.0,1906.0,0.02804691483936767,0.9719530851606323,False,1469.0,0.014755197853789403,0.9852448021462106,False,159.0,0.03048780487804878,0.9695121951219512,False
2012,河北省,唐山市,130000,130200,2465,1583,221,,0.34756097,0.25701174,0.061703555,81.0,56.0,12.0,7.0,2384.0,0.03286004056795132,0.9671399594320487,False,1527.0,0.035375868603916616,0.9646241313960834,False,209.0,0.05429864253393665,0.9457013574660633,False
2013,河北省,唐山市,130000,130200,2744,2396,279,,0.26244345,0.113184586,0.5135818,143.0,106.0,20.0,8.0,2601.0,0.05211370262390671,0.9478862973760933,False,2290.0,0.04424040066777963,0.9557595993322203,False,259.0,0.07168458781362007,0.9283154121863799,False
2014,河北省,唐山市,130000,130200,3318,2588,280,,0.0035842294,0.20918368,0.08013356,127.0,73.0,18.0,8.0,3191.0,0.038276069921639545,0.9617239300783604,False,2515.0,0.02820710973724884,0.9717928902627512,False,262.0,0.06428571428571428,0.9357142857142857,False
2015,河北省,唐山市,130000,130200,4087,3193,420,,0.5,0.23176612,0.23377125,182.0,120.0,18.0,8.0,3905.0,0.04453144115488133,0.9554685588451187,False,3073.0,0.03758221108675227,0.9624177889132477,False,402.0,0.04285714285714286,0.9571428571428572,False
2016,河北省,唐山市,130000,130200,4908,3447,552,,0.31428573,0.20088084,0.079549015,361.0,198.0,45.0,10.0,4547.0,0.07355338223308884,0.9264466177669112,False,3249.0,0.057441253263707574,0.9425587467362925,False,507.0,0.08152173913043478,0.9184782608695652,False
2017,河北省,唐山市,130000,130200,6665,3748,653,,0.18297102,0.35798696,0.08732231,1603.0,885.0,161.0,12.0,5062.0,0.24051012753188297,0.759489872468117,False,2863.0,0.23612593383137673,0.7638740661686233,False,492.0,0.24655436447166923,0.7534456355283308,False
2018,河北省,唐山市,130000,130200,8742,5367,708,,0.084226646,0.3116279,0.4319637,1612.0,1332.0,297.0,12.0,7130.0,0.18439716312056736,0.8156028368794326,False,4035.0,0.24818334264952488,0.7518166573504751,False,411.0,0.4194915254237288,0.5805084745762712,False
2019,河北省,唐山市,130000,130200,12561,7220,834,,0.1779661,0.43685657,0.34525806,764.0,412.0,89.0,12.0,11797.0,0.06082318286760608,0.9391768171323939,False,6808.0,0.05706371191135734,0.9429362880886426,False,745.0,0.10671462829736211,0.8932853717026379,False
2020,河北省,唐山市,130000,130200,14551,11615,802,,-0.038369305,0.15842688,0.6087258,858.0,596.0,59.0,12.0,13693.0,0.05896501958628273,0.9410349804137172,False,11019.0,0.05131295738269479,0.9486870426173052,False,743.0,0.07356608478802992,0.92643391521197,False
2021,河北省,唐山市,130000,130200,13810,14164,1097,,0.36783043,-0.050924335,0.2194576,1188.0,1126.0,121.0,14.0,12622.0,0.08602461984069515,0.9139753801593049,False,13038.0,0.07949731714205027,0.9205026828579498,False,976.0,0.11030082041932543,0.8896991795806746,False
2022,河北省,唐山市,130000,130200,12723,13117,1576,,0.4366454,-0.07871108,-0.073919795,1282.0,1182.0,181.0,14.0,11441.0,0.10076239880531321,0.8992376011946868,False,11935.0,0.0901120683083022,0.9098879316916978,False,1395.0,0.1148477157360406,0.8851522842639594,False
2023,河北省,唐山市,130000,130200,15200,11364,1755,,0.11357868,0.19468679,-0.13364336,1451.0,1052.0,276.0,13.0,13749.0,0.09546052631578947,0.9045394736842105,False,10312.0,0.09257303766279479,0.9074269623372052,False,1479.0,0.15726495726495726,0.8427350427350427,False
2024,河北省,唐山市,130000,130200,9418,11323,1704,,-0.02905983,-0.38039473,-0.0036078845,852.0,958.0,262.0,13.0,8566.0,0.09046506689318326,0.9095349331068168,False,10365.0,0.08460655303364832,0.9153934469663517,False,1442.0,0.15375586854460094,0.846244131455399,False
2000,河北省,秦皇岛市,130000,130300,200,185,11,,,,,0.0,0.0,0.0,2.0,200.0,0.0,1.0,False,185.0,0.0,1.0,False,11.0,0.0,1.0,False
2001,河北省,秦皇岛市,130000,130300,263,185,23,,1.0909091,0.315,0.0,6.0,0.0,0.0,2.0,257.0,0.022813688212927757,0.9771863117870723,False,185.0,0.0,1.0,False,23.0,0.0,1.0,False
