年份,省份,城市,省份代码,城市代码,city_apply,city_grant,city_invgrant,I,城市发明专利授权量变化,城市专利申请量变化,城市专利授权量变化,listed_apply,listed_grant,listed_invgrant,n_listed_firms,nonlisted_apply_proxy,listed_share_apply,nonlisted_share_apply_proxy,bad_negative_nonlisted_apply,nonlisted_grant_proxy,listed_share_grant,nonlisted_share_grant_proxy,bad_negative_nonlisted_grant,nonlisted_invgrant_proxy,listed_share_invgrant,nonlisted_share_invgrant_proxy,bad_negative_nonlisted_invgrant
2007,内蒙古自治区,呼和浩特市,150000,150100,670,459,30,,0.071428575,0.18794326,0.53,181.0,105.0,1.0,4.0,489.0,0.2701492537313433,0.7298507462686568,False,354.0,0.22875816993464052,0.7712418300653595,False,29.0,0.03333333333333333,0.9666666666666667,False
2008,内蒙古自治区,呼和浩特市,150000,150100,835,498,35,,0.16666667,0.24626866,0.08496732,187.0,147.0,6.0,4.0,648.0,0.22395209580838324,0.7760479041916167,False,351.0,0.29518072289156627,0.7048192771084337,False,29.0,0.17142857142857143,0.8285714285714286,False
2009,内蒙古自治区,呼和浩特市,150000,150100,794,635,67,,0.9142857,-0.049101796,0.2751004,193.0,126.0,7.0,4.0,601.0,0.24307304785894207,0.756926952141058,False,509.0,0.1984251968503937,0.8015748031496063,False,60.0,0.1044776119402985,0.8955223880597015,False
2010,内蒙古自治区,呼和浩特市,150000,150100,887,659,108,,0.6119403,0.11712846,0.037795275,184.0,127.0,27.0,4.0,703.0,0.20744081172491544,0.7925591882750845,False,532.0,0.19271623672230653,0.8072837632776935,False,81.0,0.25,0.75,False
2011,内蒙古自治区,呼和浩特市,150000,150100,1221,861,188,,0.7407407,0.37655017,0.30652505,216.0,134.0,42.0,4.0,1005.0,0.1769041769041769,0.8230958230958231,False,727.0,0.15563298490127758,0.8443670150987224,False,146.0,0.22340425531914893,0.776595744680851,False
2012,内蒙古自治区,呼和浩特市,150000,150100,1300,966,301,,0.60106385,0.064701065,0.12195122,248.0,215.0,119.0,6.0,1052.0,0.19076923076923077,0.8092307692307692,False,751.0,0.2225672877846791,0.777432712215321,False,182.0,0.3953488372093023,0.6046511627906976,False
2013,内蒙古自治区,呼和浩特市,150000,150100,1463,1289,325,,0.07973422,0.12538461,0.33436853,244.0,342.0,154.0,6.0,1219.0,0.16678058783321942,0.8332194121667806,False,947.0,0.26532195500387895,0.734678044996121,False,171.0,0.47384615384615386,0.5261538461538462,False
2014,内蒙古自治区,呼和浩特市,150000,150100,1628,1089,190,,-0.41538462,0.11278196,-0.15515904,176.0,200.0,47.0,6.0,1452.0,0.10810810810810811,0.8918918918918919,False,889.0,0.18365472910927455,0.8163452708907254,False,143.0,0.24736842105263157,0.7526315789473684,False
2015,内蒙古自治区,呼和浩特市,150000,150100,2193,1652,305,,0.6052632,0.3470516,0.51698804,154.0,142.0,50.0,6.0,2039.0,0.0702234382124943,0.9297765617875057,False,1510.0,0.08595641646489104,0.914043583535109,False,255.0,0.16393442622950818,0.8360655737704918,False
2016,内蒙古自治区,呼和浩特市,150000,150100,2714,1851,343,,0.124590166,0.2375741,0.12046005,249.0,158.0,48.0,6.0,2465.0,0.09174649963154016,0.9082535003684599,False,1693.0,0.08535926526202053,0.9146407347379795,False,295.0,0.13994169096209913,0.8600583090379009,False
2017,内蒙古自治区,呼和浩特市,150000,150100,3447,1936,301,,-0.12244898,0.27008107,0.045921125,374.0,214.0,24.0,6.0,3073.0,0.10850014505366985,0.8914998549463301,False,1722.0,0.11053719008264463,0.8894628099173554,False,277.0,0.07973421926910298,0.920265780730897,False
2018,内蒙古自治区,呼和浩特市,150000,150100,4814,2983,301,,0.0,0.39657673,0.54080576,546.0,297.0,33.0,6.0,4268.0,0.11341919401744911,0.8865808059825508,False,2686.0,0.09956419711699631,0.9004358028830037,False,268.0,0.10963455149501661,0.8903654485049833,False
2019,内蒙古自治区,呼和浩特市,150000,150100,6559,3578,368,,0.22259136,0.36248443,0.19946362,628.0,319.0,37.0,6.0,5931.0,0.09574630279005945,0.9042536972099405,False,3259.0,0.08915595304639463,0.9108440469536053,False,331.0,0.10054347826086957,0.8994565217391305,False
2020,内蒙古自治区,呼和浩特市,150000,150100,7574,5618,471,,0.2798913,0.1547492,0.5701509,954.0,510.0,51.0,6.0,6620.0,0.1259572220755215,0.8740427779244785,False,5108.0,0.09077963688145248,0.9092203631185475,False,420.0,0.10828025477707007,0.89171974522293,False
2021,内蒙古自治区,呼和浩特市,150000,150100,8001,6857,696,,0.477707,0.05637708,0.22054112,1134.0,840.0,72.0,7.0,6867.0,0.14173228346456693,0.8582677165354331,False,6017.0,0.12250255213650284,0.8774974478634971,False,624.0,0.10344827586206896,0.896551724137931,False
2022,内蒙古自治区,呼和浩特市,150000,150100,7132,6577,917,,0.31752872,-0.10861143,-0.040834185,1236.0,951.0,98.0,8.0,5896.0,0.17330342120022435,0.8266965787997756,False,5626.0,0.144594800060818,0.855405199939182,False,819.0,0.10687022900763359,0.8931297709923665,False
2023,内蒙古自治区,呼和浩特市,150000,150100,9487,6242,1489,,0.62377316,0.3302019,-0.05093508,1194.0,1001.0,215.0,8.0,8293.0,0.12585643512174555,0.8741435648782545,False,5241.0,0.16036526754245434,0.8396347324575456,False,1274.0,0.14439220953660176,0.8556077904633983,False
2024,内蒙古自治区,呼和浩特市,150000,150100,7593,7989,1949,,0.30893216,-0.19964162,0.27987826,697.0,779.0,190.0,9.0,6896.0,0.09179507441064139,0.9082049255893586,False,7210.0,0.09750907497809488,0.9024909250219051,False,1759.0,0.09748589020010262,0.9025141097998974,False
2000,内蒙古自治区,包头市,150000,150200,127,124,17,,,,,1.0,4.0,2.0,4.0,126.0,0.007874015748031496,0.9921259842519685,False,120.0,0.03225806451612903,0.967741935483871,False,15.0,0.11764705882352941,0.8823529411764706,False
2001,内蒙古自治区,包头市,150000,150200,154,126,23,,0.3529412,0.21259843,0.016129032,7.0,1.0,1.0,5.0,147.0,0.045454545454545456,0.9545454545454546,False,125.0,0.007936507936507936,0.9920634920634921,False,22.0,0.043478260869565216,0.9565217391304348,False
2002,内蒙古自治区,包头市,150000,150200,179,105,10,,-0.5652174,0.16233766,-0.16666667,0.0,4.0,0.0,5.0,179.0,0.0,1.0,False,101.0,0.0380952380952381,0.9619047619047619,False,10.0,0.0,1.0,False
2003,内蒙古自治区,包头市,150000,150200,199,148,16,,0.6,0.11173184,0.40952381,2.0,1.0,1.0,5.0,197.0,0.010050251256281407,0.9899497487437185,False,147.0,0.006756756756756757,0.9932432432432432,False,15.0,0.0625,0.9375,False
2004,内蒙古自治区,包头市,150000,150200,173,149,33,,1.0625,-0.13065326,0.006756757,8.0,3.0,3.0,6.0,165.0,0.046242774566473986,0.953757225433526,False,146.0,0.020134228187919462,0.9798657718120806,False,30.0,0.09090909090909091,0.9090909090909091,False
2005,内蒙古自治区,包头市,150000,150200,239,143,26,,-0.21212122,0.3815029,-0.040268455,5.0,1.0,0.0,7.0,234.0,0.02092050209205021,0.9790794979079498,False,142.0,0.006993006993006993,0.993006993006993,False,26.0,0.0,1.0,False
2006,内蒙古自治区,包头市,150000,150200,298,158,33,,0.26923078,0.24686192,0.10489511,25.0,3.0,2.0,7.0,273.0,0.08389261744966443,0.9161073825503355,False,155.0,0.0189873417721519,0.9810126582278481,False,31.0,0.06060606060606061,0.9393939393939394,False
2007,内蒙古自治区,包头市,150000,150200,320,256,35,,0.060606062,0.0738255,0.62025315,10.0,24.0,4.0,6.0,310.0,0.03125,0.96875,False,232.0,0.09375,0.90625,False,31.0,0.11428571428571428,0.8857142857142857,False
2008,内蒙古自治区,包头市,150000,150200,366,244,37,,0.057142857,0.14375,-0.046875,13.0,9.0,2.0,6.0,353.0,0.03551912568306011,0.9644808743169399,False,235.0,0.036885245901639344,0.9631147540983607,False,35.0,0.05405405405405406,0.9459459459459459,False
2009,内蒙古自治区,包头市,150000,150200,487,308,49,,0.3243243,0.3306011,0.26229507,29.0,14.0,6.0,6.0,458.0,0.059548254620123205,0.9404517453798767,False,294.0,0.045454545454545456,0.9545454545454546,False,43.0,0.12244897959183673,0.8775510204081632,False
2010,内蒙古自治区,包头市,150000,150200,532,475,75,,0.53061223,0.092402466,0.5422078,76.0,45.0,2.0,6.0,456.0,0.14285714285714285,0.8571428571428571,False,430.0,0.09473684210526316,0.9052631578947369,False,73.0,0.02666666666666667,0.9733333333333334,False
2011,内蒙古自治区,包头市,150000,150200,725,519,83,,0.10666667,0.36278194,0.09263158,168.0,56.0,5.0,7.0,557.0,0.2317241379310345,0.7682758620689655,False,463.0,0.10789980732177264,0.8921001926782274,False,78.0,0.060240963855421686,0.9397590361445783,False
2012,内蒙古自治区,包头市,150000,150200,1161,620,96,,0.15662651,0.60137933,0.19460501,377.0,81.0,12.0,7.0,784.0,0.32472006890611543,0.6752799310938846,False,539.0,0.13064516129032258,0.8693548387096774,False,84.0,0.125,0.875,False
2013,内蒙古自治区,包头市,150000,150200,1481,965,124,,0.29166666,0.27562445,0.5564516,455.0,241.0,23.0,7.0,1026.0,0.30722484807562456,0.6927751519243754,False,724.0,0.24974093264248703,0.7502590673575129,False,101.0,0.18548387096774194,0.8145161290322581,False
2014,内蒙古自治区,包头市,150000,150200,1596,1160,120,,-0.032258064,0.077650234,0.20207255,422.0,246.0,33.0,7.0,1174.0,0.2644110275689223,0.7355889724310777,False,914.0,0.2120689655172414,0.7879310344827586,False,87.0,0.275,0.725,False
2015,内蒙古自治区,包头市,150000,150200,2080,1589,246,,1.05,0.30325815,0.3698276,566.0,382.0,95.0,7.0,1514.0,0.2721153846153846,0.7278846153846154,False,1207.0,0.24040276903713026,0.7595972309628697,False,151.0,0.3861788617886179,0.6138211382113821,False
2016,内蒙古自治区,包头市,150000,150200,2173,1539,279,,0.13414635,0.044711538,-0.03146633,587.0,395.0,89.0,8.0,1586.0,0.27013345605154165,0.7298665439484584,False,1144.0,0.2566601689408707,0.7433398310591293,False,190.0,0.31899641577060933,0.6810035842293907,False
2017,内蒙古自治区,包头市,150000,150200,2360,1491,292,,0.04659498,0.08605614,-0.031189084,366.0,372.0,120.0,8.0,1994.0,0.15508474576271186,0.8449152542372881,False,1119.0,0.24949698189134809,0.7505030181086519,False,172.0,0.410958904109589,0.589041095890411,False
2018,内蒙古自治区,包头市,150000,150200,2905,1863,269,,-0.07876712,0.2309322,0.24949698,400.0,251.0,93.0,8.0,2505.0,0.13769363166953527,0.8623063683304647,False,1612.0,0.1347289318303811,0.8652710681696189,False,176.0,0.34572490706319703,0.654275092936803,False
2019,内蒙古自治区,包头市,150000,150200,3561,2034,281,,0.044609666,0.22581756,0.09178744,369.0,247.0,51.0,8.0,3192.0,0.10362257792754845,0.8963774220724515,False,1787.0,0.12143559488692232,0.8785644051130777,False,230.0,0.18149466192170818,0.8185053380782918,False
2020,内蒙古自治区,包头市,150000,150200,4606,3084,302,,0.07473309,0.29345688,0.5162242,426.0,267.0,75.0,8.0,4180.0,0.0924880590534086,0.9075119409465914,False,2817.0,0.08657587548638132,0.9134241245136187,False,227.0,0.24834437086092714,0.7516556291390728,False
2021,内蒙古自治区,包头市,150000,150200,4698,4551,439,,0.4536424,0.019973947,0.47568095,389.0,322.0,89.0,8.0,4309.0,0.08280119199659429,0.9171988080034057,False,4229.0,0.07075368050977807,0.929246319490222,False,350.0,0.20273348519362186,0.7972665148063781,False
2022,内蒙古自治区,包头市,150000,150200,4907,4267,435,,-0.009111618,0.044487014,-0.06240387,577.0,399.0,131.0,6.0,4330.0,0.11758712044018749,0.8824128795598125,False,3868.0,0.09350831966252636,0.9064916803374736,False,304.0,0.30114942528735633,0.6988505747126437,False
2023,内蒙古自治区,包头市,150000,150200,6203,3972,624,,0.43448275,0.2641125,-0.06913523,503.0,394.0,157.0,7.0,5700.0,0.0810897952603579,0.9189102047396421,False,3578.0,0.09919436052366566,0.9008056394763343,False,467.0,0.2516025641025641,0.7483974358974359,False
2024,内蒙古自治区,包头市,150000,150200,4131,4203,884,,0.41666666,-0.3340319,0.0581571,428.0,501.0,212.0,9.0,3703.0,0.10360687484870491,0.8963931251512951,False,3702.0,0.1192005710206995,0.8807994289793005,False,672.0,0.2398190045248869,0.7601809954751131,False
2000,内蒙古自治区,乌海市,150000,150300,33,13,2,,,,,0.0,0.0,0.0,1.0,33.0,0.0,1.0,False,13.0,0.0,1.0,False,2.0,0.0,1.0,False
2001,内蒙古自治区,乌海市,150000,150300,21,21,1,,-0.5,-0.36363637,0.61538464,0.0,0.0,0.0,1.0,21.0,0.0,1.0,False,21.0,0.0,1.0,False,1.0,0.0,1.0,False
2002,内蒙古自治区,乌海市,150000,150300,25,20,1,,0.0,0.1904762,-0.04761905,0.0,0.0,0.0,1.0,25.0,0.0,1.0,False,20.0,0.0,1.0,False,1.0,0.0,1.0,False
2003,内蒙古自治区,乌海市,150000,150300,26,22,5,,4.0,0.04,0.1,0.0,0.0,0.0,1.0,26.0,0.0,1.0,False,22.0,0.0,1.0,False,5.0,0.0,1.0,False
2004,内蒙古自治区,乌海市,150000,150300,18,27,3,,-0.4,-0.30769232,0.22727273,0.0,1.0,1.0,1.0,18.0,0.0,1.0,False,26.0,0.037037037037037035,0.9629629629629629,False,2.0,0.3333333333333333,0.6666666666666666,False
2005,内蒙古自治区,乌海市,150000,150300,19,16,2,,-0.33333334,0.055555556,-0.4074074,0.0,0.0,0.0,1.0,19.0,0.0,1.0,False,16.0,0.0,1.0,False,2.0,0.0,1.0,False
2006,内蒙古自治区,乌海市,150000,150300,57,14,2,,0.0,2.0,-0.125,2.0,0.0,0.0,1.0,55.0,0.03508771929824561,0.9649122807017544,False,14.0,0.0,1.0,False,2.0,0.0,1.0,False
2007,内蒙古自治区,乌海市,150000,150300,49,39,7,,2.5,-0.14035088,1.7857143,2.0,2.0,1.0,1.0,47.0,0.04081632653061224,0.9591836734693877,False,37.0,0.05128205128205128,0.9487179487179487,False,6.0,0.14285714285714285,0.8571428571428571,False
2008,内蒙古自治区,乌海市,150000,150300,21,44,10,,0.42857143,-0.5714286,0.12820514,2.0,2.0,0.0,1.0,19.0,0.09523809523809523,0.9047619047619048,False,42.0,0.045454545454545456,0.9545454545454546,False,10.0,0.0,1.0,False
2009,内蒙古自治区,乌海市,150000,150300,73,12,4,,-0.6,2.4761906,-0.72727275,0.0,0.0,0.0,1.0,73.0,0.0,1.0,False,12.0,0.0,1.0,False,4.0,0.0,1.0,False
2010,内蒙古自治区,乌海市,150000,150300,56,61,6,,0.5,-0.23287672,4.0833335,3.0,1.0,0.0,1.0,53.0,0.05357142857142857,0.9464285714285714,False,60.0,0.01639344262295082,0.9836065573770492,False,6.0,0.0,1.0,False
2011,内蒙古自治区,乌海市,150000,150300,69,62,8,,0.33333334,0.23214285,0.016393442,0.0,0.0,0.0,2.0,69.0,0.0,1.0,False,62.0,0.0,1.0,False,8.0,0.0,1.0,False
2012,内蒙古自治区,乌海市,150000,150300,97,92,16,,1.0,0.4057971,0.48387095,7.0,2.0,1.0,2.0,90.0,0.07216494845360824,0.9278350515463918,False,90.0,0.021739130434782608,0.9782608695652174,False,15.0,0.0625,0.9375,False
2013,内蒙古自治区,乌海市,150000,150300,128,63,2,,-0.875,0.31958762,-0.3152174,15.0,7.0,0.0,2.0,113.0,0.1171875,0.8828125,False,56.0,0.1111111111111111,0.8888888888888888,False,2.0,0.0,1.0,False
2014,内蒙古自治区,乌海市,150000,150300,128,119,15,,6.5,0.0,0.8888889,13.0,19.0,1.0,2.0,115.0,0.1015625,0.8984375,False,100.0,0.15966386554621848,0.8403361344537815,False,14.0,0.06666666666666667,0.9333333333333333,False
2015,内蒙古自治区,乌海市,150000,150300,159,135,12,,-0.2,0.2421875,0.13445379,9.0,10.0,3.0,2.0,150.0,0.05660377358490566,0.9433962264150944,False,125.0,0.07407407407407407,0.9259259259259259,False,9.0,0.25,0.75,False
2016,内蒙古自治区,乌海市,150000,150300,290,198,29,,1.4166666,0.8238994,0.46666667,14.0,6.0,3.0,2.0,276.0,0.04827586206896552,0.9517241379310345,False,192.0,0.030303030303030304,0.9696969696969697,False,26.0,0.10344827586206896,0.896551724137931,False
2017,内蒙古自治区,乌海市,150000,150300,336,195,16,,-0.44827586,0.15862069,-0.015151516,28.0,14.0,2.0,2.0,308.0,0.08333333333333333,0.9166666666666666,False,181.0,0.07179487179487179,0.9282051282051282,False,14.0,0.125,0.875,False
2018,内蒙古自治区,乌海市,150000,150300,469,335,26,,0.625,0.39583334,0.71794873,39.0,25.0,5.0,2.0,430.0,0.08315565031982942,0.9168443496801706,False,310.0,0.07462686567164178,0.9253731343283582,False,21.0,0.19230769230769232,0.8076923076923077,False
2019,内蒙古自治区,乌海市,150000,150300,851,404,31,,0.1923077,0.81449896,0.20597015,56.0,33.0,6.0,2.0,795.0,0.06580493537015276,0.9341950646298472,False,371.0,0.08168316831683169,0.9183168316831684,False,25.0,0.1935483870967742,0.8064516129032258,False
2020,内蒙古自治区,乌海市,150000,150300,1037,816,40,,0.29032257,0.21856639,1.019802,114.0,76.0,0.0,2.0,923.0,0.10993249758919961,0.8900675024108003,False,740.0,0.09313725490196079,0.9068627450980392,False,40.0,0.0,1.0,False
2021,内蒙古自治区,乌海市,150000,150300,999,943,50,,0.25,-0.036644164,0.15563725,60.0,83.0,7.0,2.0,939.0,0.06006006006006006,0.93993993993994,False,860.0,0.088016967126193,0.911983032873807,False,43.0,0.14,0.86,False
2022,内蒙古自治区,乌海市,150000,150300,1078,1069,80,,0.6,0.07907908,0.13361612,137.0,113.0,5.0,1.0,941.0,0.12708719851576994,0.87291280148423,False,956.0,0.10570626753975679,0.8942937324602432,False,75.0,0.0625,0.9375,False
2023,内蒙古自治区,乌海市,150000,150300,1388,977,141,,0.7625,0.28756958,-0.08606174,166.0,112.0,7.0,1.0,1222.0,0.11959654178674352,0.8804034582132565,False,865.0,0.11463664278403275,0.8853633572159673,False,134.0,0.04964539007092199,0.950354609929078,False
2024,内蒙古自治区,乌海市,150000,150300,807,1028,165,,0.17021276,-0.4185879,0.052200615,85.0,81.0,12.0,1.0,722.0,0.10532837670384139,0.8946716232961586,False,947.0,0.07879377431906615,0.9212062256809338,False,153.0,0.07272727272727272,0.9272727272727272,False
2000,内蒙古自治区,赤峰市,150000,150400,104,105,6,,,,,5.0,0.0,0.0,4.0,99.0,0.04807692307692308,0.9519230769230769,False,105.0,0.0,1.0,False,6.0,0.0,1.0,False
2001,内蒙古自治区,赤峰市,150000,150400,162,121,23,,2.8333333,0.5576923,0.15238096,10.0,0.0,0.0,4.0,152.0,0.06172839506172839,0.9382716049382716,False,121.0,0.0,1.0,False,23.0,0.0,1.0,False
2002,内蒙古自治区,赤峰市,150000,150400,165,138,12,,-0.47826087,0.018518519,0.14049587,0.0,1.0,0.0,4.0,165.0,0.0,1.0,False,137.0,0.007246376811594203,0.9927536231884058,False,12.0,0.0,1.0,False
2003,内蒙古自治区,赤峰市,150000,150400,165,129,12,,0.0,0.0,-0.06521739,5.0,0.0,0.0,4.0,160.0,0.030303030303030304,0.9696969696969697,False,129.0,0.0,1.0,False,12.0,0.0,1.0,False
2004,内蒙古自治区,赤峰市,150000,150400,184,127,19,,0.5833333,0.11515152,-0.015503876,9.0,9.0,4.0,4.0,175.0,0.04891304347826087,0.9510869565217391,False,118.0,0.07086614173228346,0.9291338582677166,False,15.0,0.21052631578947367,0.7894736842105263,False
2005,内蒙古自治区,赤峰市,150000,150400,165,122,22,,0.15789473,-0.10326087,-0.03937008,0.0,5.0,5.0,3.0,165.0,0.0,1.0,False,117.0,0.040983606557377046,0.9590163934426229,False,17.0,0.22727272727272727,0.7727272727272727,False
2006,内蒙古自治区,赤峰市,150000,150400,203,122,14,,-0.36363637,0.23030303,0.0,3.0,2.0,2.0,2.0,200.0,0.014778325123152709,0.9852216748768473,False,120.0,0.01639344262295082,0.9836065573770492,False,12.0,0.14285714285714285,0.8571428571428571,False
2007,内蒙古自治区,赤峰市,150000,150400,188,183,26,,0.85714287,-0.073891625,0.5,0.0,2.0,2.0,2.0,188.0,0.0,1.0,False,181.0,0.01092896174863388,0.9890710382513661,False,24.0,0.07692307692307693,0.9230769230769231,False
2008,内蒙古自治区,赤峰市,150000,150400,155,163,24,,-0.07692308,-0.17553191,-0.10928962,0.0,0.0,0.0,2.0,155.0,0.0,1.0,False,163.0,0.0,1.0,False,24.0,0.0,1.0,False
2009,内蒙古自治区,赤峰市,150000,150400,245,164,32,,0.33333334,0.58064514,0.006134969,0.0,0.0,0.0,2.0,245.0,0.0,1.0,False,164.0,0.0,1.0,False,32.0,0.0,1.0,False
2010,内蒙古自治区,赤峰市,150000,150400,265,227,14,,-0.5625,0.08163265,0.38414633,0.0,0.0,0.0,2.0,265.0,0.0,1.0,False,227.0,0.0,1.0,False,14.0,0.0,1.0,False
2011,内蒙古自治区,赤峰市,150000,150400,320,212,26,,0.85714287,0.20754717,-0.066079296,0.0,1.0,1.0,2.0,320.0,0.0,1.0,False,211.0,0.0047169811320754715,0.9952830188679245,False,25.0,0.038461538461538464,0.9615384615384616,False
2012,内蒙古自治区,赤峰市,150000,150400,346,286,65,,1.5,0.08125,0.3490566,0.0,0.0,0.0,3.0,346.0,0.0,1.0,False,286.0,0.0,1.0,False,65.0,0.0,1.0,False
2013,内蒙古自治区,赤峰市,150000,150400,485,392,46,,-0.2923077,0.4017341,0.37062937,4.0,0.0,0.0,3.0,481.0,0.008247422680412371,0.9917525773195877,False,392.0,0.0,1.0,False,46.0,0.0,1.0,False
2014,内蒙古自治区,赤峰市,150000,150400,533,421,34,,-0.26086956,0.09896907,0.073979594,0.0,2.0,0.0,3.0,533.0,0.0,1.0,False,419.0,0.004750593824228029,0.995249406175772,False,34.0,0.0,1.0,False
2015,内蒙古自治区,赤峰市,150000,150400,566,443,53,,0.5588235,0.061913695,0.052256532,44.0,1.0,1.0,3.0,522.0,0.07773851590106007,0.9222614840989399,False,442.0,0.002257336343115124,0.9977426636568849,False,52.0,0.018867924528301886,0.9811320754716981,False
2016,内蒙古自治区,赤峰市,150000,150400,706,495,68,,0.28301886,0.24734983,0.11738149,5.0,2.0,1.0,3.0,701.0,0.007082152974504249,0.9929178470254958,False,493.0,0.00404040404040404,0.9959595959595959,False,67.0,0.014705882352941176,0.9852941176470589,False
2017,内蒙古自治区,赤峰市,150000,150400,815,486,61,,-0.10294118,0.15439093,-0.018181818,3.0,4.0,3.0,3.0,812.0,0.0036809815950920245,0.996319018404908,False,482.0,0.00823045267489712,0.9917695473251029,False,58.0,0.04918032786885246,0.9508196721311475,False
2018,内蒙古自治区,赤峰市,150000,150400,1195,802,80,,0.3114754,0.46625766,0.6502058,33.0,2.0,1.0,3.0,1162.0,0.027615062761506277,0.9723849372384937,False,800.0,0.0024937655860349127,0.9975062344139651,False,79.0,0.0125,0.9875,False
2019,内蒙古自治区,赤峰市,150000,150400,1558,948,58,,-0.275,0.30376568,0.1820449,21.0,28.0,2.0,3.0,1537.0,0.013478818998716302,0.9865211810012837,False,920.0,0.029535864978902954,0.9704641350210971,False,56.0,0.034482758620689655,0.9655172413793104,False
2020,内蒙古自治区,赤峰市,150000,150400,2344,1485,59,,0.01724138,0.50449294,0.5664557,38.0,5.0,0.0,3.0,2306.0,0.016211604095563138,0.9837883959044369,False,1480.0,0.003367003367003367,0.9966329966329966,False,59.0,0.0,1.0,False
2021,内蒙古自治区,赤峰市,150000,150400,2307,2331,83,,0.40677965,-0.015784983,0.56969696,12.0,37.0,2.0,2.0,2295.0,0.005201560468140442,0.9947984395318595,False,2294.0,0.015873015873015872,0.9841269841269841,False,81.0,0.024096385542168676,0.9759036144578314,False
2022,内蒙古自治区,赤峰市,150000,150400,1940,2048,107,,0.28915662,-0.15908106,-0.12140712,19.0,23.0,1.0,2.0,1921.0,0.00979381443298969,0.9902061855670103,False,2025.0,0.01123046875,0.98876953125,False,106.0,0.009345794392523364,0.9906542056074766,False
2023,内蒙古自治区,赤峰市,150000,150400,2347,1618,157,,0.46728972,0.20979382,-0.20996094,52.0,30.0,1.0,2.0,2295.0,0.022155943757988922,0.9778440562420111,False,1588.0,0.018541409147095178,0.9814585908529048,False,156.0,0.006369426751592357,0.9936305732484076,False
2024,内蒙古自治区,赤峰市,150000,150400,1518,2015,170,,0.08280255,-0.3532169,0.24536465,33.0,40.0,8.0,2.0,1485.0,0.021739130434782608,0.9782608695652174,False,1975.0,0.019851116625310174,0.9801488833746899,False,162.0,0.047058823529411764,0.9529411764705882,False
2000,内蒙古自治区,通辽市,150000,150500,75,70,2,,,,,0.0,0.0,0.0,0.0,75.0,0.0,1.0,False,70.0,0.0,1.0,False,2.0,0.0,1.0,False
2001,内蒙古自治区,通辽市,150000,150500,71,66,3,,0.5,-0.053333335,-0.057142857,0.0,0.0,0.0,0.0,71.0,0.0,1.0,False,66.0,0.0,1.0,False,3.0,0.0,1.0,False
2002,内蒙古自治区,通辽市,150000,150500,63,75,7,,1.3333334,-0.112676054,0.13636364,0.0,0.0,0.0,0.0,63.0,0.0,1.0,False,75.0,0.0,1.0,False,7.0,0.0,1.0,False
2003,内蒙古自治区,通辽市,150000,150500,98,57,2,,-0.71428573,0.5555556,-0.24,0.0,0.0,0.0,0.0,98.0,0.0,1.0,False,57.0,0.0,1.0,False,2.0,0.0,1.0,False
2004,内蒙古自治区,通辽市,150000,150500,72,65,7,,2.5,-0.26530612,0.14035088,0.0,0.0,0.0,0.0,72.0,0.0,1.0,False,65.0,0.0,1.0,False,7.0,0.0,1.0,False
2005,内蒙古自治区,通辽市,150000,150500,111,70,6,,-0.14285715,0.5416667,0.07692308,0.0,0.0,0.0,0.0,111.0,0.0,1.0,False,70.0,0.0,1.0,False,6.0,0.0,1.0,False
2006,内蒙古自治区,通辽市,150000,150500,96,81,8,,0.33333334,-0.13513513,0.15714286,0.0,0.0,0.0,0.0,96.0,0.0,1.0,False,81.0,0.0,1.0,False,8.0,0.0,1.0,False
2007,内蒙古自治区,通辽市,150000,150500,130,86,5,,-0.375,0.35416666,0.061728396,0.0,0.0,0.0,1.0,130.0,0.0,1.0,False,86.0,0.0,1.0,False,5.0,0.0,1.0,False
2008,内蒙古自治区,通辽市,150000,150500,154,121,16,,2.2,0.18461539,0.40697673,0.0,0.0,0.0,1.0,154.0,0.0,1.0,False,121.0,0.0,1.0,False,16.0,0.0,1.0,False
2009,内蒙古自治区,通辽市,150000,150500,173,109,15,,-0.0625,0.12337662,-0.09917355,0.0,0.0,0.0,1.0,173.0,0.0,1.0,False,109.0,0.0,1.0,False,15.0,0.0,1.0,False
2010,内蒙古自治区,通辽市,150000,150500,131,142,14,,-0.06666667,-0.24277456,0.3027523,0.0,0.0,0.0,1.0,131.0,0.0,1.0,False,142.0,0.0,1.0,False,14.0,0.0,1.0,False
2011,内蒙古自治区,通辽市,150000,150500,188,131,28,,1.0,0.4351145,-0.07746479,0.0,0.0,0.0,1.0,188.0,0.0,1.0,False,131.0,0.0,1.0,False,28.0,0.0,1.0,False
2012,内蒙古自治区,通辽市,150000,150500,247,177,35,,0.25,0.31382978,0.35114503,0.0,0.0,0.0,1.0,247.0,0.0,1.0,False,177.0,0.0,1.0,False,35.0,0.0,1.0,False
2013,内蒙古自治区,通辽市,150000,150500,255,252,34,,-0.028571429,0.032388665,0.42372882,0.0,0.0,0.0,1.0,255.0,0.0,1.0,False,252.0,0.0,1.0,False,34.0,0.0,1.0,False
2014,内蒙古自治区,通辽市,150000,150500,368,293,37,,0.0882353,0.44313726,0.16269842,0.0,0.0,0.0,1.0,368.0,0.0,1.0,False,293.0,0.0,1.0,False,37.0,0.0,1.0,False
